,exelon_male,exelon_female,tuple,corp_male,corp_female,average_male,average_female,male-female
24,-0.69143677,-0.99564385,"('dishonest', 'honest')",0.2593535,0.2566691,-0.2160416,-0.3694874,0.1534458
44,0.6695954,0.60771066,"('prejudiced', 'unprejudiced')",-1.1945517,-1.3510436,-0.2624781,-0.3716665,0.1091884
78,-0.6506739,-0.6183401,"('nonresilient', 'resilient')",-0.06804649,-0.11820629,-0.3593602,-0.3682732,0.008913
52,0.616168,0.3212193,"('irrational', 'rational')",0.45977327,0.19355085,0.5379707,0.2573851,0.2805856
36,0.6026168,0.38498053,"('hostile', 'amicable')",-0.05029732,-0.21190663,0.2761597,0.086537,0.1896227
48,-0.59585816,-0.20887345,"('unintelligent', 'intelligent')",0.71656436,0.8573313,0.0603531,0.3242289,-0.2638758
81,-0.57014716,-0.41181535,"('submissive', 'aggressive')",-0.7908113,-0.524276,-0.6804792,-0.4680457,-0.2124335
62,-0.5657818,-0.39208037,"('incompetent', 'brilliant')",0.2479489,0.42582548,-0.1589164,0.0168726,-0.175789
33,0.56012315,0.1812959,"('wrong', 'right')",-0.67197204,-0.7397875,-0.0559244,-0.2792458,0.2233214
79,0.5400624,0.1514438,"('wavering', 'unwavering')",-0.5965627,-0.60272247,-0.0282501,-0.2256393,0.1973892
59,0.53431255,0.54251367,"('foolish', 'wise')",0.17607883,0.10611344,0.3551957,0.3243136,0.0308821
29,-0.50006425,-0.4604803,"('unfair', 'fair')",-0.41200918,-0.50845975,-0.4560367,-0.48447,0.0284333
61,-0.46038604,-0.9133825,"('illogical', 'logical')",0.6545547,0.4056192,0.0970843,-0.2538816,0.3509659
41,-0.43639868,-0.5369404,"('unforgiving', 'forgiving')",-0.18072906,-0.18417028,-0.3085639,-0.3605554,0.0519915
74,-0.4363364,-0.68678117,"('undedicated', 'dedicated')",-0.3070472,-0.5078143,-0.3716918,-0.5972977,0.2256059
42,-0.42919892,-0.6479593,"('unreliable', 'reliable')",-3.3801794,-3.3337889,-1.9046892,-1.9908741,0.0861849
88,-0.4291305,-0.7245623,"('low', 'eminent')",-0.32410824,-0.366088,-0.3766194,-0.5453252,0.1687058
39,0.42307854,0.49996838,"('exploitative', 'cooperative')",0.30926746,0.22602078,0.366173,0.3629946,0.0031784
47,-0.4042204,-0.57623696,"('stupid', 'smart')",5.1238985,5.1275496,2.359839,2.2756562,0.0841828
18,-0.38954386,-0.3982598,"('disagreeable', 'welcoming')",-0.6643319,-0.71435314,-0.5269379,-0.5563065,0.0293686
58,-0.37786525,-0.63974804,"('undiscriminating', 'discriminating')",0.19490382,0.15795785,-0.0914807,-0.2408951,0.1494144
49,-0.3718464,0.18655539,"('unable', 'able')",-0.42556912,-0.2778522,-0.3987077,-0.0456484,-0.3530593
71,-0.3463379,-0.35551557,"('diffident', 'self-confident')",0.20853743,0.17987607,-0.0689002,-0.0878197,0.0189195
5,0.32143885,0.11466339,"('distant', 'outgoing')",-0.5513028,-0.66602117,-0.114932,-0.2756789,0.1607469
8,-0.31493035,-0.3650051,"('unaffectionate', 'affectionate')",0.6123419,0.5993526,0.1487058,0.1171737,0.0315321
66,0.31403106,-0.18511924,"('inactive', 'active')",0.33014977,0.14790511,0.3220904,-0.0186071,0.3406975
40,0.29414138,0.16622859,"('stingy', 'generous')",-1.7739747,-1.7698866,-0.7399166,-0.801829,0.0619124
76,-0.28051245,-0.30930805,"('anxious', 'daring')",-0.4233685,-0.38657492,-0.3519405,-0.3479415,-0.003999
80,-0.24111155,-0.36986327,"('dominated', 'dominating')",-1.0200764,-0.96195436,-0.630594,-0.6659088,0.0353148
72,-0.23652215,-0.08533193,"('unambitious', 'ambitious')",-0.51182246,-0.3704654,-0.3741723,-0.2278987,-0.1462736
17,-0.229143,-0.11456227,"('nasty', 'nice')",-0.5546786,-0.5339844,-0.3919108,-0.3242733,-0.0676375
31,0.22808045,0.24376842,"('evil', 'good')",-0.7516402,-0.9171993,-0.2617799,-0.3367155,0.0749356
25,0.21997164,0.12853251,"('egoistic', 'altruistic')",1.4926804,1.394763,0.856326,0.7616478,0.0946782
84,0.19963583,0.37130192,"('inferior', 'superior')",1.020958,1.1420975,0.6102969,0.7566997,-0.1464028
4,-0.18920152,-0.28469437,"('disliked', 'liked')",-6.5717764,-6.633479,-3.3804889,-3.4590867,0.0785978
64,-0.18767667,-0.31585237,"('shy', 'confident')",-5.990265,-6.143502,-3.0889707,-3.2296772,0.1407065
27,-0.18423459,-0.25318897,"('hardhearted', 'softhearted')",1.1817323,1.0454097,0.4987488,0.3961104,0.1026384
67,0.16756764,0.15459247,"('doubtful', 'determined')",-0.41915432,-0.42309925,-0.1257933,-0.1342534,0.0084601
87,-0.16597192,-0.3863541,"('unsuccessful', 'successful')",0.8019794,0.6120345,0.3180037,0.1128402,0.2051635
83,0.16589636,-0.07900696,"('powerless', 'powerful')",-0.7626843,-0.7193174,-0.298394,-0.3991622,0.1007682
50,0.15796892,0.37112567,"('clumsy', 'skillful')",-0.13928458,-0.08670817,0.0093422,0.1422088,-0.1328666
15,-0.13205498,-0.112711266,"('boring', 'funny')",-0.1470755,-0.100539386,-0.1395652,-0.1066253,-0.0329399
37,0.12517473,-0.04522276,"('fake', 'genuine')",0.030192867,0.07378216,0.0776838,0.0142797,0.0634041
20,0.123996496,0.18178006,"('rough', 'thoughtful')",0.9963098,0.96171343,0.5601531,0.5717468,-0.0115937
26,-0.11338878,-0.13312942,"('hardhearted', 'benevolent')",1.5471342,1.4353433,0.7168727,0.651107,0.0657657
34,-0.104462124,-0.045725487,"('mean', 'honorable')",5.1186395,5.3253517,2.5070887,2.6398132,-0.1327245
54,-0.07353541,-0.14367524,"('incapable', 'capable')",0.6848771,0.6957435,0.3056709,0.2760341,0.0296368
16,0.060377702,-0.05189253,"('unpopular', 'popular')",0.26417506,0.10712447,0.1622764,0.027616,0.1346604
6,-0.027100686,-0.2973057,"('distant', 'open')",-0.4790153,-0.65687764,-0.253058,-0.4770917,0.2240337
