,avalonbay_male,avalonbay_female,tuple,communities_male,communities_female,inc_male,inc_female,average_male,average_female,male-female
49,-0.83860046,-0.81465876,"('unable', 'able')",-0.8370363,-0.83420527,-0.36962682,-0.31519264,-0.6817545,-0.6546856,-0.0270689
68,-0.8321878,-0.91430765,"('dependent', 'independent')",-0.6255299,-0.6152752,-0.74383557,-0.75346375,-0.7338511,-0.7610156,0.0271645
0,0.8282538,0.65032357,"('unsociable', 'sociable')",1.1128591,1.1418239,-0.43665165,-0.34199488,0.5014871,0.4833842,0.0181029
74,0.7359107,0.70287347,"('undedicated', 'dedicated')",0.61978585,0.7573156,-0.12870581,-0.08003432,0.4089969,0.4600516,-0.0510547
3,0.6662371,0.5155023,"('repellent', 'pleasant')",0.7530128,0.6973173,0.406439,0.5564479,0.6085629,0.5897559,0.018807
42,0.6505768,0.52019954,"('unreliable', 'reliable')",0.70569664,0.673312,-2.581881,-2.5198433,-0.4085359,-0.4421106,0.0335747
73,0.6488755,0.7924296,"('helpless', 'self-reliant')",0.13744058,0.1690152,-3.2795238,-3.2520034,-0.8310693,-0.7635195,-0.0675498
64,0.63597953,0.34368676,"('shy', 'confident')",0.17660703,0.14871086,-6.6053,-6.5338564,-1.9309044,-2.0138195,0.0829151
41,0.617687,0.71645814,"('unforgiving', 'forgiving')",0.51952296,0.5735485,0.09193167,0.044178065,0.4097139,0.4447282,-0.0350143
58,-0.6142739,-0.56007034,"('undiscriminating', 'discriminating')",-0.23754269,-0.24212368,-0.13148138,-0.27116665,-0.327766,-0.3577869,0.0300209
1,-0.5851087,-0.4438431,"('unfriendly', 'friendly')",-0.1387249,-0.066084094,1.5211434,1.3873419,0.26577,0.2924715,-0.0267015
88,-0.56565815,-0.65417343,"('low', 'eminent')",-0.9120968,-0.87589663,-0.2700113,-0.19829668,-0.5825888,-0.5761222,-0.0064666
67,0.551533,0.5251724,"('doubtful', 'determined')",0.80743587,0.7909044,-0.54745877,-0.4675052,0.2705034,0.2828572,-0.0123538
47,0.5319793,0.56342053,"('stupid', 'smart')",0.6538706,0.7383519,5.648867,5.8246574,2.2782389,2.3754765,-0.0972376
61,0.5053595,0.3686076,"('illogical', 'logical')",0.20077537,0.13538139,0.15768145,0.067306116,0.2879388,0.1904317,0.0975071
71,0.49450636,0.6135007,"('diffident', 'self-confident')",2.0933414,2.1675,0.49378228,0.32841402,1.02721,1.0364715,-0.0092615
29,-0.48023862,-0.5834165,"('unfair', 'fair')",-0.60065293,-0.66650367,-0.36340052,-0.5052885,-0.4814307,-0.5850695,0.1036388
17,-0.45256338,-0.41429573,"('nasty', 'nice')",0.3682126,0.4192435,-0.17777838,-0.17550135,-0.0873764,-0.0568512,-0.0305252
32,0.44012836,0.3019682,"('unkind', 'kind')",0.73219395,0.71463704,0.8786926,1.0349675,0.6836716,0.6838576,-0.000186
18,0.38803515,0.49640048,"('disagreeable', 'welcoming')",0.26340485,0.26005495,-0.2733968,-0.25861216,0.1260144,0.1659478,-0.0399334
86,0.38798162,0.13913596,"('uninfluential', 'influential')",0.2523083,0.21966851,-0.30994767,-0.3564812,0.1101141,0.0007744,0.1093397
34,-0.31267238,-0.19443348,"('mean', 'honorable')",0.8219714,0.8553867,6.180612,6.1929154,2.2299703,2.2846228,-0.0546525
20,-0.30650467,-0.3269604,"('rough', 'thoughtful')",0.120903134,0.06934256,1.0960782,1.1434757,0.3034922,0.2952859,0.0082063
28,0.28994867,0.23382705,"('disloyal', 'loyal')",0.8921282,0.8228682,0.8521761,0.89731866,0.6780844,0.6513379,0.0267465
37,0.28428757,0.16614744,"('fake', 'genuine')",0.5496562,0.5594524,0.27699494,0.34268224,0.3703129,0.356094,0.0142189
83,-0.24203694,-0.19921964,"('powerless', 'powerful')",-0.34096637,-0.30147934,-1.2250208,-1.1073389,-0.6026747,-0.5360126,-0.0666621
33,0.20089792,0.2808781,"('wrong', 'right')",0.51351255,0.4377699,-0.445089,-0.6603233,0.0897738,0.0194415,0.0703323
44,-0.18883635,-0.30532902,"('prejudiced', 'unprejudiced')",-0.7846942,-0.86252624,-1.016907,-0.90687364,-0.6634792,-0.6915763,0.0280971
78,-0.18109044,-0.3348095,"('nonresilient', 'resilient')",1.4076502,1.3246423,0.35529524,0.12273501,0.527285,0.3708559,0.1564291
72,0.16562076,0.110963404,"('unambitious', 'ambitious')",0.57824117,0.6338142,-0.967527,-0.7882521,-0.074555,-0.0144915,-0.0600635
27,-0.15865317,-0.25031698,"('hardhearted', 'softhearted')",1.0933483,1.0270633,1.547936,1.2228078,0.8275437,0.666518,0.1610257
15,-0.15151809,0.014098806,"('boring', 'funny')",0.07053672,0.123092666,0.4054562,0.30616698,0.1081583,0.1477862,-0.0396279
77,0.14998622,-0.06807549,"('unmotivated', 'motivated')",0.6678066,0.5573083,-1.0587498,-1.1154372,-0.080319,-0.2087348,0.1284158
87,-0.13516805,-0.34287745,"('unsuccessful', 'successful')",0.93438977,0.86020607,0.27865362,0.050617833,0.3592918,0.1893155,0.1699763
84,0.12399247,0.09246875,"('inferior', 'superior')",-1.9619799,-1.93771,0.4145202,0.30834383,-0.4744891,-0.5122991,0.03781
40,0.0988664,0.17074612,"('stingy', 'generous')",1.1209569,1.0511078,-1.2153938,-1.3413728,0.0014765,-0.0398397,0.0413162
2,0.094655365,0.20483395,"('unlikable', 'likable')",0.08560512,0.11019805,0.3141495,0.46831533,0.1648033,0.2611158,-0.0963125
38,-0.08102951,0.0011496991,"('untruthful', 'truthful')",0.4814123,0.61007255,-0.07754561,-0.020756664,0.1076124,0.1968219,-0.0892095
9,-0.07793835,0.022060437,"('unaffectionate', 'caring')",0.8241907,0.84251094,1.0605695,1.0506941,0.6022739,0.6384219,-0.036148
53,0.059866086,0.1416572,"('uncreative', 'creative')",0.5577396,0.5240132,1.0036294,0.9583053,0.5404117,0.5413253,-0.0009136
54,-0.051207405,-0.095838234,"('incapable', 'capable')",-0.6912539,-0.731656,1.0223011,1.0134187,0.0932799,0.0619748,0.0313051
82,0.04155832,0.17502913,"('poor', 'rich')",-0.21097136,-0.060651917,5.899859,6.072121,1.9101486,2.0621661,-0.1520175
26,0.0062960014,0.090191685,"('hardhearted', 'benevolent')",0.49623397,0.5361163,1.5522062,1.5180919,0.684912,0.7148,-0.029888
51,-0.0012385603,-0.08132557,"('uneducated', 'educated')",-0.32476142,-0.34340736,-0.089296624,-0.029400852,-0.1384322,-0.1513779,0.0129457
