,s&p_male,s&p_female,tuple,global_male,global_female,inc_male,inc_female,average_male,average_female,male-female
48,-0.21526118,-0.56169474,"('unintelligent', 'intelligent')",-2.1277754,-2.3982139,-1.3411729,-1.59186,-1.2280699,-1.5172561,0.2891862
69,0.21076569,0.0889285,"('lazy', 'industrious')",1.480441,1.4108118,1.3812345,1.2707812,1.024147,0.9235071,0.1006399
7,-0.21038812,-0.24442913,"('insensitive', 'sensitive')",-1.8947554,-1.9733186,-0.79192,-0.8221912,-0.9656878,-1.013313,0.0476252
40,-0.20608376,-0.4126216,"('stingy', 'generous')",-0.8959251,-0.9780961,0.14050001,0.119613774,-0.3205029,-0.4237013,0.1031984
24,-0.20165482,-0.25488874,"('dishonest', 'honest')",-1.1635749,-1.2175899,-0.81693286,-0.86272204,-0.7273875,-0.7784003,0.0510128
84,-0.1953974,-0.1971471,"('inferior', 'superior')",-0.1851322,-0.15344861,-0.129204,-0.062955886,-0.1699112,-0.1378505,-0.0320607
66,0.18354934,0.23247427,"('inactive', 'active')",1.5940896,1.5633341,0.5365031,0.5368644,0.7713807,0.7775575,-0.0061768
55,-0.18166044,-0.14109665,"('incompetent', 'clever')",-1.719632,-1.6457509,-1.2085582,-1.1324531,-1.0366169,-0.9731002,-0.0635167
3,0.17136034,0.20187429,"('repellent', 'pleasant')",-1.4180411,-1.2762059,-0.429249,-0.37620577,-0.5586433,-0.4835125,-0.0751308
76,0.14917065,0.5154513,"('anxious', 'daring')",-0.010900576,0.120606035,-0.09563728,0.26916543,0.0142109,0.3017409,-0.28753
21,0.13863792,0.17665409,"('immoral', 'moral')",-1.1791451,-0.9382184,-0.58539003,-0.44877672,-0.5419657,-0.403447,-0.1385187
54,-0.13741563,-0.19416353,"('incapable', 'capable')",0.61872387,0.48542985,0.9063319,0.86017793,0.4625467,0.3838147,0.078732
59,0.13491158,0.092015505,"('foolish', 'wise')",1.2585716,1.0637019,0.13667268,0.034468036,0.510052,0.3967285,0.1133235
11,-0.124983594,-0.18321027,"('unhelpful', 'helpful')",-2.3581283,-2.478264,-0.8376087,-0.87498724,-1.1069069,-1.1788206,0.0719137
45,0.116509765,0.16297328,"('incompetent', 'competent')",-2.4517,-2.1429956,-0.38672924,-0.2311871,-0.9073065,-0.7370698,-0.1702367
8,-0.11532724,-0.6823825,"('unaffectionate', 'affectionate')",0.31819516,-0.11899162,-0.24717374,-0.7448519,-0.0147686,-0.5154087,0.5006401
88,-0.10594192,-0.083099514,"('low', 'eminent')",-0.28813028,-0.37760746,-0.8401512,-0.9288455,-0.4114078,-0.4631842,0.0517764
65,-0.07587599,0.13852511,"('insecure', 'secure')",-1.4911332,-1.4692667,-0.7325739,-0.6822037,-0.7665277,-0.6709817,-0.095546
51,-0.06829932,-0.066749886,"('uneducated', 'educated')",-0.12920164,-0.22242153,0.05436849,0.03433717,-0.0477108,-0.0849447,0.0372339
79,0.059286185,0.19574101,"('wavering', 'unwavering')",1.3740847,1.3533819,0.11792746,0.28015715,0.5170995,0.60976,-0.0926605
67,0.055714764,0.2786478,"('doubtful', 'determined')",-0.8373741,-0.63102543,0.15431824,0.35692734,-0.2091137,0.0015166,-0.2106303
75,0.040342197,0.30084562,"('meek', 'impulsive')",0.8304505,1.0553993,0.27069554,0.42072818,0.3804961,0.5923244,-0.2118283
71,-0.032960504,-0.17514598,"('diffident', 'self-confident')",0.20083718,0.012256004,1.1327207,0.95845383,0.4335325,0.2651879,0.1683446
29,-0.032025263,0.078069955,"('unfair', 'fair')",0.38047785,0.39730287,-0.8740547,-0.8161259,-0.1752007,-0.1135844,-0.0616163
43,0.03091605,0.115106404,"('irresponsible', 'responsible')",-2.4297724,-2.4109588,-0.3831564,-0.3520949,-0.9273376,-0.8826491,-0.0446885
63,0.030041587,0.11694243,"('unperceptive', 'insightful')",-0.56702214,-0.56160015,-0.0021299757,-0.057863094,-0.1797035,-0.1675069,-0.0121966
56,-0.02650614,0.29576823,"('impractical', 'practical')",-2.2252653,-1.9812512,-0.20414941,0.098896466,-0.8186403,-0.5288622,-0.2897781
36,0.019846722,-0.18178724,"('hostile', 'amicable')",0.8588553,0.6082542,0.3109588,0.16480863,0.3965536,0.1970919,0.1994617
25,-0.008742504,-0.45490372,"('egoistic', 'altruistic')",0.48235717,0.16478978,0.64805573,0.26556116,0.3738901,-0.0081843,0.3820744
