,williams_male,williams_female,tuple,cos_male,cos_female,average_male,average_female,male-female
46,0.9599032,1.7171781,"('uncompetitive', 'competitive')",-0.2943168,-0.055781342,0.3327932,0.8306984,-0.4979052
10,0.9503464,0.99407226,"('unsympathetic', 'sympathetic')",-0.28925806,-0.15768644,0.3305442,0.4181929,-0.0876487
61,0.9182014,0.91674316,"('illogical', 'logical')",-0.02625522,0.17524019,0.4459731,0.5459917,-0.1000186
51,0.8694485,1.0319966,"('uneducated', 'educated')",0.34081283,0.1847358,0.6051307,0.6083662,-0.0032355
55,0.85973316,1.017628,"('incompetent', 'clever')",0.41793123,0.37556618,0.6388322,0.6965971,-0.0577649
14,0.8554085,1.318499,"('antisocial', 'social')",0.46353766,0.73378897,0.6594731,1.026144,-0.3666709
30,0.7888938,1.1602477,"('intolerant', 'tolerant')",0.1789134,0.2650012,0.4839036,0.7126244,-0.2287208
86,0.7595556,0.9276511,"('uninfluential', 'influential')",-0.5466385,-0.44318622,0.1064585,0.2422324,-0.1357739
33,0.75240874,0.6378388,"('wrong', 'right')",-0.5234977,-0.5573209,0.1144555,0.0402589,0.0741966
5,-0.74862266,-0.79562885,"('distant', 'outgoing')",-1.0581282,-1.1976727,-0.9033754,-0.9966508,0.0932754
82,-0.7007667,-0.75465024,"('poor', 'rich')",2.9524853,2.8913462,1.1258593,1.0683479,0.0575114
18,-0.67342913,-0.79351944,"('disagreeable', 'welcoming')",-1.2588626,-1.3544021,-0.9661459,-1.0739608,0.1078149
34,-0.66496813,-0.696843,"('mean', 'honorable')",2.5230412,2.5068972,0.9290366,0.9050271,0.0240095
29,-0.6595796,-0.39052412,"('unfair', 'fair')",-1.0253966,-1.0066249,-0.8424881,-0.6985745,-0.1439136
26,-0.6417604,-0.4870475,"('hardhearted', 'benevolent')",0.59506655,0.8645657,-0.0233469,0.1887591,-0.212106
63,0.63431984,0.8416596,"('unperceptive', 'insightful')",0.7980363,0.7611266,0.7161781,0.8013931,-0.085215
85,-0.633214,-0.80553025,"('insignificant', 'prestigious')",-1.400844,-1.4862889,-1.017029,-1.1459095,0.1288805
71,0.6015402,0.34969974,"('diffident', 'self-confident')",0.1440803,0.1179928,0.3728102,0.2338463,0.1389639
0,0.5958477,0.9194433,"('unsociable', 'sociable')",-0.06516271,0.16315396,0.2653425,0.5412986,-0.2759561
6,-0.5708439,-0.9376764,"('distant', 'open')",-1.3154811,-1.4387907,-0.9431624,-1.1882336,0.2450712
53,0.5628406,0.45098236,"('uncreative', 'creative')",0.32913578,0.2714422,0.4459882,0.3612123,0.0847759
41,0.5343357,1.1972055,"('unforgiving', 'forgiving')",-0.040245328,0.42418626,0.2470452,0.8106959,-0.5636507
75,-0.520545,0.12252721,"('meek', 'impulsive')",-0.9678617,-0.82091236,-0.7442033,-0.3491926,-0.3950107
16,-0.49989864,-0.93393934,"('unpopular', 'popular')",-0.0674314,-0.24310598,-0.283665,-0.5885227,0.3048577
60,0.49343726,0.8604792,"('inefficient', 'efficient')",0.739415,0.7983376,0.6164261,0.8294084,-0.2129823
8,-0.47432894,-0.9511503,"('unaffectionate', 'affectionate')",-0.51850665,-0.74170744,-0.4964178,-0.8464289,0.3500111
42,0.463891,0.28827706,"('unreliable', 'reliable')",-1.4306806,-1.528232,-0.4833948,-0.6199775,0.1365827
67,-0.46348774,0.0556494,"('doubtful', 'determined')",0.07275064,0.09693669,-0.1953686,0.076293,-0.2716616
76,0.45676473,0.4851257,"('anxious', 'daring')",0.47286007,0.28609324,0.4648124,0.3856094,0.079203
84,0.44065025,0.5760145,"('inferior', 'superior')",0.19322164,0.1255865,0.316936,0.3508005,-0.0338645
13,0.43258512,0.7202496,"('impolite', 'polite')",0.06831582,0.4924968,0.2504505,0.6063732,-0.3559227
79,-0.41460255,-0.64878076,"('wavering', 'unwavering')",-0.79981893,-0.8084665,-0.6072108,-0.7286236,0.1214128
37,0.40612003,0.28079814,"('fake', 'genuine')",0.22846252,0.103784144,0.3172913,0.1922911,0.1250002
40,0.38547695,0.44744468,"('stingy', 'generous')",-1.3024558,-1.4229593,-0.4584894,-0.4877573,0.0292679
38,0.32019576,0.27188793,"('untruthful', 'truthful')",-0.354131,-0.12828156,-0.0169676,0.0718032,-0.0887708
19,-0.31199372,-0.23573405,"('inhospitable', 'hospitable')",-0.5924091,-0.517115,-0.4522014,-0.3764245,-0.0757769
88,-0.29903078,-0.1164361,"('low', 'eminent')",-0.76117015,-0.83015746,-0.5301005,-0.4732968,-0.0568037
28,0.26815683,0.47938216,"('disloyal', 'loyal')",0.053090822,0.28346786,0.1606238,0.381425,-0.2208012
25,0.26382443,-0.39541674,"('egoistic', 'altruistic')",0.30794317,-0.07319465,0.2858838,-0.2343057,0.5201895
27,0.24935514,-0.63487077,"('hardhearted', 'softhearted')",0.43141663,0.11343315,0.3403859,-0.2607188,0.6011047
80,0.23954622,0.4354027,"('dominated', 'dominating')",0.3497903,0.4854902,0.2946683,0.4604464,-0.1657781
54,0.2128578,-0.12929189,"('incapable', 'capable')",0.34686857,-0.049373962,0.2798632,-0.0893329,0.3691961
59,-0.20384105,-0.3989551,"('foolish', 'wise')",-0.42433837,-0.5342461,-0.3140897,-0.4666006,0.1525109
65,-0.20352207,-0.26553217,"('insecure', 'secure')",0.22770551,0.24316734,0.0120917,-0.0111824,0.0232741
20,-0.19825172,-0.09608572,"('rough', 'thoughtful')",0.12572914,0.31616002,-0.0362613,0.1100371,-0.1462984
32,0.18456127,0.28152168,"('unkind', 'kind')",0.52805364,0.73317045,0.3563074,0.507346,-0.1510386
50,-0.18245488,-0.6897658,"('clumsy', 'skillful')",0.14623332,-0.11933571,-0.0181108,-0.4045508,0.38644
1,0.1751334,0.09539299,"('unfriendly', 'friendly')",-0.052807625,-0.078588024,0.0611629,0.0084025,0.0527604
47,0.16474235,0.34195694,"('stupid', 'smart')",2.1832883,2.3759367,1.1740153,1.3589468,-0.1849315
77,0.16307344,0.5737405,"('unmotivated', 'motivated')",-0.54514205,-0.49448413,-0.1910343,0.0396282,-0.2306625
22,0.15412758,0.48924688,"('untrustworthy', 'trustworthy')",-0.79940385,-0.6930623,-0.3226381,-0.1019077,-0.2207304
58,-0.1533294,0.3396464,"('undiscriminating', 'discriminating')",0.57745713,0.64994115,0.2120639,0.4947938,-0.2827299
15,-0.15215272,-0.41682088,"('boring', 'funny')",0.42539454,0.26479453,0.1366209,-0.0760132,0.2126341
68,-0.1356644,-0.3420021,"('dependent', 'independent')",-1.2152506,-1.3177587,-0.6754575,-0.8298804,0.1544229
69,-0.12112725,-0.099479705,"('lazy', 'industrious')",-0.3085444,-0.22025776,-0.2148358,-0.1598687,-0.0549671
17,-0.1119006,0.019751001,"('nasty', 'nice')",-0.8586068,-0.6343099,-0.4852537,-0.3072794,-0.1779743
11,0.071881,0.19885851,"('unhelpful', 'helpful')",1.3292654,1.3411559,0.7005732,0.7700072,-0.069434
43,-0.06077549,0.12523282,"('irresponsible', 'responsible')",0.36803463,0.49752346,0.1536296,0.3113781,-0.1577485
39,0.057489567,0.3058326,"('exploitative', 'cooperative')",0.7706449,0.750276,0.4140672,0.5280543,-0.1139871
45,0.05664579,0.8456313,"('incompetent', 'competent')",0.060302913,0.5087516,0.0584744,0.6771914,-0.618717
83,-0.04789963,0.40951356,"('powerless', 'powerful')",-1.1828033,-0.9406496,-0.6153514,-0.265568,-0.3497834
4,-0.03790985,0.5962099,"('disliked', 'liked')",-3.2293525,-2.8770695,-1.6336311,-1.1404297,-0.4932014
64,0.034899972,0.33981803,"('shy', 'confident')",-2.8179946,-2.7056055,-1.3915473,-1.1828938,-0.2086535
48,0.029715417,-0.22066692,"('unintelligent', 'intelligent')",-0.27117437,-0.5321919,-0.1207295,-0.3764294,0.2556999
78,-0.003718732,-0.22572687,"('nonresilient', 'resilient')",0.33307067,0.27620798,0.164676,0.0252406,0.1394354
66,-0.00083591044,-0.19273177,"('inactive', 'active')",0.009252422,0.03282494,0.0042083,-0.0799534,0.0841617
