,brown_male,brown_female,tuple,forman_male,forman_female,corp_male,corp_female,average_male,average_female,male-female
69,-0.38381562,-0.57549626,"('lazy', 'industrious')",1.6303989,1.5152009,-0.6323199,-0.42545494,0.2047544,0.1714166,0.0333378
57,-0.38048792,-0.12675177,"('unimaginative', 'imaginative')",-1.3055005,-0.9403722,-3.1715806,-3.0927982,-1.6191896,-1.3866407,-0.2325489
28,-0.34944975,0.15665585,"('disloyal', 'loyal')",-0.8901323,-0.4537755,0.9598014,1.1238489,-0.0932602,0.2755764,-0.3688366
19,-0.34722298,-0.18126722,"('inhospitable', 'hospitable')",-0.44867584,-0.26089802,-0.7255274,-0.45897514,-0.5071421,-0.3003801,-0.206762
68,-0.33279902,-0.28889573,"('dependent', 'independent')",-0.09288123,0.007491798,-0.95692414,-0.93862236,-0.4608681,-0.4066754,-0.0541927
29,-0.296177,-0.20212571,"('unfair', 'fair')",-0.0072477064,-0.014556516,-0.46041426,-0.46760184,-0.254613,-0.2280947,-0.0265183
49,-0.2932808,-0.325711,"('unable', 'able')",-0.28925022,-0.152656,-0.2885064,-0.3002848,-0.2903458,-0.2595506,-0.0307952
11,0.2837988,0.48561257,"('unhelpful', 'helpful')",-0.5980738,-0.47678027,1.9090452,1.8036085,0.5315901,0.604147,-0.0725569
27,-0.25553393,-0.3715462,"('hardhearted', 'softhearted')",-0.6007685,-0.6424237,1.3083719,1.3332729,0.1506898,0.1064343,0.0442555
25,0.2516162,0.17415363,"('egoistic', 'altruistic')",0.36708012,0.2974797,1.0085127,1.2299906,0.542403,0.567208,-0.024805
3,0.21666896,0.4081187,"('repellent', 'pleasant')",-0.7837048,-0.51852435,0.8555132,0.72442174,0.0961591,0.204672,-0.1085129
78,0.19481498,0.10616782,"('nonresilient', 'resilient')",-0.29969367,-0.2489561,0.52102906,0.39973813,0.1387168,0.0856499,0.0530669
15,0.18302086,-0.14687204,"('boring', 'funny')",-0.32341242,-0.46047533,-0.33333322,-0.41898817,-0.1579083,-0.3421118,0.1842035
47,0.13674453,0.043285735,"('stupid', 'smart')",0.30356708,0.4110653,5.3711863,5.415482,1.9371659,1.956611,-0.0194451
38,0.12987952,0.38159654,"('untruthful', 'truthful')",-0.33755934,-0.07891234,-0.23126775,-0.21838301,-0.1463159,0.0281004,-0.1744163
59,-0.12828524,0.0026586875,"('foolish', 'wise')",0.52635115,0.5351359,0.12985921,0.26283944,0.175975,0.266878,-0.090903
33,0.076746866,0.041763637,"('wrong', 'right')",0.5914666,0.5926956,-0.88691926,-0.69750625,-0.0729019,-0.0210157,-0.0518862
20,0.059922107,0.10961956,"('rough', 'thoughtful')",-0.2174368,-0.17752674,0.9534558,0.9616149,0.2653137,0.2979026,-0.0325889
72,-0.05040846,-0.21682,"('unambitious', 'ambitious')",-0.9851072,-1.0810671,-0.4902625,-0.5372762,-0.5085927,-0.6117211,0.1031284
17,0.0404628,0.028428674,"('nasty', 'nice')",-0.51258004,-0.44719377,-0.88270986,-0.7637212,-0.4516091,-0.3941621,-0.057447
22,0.038383193,-0.101592064,"('untrustworthy', 'trustworthy')",0.20528865,0.3372961,-1.0655198,-1.0650165,-0.2739493,-0.2764375,0.0024882
73,-0.035050005,0.13868251,"('helpless', 'self-reliant')",0.9338654,0.9815081,-3.2106159,-3.0136335,-0.7706002,-0.6311476,-0.1394526
83,-0.032241255,0.029013157,"('powerless', 'powerful')",-0.49231616,-0.5364965,-1.0339807,-1.0657723,-0.5195127,-0.5244186,0.0049059
