,teco_male,teco_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,male-female
37,-1.2544123,-1.0656229,"('fake', 'genuine')",-0.0686091,-0.12702605,0.23680703,0.17412694,-0.3620715,-0.3395073,-0.0225642
23,-1.225242,-1.1302941,"('insincere', 'sincere')",0.65993446,0.579982,6.2198462,5.922783,1.8848462,1.7908236,0.0940226
1,-1.1775501,-1.2325491,"('unfriendly', 'friendly')",0.06681701,-0.12510249,1.6298331,1.5430226,0.1730334,0.0617903,0.1112431
53,-1.1639694,-1.1385988,"('uncreative', 'creative')",0.31197202,0.23546836,0.75554216,0.69312835,-0.0321517,-0.0700007,0.037849
28,-1.1080575,-1.012228,"('disloyal', 'loyal')",-0.014165057,-0.08286284,0.8667887,0.89591455,-0.0851446,-0.0663921,-0.0187525
63,-1.0966978,-1.0467905,"('unperceptive', 'insightful')",0.8486067,0.81903476,1.036986,0.8037328,0.262965,0.1919924,0.0709726
13,-1.0566907,-0.6756909,"('impolite', 'polite')",0.27671856,0.34755334,-0.3163189,-0.267765,-0.3654304,-0.1986342,-0.1667962
44,1.0494772,1.1101195,"('prejudiced', 'unprejudiced')",-0.18678108,-0.016483868,-1.5471452,-1.3452368,-0.2281497,-0.0838671,-0.1442826
59,1.021588,0.92695755,"('foolish', 'wise')",0.4053559,0.6185402,0.63321674,0.500967,0.6867202,0.682155,0.0045652
5,-1.0077076,-0.9897585,"('distant', 'outgoing')",-0.49496454,-0.5078556,-0.02742516,-0.41021192,-0.5100325,-0.635942,0.1259095
14,-1.0029335,-0.5745038,"('antisocial', 'social')",1.2741078,1.4173124,-0.90111274,-0.60342276,-0.2099795,0.0797953,-0.2897748
43,-0.9747125,-0.6703596,"('irresponsible', 'responsible')",0.83399063,1.0184344,0.288627,0.39334428,0.0493017,0.2471397,-0.197838
82,-0.9622057,-0.723373,"('poor', 'rich')",0.23231392,0.34066597,6.4703474,6.464921,1.9134852,2.0274046,-0.1139194
27,-0.9620899,-1.0343196,"('hardhearted', 'softhearted')",0.15487966,0.055860493,1.4755253,1.085886,0.2227717,0.035809,0.1869627
26,-0.9380754,-0.6546273,"('hardhearted', 'benevolent')",-0.04585674,0.09519929,0.8281981,1.0895575,-0.0519114,0.1767098,-0.2286212
39,0.93672496,1.1557665,"('exploitative', 'cooperative')",-0.0026883632,0.083412156,-0.03879896,0.13842967,0.2984125,0.4592028,-0.1607903
88,-0.90223736,-0.7409324,"('low', 'eminent')",-0.3415865,-0.25469345,0.12671223,0.13614662,-0.3723706,-0.2864931,-0.0858775
70,-0.897023,-0.47938794,"('lethargic', 'energetic')",0.61443776,0.6635274,0.53400385,0.5314656,0.0838062,0.238535,-0.1547288
46,-0.89133203,-0.69088113,"('uncompetitive', 'competitive')",0.6151531,0.59504485,-0.8107012,-0.85729057,-0.3622934,-0.3177089,-0.0445845
78,-0.8906191,-0.84390485,"('nonresilient', 'resilient')",0.64886343,0.5596659,0.29259574,0.09264475,0.0169467,-0.0638647,0.0808114
54,-0.8666415,-0.43645802,"('incapable', 'capable')",-0.63171744,-0.35566992,1.2195039,1.3567374,-0.0929517,0.1882031,-0.2811548
32,-0.8517859,-0.42241636,"('unkind', 'kind')",0.3683263,0.4874453,0.82297003,1.0957798,0.1131701,0.3869362,-0.2737661
83,-0.8244241,-0.607301,"('powerless', 'powerful')",0.5595338,0.6962019,-1.494328,-1.3283842,-0.5864061,-0.4131611,-0.173245
20,-0.81958085,-0.72176063,"('rough', 'thoughtful')",0.25235552,0.3315798,0.5355755,0.594117,-0.0105499,0.0679787,-0.0785286
56,-0.7975552,-0.44373673,"('impractical', 'practical')",1.4525481,1.5326627,-0.31006023,-0.18855916,0.1149776,0.3001223,-0.1851447
84,0.7108174,0.58339,"('inferior', 'superior')",0.5132868,0.44483393,1.0356598,0.84150636,0.7532547,0.6232435,0.1300112
38,-0.71055925,-0.56723315,"('untruthful', 'truthful')",-0.19257432,-0.16122827,0.33436105,0.30976102,-0.1895909,-0.1395668,-0.0500241
68,-0.69959563,-0.83329374,"('dependent', 'independent')",0.14116386,-0.02536054,-0.23664397,-0.53172547,-0.2650252,-0.4634599,0.1984347
58,-0.69321364,-0.54634225,"('undiscriminating', 'discriminating')",0.5184,0.4431929,-0.07388291,-0.17762429,-0.0828988,-0.0935912,0.0106924
7,-0.68623763,-0.7081108,"('insensitive', 'sensitive')",1.055253,0.9031397,1.0554384,0.6766185,0.4748179,0.2905491,0.1842688
17,-0.65968746,-0.5038249,"('nasty', 'nice')",-1.2100012,-1.0807432,-0.7308524,-0.49621683,-0.866847,-0.6935949,-0.1732521
61,-0.65748286,-0.3819523,"('illogical', 'logical')",0.8261591,1.0308901,-0.17819524,-0.1804921,-0.003173,0.1561486,-0.1593216
60,-0.6478865,-0.51939005,"('inefficient', 'efficient')",2.7022076,2.645061,0.11723789,0.013924407,0.723853,0.7131984,0.0106546
2,0.62463117,1.0927153,"('unlikable', 'likable')",0.92240983,1.2990358,0.5645403,0.91209644,0.7038604,1.1012825,-0.3974221
4,0.6169646,0.47173172,"('disliked', 'liked')",0.15093164,-0.02311304,-6.3087606,-6.209274,-1.8469548,-1.9202183,0.0732635
22,-0.60670215,-0.14320701,"('untrustworthy', 'trustworthy')",-0.71609455,-0.53040993,-0.9003807,-0.7393275,-0.7410591,-0.4709815,-0.2700776
81,-0.5962931,-0.22484288,"('submissive', 'aggressive')",2.0604625,2.0360467,-0.6897718,-0.5757468,0.2581325,0.411819,-0.1536865
47,-0.59218127,-0.34353796,"('stupid', 'smart')",0.7928517,1.0144061,5.493645,5.7001305,1.8981051,2.1236661,-0.225561
69,0.5905156,0.5029563,"('lazy', 'industrious')",0.47286475,0.49174055,-0.5392046,-0.6914458,0.1747253,0.1010837,0.0736416
79,-0.5718288,-0.3515434,"('wavering', 'unwavering')",-1.4631481,-1.2460685,0.0023369705,0.041195802,-0.6775467,-0.5188054,-0.1587413
85,0.567253,0.9057045,"('insignificant', 'prestigious')",-0.92366576,-0.5774112,0.18142721,0.49378955,-0.0583285,0.2740276,-0.3323561
21,-0.5462287,-0.16974804,"('immoral', 'moral')",1.5315415,1.6095347,-0.6990354,-0.6045134,0.0954258,0.2784244,-0.1829986
25,-0.5357951,-0.5410186,"('egoistic', 'altruistic')",0.3921455,0.22694664,1.4180508,1.5775383,0.4248004,0.4211555,0.0036449
67,-0.52844495,-0.25602132,"('doubtful', 'determined')",-0.3591298,-0.18061075,-0.86022586,-0.5203069,-0.5826002,-0.3189797,-0.2636205
52,0.49795756,0.41788632,"('irrational', 'rational')",-0.9228334,-0.9816532,-0.042036545,-0.022424662,-0.1556375,-0.1953972,0.0397597
18,-0.48734227,-0.5405666,"('disagreeable', 'welcoming')",-0.82923245,-0.88545483,-0.26959336,-0.3013495,-0.5287227,-0.5757903,0.0470676
11,-0.48310608,-0.24966952,"('unhelpful', 'helpful')",0.9054972,0.92208827,2.144612,2.1099055,0.8556678,0.9274414,-0.0717736
74,-0.46091893,-0.039825086,"('undedicated', 'dedicated')",0.0074461326,0.2356692,-0.31548986,-0.13056742,-0.2563209,0.0217589,-0.2780798
50,0.45831817,0.36468548,"('clumsy', 'skillful')",-0.4194073,-0.2277343,0.6228044,0.5426856,0.2205718,0.2265456,-0.0059738
77,-0.43022382,-0.4352966,"('unmotivated', 'motivated')",0.95652294,0.8787857,-1.112451,-1.3624427,-0.1953839,-0.3063179,0.110934
12,-0.406576,-0.31381324,"('unsupportive', 'supportive')",0.69083315,0.6444559,-1.6229722,-1.9420447,-0.4462384,-0.537134,0.0908956
24,-0.37597933,-0.16556183,"('dishonest', 'honest')",0.38614953,0.41261914,0.6343945,0.68262315,0.2148549,0.3098935,-0.0950386
48,-0.35427168,-0.5008123,"('unintelligent', 'intelligent')",1.250492,1.1159151,0.40635183,0.15331759,0.4341907,0.2561401,0.1780506
40,0.3443634,0.20615266,"('stingy', 'generous')",0.092425376,-0.14186265,-1.6382949,-1.9677726,-0.400502,-0.6344942,0.2339922
75,0.34280482,0.57444304,"('meek', 'impulsive')",-0.7204275,-0.5565525,-0.17267834,-0.027610993,-0.1834337,-0.0032402,-0.1801935
65,-0.34249198,-0.06646725,"('insecure', 'secure')",0.99421525,1.031742,-0.16708617,-0.12431721,0.1615457,0.2803192,-0.1187735
80,0.32662252,0.54352945,"('dominated', 'dominating')",0.63118637,0.78080624,-1.0338511,-1.0094213,-0.0253474,0.1049714,-0.1303188
72,-0.31828818,-0.23260914,"('unambitious', 'ambitious')",0.21332407,0.18903732,-0.81994426,-1.0273658,-0.3083028,-0.3569792,0.0486764
29,0.26325154,0.07196127,"('unfair', 'fair')",-0.3619968,-0.40935,-0.54067326,-0.54490393,-0.2131395,-0.2940976,0.0809581
71,-0.2507821,-0.37586427,"('diffident', 'self-confident')",1.1409225,1.1479551,0.2918565,0.07314672,0.393999,0.2817458,0.1122532
41,-0.23004863,-0.07324207,"('unforgiving', 'forgiving')",-0.45734507,-0.4633895,-0.21408096,0.011056316,-0.3004915,-0.1751918,-0.1252997
49,-0.2068043,0.033098247,"('unable', 'able')",0.20086436,0.21866283,0.40394378,0.3855829,0.1326679,0.212448,-0.0797801
15,-0.19785836,0.12224098,"('boring', 'funny')",-0.37850782,-0.3362757,0.33354226,0.5880444,-0.0809413,0.1246699,-0.2056112
31,-0.19189267,-0.30063406,"('evil', 'good')",-1.834645,-1.8317851,-1.1707494,-1.27562,-1.0657624,-1.136013,0.0702506
64,0.1896155,0.062365074,"('shy', 'confident')",0.97150916,0.96295583,-6.524586,-6.6751533,-1.7878205,-1.8832774,0.0954569
42,0.1875681,0.37337863,"('unreliable', 'reliable')",-0.1030269,0.054698132,-3.011497,-3.095541,-0.9756519,-0.8891548,-0.0864971
16,0.12084384,-0.10162633,"('unpopular', 'popular')",-0.6451433,-0.5834772,0.34127787,0.4522107,-0.0610072,-0.0776309,0.0166237
62,-0.117963865,0.14390822,"('incompetent', 'brilliant')",1.0744095,1.1571623,0.5490186,0.3565346,0.5018214,0.5525351,-0.0507137
33,0.11707497,0.21149798,"('wrong', 'right')",0.21658081,0.324444,-0.6034838,-0.76421535,-0.0899427,-0.0760911,-0.0138516
36,-0.10073677,-0.11303179,"('hostile', 'amicable')",-1.5860357,-1.6613793,-0.16315985,-0.01747955,-0.6166441,-0.5972969,-0.0193472
87,-0.09424555,0.20023698,"('unsuccessful', 'successful')",0.3271793,0.52853745,0.5453361,0.44864246,0.2594233,0.3924723,-0.133049
34,-0.08161196,-0.22563484,"('mean', 'honorable')",0.7708869,0.6334968,6.3315983,6.185326,2.340291,2.1977294,0.1425616
3,-0.07936998,-0.15275952,"('repellent', 'pleasant')",0.5148322,0.4213745,0.34158847,0.36603832,0.2590169,0.2115511,0.0474658
30,-0.074854136,0.34972847,"('intolerant', 'tolerant')",1.3210667,1.4491019,1.1553899,1.4047403,0.8005342,1.0678569,-0.2673227
35,-0.07264417,-0.009756337,"('corrupt', 'incorrupt')",-1.3315903,-1.2261992,-0.43475747,-0.33190393,-0.6129973,-0.5226198,-0.0903775
76,0.06004463,0.33105096,"('anxious', 'daring')",0.2523583,0.43717608,-0.03363188,0.24064066,0.0929237,0.3362892,-0.2433655
