,starbucks_male,starbucks_female,tuple,corp_male,corp_female,average_male,average_female,male-female
16,-0.5823354,-0.53025895,"('unpopular', 'popular')",0.13426019,0.06805871,-0.2240376,-0.2311001,0.0070625
7,0.5803865,0.76422393,"('insensitive', 'sensitive')",0.78278536,0.6424841,0.6815859,0.703354,-0.0217681
27,0.5656359,0.51827884,"('hardhearted', 'softhearted')",1.334799,1.2311487,0.9502175,0.8747138,0.0755037
32,0.55536246,0.535442,"('unkind', 'kind')",0.96790785,0.9477629,0.7616352,0.7416024,0.0200328
36,-0.55316913,-0.5085301,"('hostile', 'amicable')",-0.7200946,-0.62265927,-0.6366318,-0.5655947,-0.0710371
23,0.54948264,0.5707864,"('insincere', 'sincere')",6.663927,6.426627,3.606705,3.4987068,0.1079982
49,0.5264997,0.46055597,"('unable', 'able')",-0.14284702,-0.12514153,0.1918263,0.1677072,0.0241191
69,0.5089427,0.4859842,"('lazy', 'industrious')",-1.2990649,-1.2212117,-0.3950611,-0.3676137,-0.0274474
47,0.47120425,0.4752742,"('stupid', 'smart')",5.7572336,5.5554166,3.114219,3.0153453,0.0988737
30,0.46522674,0.5850354,"('intolerant', 'tolerant')",0.73218465,0.6048483,0.5987057,0.5949419,0.0037638
48,0.4449265,0.40808952,"('unintelligent', 'intelligent')",0.9857878,0.789679,0.7153572,0.5988842,0.116473
81,-0.444309,-0.4354392,"('submissive', 'aggressive')",-0.24368665,-0.3708983,-0.3439978,-0.4031687,0.0591709
45,0.44133228,0.46716785,"('incompetent', 'competent')",0.07059854,-0.06941332,0.2559654,0.1988773,0.0570881
51,0.426822,0.24534959,"('uneducated', 'educated')",0.7697322,0.75812715,0.5982771,0.5017384,0.0965387
78,0.40894005,0.36060777,"('nonresilient', 'resilient')",0.16591473,0.17767033,0.2874274,0.2691391,0.0182883
76,-0.39731473,-0.09238861,"('anxious', 'daring')",0.30143845,0.22098185,-0.0479381,0.0642966,-0.1122347
10,-0.37392005,-0.14426506,"('unsympathetic', 'sympathetic')",0.19803816,0.20495039,-0.0879409,0.0303427,-0.1182836
15,-0.36462176,-0.41419318,"('boring', 'funny')",-0.339238,-0.60900944,-0.3519299,-0.5116013,0.1596714
4,0.35763332,0.31236693,"('disliked', 'liked')",-7.609364,-7.732575,-3.6258655,-3.710104,0.0842385
42,0.34929544,0.6320115,"('unreliable', 'reliable')",-3.083584,-3.1309693,-1.3671443,-1.2494789,-0.1176654
40,-0.32628453,-0.34477574,"('stingy', 'generous')",-2.1595278,-2.558781,-1.2429061,-1.4517783,0.2088722
58,0.31809318,0.40027642,"('undiscriminating', 'discriminating')",-0.14095804,-0.27446687,0.0885676,0.0629048,0.0256628
34,0.31167966,0.24194717,"('mean', 'honorable')",5.9931912,5.861837,3.1524355,3.051892,0.1005435
72,0.3047297,0.22513731,"('unambitious', 'ambitious')",0.055665232,-0.31592816,0.1801975,-0.0453954,0.2255929
59,-0.30120042,-0.2304003,"('foolish', 'wise')",-0.21717666,-0.1627884,-0.2591885,-0.1965944,-0.0625941
25,0.2932168,0.33981037,"('egoistic', 'altruistic')",0.67729616,0.7577623,0.4852565,0.5487863,-0.0635298
21,0.26995,0.47666276,"('immoral', 'moral')",-0.19649039,-0.1350493,0.0367298,0.1708067,-0.1340769
46,-0.2691899,-0.05153361,"('uncompetitive', 'competitive')",-0.69591516,-0.70039904,-0.4825525,-0.3759663,-0.1065862
53,0.26122004,0.5528401,"('uncreative', 'creative')",0.20127451,0.16218726,0.2312473,0.3575137,-0.1262664
8,0.2605887,0.26694155,"('unaffectionate', 'affectionate')",0.34551194,0.2368446,0.3030503,0.2518931,0.0511572
0,0.2465498,0.39079267,"('unsociable', 'sociable')",-0.044931367,-0.030817613,0.1008092,0.1799875,-0.0791783
67,0.22950575,0.42900968,"('doubtful', 'determined')",-0.57978314,-0.38059416,-0.1751387,0.0242078,-0.1993465
11,-0.1936455,-0.22839546,"('unhelpful', 'helpful')",2.1793907,2.0928438,0.9928726,0.9322242,0.0606484
88,-0.18311949,-0.2331308,"('low', 'eminent')",-0.15502542,-0.35313123,-0.1690724,-0.293131,0.1240586
14,-0.18292147,0.05211747,"('antisocial', 'social')",-0.46310577,-0.3947573,-0.3230136,-0.1713199,-0.1516937
77,-0.17490089,0.18397968,"('unmotivated', 'motivated')",-1.1090834,-1.0024971,-0.6419922,-0.4092587,-0.2327335
41,0.16825974,0.24780001,"('unforgiving', 'forgiving')",-0.41691193,-0.48815253,-0.1243261,-0.1201763,-0.0041498
80,0.14643097,0.2019241,"('dominated', 'dominating')",-0.40310284,-0.44832018,-0.1283359,-0.123198,-0.0051379
29,-0.14339921,-0.04757564,"('unfair', 'fair')",-0.5168938,-0.4305813,-0.3301465,-0.2390785,-0.091068
22,-0.11711058,-0.050761938,"('untrustworthy', 'trustworthy')",-0.97892004,-1.1973202,-0.5480153,-0.6240411,0.0760258
28,-0.09706509,0.06326093,"('disloyal', 'loyal')",1.0642846,1.0618169,0.4836097,0.5625389,-0.0789292
19,0.09582741,0.104716666,"('inhospitable', 'hospitable')",-0.78462666,-0.8132639,-0.3443996,-0.3542736,0.009874
68,-0.065402605,-0.35652852,"('dependent', 'independent')",-0.36186895,-0.4485555,-0.2136358,-0.402542,0.1889062
70,0.06203516,0.12407147,"('lethargic', 'energetic')",0.753755,0.50545645,0.4078951,0.314764,0.0931311
55,0.052418012,0.22523606,"('incompetent', 'clever')",0.5789507,0.4926423,0.3156843,0.3589392,-0.0432549
