,amerisourcebergen_male,amerisourcebergen_female,tuple,corp_male,corp_female,average_male,average_female,male-female
58,-1.0185356,-1.1960794,"('undiscriminating', 'discriminating')",-0.11141332,-0.22823858,-0.5649745,-0.712159,0.1471845
45,-1.0053542,-0.96434456,"('incompetent', 'competent')",-0.3299612,-0.3600435,-0.6676577,-0.662194,-0.0054637
38,-0.9971373,-1.0810006,"('untruthful', 'truthful')",0.025027014,-0.019298628,-0.4860551,-0.5501496,0.0640945
24,-0.9548557,-0.92118144,"('dishonest', 'honest')",0.7040017,0.68952036,-0.125427,-0.1158305,-0.0095965
63,-0.9441192,-0.95007306,"('unperceptive', 'insightful')",0.1887631,0.20537972,-0.3776781,-0.3723467,-0.0053314
73,0.918361,0.87666917,"('helpless', 'self-reliant')",-3.240797,-3.3093448,-1.161218,-1.2163378,0.0551198
72,-0.8644705,-0.9304684,"('unambitious', 'ambitious')",-0.4204537,-0.6310926,-0.6424621,-0.7807805,0.1383184
36,-0.84802055,-1.013066,"('hostile', 'amicable')",-0.29448003,-0.441257,-0.5712503,-0.7271615,0.1559112
32,-0.8316384,-0.7601949,"('unkind', 'kind')",0.6835927,0.7296371,-0.0740229,-0.0152789,-0.058744
43,-0.8151362,-0.8365014,"('irresponsible', 'responsible')",0.4073367,0.27983516,-0.2038997,-0.2783331,0.0744334
31,-0.8068093,-0.7565341,"('evil', 'good')",-0.9744093,-0.96554375,-0.8906093,-0.8610389,-0.0295704
74,-0.79665977,-0.76444215,"('undedicated', 'dedicated')",-0.68374926,-0.73524153,-0.7402045,-0.7498418,0.0096373
88,-0.7587555,-0.7426245,"('low', 'eminent')",-0.39266393,-0.41474006,-0.5757097,-0.5786823,0.0029726
7,-0.7560406,-0.6288205,"('insensitive', 'sensitive')",-0.11854206,0.057918344,-0.4372913,-0.2854511,-0.1518402
61,-0.7014708,-0.6206984,"('illogical', 'logical')",0.19826137,0.20140083,-0.2516047,-0.2096488,-0.0419559
2,0.6870131,0.6786299,"('unlikable', 'likable')",0.58330506,0.5303228,0.6351591,0.6044763,0.0306828
11,-0.67990106,-0.8099585,"('unhelpful', 'helpful')",2.104767,1.9828377,0.712433,0.5864396,0.1259934
26,-0.6746681,-0.7493827,"('hardhearted', 'benevolent')",1.3281308,1.3075552,0.3267314,0.2790863,0.0476451
70,-0.6655193,-0.6202208,"('lethargic', 'energetic')",-0.15012963,-0.0118790995,-0.4078245,-0.3160499,-0.0917746
18,-0.6640023,-0.5320729,"('disagreeable', 'welcoming')",-0.79002523,-0.6527839,-0.7270138,-0.5924284,-0.1345854
77,-0.66229653,-0.5947554,"('unmotivated', 'motivated')",-1.2862014,-1.3496767,-0.9742489,-0.9722161,-0.0020328
71,-0.6566321,-0.6541308,"('diffident', 'self-confident')",0.36749572,0.48838943,-0.1445682,-0.0828707,-0.0616975
39,0.655996,0.5863205,"('exploitative', 'cooperative')",0.4956929,0.38334948,0.5758445,0.484835,0.0910095
51,-0.63843775,-0.5695434,"('uneducated', 'educated')",-0.3009652,-0.22054544,-0.4697015,-0.3950444,-0.0746571
76,0.6360711,0.66097224,"('anxious', 'daring')",-0.33629417,-0.22767174,0.1498885,0.2166502,-0.0667617
78,-0.63111824,-0.58135074,"('nonresilient', 'resilient')",-0.004150456,-0.06742786,-0.3176343,-0.3243893,0.006755
80,0.62324077,0.67725426,"('dominated', 'dominating')",-1.0452461,-0.9636331,-0.2110027,-0.1431894,-0.0678133
15,0.60787016,0.5334107,"('boring', 'funny')",0.181433,0.19817565,0.3946516,0.3657932,0.0288584
55,-0.6070927,-0.50465107,"('incompetent', 'clever')",0.011888556,0.03134289,-0.2976021,-0.2366541,-0.060948
42,0.5709151,0.7132447,"('unreliable', 'reliable')",-3.5433993,-3.4149108,-1.4862421,-1.3508331,-0.135409
67,0.5429326,0.57610375,"('doubtful', 'determined')",-0.24427077,-0.27070057,0.1493309,0.1527016,-0.0033707
3,-0.5402465,-0.45113966,"('repellent', 'pleasant')",0.3405112,0.36265817,-0.0998676,-0.0442407,-0.0556269
79,-0.53502023,-0.5771343,"('wavering', 'unwavering')",-0.45227322,-0.501434,-0.4936467,-0.5392842,0.0456375
54,-0.5250068,-0.5396448,"('incapable', 'capable')",0.711745,0.71399647,0.0933691,0.0871758,0.0061933
52,-0.50480956,-0.65333474,"('irrational', 'rational')",0.399162,0.19986793,-0.0528238,-0.2267334,0.1739096
16,-0.49811697,-0.37734765,"('unpopular', 'popular')",0.14952709,0.23150791,-0.1742949,-0.0729199,-0.101375
4,-0.49424592,-0.4383548,"('disliked', 'liked')",-7.4244385,-7.338172,-3.9593422,-3.8882635,-0.0710787
20,0.48047748,0.52352864,"('rough', 'thoughtful')",0.98721075,0.9444183,0.7338441,0.7339735,-0.0001294
48,-0.47636282,-0.5089106,"('unintelligent', 'intelligent')",0.94589496,0.9361772,0.2347661,0.2136333,0.0211328
25,-0.4519194,-0.35381663,"('egoistic', 'altruistic')",1.0670885,1.1287913,0.3075845,0.3874874,-0.0799029
6,-0.45084837,-0.5341018,"('distant', 'open')",-0.3051988,-0.2871756,-0.3780236,-0.4106387,0.0326151
56,0.44222057,0.44365424,"('impractical', 'practical')",-0.18915187,-0.22947714,0.1265343,0.1070886,0.0194457
40,-0.44178417,-0.43358123,"('stingy', 'generous')",-2.3421319,-2.2779999,-1.391958,-1.3557906,-0.0361674
85,-0.4344178,-0.6631831,"('insignificant', 'prestigious')",-0.31258494,-0.35422596,-0.3735014,-0.5087045,0.1352031
21,-0.4310928,-0.37812456,"('immoral', 'moral')",-0.8696032,-0.883091,-0.650348,-0.6306078,-0.0197402
60,0.4286297,0.3984994,"('inefficient', 'efficient')",0.30431992,0.178699,0.3664748,0.2885992,0.0778756
50,0.42196068,0.44012344,"('clumsy', 'skillful')",0.113664255,0.07851605,0.2678125,0.2593198,0.0084927
82,-0.3945023,-0.3210007,"('poor', 'rich')",6.3617897,6.3730936,2.9836438,3.0260465,-0.0424027
5,-0.38450778,-0.44246107,"('distant', 'outgoing')",-0.31483778,-0.34869874,-0.3496728,-0.3955799,0.0459071
27,-0.3624903,-0.36705342,"('hardhearted', 'softhearted')",0.74646103,0.82461745,0.1919854,0.228782,-0.0367966
14,-0.34815413,-0.12285659,"('antisocial', 'social')",-0.3866713,-0.33465073,-0.3674127,-0.2287537,-0.138659
29,-0.3259753,-0.27630338,"('unfair', 'fair')",-0.50555605,-0.5175016,-0.4157657,-0.3969025,-0.0188632
75,0.3224023,0.27930558,"('meek', 'impulsive')",-0.90179867,-0.79575294,-0.2896982,-0.2582237,-0.0314745
83,-0.30359802,-0.38910925,"('powerless', 'powerful')",-0.7819975,-0.9524569,-0.5427977,-0.670783,0.1279853
34,0.2917356,0.13335763,"('mean', 'honorable')",5.74642,5.726457,3.0190778,2.9299073,0.0891705
87,-0.25924876,-0.37292892,"('unsuccessful', 'successful')",0.3936438,0.340658,0.0671975,-0.0161355,0.083333
22,-0.22704512,-0.05792031,"('untrustworthy', 'trustworthy')",-1.154359,-1.0416691,-0.6907021,-0.5497947,-0.1409074
64,0.18948776,0.33576858,"('shy', 'confident')",-6.741563,-6.7376666,-3.2760375,-3.200949,-0.0750885
81,-0.15322356,-0.08516583,"('submissive', 'aggressive')",-0.8096404,-0.71553534,-0.481432,-0.4003506,-0.0810814
37,0.15133256,0.1296135,"('fake', 'genuine')",0.24119999,0.24124378,0.1962663,0.1854286,0.0108377
62,-0.14868523,-0.12732899,"('incompetent', 'brilliant')",0.522615,0.4861308,0.1869649,0.1794009,0.007564
59,-0.1432766,-0.10073347,"('foolish', 'wise')",0.4211627,0.36814973,0.138943,0.1337081,0.0052349
68,0.13433677,0.13292387,"('dependent', 'independent')",-1.0338906,-0.98453176,-0.4497769,-0.425804,-0.0239729
13,0.12160218,0.18905684,"('impolite', 'polite')",-0.6226401,-0.7160665,-0.2505189,-0.2635048,0.0129859
66,-0.11338675,-0.13880542,"('inactive', 'active')",-0.2598971,-0.216978,-0.1866419,-0.1778917,-0.0087502
47,-0.07349192,-0.008497458,"('stupid', 'smart')",5.9339495,6.0166006,2.9302287,3.0040517,-0.073823
17,0.07265225,0.12973434,"('nasty', 'nice')",-0.39702082,-0.41142607,-0.1621843,-0.1408459,-0.0213384
33,0.05706287,0.11523755,"('wrong', 'right')",-0.8174129,-0.7596311,-0.380175,-0.3221968,-0.0579782
49,-0.054029003,-0.010041844,"('unable', 'able')",-0.13145785,-0.16100056,-0.0927434,-0.0855212,-0.0072222
65,-0.038995974,-0.0017506257,"('insecure', 'secure')",-0.13325761,-0.14068486,-0.0861268,-0.0712177,-0.0149091
30,-0.035129532,-0.0033451132,"('intolerant', 'tolerant')",0.9575008,1.0275072,0.4611856,0.512081,-0.0508954
84,0.025450427,0.053251486,"('inferior', 'superior')",0.72633255,0.71521455,0.3758915,0.384233,-0.0083415
