,masco_male,masco_female,tuple,corp_male,corp_female,average_male,average_female,male-female
81,0.8636243,0.87682605,"('submissive', 'aggressive')",-0.55719876,-0.7213239,0.1532128,0.0777511,0.0754617
14,0.8601846,0.82279223,"('antisocial', 'social')",0.24265559,0.016592016,0.5514201,0.4196921,0.131728
87,0.83477074,0.668768,"('unsuccessful', 'successful')",0.9501783,0.84657127,0.8924745,0.7576696,0.1348049
44,0.7931536,0.8684062,"('prejudiced', 'unprejudiced')",-1.3956347,-1.3840725,-0.3012405,-0.2578332,-0.0434073
7,-0.79006636,-0.6958756,"('insensitive', 'sensitive')",0.42060998,0.53173196,-0.1847282,-0.0820718,-0.1026564
76,0.7603179,0.7789255,"('anxious', 'daring')",-0.12813368,-0.17938745,0.3160921,0.299769,0.0163231
57,-0.7597536,-0.73124677,"('unimaginative', 'imaginative')",-3.1226647,-3.3595543,-1.9412091,-2.0454006,0.1041915
18,-0.7244973,-0.64259136,"('disagreeable', 'welcoming')",-0.47654778,-0.36288282,-0.6005225,-0.5027371,-0.0977854
55,0.7184778,0.7410223,"('incompetent', 'clever')",0.5080336,0.4014703,0.6132557,0.5712463,0.0420094
23,-0.71825457,-0.7502261,"('insincere', 'sincere')",6.095957,6.2812986,2.6888511,2.7655363,-0.0766852
11,-0.6836612,-0.7070303,"('unhelpful', 'helpful')",1.4864868,1.3561118,0.4014128,0.3245407,0.0768721
38,-0.61796004,-0.7369402,"('untruthful', 'truthful')",-0.46903706,-0.4773549,-0.5434985,-0.6071476,0.0636491
59,-0.6024635,-0.54350156,"('foolish', 'wise')",-0.21240118,-0.062322326,-0.4074323,-0.3029119,-0.1045204
51,-0.580704,-0.80879235,"('uneducated', 'educated')",0.4353237,0.29646662,-0.0726901,-0.2561629,0.1834728
80,0.57250094,0.50105745,"('dominated', 'dominating')",-0.8465428,-1.1388749,-0.1370209,-0.3189087,0.1818878
33,-0.54047483,-0.6162231,"('wrong', 'right')",-0.66799307,-0.6686352,-0.604234,-0.6424291,0.0381951
16,-0.5204958,-0.4639124,"('unpopular', 'popular')",-0.019283876,-0.010264479,-0.2698898,-0.2370884,-0.0328014
43,-0.51919276,-0.71496314,"('irresponsible', 'responsible')",0.32870921,0.2502507,-0.0952418,-0.2323562,0.1371144
58,-0.5171349,-0.5288421,"('undiscriminating', 'discriminating')",0.41466755,0.22222444,-0.0512337,-0.1533088,0.1020751
42,0.50007313,0.41050804,"('unreliable', 'reliable')",-3.4444785,-3.4539294,-1.4722027,-1.5217106,0.0495079
56,0.4931469,0.20896935,"('impractical', 'practical')",-0.63944584,-0.79211736,-0.0731495,-0.291574,0.2184245
85,-0.4595463,-0.5693161,"('insignificant', 'prestigious')",-0.29486406,-0.23826952,-0.3772052,-0.4037928,0.0265876
68,-0.44742337,-0.40918767,"('dependent', 'independent')",-0.9224068,-0.76016474,-0.6849151,-0.5846762,-0.1002389
27,-0.43017524,-0.32781762,"('hardhearted', 'softhearted')",1.2491978,1.4007545,0.4095113,0.5364684,-0.1269571
3,0.42419484,0.35172638,"('repellent', 'pleasant')",0.9759208,0.9513924,0.7000578,0.6515594,0.0484984
54,-0.42214805,-0.5217348,"('incapable', 'capable')",0.85498947,0.9440429,0.2164207,0.2111541,0.0052666
82,-0.41958904,-0.40314808,"('poor', 'rich')",6.6259437,6.903099,3.1031773,3.2499754,-0.1467981
88,-0.41616598,-0.53418684,"('low', 'eminent')",-0.3665957,-0.3998249,-0.3913808,-0.4670058,0.075625
29,-0.41578028,-0.40427828,"('unfair', 'fair')",-0.48542622,-0.43549532,-0.4506032,-0.4198868,-0.0307164
15,-0.39614585,-0.4967909,"('boring', 'funny')",0.19246961,0.0909521,-0.1018381,-0.2029194,0.1010813
78,-0.3828062,-0.2502378,"('nonresilient', 'resilient')",0.014605083,0.05912188,-0.1841006,-0.095558,-0.0885426
24,-0.37468153,-0.55437285,"('dishonest', 'honest')",0.4728919,0.49870002,0.0491052,-0.0278364,0.0769416
84,0.37082183,0.53981495,"('inferior', 'superior')",0.75942487,0.9036182,0.5651233,0.7217166,-0.1565933
10,-0.35450676,-0.67717564,"('unsympathetic', 'sympathetic')",-0.3690981,-0.4620771,-0.3618024,-0.5696264,0.207824
39,0.34507462,0.4825204,"('exploitative', 'cooperative')",0.09224568,0.06170249,0.2186601,0.2721114,-0.0534513
21,0.33232272,0.17510356,"('immoral', 'moral')",-0.28879398,-0.4534476,0.0217644,-0.139172,0.1609364
74,0.3286765,0.0884948,"('undedicated', 'dedicated')",-0.32093105,-0.536257,0.0038727,-0.2238811,0.2277538
17,-0.32281733,-0.461506,"('nasty', 'nice')",-0.82976365,-0.93729126,-0.5762905,-0.6993986,0.1231081
22,0.3194522,0.2025871,"('untrustworthy', 'trustworthy')",-0.863461,-1.0179251,-0.2720044,-0.407669,0.1356646
12,-0.3072288,-0.24524131,"('unsupportive', 'supportive')",-2.2226715,-2.2691233,-1.2649502,-1.2571824,-0.0077678
67,0.29343483,0.16470355,"('doubtful', 'determined')",-0.7493933,-0.8949115,-0.2279792,-0.365104,0.1371248
77,-0.27774292,-0.013936581,"('unmotivated', 'motivated')",-1.0988234,-1.1564139,-0.6882832,-0.5851753,-0.1031079
32,-0.26852086,-0.4270994,"('unkind', 'kind')",0.6683377,0.6533974,0.1999084,0.113149,0.0867594
37,-0.25826138,-0.39538482,"('fake', 'genuine')",0.42021194,0.48996392,0.0809753,0.0472896,0.0336857
41,-0.25206244,-0.31898543,"('unforgiving', 'forgiving')",-0.17026427,-0.32462576,-0.2111634,-0.3218056,0.1106422
63,-0.25091442,-0.44642878,"('unperceptive', 'insightful')",0.5304783,0.46265158,0.1397819,0.0081114,0.1316705
61,-0.22723062,-0.29117328,"('illogical', 'logical')",0.6487082,0.48981005,0.2107388,0.0993184,0.1114204
45,0.22394997,-0.036301665,"('incompetent', 'competent')",-0.15150736,-0.2570705,0.0362213,-0.1466861,0.1829074
64,0.22010748,0.30846685,"('shy', 'confident')",-6.7143726,-6.934825,-3.2471325,-3.313179,0.0660465
50,-0.21732232,-0.15633036,"('clumsy', 'skillful')",-0.09125,0.045775052,-0.1542862,-0.0552777,-0.0990085
25,0.18388367,0.39968103,"('egoistic', 'altruistic')",1.4925556,1.511929,0.8382196,0.9558051,-0.1175855
40,0.14600441,0.25614652,"('stingy', 'generous')",-2.0887501,-2.038376,-0.9713728,-0.8911148,-0.080258
4,-0.11462019,-0.21703136,"('disliked', 'liked')",-7.631464,-7.811053,-3.8730421,-4.0140419,0.1409998
65,0.10998691,0.2506812,"('insecure', 'secure')",-0.06392194,-0.0079550315,0.0230325,0.1213631,-0.0983306
69,0.08406903,0.15817076,"('lazy', 'industrious')",-1.0047696,-0.9303073,-0.4603503,-0.3860683,-0.074282
48,0.083228685,0.28487772,"('unintelligent', 'intelligent')",0.6749675,0.62828356,0.3790981,0.4565806,-0.0774825
13,0.08138403,-0.1453222,"('impolite', 'polite')",-0.564341,-0.6166865,-0.2414785,-0.3810044,0.1395259
72,-0.081192926,0.04570417,"('unambitious', 'ambitious')",-0.030583262,0.016568048,-0.0558881,0.0311361,-0.0870242
26,0.075843245,-0.101210944,"('hardhearted', 'benevolent')",1.543938,1.3645563,0.8098906,0.6316727,0.1782179
75,0.073797226,-0.035326786,"('meek', 'impulsive')",-0.7732821,-0.9167083,-0.3497424,-0.4760175,0.1262751
70,-0.060191624,-0.3141189,"('lethargic', 'energetic')",0.39330223,0.23967284,0.1665553,-0.037223,0.2037783
47,0.045948066,-0.09359645,"('stupid', 'smart')",5.4949565,5.610111,2.7704523,2.7582574,0.0121949
34,-0.041705478,-0.08923274,"('mean', 'honorable')",5.7683344,5.896188,2.8633144,2.9034774,-0.040163
46,0.040734947,0.003325045,"('uncompetitive', 'competitive')",-0.93195075,-1.0394932,-0.4456079,-0.518084,0.0724761
0,0.019470297,-0.16310139,"('unsociable', 'sociable')",-0.21710801,-0.34122825,-0.0988189,-0.2521648,0.1533459
83,0.017092202,-0.08015829,"('powerless', 'powerful')",-1.0261155,-1.1866567,-0.5045117,-0.6334075,0.1288958
49,0.008277472,0.14552803,"('unable', 'able')",-0.3854166,-0.16352767,-0.1885696,-0.0089998,-0.1795698
20,-0.005643159,-0.03348503,"('rough', 'thoughtful')",0.79750925,0.7014554,0.395933,0.3339852,0.0619478
