,sempra_male,sempra_female,tuple,energy_male,energy_female,average_male,average_female,male-female
68,-0.30529246,-0.37201416,"('dependent', 'independent')",-0.56857646,-0.5185222,-0.4369345,-0.4452682,0.0083337
35,0.30502105,0.5879657,"('corrupt', 'incorrupt')",-0.7191911,-0.7262603,-0.207085,-0.0691473,-0.1379377
81,-0.26136318,-0.5182814,"('submissive', 'aggressive')",0.16859925,0.0768635,-0.046382,-0.220709,0.174327
15,0.2533463,-0.06305598,"('boring', 'funny')",0.03542001,-0.038229756,0.1443831,-0.0506429,0.195026
33,0.23710881,0.112221256,"('wrong', 'right')",0.6851647,0.45812592,0.4611368,0.2851736,0.1759632
4,0.21243003,0.38506123,"('disliked', 'liked')",-7.039386,-7.1911073,-3.4134779,-3.403023,-0.0104549
30,0.20464195,0.115340054,"('intolerant', 'tolerant')",1.1801602,1.2179008,0.6924011,0.6666204,0.0257807
49,-0.19308811,0.06060168,"('unable', 'able')",0.28972077,0.42771298,0.0483163,0.2441573,-0.195841
84,0.15664831,0.2520773,"('inferior', 'superior')",0.4210816,0.4073301,0.288865,0.3297037,-0.0408387
60,0.15069339,0.15681627,"('inefficient', 'efficient')",1.1724153,1.4262484,0.6615543,0.7915323,-0.129978
32,0.14822589,0.25544497,"('unkind', 'kind')",0.9846634,1.1212311,0.5664446,0.688338,-0.1218934
75,0.14026268,0.26523244,"('meek', 'impulsive')",-0.8644558,-0.94880044,-0.3620966,-0.341784,-0.0203126
27,0.12533794,-0.009000418,"('hardhearted', 'softhearted')",1.3341212,1.1931852,0.7297296,0.5920924,0.1376372
62,-0.1229179,-0.0133415405,"('incompetent', 'brilliant')",0.70194685,1.0650225,0.2895145,0.5258405,-0.236326
25,-0.12226616,0.44939092,"('egoistic', 'altruistic')",1.0842755,1.2139609,0.4810047,0.8316759,-0.3506712
20,-0.1214376,-0.18664649,"('rough', 'thoughtful')",0.40700665,0.25941378,0.1427845,0.0363836,0.1064009
64,0.12001817,-0.018241629,"('shy', 'confident')",-6.1485677,-6.2295203,-3.0142748,-3.1238809,0.1096061
26,-0.1154367,-0.22842069,"('hardhearted', 'benevolent')",0.9826937,0.7916326,0.4336285,0.281606,0.1520225
50,0.107774705,0.20295338,"('clumsy', 'skillful')",0.4777112,0.33734465,0.292743,0.270149,0.022594
17,-0.095657915,-0.24012423,"('nasty', 'nice')",-0.5385308,-0.51242876,-0.3170944,-0.3762765,0.0591821
22,-0.06106077,0.067768976,"('untrustworthy', 'trustworthy')",-1.1616447,-1.0816315,-0.6113527,-0.5069313,-0.1044214
59,-0.057823166,0.15448058,"('foolish', 'wise')",0.59326494,0.65613383,0.2677209,0.4053072,-0.1375863
42,0.04618302,0.47412968,"('unreliable', 'reliable')",-3.5791056,-3.4110382,-1.7664613,-1.4684542,-0.2980071
83,-0.045818657,-0.48225683,"('powerless', 'powerful')",0.21297234,0.034947254,0.0835768,-0.2236548,0.3072316
65,0.023167506,0.18122737,"('insecure', 'secure')",-0.22690247,0.13928136,-0.1018675,0.1602544,-0.2621219
40,0.009646572,-0.008756512,"('stingy', 'generous')",-1.7138168,-1.8953414,-0.8520851,-0.952049,0.0999639
37,-5.7004392e-05,-0.20377968,"('fake', 'genuine')",0.50821465,0.26252854,0.2540788,0.0293744,0.2247044
