,newell_male,newell_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
66,0.97294235,0.90898365,"('inactive', 'active')",-0.0025588498,-0.057872258,1.5380056,1.5115894,0.8361297,0.787567,0.0485627
56,0.9717853,1.3431776,"('impractical', 'practical')",1.0986552,1.2135124,0.041685484,-0.049190015,0.704042,0.8358333,-0.1317913
65,-0.89347917,-0.68114656,"('insecure', 'secure')",0.009373657,-0.03632732,-0.2928856,-0.51988256,-0.3923304,-0.4124521,0.0201217
25,0.861047,0.66704434,"('egoistic', 'altruistic')",-0.16691694,-0.13724071,1.1784918,1.1961644,0.6242073,0.5753227,0.0488846
54,0.85027635,0.81818116,"('incapable', 'capable')",1.4854176,1.468915,1.2050313,1.2252795,1.1802417,1.1707918,0.0094499
63,0.8446098,0.80722946,"('unperceptive', 'insightful')",0.67948353,0.59490377,1.8774858,1.4530141,1.1338597,0.9517158,0.1821439
68,-0.8210083,-0.8476063,"('dependent', 'independent')",-0.45573348,-0.6775596,0.18223648,-0.09434127,-0.3648351,-0.5398357,0.1750006
35,-0.77917784,-0.96662486,"('corrupt', 'incorrupt')",-1.5561725,-1.5749296,-0.47964746,-0.27676862,-0.9383326,-0.939441,0.0011084
70,-0.74664515,-0.5762746,"('lethargic', 'energetic')",-0.29864678,-0.28448865,0.67880505,0.60315615,-0.1221623,-0.085869,-0.0362933
67,0.7145422,0.982951,"('doubtful', 'determined')",-0.268288,-0.11526553,-0.49631596,-0.19268304,-0.0166872,0.2250008,-0.241688
51,-0.7053171,-0.6067474,"('uneducated', 'educated')",-0.23175877,-0.30750847,0.9520251,0.8091479,0.0049831,-0.035036,0.0400191
6,0.6807344,0.30430174,"('distant', 'open')",0.041915372,-0.046503905,0.3958148,0.3384743,0.3728215,0.1987574,0.1740641
37,0.66046345,0.6657865,"('fake', 'genuine')",-0.12421451,-0.24018446,0.30258873,0.11341677,0.2796125,0.1796729,0.0999396
52,0.6490479,0.380208,"('irrational', 'rational')",-0.022647541,-0.082465924,-0.66496885,-0.7099398,-0.0128562,-0.1373992,0.124543
18,0.64218926,0.572191,"('disagreeable', 'welcoming')",-0.21936357,-0.12660773,-0.61505413,-0.53218883,-0.0640761,-0.0288685,-0.0352076
22,-0.6337876,-0.71616995,"('untrustworthy', 'trustworthy')",-0.09648092,-0.21369311,-1.0362914,-1.3217361,-0.5888533,-0.7505331,0.1616798
29,-0.56897384,-0.7963074,"('unfair', 'fair')",-0.6141395,-0.7554231,-0.650543,-0.9199119,-0.6112188,-0.8238808,0.212662
17,-0.5613637,-0.563057,"('nasty', 'nice')",-0.39707115,-0.44650534,-0.3952266,-0.32902616,-0.4512205,-0.4461962,-0.0050243
42,0.5436363,0.87756145,"('unreliable', 'reliable')",0.58490723,0.7718016,-2.67378,-2.7619863,-0.5150788,-0.3708744,-0.1442044
58,0.5281176,0.13752092,"('undiscriminating', 'discriminating')",0.2835978,0.14702994,0.080751695,-0.200284,0.297489,0.0280889,0.2694001
61,0.5107183,0.42455316,"('illogical', 'logical')",0.3103161,0.29283005,0.13597354,-0.112056784,0.3190026,0.2017755,0.1172271
21,0.48697457,0.7789515,"('immoral', 'moral')",0.27378336,0.38632002,-0.49176535,-0.62876177,0.0896642,0.1788366,-0.0891724
82,-0.47362968,-0.39574042,"('poor', 'rich')",-0.13055515,-0.06306894,5.6885953,5.6513104,1.6948036,1.7308337,-0.0360301
23,0.45596123,0.62573504,"('insincere', 'sincere')",0.77044576,0.6896816,5.3939967,5.1593423,2.2068013,2.158253,0.0485483
49,-0.4558044,-0.48875102,"('unable', 'able')",0.6582555,0.6629879,0.21359633,-0.09526485,0.1386825,0.026324,0.1123585
88,0.45178753,0.6180494,"('low', 'eminent')",0.33418202,0.44481757,0.043345004,0.077120006,0.2764382,0.3799957,-0.1035575
55,0.44193476,0.5214175,"('incompetent', 'clever')",0.23253454,0.20725024,0.13129298,-0.22235811,0.2685874,0.1687699,0.0998175
59,0.42592502,0.36528632,"('foolish', 'wise')",0.58651435,0.5636132,0.05238369,0.08850238,0.354941,0.339134,0.015807
20,0.42380714,0.39388135,"('rough', 'thoughtful')",0.7048468,0.6791184,1.1511652,0.96512645,0.7599398,0.6793754,0.0805644
47,0.420366,0.40466776,"('stupid', 'smart')",1.1246839,1.1111436,5.156579,4.967912,2.2338762,2.1612412,0.072635
48,-0.40519685,-0.5053711,"('unintelligent', 'intelligent')",-0.5756072,-0.65758336,0.50873315,0.10237527,-0.157357,-0.3535264,0.1961694
74,0.40326265,0.42402947,"('undedicated', 'dedicated')",0.7857692,0.861943,0.20450504,0.13823065,0.4645123,0.4747344,-0.0102221
39,0.38581318,0.73502463,"('exploitative', 'cooperative')",1.532269,1.5959072,-0.20246251,-0.014037008,0.5718732,0.7722983,-0.2004251
86,0.38040736,0.16285159,"('uninfluential', 'influential')",0.16035822,0.026746415,0.085979864,-0.17880024,0.2089152,0.0035993,0.2053159
79,0.37740427,0.15601146,"('wavering', 'unwavering')",-0.81704277,-0.8404366,0.29921472,0.2428603,-0.0468079,-0.1471883,0.1003804
80,-0.34552062,-0.06671916,"('dominated', 'dominating')",0.71558714,0.615963,-0.9262896,-1.1315063,-0.1854077,-0.1940875,0.0086798
38,0.33736703,0.37446588,"('untruthful', 'truthful')",-0.015720747,-0.046545714,0.38583416,0.35818848,0.2358268,0.2287029,0.0071239
62,0.33480582,0.51746637,"('incompetent', 'brilliant')",0.94929785,0.970656,0.47327673,0.10737546,0.5857935,0.5318326,0.0539609
50,0.33167467,0.41182724,"('clumsy', 'skillful')",0.41736132,0.43366376,0.6332194,0.5877219,0.4607518,0.4777376,-0.0169858
64,-0.3257145,-0.18120953,"('shy', 'confident')",0.35311753,0.40436983,-5.7937374,-5.8681483,-1.9221115,-1.8816627,-0.0404488
32,-0.32257634,-0.03276083,"('unkind', 'kind')",0.94918907,1.0645802,0.6393826,0.5359159,0.4219984,0.5225784,-0.10058
13,-0.30409604,0.016360216,"('impolite', 'polite')",0.45898566,0.5732254,-0.05099225,-0.14380805,0.0346325,0.1485925,-0.11396
34,0.3035431,0.30778596,"('mean', 'honorable')",-0.300953,-0.3267214,6.295114,6.2227755,2.0992347,2.0679468,0.0312879
43,0.28736672,0.63320637,"('irresponsible', 'responsible')",1.160417,1.2838756,0.19092137,0.1266439,0.546235,0.681242,-0.135007
10,-0.27904105,-0.1312075,"('unsympathetic', 'sympathetic')",0.4481134,0.41750553,0.11823318,-0.27653056,0.0957685,0.0032558,0.0925127
16,-0.27156365,-0.3795879,"('unpopular', 'popular')",-0.20480317,-0.111310124,0.72240543,0.80489117,0.0820129,0.1046644,-0.0226515
28,-0.22934055,-0.32412112,"('disloyal', 'loyal')",-0.31224892,-0.45140028,0.3580571,0.18902057,-0.0611775,-0.1955003,0.1343228
11,0.21590324,0.4034065,"('unhelpful', 'helpful')",0.7589281,0.60441524,2.204461,2.1140306,1.0597641,1.0406175,0.0191466
46,0.20566171,0.3710278,"('uncompetitive', 'competitive')",1.3795146,1.3518974,0.277624,0.15515907,0.6209334,0.6260281,-0.0050947
60,0.19128276,0.4900744,"('inefficient', 'efficient')",1.3216292,1.3182831,0.17937596,0.010760792,0.564096,0.6063728,-0.0422768
45,-0.18608052,-0.280051,"('incompetent', 'competent')",-0.19982757,-0.3203607,-0.3365986,-0.8840389,-0.2408355,-0.4948169,0.2539814
31,-0.16999546,-0.6859587,"('evil', 'good')",-1.0711374,-1.2122902,-1.0778815,-1.2193527,-0.7730048,-1.0392005,0.2661957
27,-0.16548268,-0.17109658,"('hardhearted', 'softhearted')",0.29900733,0.26844916,1.2372186,0.86021423,0.4569144,0.3191889,0.1377255
4,-0.13214257,-0.38966292,"('disliked', 'liked')",-0.24294826,-0.18711182,-5.8095837,-5.888743,-2.0615581,-2.1551725,0.0936144
76,0.12531868,0.5394892,"('anxious', 'daring')",0.5640474,0.71312475,0.78227866,0.83070564,0.4905483,0.6944399,-0.2038916
40,-0.07544258,-0.40596217,"('stingy', 'generous')",-0.12918934,-0.30845118,-1.5249029,-1.8970724,-0.5765116,-0.8704952,0.2939836
7,0.051224895,0.066533595,"('insensitive', 'sensitive')",0.3442485,0.3872821,0.4579089,0.15168104,0.2844608,0.2018323,0.0826285
14,0.043869916,0.14106911,"('antisocial', 'social')",-0.22716185,-0.17716685,-1.0190725,-1.1384252,-0.4007881,-0.3915077,-0.0092804
0,-0.040012315,-0.016303025,"('unsociable', 'sociable')",0.4292651,0.3516597,-0.571166,-0.84178716,-0.0606377,-0.1688102,0.1081725
77,0.03752687,0.15084241,"('unmotivated', 'motivated')",0.31437248,0.40343451,-0.6706747,-0.7813703,-0.1062584,-0.0756978,-0.0305606
36,-0.033924915,-0.54354274,"('hostile', 'amicable')",-1.5369455,-1.5558184,-0.1987544,-0.07314842,-0.5898749,-0.7241699,0.134295
30,0.030072927,0.265854,"('intolerant', 'tolerant')",0.8709888,0.885987,0.8487125,0.89292735,0.5832581,0.6815894,-0.0983313
72,-0.024763804,-0.076402366,"('unambitious', 'ambitious')",-0.81873584,-0.6959784,-1.4404203,-1.593125,-0.7613066,-0.7885019,0.0271953
41,-0.020832585,-0.13512075,"('unforgiving', 'forgiving')",-0.31579983,-0.3066515,-0.21188822,-0.2972186,-0.1828402,-0.2463303,0.0634901
15,-0.015595738,-0.033384442,"('boring', 'funny')",-0.22325993,-0.24639802,0.2997634,0.1529043,0.0203026,-0.0422927,0.0625953
24,-0.013880581,0.0801425,"('dishonest', 'honest')",-0.23233901,-0.28312093,0.31125993,0.16424043,0.0216801,-0.0129127,0.0345928
