,chevron_male,chevron_female,tuple,corp_male,corp_female,average_male,average_female,male-female
68,-1.0996969,-1.3800665,"('dependent', 'independent')",-0.9220938,-0.9856396,-1.0108954,-1.182853,0.1719576
66,1.0848517,0.85768086,"('inactive', 'active')",0.88599443,0.86369205,0.9854231,0.8606864,0.1247367
30,-1.0748125,-0.8870017,"('intolerant', 'tolerant')",0.27592325,0.32748556,-0.3994446,-0.2797581,-0.1196865
24,-1.0470628,-0.8931622,"('dishonest', 'honest')",0.28140795,0.23826833,-0.3828274,-0.3274469,-0.0553805
31,1.0419838,0.91499907,"('evil', 'good')",-0.68602204,-0.6204388,0.1779809,0.1472801,0.0307008
63,-0.9588758,-0.91638505,"('unperceptive', 'insightful')",0.37679392,0.47398698,-0.2910409,-0.221199,-0.0698419
77,-0.931744,-0.9427052,"('unmotivated', 'motivated')",-1.1818588,-1.1288689,-1.0568013,-1.0357871,-0.0210142
71,0.9272733,0.9532758,"('diffident', 'self-confident')",0.58620995,0.654865,0.7567416,0.8040704,-0.0473288
32,-0.9259683,-0.74954003,"('unkind', 'kind')",0.6194546,0.5532253,-0.1532568,-0.0981574,-0.0550994
5,0.92060477,0.63967043,"('distant', 'outgoing')",-0.5292968,-0.5322226,0.195654,0.0537239,0.1419301
20,-0.8974209,-1.0177389,"('rough', 'thoughtful')",0.5708053,0.57911795,-0.1633078,-0.2193105,0.0560027
62,-0.85491776,-0.7604164,"('incompetent', 'brilliant')",0.12512596,0.19316398,-0.3648959,-0.2836262,-0.0812697
4,0.809495,0.84349006,"('disliked', 'liked')",-6.993824,-6.7725368,-3.0921645,-2.9645233,-0.1276412
80,-0.80158824,-0.6582907,"('dominated', 'dominating')",-0.8152442,-0.69023585,-0.8084162,-0.6742632,-0.134153
25,0.7900413,0.6940578,"('egoistic', 'altruistic')",1.5617852,1.5816536,1.1759133,1.1378558,0.0380575
59,0.7688658,0.70009583,"('foolish', 'wise')",-0.13283159,-0.10414268,0.3180171,0.2979766,0.0200405
76,-0.7411971,-0.7582147,"('anxious', 'daring')",-0.5824932,-0.6387892,-0.6618451,-0.6985019,0.0366568
28,-0.7259957,-0.59022534,"('disloyal', 'loyal')",1.2174172,1.1815487,0.2457108,0.2956617,-0.0499509
48,-0.7236366,-0.5011509,"('unintelligent', 'intelligent')",0.7693502,0.72847253,0.0228568,0.1136608,-0.090804
9,0.7126871,0.8733061,"('unaffectionate', 'caring')",1.384518,1.401148,1.0486026,1.1372271,-0.0886245
49,-0.71151686,-0.84880626,"('unable', 'able')",-0.46289888,-0.54982173,-0.5872079,-0.699314,0.1121061
88,-0.686731,-0.5650306,"('low', 'eminent')",-0.7215678,-0.70918345,-0.7041494,-0.637107,-0.0670424
54,-0.6629516,-0.69773453,"('incapable', 'capable')",0.6570325,0.68205535,-0.0029595,-0.0078396,0.0048801
52,0.621138,0.43479264,"('irrational', 'rational')",-0.044097215,-0.089133725,0.2885204,0.1728294,0.115691
34,-0.614344,-0.6310358,"('mean', 'honorable')",5.267036,5.266505,2.3263459,2.3177345,0.0086114
58,0.59857523,0.5783793,"('undiscriminating', 'discriminating')",0.21550258,0.27211595,0.4070389,0.4252476,-0.0182087
27,-0.59185666,-0.5883642,"('hardhearted', 'softhearted')",1.0768592,1.1273668,0.2425013,0.2695013,-0.027
2,0.5856004,0.75651634,"('unlikable', 'likable')",0.5807703,0.73876226,0.5831853,0.7476393,-0.164454
79,0.57265234,0.4067391,"('wavering', 'unwavering')",-0.38181594,-0.43238947,0.0954182,-0.0128252,0.1082434
18,-0.50590014,-0.24515316,"('disagreeable', 'welcoming')",-0.62667835,-0.5707509,-0.5662892,-0.407952,-0.1583372
41,-0.4881711,-0.3276795,"('unforgiving', 'forgiving')",0.11168151,0.15005837,-0.1882448,-0.0888106,-0.0994342
26,0.44579646,0.6776034,"('hardhearted', 'benevolent')",1.7194911,1.8359745,1.0826437,1.256789,-0.1741453
6,0.43140158,0.113265224,"('distant', 'open')",-0.32938427,-0.41889006,0.0510087,-0.1528124,0.2038211
83,-0.35181454,-0.33498117,"('powerless', 'powerful')",-1.0246884,-1.0646138,-0.6882514,-0.6997975,0.0115461
42,-0.339926,-0.21668476,"('unreliable', 'reliable')",-3.467568,-3.311016,-1.903747,-1.7638505,-0.1398965
67,0.32252306,0.24962229,"('doubtful', 'determined')",-0.5978699,-0.61091435,-0.1376734,-0.180646,0.0429726
64,0.31282842,0.3017042,"('shy', 'confident')",-6.416431,-6.45017,-3.0518012,-3.0742328,0.0224316
19,-0.304014,-0.29851285,"('inhospitable', 'hospitable')",-0.53995836,-0.3626485,-0.4219862,-0.3305807,-0.0914055
74,-0.29209432,-0.083287455,"('undedicated', 'dedicated')",-0.473868,-0.36869857,-0.3829812,-0.225993,-0.1569882
39,0.28260687,0.3541147,"('exploitative', 'cooperative')",0.05109881,0.0991455,0.1668528,0.2266301,-0.0597773
61,-0.27920392,-0.3862152,"('illogical', 'logical')",0.8344264,0.76644677,0.2776113,0.1901158,0.0874955
75,0.275131,0.0026788414,"('meek', 'impulsive')",-0.8473915,-0.8354813,-0.2861302,-0.4164012,0.130271
44,-0.26613632,-0.49566638,"('prejudiced', 'unprejudiced')",-1.5865967,-1.6267244,-0.9263665,-1.0611954,0.1348289
38,-0.2598736,-0.34318945,"('untruthful', 'truthful')",-0.41606912,-0.32608885,-0.3379714,-0.3346391,-0.0033323
78,-0.25231475,-0.27662188,"('nonresilient', 'resilient')",0.34340534,0.32876453,0.0455453,0.0260713,0.019474
16,0.24681595,0.18064204,"('unpopular', 'popular')",0.28179887,0.35006103,0.2643074,0.2653515,-0.0010441
29,-0.22432263,-0.49126238,"('unfair', 'fair')",-0.42192397,-0.5352631,-0.3231233,-0.5132627,0.1901394
8,0.20182052,0.4402043,"('unaffectionate', 'affectionate')",0.74666184,0.8403007,0.4742412,0.6402525,-0.1660113
37,-0.18576735,-0.18863918,"('fake', 'genuine')",-0.10428231,-0.06575347,-0.1450248,-0.1271963,-0.0178285
72,-0.18377742,-0.09070514,"('unambitious', 'ambitious')",-0.5828841,-0.6353658,-0.3833308,-0.3630355,-0.0202953
53,-0.17835227,-0.036063723,"('uncreative', 'creative')",0.42917702,0.4191776,0.1254124,0.1915569,-0.0661445
50,0.17051652,0.36983976,"('clumsy', 'skillful')",-0.12987044,0.004782647,0.020323,0.1873112,-0.1669882
15,0.091209464,0.13018021,"('boring', 'funny')",-0.14701207,-0.015665188,-0.0279013,0.0572575,-0.0851588
1,0.08970646,0.10970834,"('unfriendly', 'friendly')",1.5880413,1.6670837,0.8388739,0.888396,-0.0495221
12,-0.051662818,0.003312428,"('unsupportive', 'supportive')",-1.8762777,-1.8173541,-0.9639702,-0.9070208,-0.0569494
87,-0.04764379,0.07051481,"('unsuccessful', 'successful')",0.7292912,0.92451525,0.3408237,0.497515,-0.1566913
17,0.042428978,-0.15206859,"('nasty', 'nice')",-0.5347758,-0.54694605,-0.2461734,-0.3495073,0.1033339
40,0.03432233,0.30423656,"('stingy', 'generous')",-1.8563688,-1.6953026,-0.9110232,-0.695533,-0.2154902
