,avalonbay_male,avalonbay_female,tuple,communities_male,communities_female,inc_male,inc_female,average_male,average_female,male-female
42,1.001944,0.68734914,"('unreliable', 'reliable')",0.76867515,0.8335647,-2.3156936,-2.255644,-0.1816915,-0.2449101,0.0632186
3,0.9641915,0.7273301,"('repellent', 'pleasant')",0.6613434,0.79827064,0.4072383,0.4688177,0.6775911,0.6648061,0.012785
32,0.86996067,0.59344435,"('unkind', 'kind')",0.9870745,1.004681,1.201881,1.0288446,1.0196387,0.8756566,0.1439821
74,0.83420485,0.76282334,"('undedicated', 'dedicated')",0.49053317,0.5842943,-0.34373075,-0.39626077,0.3270024,0.3169523,0.0100501
58,-0.8129205,-0.6571047,"('undiscriminating', 'discriminating')",-0.2785355,-0.2632216,-0.29822314,-0.37722695,-0.4632264,-0.4325177,-0.0307087
1,-0.8040707,-0.6930975,"('unfriendly', 'friendly')",0.17694196,0.20205586,1.2059362,1.0191332,0.1929358,0.1760305,0.0169053
61,0.74366766,0.46521604,"('illogical', 'logical')",0.16521855,0.16979522,0.10323564,-0.08123099,0.3373739,0.1845934,0.1527805
47,0.74121535,0.54359883,"('stupid', 'smart')",0.587571,0.6508712,5.711484,5.4950943,2.3467568,2.2298547,0.1169021
77,0.6634529,0.43562788,"('unmotivated', 'motivated')",0.69474214,0.8021511,-0.7522355,-0.6551801,0.2019865,0.1941996,0.0077869
37,0.65215075,0.4225731,"('fake', 'genuine')",0.59531426,0.49460536,0.29386276,0.16070892,0.5137759,0.3592958,0.1544801
41,0.63542926,0.523327,"('unforgiving', 'forgiving')",0.75622785,0.7193236,0.023959659,-0.045734935,0.4718723,0.3989719,0.0729004
88,-0.6174674,-0.79915756,"('low', 'eminent')",-0.9038067,-0.8716847,-0.27022046,-0.34874192,-0.5971649,-0.6731947,0.0760298
67,0.6137932,0.558697,"('doubtful', 'determined')",0.8209259,0.8073031,-0.2438954,-0.1969254,0.3969412,0.3896916,0.0072496
51,0.6031915,0.2991254,"('uneducated', 'educated')",-0.2143287,-0.22755393,0.14625973,0.051621422,0.1783742,0.0410643,0.1373099
49,-0.5898431,-0.7617838,"('unable', 'able')",-0.6505533,-0.65183413,0.014885794,-0.0025807917,-0.4085035,-0.4720662,0.0635627
28,0.56668466,0.3386625,"('disloyal', 'loyal')",0.9324073,0.8262494,0.705821,0.4954858,0.734971,0.5534659,0.1815051
17,-0.5536064,-0.63533926,"('nasty', 'nice')",0.5925163,0.57033265,-0.117053166,-0.0655669,-0.0260478,-0.0435245,0.0174767
68,-0.54756296,-0.68557364,"('dependent', 'independent')",-0.28933072,-0.27907163,-0.35625198,-0.4585518,-0.3977152,-0.474399,0.0766838
29,-0.43931043,-0.3720267,"('unfair', 'fair')",-0.4520584,-0.42878175,-0.52920276,-0.7090438,-0.4735239,-0.5032841,0.0297602
73,0.40147674,0.7349095,"('helpless', 'self-reliant')",0.017449237,0.08758538,-3.3998544,-3.2279038,-0.9936428,-0.801803,-0.1918398
82,0.3954025,0.32041487,"('poor', 'rich')",0.06658532,0.21612199,6.0801263,5.926702,2.1807048,2.1544129,0.0262919
18,0.35482052,0.33287442,"('disagreeable', 'welcoming')",0.40636763,0.46654314,-0.26939046,-0.32880855,0.1639326,0.1568697,0.0070629
27,-0.30478776,-0.2928005,"('hardhearted', 'softhearted')",1.1790532,1.1188412,1.4341948,1.317976,0.7694867,0.7146722,0.0548145
34,-0.2690992,-0.26091444,"('mean', 'honorable')",1.1431104,1.1285766,6.3697686,6.147237,2.4145932,2.3382998,0.0762934
44,-0.2653881,-0.31202587,"('prejudiced', 'unprejudiced')",-0.84615886,-0.7944156,-1.2971277,-1.1358993,-0.8028916,-0.7474469,-0.0554447
87,0.24513528,-0.033640437,"('unsuccessful', 'successful')",1.0725389,1.0422176,0.55993015,0.50802296,0.6258681,0.5055334,0.1203347
54,-0.23699751,-0.123281434,"('incapable', 'capable')",-0.5878218,-0.44665828,0.7614167,0.7269842,-0.0211342,0.0523482,-0.0734824
33,-0.23229618,0.021934617,"('wrong', 'right')",0.42259717,0.38571844,-0.7803978,-0.7883768,-0.1966989,-0.1269079,-0.069791
38,-0.2269513,0.037993196,"('untruthful', 'truthful')",0.71473205,0.8116414,0.33897242,0.3759887,0.2755844,0.4085411,-0.1329567
9,-0.19791812,-0.03635236,"('unaffectionate', 'caring')",1.0688932,1.0748289,0.89098924,0.8672078,0.5873214,0.6352281,-0.0479067
78,-0.1778502,-0.24159661,"('nonresilient', 'resilient')",1.6825336,1.5614128,0.7169432,0.6000504,0.7405422,0.6399555,0.1005867
83,-0.15371631,-0.19075762,"('powerless', 'powerful')",-0.32272485,-0.35408485,-1.1837678,-1.2546157,-0.553403,-0.5998194,0.0464164
15,-0.15025099,-0.30842477,"('boring', 'funny')",0.13670467,0.051600356,0.5130542,0.46775204,0.1665026,0.0703092,0.0961934
72,0.1342788,0.16029039,"('unambitious', 'ambitious')",0.46498433,0.45432273,-1.1954674,-1.2697902,-0.1987347,-0.2183924,0.0196577
2,0.11648857,0.11086346,"('unlikable', 'likable')",0.15414843,0.2575466,0.40467227,0.49649113,0.2251031,0.2883004,-0.0631973
20,-0.10834999,-0.0988885,"('rough', 'thoughtful')",0.15941495,0.087760516,0.95698625,0.8289757,0.3360171,0.2726159,0.0634012
26,-0.08391306,-0.30698308,"('hardhearted', 'benevolent')",0.37059268,0.30228513,0.93590575,0.8313678,0.4075285,0.2755566,0.1319719
84,0.073455065,0.10279377,"('inferior', 'superior')",-2.0010836,-2.0150628,0.21648075,0.22556151,-0.5703826,-0.5622358,-0.0081468
71,0.05352199,0.34710786,"('diffident', 'self-confident')",2.291366,2.321469,0.44553417,0.34514531,0.9301408,1.0045741,-0.0744333
53,0.050386854,0.060466964,"('uncreative', 'creative')",0.57916385,0.7352918,0.9736699,0.91130334,0.5344069,0.5690207,-0.0346138
40,0.0423221,0.17510092,"('stingy', 'generous')",1.3233736,1.3095355,-1.1100926,-1.2225124,0.085201,0.0873747,-0.0021737
