,grainger_male,grainger_female,tuple,w_male,w_female,inc_male,inc_female,average_male,average_female,male-female
18,-1.4465296,-1.3747307,"('disagreeable', 'welcoming')",-0.7309281,-0.6066689,-1.0455703,-1.0728712,-1.0743427,-1.0180902,-0.0562525
87,1.442094,1.3510395,"('unsuccessful', 'successful')",2.1354928,2.0457702,0.9813546,0.91361976,1.5196471,1.4368099,0.0828372
62,1.436015,1.4716519,"('incompetent', 'brilliant')",1.5998371,1.8652939,1.0166332,1.1918348,1.3508283,1.5095935,-0.1587652
16,-1.3935546,-1.3109626,"('unpopular', 'popular')",-0.4357413,-0.39527938,0.4155153,0.5125035,-0.4712602,-0.3979128,-0.0733474
21,1.3118429,1.1636316,"('immoral', 'moral')",2.3766294,2.4567778,0.0014100894,-0.02018551,1.2299608,1.2000747,0.0298861
10,1.2960932,1.0817158,"('unsympathetic', 'sympathetic')",1.8860762,1.6127551,1.2574751,1.1962126,1.4798816,1.2968946,0.182987
67,1.2674537,1.4286689,"('doubtful', 'determined')",0.3055462,0.5720649,-0.35511738,-0.09887001,0.4059608,0.6339546,-0.2279938
65,1.2197661,1.1036958,"('insecure', 'secure')",1.1814167,1.2117815,0.2919327,0.33653098,0.8977052,0.8840028,0.0137024
7,1.1762927,1.1494392,"('insensitive', 'sensitive')",0.9040258,0.8718362,0.8211145,0.73935866,0.9671443,0.9202114,0.0469329
0,1.1556933,1.0771848,"('unsociable', 'sociable')",1.0784402,1.006661,0.38463205,0.27942127,0.8729219,0.7877557,0.0851662
58,1.1409864,0.77175456,"('undiscriminating', 'discriminating')",1.5288393,1.0505171,0.14503874,-0.021500168,0.9382882,0.6002572,0.338031
42,1.1165607,1.1378727,"('unreliable', 'reliable')",0.8369804,0.95908874,-2.570015,-2.3790278,-0.2054913,-0.0940221,-0.1114692
37,1.0971887,0.9490764,"('fake', 'genuine')",1.3225278,1.0325993,0.89952135,0.72831887,1.1064126,0.9033315,0.2030811
70,1.0562263,0.9562694,"('lethargic', 'energetic')",1.3647974,1.484253,1.5355785,1.5572007,1.3188674,1.3325744,-0.013707
30,1.0292798,1.1971775,"('intolerant', 'tolerant')",0.00018815603,0.38917068,0.874189,1.2200562,0.6345523,0.9354681,-0.3009158
13,1.0283556,1.1265897,"('impolite', 'polite')",0.57109565,0.8627602,0.9203792,0.82847583,0.8399435,0.9392753,-0.0993318
76,0.9722706,0.92308235,"('anxious', 'daring')",1.0469278,1.1308272,0.96695364,1.1323768,0.9953841,1.0620955,-0.0667114
25,-0.93983,-0.8511248,"('egoistic', 'altruistic')",-0.68188596,-0.7401703,0.2649033,0.40310404,-0.4522709,-0.3960637,-0.0562072
51,0.9046751,0.69576603,"('uneducated', 'educated')",2.3996751,2.5113854,0.6612226,0.58726233,1.3218576,1.2648046,0.057053
22,0.9003883,0.8133064,"('untrustworthy', 'trustworthy')",1.0050194,0.9246959,-0.5773711,-0.44410297,0.4426788,0.4312998,0.011379
53,-0.87781173,-0.91726035,"('uncreative', 'creative')",0.5189362,0.2031934,0.87859505,0.8440524,0.1732398,0.0433285,0.1299113
75,-0.8611903,-0.6655494,"('meek', 'impulsive')",-0.39440978,-0.32399175,-0.681485,-0.41856155,-0.6456951,-0.4693676,-0.1763275
44,-0.81138897,-0.77441984,"('prejudiced', 'unprejudiced')",-1.5087883,-1.257049,-1.7265002,-1.7436583,-1.3488925,-1.2583757,-0.0905168
54,-0.79513776,-0.7045075,"('incapable', 'capable')",0.12151882,0.09385371,0.68571484,0.7813878,0.004032,0.0569113,-0.0528793
71,0.7863243,0.8991816,"('diffident', 'self-confident')",-0.1080321,-0.2209075,-0.09649026,-0.08844446,0.193934,0.1966099,-0.0026759
2,0.77262145,0.7949108,"('unlikable', 'likable')",1.3880757,1.4562917,0.4342773,0.60703003,0.8649915,0.9527442,-0.0877527
4,-0.7567347,-0.60038614,"('disliked', 'liked')",-1.0394027,-0.8180923,-6.216399,-6.0078855,-2.6708457,-2.4754546,-0.1953911
88,-0.7430622,-0.7823371,"('low', 'eminent')",-1.8304156,-1.6714453,-0.42436552,-0.28459412,-0.9992811,-0.9127921,-0.086489
43,0.72676593,0.7375245,"('irresponsible', 'responsible')",0.7209268,0.86264837,1.0823808,1.2304007,0.8433579,0.9435245,-0.1001666
64,0.72598535,0.75538653,"('shy', 'confident')",0.5771553,0.7200284,-5.689698,-5.563098,-1.4621859,-1.3625609,-0.099625
19,-0.7146606,-0.4368225,"('inhospitable', 'hospitable')",0.19292748,0.27698442,-0.5488809,-0.3771938,-0.3568713,-0.1790106,-0.1778607
9,-0.71300703,-0.7295917,"('unaffectionate', 'caring')",0.13418752,-0.042053983,1.1925606,1.263136,0.2045803,0.1638301,0.0407502
39,0.70462644,0.73672193,"('exploitative', 'cooperative')",-0.0030159317,0.12075681,-0.23479928,-0.042067852,0.1556037,0.2718036,-0.1161999
83,0.6987026,0.6635192,"('powerless', 'powerful')",-0.28781083,-0.19875288,-0.5251229,-0.5414963,-0.038077,-0.0255767,-0.0125003
17,-0.64336485,-0.6000357,"('nasty', 'nice')",-0.44391328,-0.51310956,-0.70951474,-0.7727196,-0.598931,-0.6286217,0.0296907
59,-0.6354582,-0.49364597,"('foolish', 'wise')",0.36664966,0.47012782,-0.10176162,0.07714072,-0.1235234,0.0178742,-0.1413976
47,0.62566125,0.660702,"('stupid', 'smart')",0.32902992,0.3201825,4.643379,4.7713146,1.8660234,1.9173997,-0.0513763
12,0.5876955,0.5935241,"('unsupportive', 'supportive')",0.8549579,0.8905623,-1.7336755,-1.6855587,-0.0970074,-0.0671574,-0.02985
66,-0.57135224,-0.69868183,"('inactive', 'active')",0.64547217,0.39311123,1.1237097,0.8828008,0.3992765,0.1924101,0.2068664
63,0.5678767,0.5803899,"('unperceptive', 'insightful')",1.402336,1.3733555,1.4894563,1.5695062,1.153223,1.1744172,-0.0211942
32,0.51329195,0.47149378,"('unkind', 'kind')",1.0511035,1.0894066,0.82206714,0.9666671,0.7954876,0.8425225,-0.0470349
40,-0.49591014,-0.40896925,"('stingy', 'generous')",-0.4359916,-0.3755851,-1.81563,-1.8259289,-0.9158439,-0.8701611,-0.0456828
86,0.4937998,0.23836052,"('uninfluential', 'influential')",1.1529539,0.83807784,0.65928155,0.38807872,0.7686784,0.4881724,0.280506
33,-0.47829324,-0.36364675,"('wrong', 'right')",-0.37183422,-0.41589502,-0.9486074,-0.9360234,-0.5995783,-0.5718551,-0.0277232
72,-0.45110235,-0.4561268,"('unambitious', 'ambitious')",0.65827614,0.4414475,-0.9636077,-0.74488175,-0.2521447,-0.253187,0.0010423
15,-0.41920894,-0.23657718,"('boring', 'funny')",-0.086414486,0.11451111,-0.124721386,0.08025999,-0.210115,-0.0139354,-0.1961796
84,0.3943705,0.48489273,"('inferior', 'superior')",0.26894277,0.2662778,0.37023577,0.41753873,0.3445164,0.3895698,-0.0450534
20,0.35506734,0.30734718,"('rough', 'thoughtful')",0.19219717,0.093171045,0.8008524,0.86555374,0.4493723,0.422024,0.0273483
49,-0.3150411,-0.17859301,"('unable', 'able')",0.08624638,0.13670814,0.103674844,-0.08162442,-0.0417066,-0.0411698,-0.0005368
48,-0.28051883,-0.33370245,"('unintelligent', 'intelligent')",-0.28668267,-0.3971011,0.4429961,0.40330908,-0.0414018,-0.1091648,0.067763
23,0.22532187,0.12280944,"('insincere', 'sincere')",1.3078866,1.2753716,5.9379086,6.0308924,2.4903723,2.4763578,0.0140145
41,0.21299447,0.2577299,"('unforgiving', 'forgiving')",0.14689623,0.2849294,-0.12444021,0.107464425,0.0784835,0.2167079,-0.1382244
82,-0.18606374,-0.103370294,"('poor', 'rich')",0.50640225,0.6887429,5.7918944,6.130095,2.0374111,2.2384892,-0.2010781
28,0.1769766,0.27352232,"('disloyal', 'loyal')",-0.11238821,0.026101224,1.1573842,1.3769183,0.4073242,0.5588473,-0.1515231
68,-0.16048834,-0.42267948,"('dependent', 'independent')",0.27572554,0.10313626,-0.34116703,-0.61795056,-0.0753099,-0.3124979,0.237188
34,-0.15151478,-0.22064275,"('mean', 'honorable')",0.50312644,0.38257745,5.8395033,5.8590636,2.063705,2.0069995,0.0567055
11,0.1434462,-0.027556777,"('unhelpful', 'helpful')",0.8194439,0.85997397,2.6737936,2.7186005,1.2122279,1.1836726,0.0285553
61,0.13167427,0.17242098,"('illogical', 'logical')",1.5023646,1.3829474,0.37392074,0.32225493,0.6693199,0.6258744,0.0434455
38,-0.11005549,-0.041163422,"('untruthful', 'truthful')",-0.059527427,-0.048945673,0.18399587,0.3307863,0.0048043,0.0802257,-0.0754214
29,0.09875779,-0.040474653,"('unfair', 'fair')",1.0400889,0.9787252,-0.12229477,-0.24591444,0.3388506,0.2307787,0.1080719
73,-0.08865357,0.17040391,"('helpless', 'self-reliant')",-0.41398966,-0.16846247,-4.0567503,-3.8424008,-1.5197978,-1.2801531,-0.2396447
69,0.07167436,0.09455651,"('lazy', 'industrious')",-0.7626313,-0.8332935,-1.2587863,-1.3187605,-0.6499144,-0.6858325,0.0359181
78,0.064867795,0.060319044,"('nonresilient', 'resilient')",1.1496482,1.0890098,1.718518,1.4391853,0.977678,0.862838,0.11484
50,0.060955726,0.064988114,"('clumsy', 'skillful')",1.1572213,1.0122594,0.8955967,0.87786597,0.7045913,0.6517045,0.0528868
3,0.060100377,-0.03596806,"('repellent', 'pleasant')",1.2304004,1.1494085,1.0448531,0.91273296,0.7784513,0.6753911,0.1030602
26,-0.057684444,-0.07422403,"('hardhearted', 'benevolent')",0.24359162,0.1271553,0.39738938,0.39935452,0.1944322,0.1507619,0.0436703
77,0.049398497,0.18272693,"('unmotivated', 'motivated')",0.6038064,0.878864,0.07455155,0.18359393,0.2425855,0.4150616,-0.1724761
57,0.01737273,-0.1879693,"('unimaginative', 'imaginative')",0.95593476,0.7541939,-1.7590247,-1.8253818,-0.2619057,-0.4197191,0.1578134
24,-0.005796898,-0.10101467,"('dishonest', 'honest')",-0.588675,-0.6425822,0.6023321,0.73599756,0.0026201,-0.0025331,0.0051532
