,andeavor_male,andeavor_female,tuple,average_male,average_female,male-female
36,-0.5557314,-0.2167007,"('hostile', 'amicable')",-0.5557314,-0.2167007,-0.3390307
44,-0.5418814,-0.61849684,"('prejudiced', 'unprejudiced')",-0.5418814,-0.6184968,0.0766154
17,-0.5041009,-0.69680905,"('nasty', 'nice')",-0.5041009,-0.6968091,0.1927082
85,-0.49813488,-0.22339834,"('insignificant', 'prestigious')",-0.4981349,-0.2233983,-0.2747366
41,-0.48282444,-0.5880404,"('unforgiving', 'forgiving')",-0.4828244,-0.5880404,0.105216
87,-0.4764893,-0.30425042,"('unsuccessful', 'successful')",-0.4764893,-0.3042504,-0.1722389
68,-0.4658716,-0.66951096,"('dependent', 'independent')",-0.4658716,-0.669511,0.2036394
55,-0.44924125,-0.59205085,"('incompetent', 'clever')",-0.4492413,-0.5920509,0.1428096
78,-0.43816158,-0.14860001,"('nonresilient', 'resilient')",-0.4381616,-0.1486,-0.2895616
26,0.43349606,0.27699453,"('hardhearted', 'benevolent')",0.4334961,0.2769945,0.1565016
52,-0.38184592,-0.120724924,"('irrational', 'rational')",-0.3818459,-0.1207249,-0.261121
29,-0.37281987,-0.54423225,"('unfair', 'fair')",-0.3728199,-0.5442322,0.1714123
81,-0.36973432,-0.6453612,"('submissive', 'aggressive')",-0.3697343,-0.6453612,0.2756269
30,-0.35547227,-0.44785765,"('intolerant', 'tolerant')",-0.3554723,-0.4478576,0.0923853
65,0.34522355,0.2505803,"('insecure', 'secure')",0.3452235,0.2505803,0.0946432
60,-0.32069433,-0.5476842,"('inefficient', 'efficient')",-0.3206943,-0.5476842,0.2269899
70,-0.31612742,-0.58529437,"('lethargic', 'energetic')",-0.3161274,-0.5852944,0.269167
37,-0.31458622,-0.25643864,"('fake', 'genuine')",-0.3145862,-0.2564386,-0.0581476
15,0.29074168,0.33377317,"('boring', 'funny')",0.2907417,0.3337732,-0.0430315
79,-0.27748606,-0.19540918,"('wavering', 'unwavering')",-0.2774861,-0.1954092,-0.0820769
49,0.2731775,0.25363305,"('unable', 'able')",0.2731775,0.2536331,0.0195444
76,-0.26970974,-0.39234552,"('anxious', 'daring')",-0.2697097,-0.3923455,0.1226358
25,0.25714365,0.32175186,"('egoistic', 'altruistic')",0.2571436,0.3217519,-0.0646083
75,-0.25072715,-0.106208146,"('meek', 'impulsive')",-0.2507271,-0.1062081,-0.144519
88,-0.23813537,-0.30036503,"('low', 'eminent')",-0.2381354,-0.300365,0.0622296
59,-0.2185722,0.00082653016,"('foolish', 'wise')",-0.2185722,0.0008265,-0.2193987
27,0.18456279,0.1037616,"('hardhearted', 'softhearted')",0.1845628,0.1037616,0.0808012
2,-0.18407837,-0.025604617,"('unlikable', 'likable')",-0.1840784,-0.0256046,-0.1584738
7,0.17194651,0.08941253,"('insensitive', 'sensitive')",0.1719465,0.0894125,0.082534
32,-0.1709382,-0.25668722,"('unkind', 'kind')",-0.1709382,-0.2566872,0.085749
16,-0.16943116,0.21699032,"('unpopular', 'popular')",-0.1694312,0.2169903,-0.3864215
3,0.15893446,-0.009698423,"('repellent', 'pleasant')",0.1589345,-0.0096984,0.1686329
72,-0.15855683,-0.16427444,"('unambitious', 'ambitious')",-0.1585568,-0.1642744,0.0057176
28,0.1569944,0.11681848,"('disloyal', 'loyal')",0.1569944,0.1168185,0.0401759
84,0.14110026,0.06497328,"('inferior', 'superior')",0.1411003,0.0649733,0.076127
14,-0.1243866,-0.408265,"('antisocial', 'social')",-0.1243866,-0.408265,0.2838784
33,-0.10437667,-0.03640151,"('wrong', 'right')",-0.1043767,-0.0364015,-0.0679752
80,-0.07340763,-0.36525849,"('dominated', 'dominating')",-0.0734076,-0.3652585,0.2918509
39,0.07062332,-0.05360891,"('exploitative', 'cooperative')",0.0706233,-0.0536089,0.1242322
35,0.06795192,0.22529449,"('corrupt', 'incorrupt')",0.0679519,0.2252945,-0.1573426
48,-0.05256104,-0.11789276,"('unintelligent', 'intelligent')",-0.052561,-0.1178928,0.0653318
20,-0.038138933,-0.15480378,"('rough', 'thoughtful')",-0.0381389,-0.1548038,0.1166649
51,0.036413148,0.07968551,"('uneducated', 'educated')",0.0364131,0.0796855,-0.0432724
56,-0.006386511,-0.14417244,"('impractical', 'practical')",-0.0063865,-0.1441724,0.1377859
