,gamestop_male,gamestop_female,tuple,corp_male,corp_female,average_male,average_female,male-female
65,-0.6585328,-0.79849106,"('insecure', 'secure')",0.23710112,0.21454716,-0.2107158,-0.291972,0.0812562
39,0.65521723,0.56250906,"('exploitative', 'cooperative')",0.13842762,0.08043255,0.3968224,0.3214708,0.0753516
47,-0.62551534,-0.5484231,"('stupid', 'smart')",6.129533,6.191239,2.7520087,2.8214078,-0.0693991
44,-0.62120545,-0.62852156,"('prejudiced', 'unprejudiced')",-1.2961946,-1.3422012,-0.9587,-0.9853614,0.0266614
20,-0.5766709,-0.5139657,"('rough', 'thoughtful')",1.0663627,0.9692761,0.2448459,0.2276552,0.0171907
9,0.5597359,0.5038407,"('unaffectionate', 'caring')",1.2615571,1.3530408,0.9106465,0.9284407,-0.0177942
84,0.5495797,0.46525913,"('inferior', 'superior')",0.89601237,0.94894594,0.722796,0.7071025,0.0156935
46,-0.549566,-0.69878423,"('uncompetitive', 'competitive')",-0.23063408,-0.57049215,-0.3901,-0.6346382,0.2445382
34,-0.5421914,-0.5801829,"('mean', 'honorable')",6.1598577,6.1979356,2.8088331,2.8088763,-4.32e-05
76,-0.53855824,-0.5282144,"('anxious', 'daring')",0.5122459,0.2636731,-0.0131562,-0.1322706,0.1191144
58,-0.5367084,-0.4945185,"('undiscriminating', 'discriminating')",-0.073187396,-0.1098845,-0.3049479,-0.3022015,-0.0027464
88,-0.530372,-0.59181726,"('low', 'eminent')",-0.35947818,-0.48894584,-0.4449251,-0.5403816,0.0954565
59,0.5278752,0.55001783,"('foolish', 'wise')",-0.23202942,-0.009589327,0.1479229,0.2702143,-0.1222914
69,0.48201245,0.40458727,"('lazy', 'industrious')",-1.2168099,-1.0549107,-0.3673987,-0.3251617,-0.042237
40,-0.47985363,-0.36288512,"('stingy', 'generous')",-2.2192862,-2.2504914,-1.3495699,-1.3066883,-0.0428816
60,0.47754398,0.30718854,"('inefficient', 'efficient')",0.5958587,0.6057466,0.5367013,0.4564676,0.0802337
67,0.45375186,0.46240345,"('doubtful', 'determined')",-0.62022114,-0.57411784,-0.0832346,-0.0558572,-0.0273774
85,0.44920826,0.47513074,"('insignificant', 'prestigious')",-0.9286969,-0.84500223,-0.2397443,-0.1849357,-0.0548086
24,-0.4446368,-0.44609398,"('dishonest', 'honest')",0.86894405,1.0599341,0.2121536,0.3069201,-0.0947665
87,0.4412568,0.39598083,"('unsuccessful', 'successful')",1.2299451,1.0602332,0.8356009,0.728107,0.1074939
48,0.42679498,0.4287295,"('unintelligent', 'intelligent')",1.1499926,1.1925197,0.7883938,0.8106246,-0.0222308
32,-0.42436692,-0.56998974,"('unkind', 'kind')",1.0546699,1.0141479,0.3151515,0.2220791,0.0930724
64,-0.42052123,-0.5005841,"('shy', 'confident')",-6.6869783,-6.6300745,-3.5537498,-3.5653293,0.0115795
8,0.41027474,0.4517752,"('unaffectionate', 'affectionate')",0.41458532,0.55270815,0.41243,0.5022417,-0.0898117
2,-0.40401548,-0.5814754,"('unlikable', 'likable')",0.33920974,0.35603565,-0.0324029,-0.1127199,0.080317
23,-0.38789952,-0.49462187,"('insincere', 'sincere')",7.062403,6.973441,3.3372519,3.2394097,0.0978422
17,-0.38501003,-0.18116322,"('nasty', 'nice')",-0.62394637,-0.56658936,-0.5044782,-0.3738763,-0.1306019
54,0.3744344,0.2890026,"('incapable', 'capable')",0.88740987,0.97217256,0.6309221,0.6305876,0.0003345
82,-0.3590745,-0.44319674,"('poor', 'rich')",7.4158287,7.2463646,3.5283771,3.4015839,0.1267932
36,-0.35183722,-0.35808486,"('hostile', 'amicable')",-0.6009545,-0.50098985,-0.4763958,-0.4295374,-0.0468584
30,-0.3410848,-0.3231911,"('intolerant', 'tolerant')",0.6513435,0.6979753,0.1551294,0.1873921,-0.0322627
49,0.34104934,0.44396353,"('unable', 'able')",-0.09435236,0.00428964,0.1233485,0.2241266,-0.1007781
5,0.32496515,0.42244396,"('distant', 'outgoing')",-0.7205519,-0.37319642,-0.1977934,0.0246238,-0.2224172
33,0.32021567,0.26582778,"('wrong', 'right')",-0.76889575,-0.8100375,-0.22434,-0.2721049,0.0477649
41,-0.30164477,-0.24492002,"('unforgiving', 'forgiving')",-0.28555608,-0.23590286,-0.2936004,-0.2404114,-0.053189
21,-0.29396915,-0.5346791,"('immoral', 'moral')",-0.02632158,-0.37715897,-0.1601454,-0.455919,0.2957736
14,-0.25016809,-0.22928625,"('antisocial', 'social')",-0.23753044,-0.31885797,-0.2438493,-0.2740721,0.0302228
74,-0.24802351,-0.2061667,"('undedicated', 'dedicated')",-0.45255724,-0.69871616,-0.3502904,-0.4524414,0.102151
4,-0.22218001,0.014880224,"('disliked', 'liked')",-8.040033,-7.8715606,-4.1311069,-3.9283402,-0.2027667
11,0.22140038,0.20803215,"('unhelpful', 'helpful')",2.2574782,2.2615597,1.2394392,1.2347959,0.0046433
26,0.21056956,0.16817646,"('hardhearted', 'benevolent')",0.9580428,1.0015597,0.5843062,0.5848681,-0.0005619
37,-0.2096919,-0.39301467,"('fake', 'genuine')",0.37082818,0.30180147,0.0805681,-0.0456066,0.1261747
75,-0.2013375,0.03079994,"('meek', 'impulsive')",-0.9917985,-0.73698527,-0.596568,-0.3530927,-0.2434753
25,0.17907873,0.13604917,"('egoistic', 'altruistic')",0.8490773,0.75801235,0.514078,0.4470308,0.0670472
80,-0.17202458,0.00977274,"('dominated', 'dominating')",-0.34557268,-0.44412252,-0.2587986,-0.2171749,-0.0416237
29,-0.16589996,-0.09279603,"('unfair', 'fair')",-0.37155002,-0.22142524,-0.268725,-0.1571106,-0.1116144
56,0.15331967,0.27139366,"('impractical', 'practical')",-0.18378437,-0.17537373,-0.0152323,0.04801,-0.0632423
27,-0.15029201,-0.21581346,"('hardhearted', 'softhearted')",1.2713332,1.2327784,0.5605206,0.5084825,0.0520381
77,-0.14633133,-0.38648084,"('unmotivated', 'motivated')",-0.6448629,-0.7893479,-0.3955971,-0.5879143,0.1923172
35,0.14502816,0.26404327,"('corrupt', 'incorrupt')",-1.1241177,-0.87047315,-0.4895448,-0.3032149,-0.1863299
50,0.13150077,-0.08548858,"('clumsy', 'skillful')",0.2860556,0.0725979,0.2087782,-0.0064453,0.2152235
12,-0.119848356,-0.102966934,"('unsupportive', 'supportive')",-1.8166108,-1.8832777,-0.9682296,-0.9931223,0.0248927
63,-0.107518286,-0.101809055,"('unperceptive', 'insightful')",1.2294828,1.0801262,0.5609822,0.4891586,0.0718236
16,-0.09990038,-0.09492942,"('unpopular', 'popular')",0.24217112,0.2569888,0.0711354,0.0810297,-0.0098943
6,0.096727565,0.10180262,"('distant', 'open')",-0.69447124,-0.48468724,-0.2988718,-0.1914423,-0.1074295
28,0.0957029,0.119346194,"('disloyal', 'loyal')",1.119383,1.1003991,0.6075429,0.6098726,-0.0023297
0,-0.094409674,-0.19446734,"('unsociable', 'sociable')",0.07263181,-0.0732017,-0.0108889,-0.1338345,0.1229456
73,0.09166177,0.2244927,"('helpless', 'self-reliant')",-3.9347055,-3.9781575,-1.9215219,-1.8768324,-0.0446895
1,0.08801038,0.036294535,"('unfriendly', 'friendly')",1.1534499,1.3373852,0.6207302,0.6868399,-0.0661097
86,0.08057988,-0.052560974,"('uninfluential', 'influential')",-0.05521252,-0.28173235,0.0126837,-0.1671467,0.1798304
62,-0.079062924,0.12835723,"('incompetent', 'brilliant')",0.7760868,0.7952042,0.3485119,0.4617807,-0.1132688
53,0.04537484,0.09218873,"('uncreative', 'creative')",0.7027984,0.6566167,0.3740866,0.3744027,-0.0003161
78,0.02880776,-0.117096245,"('nonresilient', 'resilient')",0.76978564,0.6090303,0.3992967,0.245967,0.1533297
52,0.026848095,0.008086845,"('irrational', 'rational')",-0.3158383,-0.26706058,-0.1444951,-0.1294869,-0.0150082
83,0.02362609,0.018502124,"('powerless', 'powerful')",-0.94962656,-1.0702169,-0.4630002,-0.5258574,0.0628572
55,0.0046487153,0.0763527,"('incompetent', 'clever')",0.79023254,0.45728716,0.3974406,0.2668199,0.1306207
