,sherwin_male,sherwin_female,tuple,williams_male,williams_female,co_male,co_female,average_male,average_female,male-female
19,1.1785916,1.0497252,"('inhospitable', 'hospitable')",1.0814826,0.8436271,-0.18035905,-0.3148895,0.6932383,0.5261543,0.167084
71,1.1758038,1.1571993,"('diffident', 'self-confident')",1.907834,1.6936592,0.76096326,0.56568664,1.2815336,1.1388484,0.1426852
6,1.1541709,0.9034366,"('distant', 'open')",1.7074025,1.1478454,-0.16126123,-0.46643287,0.900104,0.528283,0.371821
41,-1.119243,-1.0208224,"('unforgiving', 'forgiving')",0.61242265,0.77545136,0.3771894,0.40004987,-0.0432103,0.0515596,-0.0947699
80,-1.0883998,-1.0004457,"('dominated', 'dominating')",-1.2732189,-0.99080086,-0.5518099,-0.347836,-0.9711428,-0.7796942,-0.1914486
24,-1.0408072,-1.0790281,"('dishonest', 'honest')",-0.25889382,-0.014387213,0.9683965,1.05429,-0.1104349,-0.0130418,-0.0973931
22,-1.0383524,-0.8828385,"('untrustworthy', 'trustworthy')",-0.43428716,-0.2133699,-0.20183507,-0.15178204,-0.5581582,-0.4159968,-0.1421614
72,-0.9900491,-0.9181579,"('unambitious', 'ambitious')",-0.30780447,-0.040422156,-0.24825901,-0.0970704,-0.5153708,-0.3518835,-0.1634873
59,0.95235354,0.9102131,"('foolish', 'wise')",1.5035573,1.0295775,0.13629997,0.050634027,0.8640703,0.6634749,0.2005954
15,0.9279033,1.0064224,"('boring', 'funny')",0.6624974,0.69795257,0.5523528,0.5248395,0.7142512,0.7430716,-0.0288204
61,-0.8396881,-0.71819156,"('illogical', 'logical')",0.96207136,0.9534205,0.5948035,0.50137603,0.2390622,0.245535,-0.0064728
16,0.83066505,0.6954327,"('unpopular', 'popular')",0.5957509,0.053861108,-0.37535566,-0.5742008,0.3503534,0.0583643,0.2919891
26,0.8259502,0.80329454,"('hardhearted', 'benevolent')",0.6036842,0.44774848,1.186895,1.27497,0.8721765,0.8420044,0.0301721
27,0.7684607,0.6120121,"('hardhearted', 'softhearted')",0.45337003,0.42167965,0.8802027,0.7744362,0.7006778,0.6027093,0.0979685
18,0.7312932,0.57604426,"('disagreeable', 'welcoming')",-0.13232507,-0.057773065,-1.1801839,-1.1524235,-0.1937386,-0.2113841,0.0176455
73,0.7273196,0.673744,"('helpless', 'self-reliant')",0.5409194,0.4674593,-3.0914795,-3.3571222,-0.6077468,-0.7386397,0.1308929
52,0.7002819,0.5372285,"('irrational', 'rational')",1.0902923,0.5214994,0.2992913,-0.2148052,0.6966219,0.2813076,0.4153143
12,-0.68635005,-0.5007555,"('unsupportive', 'supportive')",1.5256602,1.5359104,-1.2474549,-1.2636771,-0.1360483,-0.0761741,-0.0598742
39,-0.66928554,-0.66054934,"('exploitative', 'cooperative')",0.3270254,0.32782763,0.89704275,0.8722674,0.1849275,0.1798486,0.0050789
4,0.63111746,0.6045958,"('disliked', 'liked')",1.8109571,1.5553082,-6.3798766,-6.8327684,-1.3126007,-1.5576215,0.2450208
51,-0.61969525,-0.5034089,"('uneducated', 'educated')",-0.1913833,0.17693214,0.55921155,0.5813234,-0.0839557,0.0849489,-0.1689046
54,0.59980756,0.43066517,"('incapable', 'capable')",1.0492525,0.59670967,1.0027474,0.8387005,0.8839358,0.6220251,0.2619107
84,0.59149784,0.5693177,"('inferior', 'superior')",0.35439906,0.2651517,0.77988327,0.80649644,0.57526,0.5469886,0.0282714
29,0.5827506,0.47622946,"('unfair', 'fair')",-0.08104451,-0.20751469,-0.1441526,-0.36805415,0.1191845,-0.0331131,0.1522976
74,-0.556345,-0.43853262,"('undedicated', 'dedicated')",1.159618,1.2361681,0.41632563,0.36444798,0.3398662,0.3873612,-0.047495
67,0.54798603,0.65991884,"('doubtful', 'determined')",0.10800183,0.40562913,-0.17359364,0.05014319,0.1607981,0.3718971,-0.211099
50,0.5362951,0.5832328,"('clumsy', 'skillful')",0.09107024,-0.14293154,-0.408182,-0.40324083,0.0730611,0.0123535,0.0607076
88,-0.5096979,-0.5168645,"('low', 'eminent')",-0.06823763,-0.14747326,-0.71692467,-0.69558066,-0.4316201,-0.4533061,0.021686
49,-0.48053682,-0.59141916,"('unable', 'able')",-0.6890702,-0.7489207,-0.46125984,-0.5271482,-0.5436223,-0.622496,0.0788737
1,-0.45120227,-0.7581339,"('unfriendly', 'friendly')",0.98592156,0.30498934,1.2210401,0.7646898,0.5852532,0.1038484,0.4814048
25,0.44402,0.14785813,"('egoistic', 'altruistic')",0.9727647,0.5986716,0.8511209,0.41436216,0.7559685,0.386964,0.3690045
38,-0.41798058,-0.54461026,"('untruthful', 'truthful')",-0.015809976,-0.039115347,-0.0025958717,0.081737995,-0.1454621,-0.1673292,0.0218671
17,0.39719158,0.5092614,"('nasty', 'nice')",0.73108435,0.70865613,-0.28745607,-0.24496922,0.2802733,0.3243161,-0.0440428
42,0.3805618,0.7037273,"('unreliable', 'reliable')",1.3128734,1.4532092,-1.8715559,-2.1307042,-0.0593736,0.0087441,-0.0681177
83,-0.36526936,-0.23402701,"('powerless', 'powerful')",0.36378685,0.37296194,-0.73899347,-0.67721796,-0.2468253,-0.1794277,-0.0673976
58,0.35940585,0.3237317,"('undiscriminating', 'discriminating')",0.39236656,0.30057317,0.47385347,0.2539007,0.408542,0.2927352,0.1158068
44,0.311665,0.2431971,"('prejudiced', 'unprejudiced')",-0.9524776,-0.7345351,-1.4690937,-1.375719,-0.7033021,-0.6223523,-0.0809498
87,0.26750648,0.33152485,"('unsuccessful', 'successful')",0.6702305,0.66532725,0.074536465,0.19189657,0.3374245,0.3962496,-0.0588251
8,-0.26071075,-0.47791994,"('unaffectionate', 'affectionate')",0.83487046,0.37785512,0.31694317,0.2504378,0.2970343,0.0501243,0.24691
2,0.21183082,0.031896397,"('unlikable', 'likable')",0.7347165,0.6186316,0.53211904,0.44115523,0.4928888,0.3638944,0.1289944
68,0.19203895,0.14218509,"('dependent', 'independent')",-0.014652118,0.017816164,-1.1399714,-1.1602892,-0.3208615,-0.3334293,0.0125678
78,0.18049774,0.2414127,"('nonresilient', 'resilient')",0.14992513,0.003637001,0.16335905,0.14400715,0.164594,0.1296856,0.0349084
40,-0.17809916,-0.27164283,"('stingy', 'generous')",0.32437852,0.38400754,-2.0850382,-2.2914057,-0.646253,-0.726347,0.080094
53,0.16815345,0.111802846,"('uncreative', 'creative')",1.5858456,1.1554552,1.0365167,0.7088378,0.9301719,0.6586986,0.2714733
9,-0.1599698,-0.34404078,"('unaffectionate', 'caring')",1.6998801,1.1450895,1.2889272,1.1101378,0.9429458,0.6370622,0.3058836
34,0.097532004,-0.081445634,"('mean', 'honorable')",0.055862784,0.029015668,4.7821193,4.926531,1.6451713,1.6247002,0.0204711
20,-0.092286706,-0.19224578,"('rough', 'thoughtful')",0.26626763,0.120560646,0.5657212,0.565509,0.2465674,0.164608,0.0819594
64,-0.055627957,0.004091069,"('shy', 'confident')",-0.058750965,0.01028306,-4.625377,-4.8775024,-1.5799187,-1.6210427,0.041124
37,-0.039489307,0.15224555,"('fake', 'genuine')",0.20979308,0.46522653,0.16088164,0.40013883,0.1103951,0.3392036,-0.2288085
