,lexmark_male,lexmark_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
33,0.79949886,0.908243,"('wrong', 'right')",0.5504091,0.58767974,-0.44816965,-0.59902555,0.3005794,0.2989658,0.0016136
13,0.7915115,0.6318779,"('impolite', 'polite')",1.278517,0.8704293,0.2289275,0.22940736,0.7663186,0.5772382,0.1890804
87,0.776187,1.0075828,"('unsuccessful', 'successful')",1.2350292,1.445492,0.82633567,1.174831,0.9458506,1.2093019,-0.2634513
21,0.76002777,0.6377804,"('immoral', 'moral')",0.34902686,0.017283265,-0.7620493,-0.7548447,0.1156684,-0.0332603,0.1489287
18,-0.75350714,-0.8722206,"('disagreeable', 'welcoming')",0.59151644,0.6331023,-0.3812792,-0.42902198,-0.18109,-0.2227134,0.0416234
26,-0.7390943,-1.0595381,"('hardhearted', 'benevolent')",1.1189691,0.8385155,1.5160828,0.8445982,0.6319858,0.2078585,0.4241273
69,0.69721675,0.9024077,"('lazy', 'industrious')",1.2497685,1.5441729,-0.14308433,-0.18903688,0.6013003,0.7525146,-0.1512143
5,-0.6814007,-0.56006056,"('distant', 'outgoing')",-0.67538655,-0.3190111,-0.05107558,0.00548999,-0.4692876,-0.2911939,-0.1780937
27,-0.6537072,-0.584334,"('hardhearted', 'softhearted')",-0.6274628,-0.41404572,1.2840434,1.1437521,0.0009578,0.0484575,-0.0474997
1,-0.6384686,-0.60833204,"('unfriendly', 'friendly')",0.014052171,-0.048952572,1.815808,1.5184513,0.3971305,0.2870556,0.1100749
51,-0.6260495,-0.63091236,"('uneducated', 'educated')",0.5623784,0.5871098,0.5014255,0.527222,0.1459181,0.1611398,-0.0152217
28,-0.6235367,-0.64593697,"('disloyal', 'loyal')",-0.22275873,-0.5441084,0.70585406,0.63101804,-0.0468138,-0.1863424,0.1395286
43,0.59764796,0.45049432,"('irresponsible', 'responsible')",0.7325807,0.3538346,0.58351076,0.3777352,0.6379131,0.3940214,0.2438917
19,-0.58862966,-0.580628,"('inhospitable', 'hospitable')",-0.9608584,-1.0024407,-0.050168276,-0.058265474,-0.5332188,-0.5471114,0.0138926
16,-0.5131997,-0.23982404,"('unpopular', 'popular')",-0.035065144,0.20338477,0.59369826,0.7567642,0.0151445,0.2401083,-0.2249638
10,-0.50838226,-0.676822,"('unsympathetic', 'sympathetic')",-0.5145805,-0.70775825,-0.32300076,-0.21833055,-0.4486545,-0.5343036,0.0856491
72,-0.4928326,-0.54714125,"('unambitious', 'ambitious')",-0.5148575,-0.25661844,-1.2457817,-1.1443022,-0.7511573,-0.649354,-0.1018033
88,-0.47749892,-0.6247883,"('low', 'eminent')",-0.25090408,-0.42470136,0.23257957,0.14887448,-0.1652745,-0.3002051,0.1349306
76,0.472709,0.59683377,"('anxious', 'daring')",1.1524982,0.9906118,0.5813104,0.7632391,0.7355059,0.7835615,-0.0480556
38,-0.4326938,-0.37678275,"('untruthful', 'truthful')",-0.15721492,-0.030735366,0.25583908,0.3165236,-0.1113565,-0.0303315,-0.081025
59,0.432236,0.41200557,"('foolish', 'wise')",0.22816643,0.15616447,0.73505044,0.55976504,0.465151,0.3759784,0.0891726
7,0.42865616,0.42844585,"('insensitive', 'sensitive')",-0.054711983,-0.048939884,0.55893975,0.7623236,0.3109613,0.3806099,-0.0696486
66,-0.42623875,-0.3176091,"('inactive', 'active')",0.7085205,1.0068159,0.974057,1.1134908,0.4187796,0.6008992,-0.1821196
77,0.4031053,0.47339034,"('unmotivated', 'motivated')",0.055694327,0.056921043,-0.8957962,-0.85794127,-0.1456655,-0.10921,-0.0364555
55,-0.3831389,-0.32637358,"('incompetent', 'clever')",-0.26453894,-0.5782534,-0.19367418,-0.21162614,-0.2804507,-0.3720844,0.0916337
71,0.3620579,0.7202227,"('diffident', 'self-confident')",0.5761281,0.84950453,0.32056087,0.44727534,0.4195823,0.6723342,-0.2527519
29,-0.3584185,-0.19611976,"('unfair', 'fair')",-0.71975756,-0.7225798,-0.62111455,-0.75757784,-0.5664302,-0.5587591,-0.0076711
58,-0.35521764,-0.23298053,"('undiscriminating', 'discriminating')",0.122746,0.061352406,-0.1253148,-0.16691692,-0.1192621,-0.1128484,-0.0064137
78,-0.3449456,0.2884405,"('nonresilient', 'resilient')",0.36521888,0.9579835,0.45019522,0.90293777,0.1568228,0.7164539,-0.5596311
23,0.29781926,0.3634806,"('insincere', 'sincere')",0.14194539,0.11651543,5.485647,5.803138,1.9751372,2.094378,-0.1192408
50,0.2928889,0.35613164,"('clumsy', 'skillful')",-0.30918157,-0.26293707,0.32055157,0.29674104,0.1014196,0.1299785,-0.0285589
32,-0.2805952,-0.30394265,"('unkind', 'kind')",-0.16289969,-0.3510756,0.8867634,0.7968373,0.1477562,0.047273,0.1004832
48,-0.27700356,-0.2507206,"('unintelligent', 'intelligent')",-0.118434876,-0.24619202,0.37662154,0.24268353,-0.0062723,-0.084743,0.0784707
54,-0.24678704,-0.2599175,"('incapable', 'capable')",-0.15618974,0.1754358,1.0412323,1.1700929,0.2127519,0.3618704,-0.1491185
3,-0.18728185,-0.11475667,"('repellent', 'pleasant')",-0.25092047,-0.121315174,-0.122412525,-0.070993476,-0.1868716,-0.1023551,-0.0845165
0,-0.17985977,-0.27125117,"('unsociable', 'sociable')",0.35669953,-0.11944762,-0.3288724,-0.51894933,-0.0506776,-0.303216,0.2525384
12,0.17250136,0.18523763,"('unsupportive', 'supportive')",0.2103801,0.30489442,-1.6668704,-1.7195985,-0.4279963,-0.4098221,-0.0181742
24,0.16731182,-0.023749296,"('dishonest', 'honest')",-0.02517828,-0.20441575,0.6723786,0.6683984,0.271504,0.1467444,0.1247596
20,-0.15936264,-0.011122763,"('rough', 'thoughtful')",0.2698361,0.2732733,1.0749885,0.8577212,0.395154,0.3732906,0.0218634
9,-0.15765004,-0.24830967,"('unaffectionate', 'caring')",-0.102749825,-0.044637367,0.9239068,0.91075116,0.221169,0.2059347,0.0152343
81,0.15428641,-0.16747418,"('submissive', 'aggressive')",0.85378844,0.6245253,-0.52120024,-0.3677333,0.1622915,0.0297726,0.1325189
70,0.15199207,0.13570097,"('lethargic', 'energetic')",0.5224394,0.4119724,0.6285298,0.9479254,0.4343204,0.4985329,-0.0642125
65,0.14982869,-0.1427259,"('insecure', 'secure')",0.48753795,0.065454215,-0.37932777,-0.264381,0.086013,-0.1138842,0.1998972
61,0.1323173,-0.06233971,"('illogical', 'logical')",-0.17782134,-0.37532437,0.10664491,0.08024224,0.0203803,-0.1191406,0.1395209
44,-0.12213193,-0.3234734,"('prejudiced', 'unprejudiced')",0.2823072,0.15068696,-1.1910312,-1.3734653,-0.3436186,-0.5154173,0.1717987
11,-0.12048697,-0.08347139,"('unhelpful', 'helpful')",0.4929365,0.39984873,1.9982916,2.0064025,0.790247,0.77426,0.015987
85,-0.1141453,-0.002777896,"('insignificant', 'prestigious')",-0.9445934,-0.84430635,0.4333441,0.19360973,-0.2084649,-0.2178248,0.0093599
40,0.10846286,0.23587313,"('stingy', 'generous')",-0.036190752,0.16288194,-1.4414849,-1.4301997,-0.4564043,-0.3438149,-0.1125894
52,-0.1054898,-0.25256854,"('irrational', 'rational')",-1.1506412,-1.0569385,-0.098794386,-0.24129818,-0.4516418,-0.5169351,0.0652933
15,-0.10400647,-0.1784809,"('boring', 'funny')",-0.25012732,-0.2753764,0.32865122,0.45819294,-0.0084942,0.0014452,-0.0099394
47,0.09566331,0.23047343,"('stupid', 'smart')",0.02296947,-0.023027321,5.1073427,5.4894347,1.7419918,1.8989603,-0.1569685
34,0.09516684,0.33261758,"('mean', 'honorable')",0.11371562,0.3554672,5.780888,6.2047772,1.9965901,2.2976206,-0.3010305
45,-0.09092495,-0.16172287,"('incompetent', 'competent')",0.34526828,0.11067119,-0.317598,-0.41097075,-0.0210849,-0.1540075,0.1329226
22,-0.08863529,-0.15722622,"('untrustworthy', 'trustworthy')",-0.26437065,-0.5380325,-0.967731,-0.95482373,-0.4402456,-0.5500274,0.1097818
14,-0.083613366,-0.31129703,"('antisocial', 'social')",1.0411043,0.7586829,-0.6637044,-0.6231914,0.0979288,-0.0586018,0.1565306
17,-0.07926954,-0.20220256,"('nasty', 'nice')",-1.1953442,-1.3952048,-0.62199765,-0.79014456,-0.6322038,-0.7958506,0.1636468
68,-0.078094505,-0.034861136,"('dependent', 'independent')",-0.06603855,0.058400452,-0.5041882,-0.35207722,-0.2161071,-0.1095126,-0.1065945
63,0.07743779,0.2686287,"('unperceptive', 'insightful')",1.0363412,1.0753527,1.1699139,1.4083872,0.7612309,0.9174562,-0.1562253
80,0.07524702,0.21891035,"('dominated', 'dominating')",0.13363138,0.32021618,-1.4426967,-1.0455794,-0.4112728,-0.1688176,-0.2424552
41,-0.07297389,-0.23984502,"('unforgiving', 'forgiving')",0.28102446,-0.005231492,-0.09578159,-0.26142016,0.037423,-0.1688322,0.2062552
75,0.05102554,0.29723567,"('meek', 'impulsive')",-0.46234035,-0.04830508,-0.4836461,-0.31634462,-0.2983203,-0.0224713,-0.275849
37,-0.025024457,-0.036605176,"('fake', 'genuine')",-0.6910311,-0.87105656,0.27083912,0.33111444,-0.1484055,-0.1921824,0.0437769
74,0.02271451,0.022374276,"('undedicated', 'dedicated')",0.38441232,0.39591727,0.066890806,-0.20427753,0.1580059,0.071338,0.0866679
49,-0.015908295,-0.035456073,"('unable', 'able')",-0.3745677,-0.49175775,-0.3419726,-0.0010470934,-0.2441495,-0.176087,-0.0680625
4,-0.015229573,-0.12406159,"('disliked', 'liked')",-0.23197836,-0.12786189,-5.9317517,-6.1286387,-2.0596533,-2.1268541,0.0672008
