,cintas_male,cintas_female,tuple,corp_male,corp_female,average_male,average_female,male-female
40,0.1688945,0.23621947,"('stingy', 'generous')",-1.8895346,-2.3162413,-0.86032,-1.0400109,0.1796909
63,-0.14817877,-0.42595407,"('unperceptive', 'insightful')",0.54891783,0.11387473,0.2003695,-0.1560397,0.3564092
35,-0.14534138,0.09662048,"('corrupt', 'incorrupt')",-0.7341507,-0.78218967,-0.4397461,-0.3427846,-0.0969615
87,-0.14121644,-0.11866909,"('unsuccessful', 'successful')",0.7333205,0.75966865,0.296052,0.3204998,-0.0244478
13,-0.13431837,-0.36832532,"('impolite', 'polite')",-0.80013263,-0.7276686,-0.4672255,-0.5479969,0.0807714
48,0.12540126,-0.37892243,"('unintelligent', 'intelligent')",1.3875222,1.086756,0.7564617,0.3539168,0.4025449
74,-0.12056464,0.107605286,"('undedicated', 'dedicated')",-0.6290213,-0.5576111,-0.374793,-0.2250029,-0.1497901
26,-0.11605447,-0.025365569,"('hardhearted', 'benevolent')",1.5156429,1.2410011,0.6997942,0.6078178,0.0919764
55,-0.11030081,-0.21165034,"('incompetent', 'clever')",0.49779767,0.5202604,0.1937484,0.154305,0.0394434
70,-0.10502282,-0.15997466,"('lethargic', 'energetic')",0.059204306,0.015973818,-0.0229093,-0.0720004,0.0490911
64,-0.10257969,-0.269357,"('shy', 'confident')",-6.327817,-5.908843,-3.2151983,-3.0891001,-0.1260982
18,0.0965922,0.3234917,"('disagreeable', 'welcoming')",-0.65154564,-0.8320535,-0.2774767,-0.2542809,-0.0231958
47,0.090957396,-0.07160082,"('stupid', 'smart')",5.3674636,5.146849,2.7292104,2.5376241,0.1915863
69,0.08516052,-0.06474374,"('lazy', 'industrious')",-0.56335604,-0.6127458,-0.2390978,-0.3387448,0.099647
27,0.07853033,-0.2149961,"('hardhearted', 'softhearted')",0.9225587,0.43923762,0.5005445,0.1121208,0.3884237
85,-0.07233019,0.37596685,"('insignificant', 'prestigious')",-0.5699569,-0.7729336,-0.3211435,-0.1984834,-0.1226601
80,0.06980247,-0.1710501,"('dominated', 'dominating')",-0.9693865,-0.9239635,-0.449792,-0.5475068,0.0977148
72,0.06333965,0.2548229,"('unambitious', 'ambitious')",-0.28472248,-0.16336831,-0.1106914,0.0457273,-0.1564187
20,0.061767776,-0.2618606,"('rough', 'thoughtful')",0.9984773,0.7798305,0.5301225,0.258985,0.2711375
75,-0.057971444,0.53771615,"('meek', 'impulsive')",-0.8122878,-0.6046686,-0.4351296,-0.0334762,-0.4016534
59,0.04525337,-0.21181317,"('foolish', 'wise')",0.2983389,-0.023592347,0.1717961,-0.1177028,0.2894989
21,0.042877793,-0.19596986,"('immoral', 'moral')",-0.35672003,-0.34997895,-0.1569211,-0.2729744,0.1160533
83,-0.025802989,-0.16567096,"('powerless', 'powerful')",-1.0192533,-0.97676724,-0.5225281,-0.5712191,0.048691
33,0.024632066,-0.04293046,"('wrong', 'right')",-0.65168357,-0.81532454,-0.3135257,-0.4291275,0.1156018
22,0.021815764,0.011062835,"('untrustworthy', 'trustworthy')",-0.96101195,-1.2364252,-0.4695981,-0.6126812,0.1430831
37,-0.013103567,-0.60559094,"('fake', 'genuine')",0.11578292,-0.32519406,0.0513397,-0.4653925,0.5167322
25,0.0067189718,0.21972133,"('egoistic', 'altruistic')",1.1655387,1.0957469,0.5861288,0.6577341,-0.0716053
