,bank_male,bank_female,tuple,of_male,of_female,america_male,america_female,corp_male,corp_female,average_male,average_female,male-female
66,0.8474449,0.42863983,"('inactive', 'active')",0.24130031,-0.2204603,0.78665984,0.50886446,0.75785196,0.25487435,0.6583142,0.2429796,0.4153346
35,-0.81116134,-0.854515,"('corrupt', 'incorrupt')",0.51173913,0.27047527,0.8796925,0.61813515,-0.38643682,-0.39558294,0.0484584,-0.0903719,0.1388303
5,0.77866346,0.89487404,"('distant', 'outgoing')",0.11829004,0.21353029,0.80195636,0.872419,-0.27816227,-0.19222769,0.3551869,0.4471489,-0.091962
7,0.76240975,0.7542789,"('insensitive', 'sensitive')",-0.92664975,-0.9329774,-0.6946071,-0.8240629,0.6244792,0.46972084,-0.058592,-0.1332601,0.0746681
88,-0.7278947,-0.68181866,"('low', 'eminent')",0.08450769,0.18283847,0.4559246,0.4426002,-0.36864194,-0.24654034,-0.1390261,-0.0757301,-0.063296
73,0.71926135,0.6597145,"('helpless', 'self-reliant')",1.9383097,1.9961008,0.8611235,0.89831036,-3.098572,-3.2307174,0.1050307,0.0808521,0.0241786
6,0.6991435,0.7527926,"('distant', 'open')",-0.013234738,-0.06863235,1.3270475,1.2212241,0.27085534,0.19874817,0.5709529,0.5260331,0.0449198
21,0.6838643,0.59187454,"('immoral', 'moral')",-1.0134557,-0.9070642,-0.5210919,-0.32021126,-0.9572294,-0.911628,-0.4519782,-0.3867572,-0.065221
28,0.66693074,0.55200154,"('disloyal', 'loyal')",-1.2144587,-1.0924264,0.06083078,0.1297352,1.149791,1.2529886,0.1657735,0.2105747,-0.0448012
13,0.65816194,0.81805795,"('impolite', 'polite')",-1.4401197,-0.8734065,-0.8852882,-0.40630412,-1.1695323,-0.8414135,-0.7091945,-0.3257666,-0.3834279
43,0.65188587,0.8135295,"('irresponsible', 'responsible')",-1.0555003,-0.86721736,-1.0616621,-0.97724885,0.34549198,0.51860654,-0.2799461,-0.1280825,-0.1518636
69,0.632223,0.6160593,"('lazy', 'industrious')",1.0508235,0.81194776,1.0772536,0.8138845,-0.4296205,-0.7667267,0.5826699,0.3687912,0.2138787
38,0.6289121,0.8900422,"('untruthful', 'truthful')",-0.4332719,0.05385105,0.25569427,0.5103382,-0.15203774,0.011856332,0.0748242,0.366522,-0.2916978
31,-0.56484205,-0.6957272,"('evil', 'good')",1.1348165,1.0762855,1.2343373,1.0304871,-0.47008023,-0.87123454,0.3335579,0.1349527,0.1986052
64,-0.54128844,-0.6523761,"('shy', 'confident')",0.5769024,0.48876345,0.39554408,0.27190363,-6.3850946,-6.691463,-1.4884841,-1.645793,0.1573089
47,0.52334464,0.58894986,"('stupid', 'smart')",-0.13435999,-0.3290329,-1.2753878,-1.3018107,5.441664,5.649593,1.1388153,1.1519248,-0.0131095
22,-0.5123449,-0.54424626,"('untrustworthy', 'trustworthy')",-0.40495437,-0.39865583,-0.16583517,-0.38037285,-0.56019723,-0.7379781,-0.4108329,-0.5153133,0.1044804
48,-0.49325675,-0.54007256,"('unintelligent', 'intelligent')",-0.57326555,-0.43901452,0.32304704,0.51502824,0.48450264,0.5241876,-0.0647432,0.0150322,-0.0797754
25,0.49243474,0.31019726,"('egoistic', 'altruistic')",0.702462,0.363882,0.9835372,0.8902033,1.3127753,1.1055621,0.8728023,0.6674612,0.2053411
82,-0.45605367,-0.11517586,"('poor', 'rich')",-1.503582,-0.9668072,0.01369014,0.34110236,6.3700113,6.790039,1.1060164,1.5122895,-0.4062731
24,0.4384214,0.49452126,"('dishonest', 'honest')",-0.74289817,-0.39710724,-0.028097842,0.2960666,0.823654,0.9790406,0.1227698,0.3431303,-0.2203605
27,0.41188025,0.3451081,"('hardhearted', 'softhearted')",0.20850176,-0.040336497,0.84564793,0.7246483,1.4106748,1.1557794,0.7191762,0.5462998,0.1728764
0,0.41040844,0.4079678,"('unsociable', 'sociable')",-1.2680001,-1.1590263,-1.0747209,-0.9441821,-0.586726,-0.6844038,-0.6297596,-0.5949111,-0.0348485
58,0.3838461,-0.0033177882,"('undiscriminating', 'discriminating')",0.6036196,0.41101813,0.26930353,0.08987766,0.21911728,-0.07097305,0.3689716,0.1066512,0.2623204
77,0.38229653,0.29551184,"('unmotivated', 'motivated')",-2.0712955,-1.9028217,-1.2765179,-1.2074025,-1.5098252,-1.4581709,-1.1188354,-1.0682209,-0.0506145
59,0.37809604,0.4025025,"('foolish', 'wise')",0.47328722,0.4340135,0.9692987,0.820565,0.48154867,0.41672468,0.5755577,0.5184515,0.0571062
20,-0.3737462,-0.4206388,"('rough', 'thoughtful')",-0.39907423,-0.49961686,-0.25726387,-0.48873472,1.0909559,0.931337,0.0152179,-0.1194133,0.1346312
10,-0.36253703,-0.45563355,"('unsympathetic', 'sympathetic')",-1.8695042,-1.7470858,-0.7685083,-0.65622765,-0.40728754,-0.2830844,-0.8519593,-0.7855079,-0.0664514
4,-0.35937685,-0.2774077,"('disliked', 'liked')",1.0143043,1.0668931,0.6666159,0.6032953,-7.0356164,-7.62902,-1.4285183,-1.5590599,0.1305416
30,0.3552387,0.5296408,"('intolerant', 'tolerant')",0.37767932,0.52147496,-0.18740734,0.06007699,0.28282896,0.37131864,0.2070849,0.3706278,-0.1635429
36,0.34677953,-0.05133294,"('hostile', 'amicable')",-0.46161598,-0.80222994,0.6210924,0.34478694,0.13170552,-0.23036379,0.1594904,-0.1847849,0.3442753
45,-0.34362143,-0.29286838,"('incompetent', 'competent')",-1.4860505,-1.3245949,-0.9032053,-0.8931585,-0.11975333,-0.3606975,-0.7131577,-0.7178298,0.0046721
81,0.33790654,0.41438574,"('submissive', 'aggressive')",0.022301188,0.31653655,-0.03376572,0.25715852,-1.2385554,-0.97497123,-0.2280284,0.0032774,-0.2313058
49,-0.3241852,0.025645161,"('unable', 'able')",-1.7373357,-1.1048273,-0.74889755,-0.5429003,-0.5368133,-0.29617038,-0.8368079,-0.4795632,-0.3572447
74,0.30820414,0.33288193,"('undedicated', 'dedicated')",-0.022506393,0.043220617,0.4276885,0.3279431,0.024425838,-0.37993863,0.184453,0.0810268,0.1034262
52,0.30670965,-0.062307272,"('irrational', 'rational')",-0.54602695,-0.8203833,0.5194334,0.22182727,0.33708048,0.08835676,0.1542991,-0.1431266,0.2974257
57,-0.29878828,-0.4091811,"('unimaginative', 'imaginative')",-1.0260634,-1.2467731,-0.12968671,-0.4518925,-2.9990134,-3.2380123,-1.1133879,-1.3364648,0.2230769
51,-0.2618579,-0.29424933,"('uneducated', 'educated')",-0.21855369,0.21170674,0.57552767,0.8227002,0.11613649,-0.08682534,0.0528131,0.1633331,-0.11052
29,0.25323567,0.30123734,"('unfair', 'fair')",-0.50144804,-0.2534839,-0.7983321,-0.81155074,-0.08993683,-0.23988447,-0.2841203,-0.2509204,-0.0331999
3,-0.23705313,-0.232817,"('repellent', 'pleasant')",-1.2240977,-1.2467903,-1.0976882,-1.0730608,0.78737426,0.6438043,-0.4428662,-0.4772159,0.0343497
67,-0.20391583,-0.15494472,"('doubtful', 'determined')",0.45359492,0.5153657,0.06627458,0.17885454,-0.5488932,-0.53586483,-0.0582349,0.0008527,-0.0590876
55,0.19832107,0.10315099,"('incompetent', 'clever')",-0.88954675,-0.8426015,-0.88797927,-0.7755128,0.085864,-0.050117623,-0.3733352,-0.3912702,0.017935
80,0.19572079,0.12244415,"('dominated', 'dominating')",0.05797275,-0.074945204,-0.64983475,-0.62872607,-0.7473214,-0.8457184,-0.2858657,-0.3567364,0.0708707
65,0.18241784,0.057059716,"('insecure', 'secure')",-0.36026832,-0.46340322,-0.46871006,-0.5120492,-0.3084545,-0.090693995,-0.2387538,-0.2522717,0.0135179
46,0.17809945,0.18006241,"('uncompetitive', 'competitive')",-1.8064368,-1.6289511,-1.4790106,-1.4124361,-1.5022812,-1.5118529,-1.1524073,-1.0932944,-0.0591129
18,-0.17462349,-0.32650718,"('disagreeable', 'welcoming')",1.0886221,0.9431986,1.2660855,1.110164,-0.38020462,-0.478952,0.4499699,0.3119759,0.137994
70,-0.15390088,-0.07682097,"('lethargic', 'energetic')",0.07987628,0.19265689,-0.595738,-0.5155325,0.6215215,0.6165425,-0.0120603,0.0542115,-0.0662718
76,-0.14939682,-0.14524734,"('anxious', 'daring')",0.050689716,0.22343221,-0.46793073,-0.38700828,-0.49108726,-0.314703,-0.2644313,-0.1558816,-0.1085497
53,0.10128681,-0.026575742,"('uncreative', 'creative')",-1.290449,-1.4361144,0.16804278,0.08545114,0.4900164,0.39308634,-0.1327758,-0.2460382,0.1132624
17,-0.09050758,0.08739524,"('nasty', 'nice')",-0.1927853,0.20746864,-0.097197585,0.14446628,-0.39927766,-0.4460069,-0.194942,-0.0016692,-0.1932728
16,-0.08660016,-0.09897628,"('unpopular', 'popular')",-0.4996264,-0.4440307,-0.35357422,-0.40118262,0.38289928,0.14230981,-0.1392254,-0.2004699,0.0612445
79,0.079296,0.05290255,"('wavering', 'unwavering')",0.3332683,0.14828849,1.2756659,1.1425328,-0.26233497,-0.23417255,0.3564738,0.2773878,0.079086
72,-0.077394284,0.15380749,"('unambitious', 'ambitious')",-0.3964283,0.20326437,0.42056355,0.6633763,-0.34555432,0.041800637,-0.0997033,0.2655622,-0.3652655
86,-0.062448695,-0.21841502,"('uninfluential', 'influential')",-1.2535136,-1.3968781,0.4436824,0.4546446,-0.037697796,-0.39789572,-0.2274944,-0.3896361,0.1621417
60,0.05863692,0.38756144,"('inefficient', 'efficient')",-1.691938,-1.1787612,-1.0538142,-0.64278215,-0.6011528,-0.16406511,-0.822067,-0.3995118,-0.4225552
11,0.056323275,0.32287017,"('unhelpful', 'helpful')",-1.5755603,-1.2396358,-0.36837155,-0.15568818,1.7631016,2.0122235,-0.0311267,0.2349424,-0.2660691
84,0.017005814,-0.0044595413,"('inferior', 'superior')",-0.5731466,-0.4992366,-0.026981581,-0.11013652,0.6024356,0.53988844,0.0048283,-0.0184861,0.0233144
19,-0.004619127,0.16864003,"('inhospitable', 'hospitable')",-0.40289733,-0.21672666,0.77567285,0.8395005,-0.27454242,-0.36601886,0.0234035,0.1063487,-0.0829452
