,zions_male,zions_female,tuple,bancorporation_male,bancorporation_female,n_male,n_female,a_male,a_female,average_male,average_female,male-female
45,-0.7190262,-0.0577439,"('incompetent', 'competent')",-1.6229435,-1.4563193,0.646193,1.028838,0.5039419,0.4951308,-0.2979587,0.0024764,-0.3004351
39,0.69381154,1.2213596,"('exploitative', 'cooperative')",0.68290216,0.737311,0.3277595,0.6479154,-0.5003916,-0.33711252,0.3010204,0.5673684,-0.266348
18,0.6855481,0.117979884,"('disagreeable', 'welcoming')",0.2635477,0.11483084,-0.16807324,-0.29054967,-0.16749585,-0.21699853,0.1533817,-0.0686844,0.2220661
10,-0.6622195,0.065580964,"('unsympathetic', 'sympathetic')",-2.1580367,-2.2218876,0.3987288,0.32721055,0.12265645,0.093767144,-0.5747178,-0.4338323,-0.1408855
37,-0.6308064,-0.037641913,"('fake', 'genuine')",-1.3459953,-1.2532549,-0.53597754,-0.25469702,0.21324313,0.33066648,-0.5748841,-0.3037318,-0.2711523
73,0.63009065,0.90898913,"('helpless', 'self-reliant')",1.1659849,1.2518848,-0.9973043,-0.5048008,-3.6773353,-3.4767509,-0.719641,-0.4551694,-0.2644716
17,-0.62821126,-0.7806166,"('nasty', 'nice')",0.22672766,0.1283874,-0.9205398,-1.0047191,-0.7785652,-0.85072595,-0.5251471,-0.6269186,0.1017715
57,-0.60814774,-0.48950198,"('unimaginative', 'imaginative')",-1.0359193,-0.9060862,-0.21881162,0.083084986,-2.9159622,-2.8959386,-1.1947103,-1.0521104,-0.1425999
82,-0.596059,-0.20286123,"('poor', 'rich')",-0.86588347,-0.8271758,1.7236265,1.7226486,6.501801,6.7442613,1.6908712,1.8592182,-0.168347
55,-0.59379363,-0.043584526,"('incompetent', 'clever')",-1.9746373,-2.0523388,0.9264832,0.9149803,0.32646677,0.23908441,-0.3288702,-0.2354647,-0.0934055
42,0.5449512,0.8222884,"('unreliable', 'reliable')",0.53327054,0.6676203,-0.22009175,-0.00707281,-3.6442323,-3.5545075,-0.6965256,-0.5179179,-0.1786077
31,-0.53199166,-1.1361091,"('evil', 'good')",0.05218672,-0.057845034,-1.0573449,-1.0815717,-0.62603015,-0.54841477,-0.540795,-0.7059851,0.1651901
23,0.49593836,1.1683681,"('insincere', 'sincere')",-0.15524144,-0.09478273,0.95532244,0.98058975,6.256212,6.2307405,1.8880579,2.071229,-0.1831711
72,0.47434446,0.46246877,"('unambitious', 'ambitious')",-0.6732953,-0.67359954,0.73650205,0.69053143,0.8819876,0.7681042,0.3548847,0.3118762,0.0430085
53,-0.45844987,-0.6986336,"('uncreative', 'creative')",-0.5966176,-0.535451,-0.0948325,0.18043433,0.49991164,0.713859,-0.1624971,-0.0849478,-0.0775493
34,-0.4569766,0.15803449,"('mean', 'honorable')",0.3328682,0.4893055,0.7266022,0.6736001,5.3567276,5.5373015,1.4898053,1.7145604,-0.2247551
62,-0.4535544,0.46788046,"('incompetent', 'brilliant')",-0.59607035,-0.35769486,1.2351955,1.4599752,0.88350177,0.9158886,0.2672682,0.6215124,-0.3542442
75,-0.44537503,-0.5892377,"('meek', 'impulsive')",0.70368093,0.86495215,-1.1294982,-1.0948616,-0.59366035,-0.552078,-0.3662132,-0.3428063,-0.0234069
4,0.41937003,-0.36519554,"('disliked', 'liked')",0.2627329,0.35021713,-0.28618312,-0.07544245,-6.3074017,-6.1906185,-1.4778705,-1.5702598,0.0923893
58,-0.41439807,-0.33868062,"('undiscriminating', 'discriminating')",0.4591052,0.47824523,-0.638543,-0.75895584,-0.14170535,-0.2720501,-0.1838853,-0.2228603,0.038975
0,-0.41310212,-0.3201869,"('unsociable', 'sociable')",-0.45544055,-0.47456193,1.0930026,0.948318,-0.21948346,-0.17275408,0.0012441,-0.0047962,0.0060403
77,-0.40264404,-0.02845414,"('unmotivated', 'motivated')",0.03772327,0.14794105,-0.97110504,-1.0048958,-0.6254109,-0.36155862,-0.4903592,-0.3117419,-0.1786173
9,0.39405817,0.05708878,"('unaffectionate', 'caring')",0.084750935,0.08508831,0.09429464,0.11837374,1.3667064,1.4585629,0.4849525,0.4297784,0.0551741
1,-0.3938504,-1.1248401,"('unfriendly', 'friendly')",-0.3540611,-0.44718567,-0.47091207,-0.4423833,1.4076921,1.6653515,0.0472171,-0.0872644,0.1344815
81,-0.3810041,0.10171853,"('submissive', 'aggressive')",-0.86512196,-0.8626758,0.7407268,0.4484017,-0.19481121,-0.26487803,-0.1750526,-0.1443584,-0.0306942
25,-0.37688053,-1.214442,"('egoistic', 'altruistic')",0.8707127,0.72160417,-0.003741689,-0.39057398,1.028613,1.0037432,0.3796759,0.0300828,0.3495931
88,-0.35898826,-0.9851425,"('low', 'eminent')",-1.071352,-1.3666514,-0.24692902,-0.52040225,-0.22603999,-0.35875854,-0.4758273,-0.8077387,0.3319114
16,-0.34392965,-1.1041023,"('unpopular', 'popular')",-0.30581048,-0.34649354,-0.15073279,-0.6910183,0.9098044,0.9324655,0.0273329,-0.3022872,0.3296201
5,-0.33336997,-0.6779668,"('distant', 'outgoing')",0.8020674,0.86069083,-1.1954697,-0.8645965,-1.0529195,-0.8754126,-0.444923,-0.3893213,-0.0556017
38,0.31975168,0.8424164,"('untruthful', 'truthful')",0.20495388,0.3440832,0.26583463,0.35452542,1.0521271,1.0687624,0.4606668,0.6524469,-0.1917801
22,-0.31252846,0.006314965,"('untrustworthy', 'trustworthy')",-0.90754354,-0.98523337,0.680785,0.6553418,-0.8305373,-0.94267976,-0.3424561,-0.3165641,-0.025892
24,-0.3082786,0.031902596,"('dishonest', 'honest')",-1.3902094,-1.3497622,-0.504786,-0.43126583,1.1474031,1.1550255,-0.2639677,-0.148525,-0.1154427
6,-0.30627358,-0.8042356,"('distant', 'open')",0.43186456,0.46427783,-0.97369146,-0.838982,-0.011084661,0.19027163,-0.2147963,-0.247167,0.0323707
27,0.29670748,-0.08506408,"('hardhearted', 'softhearted')",-0.25612652,-0.31339297,-0.4669966,-0.64652485,0.99970335,0.9801613,0.1433219,-0.0162052,0.1595271
76,0.28224996,0.717503,"('anxious', 'daring')",0.0077028684,0.10225816,0.34697595,0.40975037,-0.867206,-0.95204455,-0.0575693,0.0693667,-0.126936
32,0.27785778,0.34591013,"('unkind', 'kind')",0.38232982,0.32699582,1.5157855,1.211932,1.1310985,1.1530182,0.8267679,0.759464,0.0673039
54,-0.2777209,-0.4982344,"('incapable', 'capable')",0.33209258,0.32257223,0.2790599,0.41193226,1.5689024,1.5911635,0.4755835,0.4568584,0.0187251
15,0.27182558,-0.22948211,"('boring', 'funny')",1.028114,0.83962566,0.78124255,0.9696721,0.08372411,-0.11686133,0.5412265,0.3657386,0.1754879
87,-0.24844801,-0.024162859,"('unsuccessful', 'successful')",0.50753427,0.5318707,1.7533853,1.7916586,0.9520336,1.1735365,0.7411263,0.8682258,-0.1270995
20,-0.24732976,-0.2921475,"('rough', 'thoughtful')",-0.23399645,-0.34984666,-0.04018855,-0.2830559,0.29303643,0.2808654,-0.0571196,-0.1610461,0.1039265
52,-0.24223067,-1.0380851,"('irrational', 'rational')",-0.18756193,-0.22374707,-0.34835798,-0.49613178,1.0978632,1.2048703,0.0799282,-0.1382734,0.2182016
51,-0.22852753,0.20904875,"('uneducated', 'educated')",-1.754161,-1.7582291,1.5237894,1.5980949,0.1007233,0.14974448,-0.089544,0.0496648,-0.1392088
3,-0.22597484,0.03864406,"('repellent', 'pleasant')",-0.30640185,-0.292021,1.4269543,1.1592983,1.4713074,1.4491904,0.5914713,0.5887779,0.0026934
33,0.22541863,0.049073562,"('wrong', 'right')",1.2044436,1.1554216,0.42241985,0.447015,-0.21031639,-0.25367057,0.4104914,0.3494599,0.0610315
8,0.21617302,-0.33440033,"('unaffectionate', 'affectionate')",-0.57769924,-0.75751764,-0.3454414,-0.39617637,0.50105935,0.585218,-0.0514771,-0.2257191,0.174242
80,0.20939237,0.8414182,"('dominated', 'dominating')",-0.49242273,-0.33793825,0.8673665,0.86272156,-0.55557865,-0.7142316,0.0071894,0.1629925,-0.1558031
63,0.20274667,0.7992597,"('unperceptive', 'insightful')",-0.5089548,-0.22775637,0.16557604,0.31676784,0.8125638,0.95303833,0.1679829,0.4603274,-0.2923445
48,-0.19577342,-0.29694784,"('unintelligent', 'intelligent')",-1.6289024,-1.798763,-0.3545648,-0.42394665,0.8515908,0.8691065,-0.3319125,-0.4126377,0.0807252
67,-0.18436404,0.35986087,"('doubtful', 'determined')",0.91824394,1.1415253,0.29049262,0.30879915,-0.60731065,-0.5800538,0.1042655,0.3075329,-0.2032674
56,0.17683943,1.4239558,"('impractical', 'practical')",0.073826805,0.1975016,1.3915688,1.801384,0.20541835,0.2794042,0.4619133,0.9255614,-0.4636481
60,-0.15475744,0.9047592,"('inefficient', 'efficient')",-0.51206976,-0.3751761,0.9928892,0.8026672,0.071416475,0.09992626,0.0993696,0.3580441,-0.2586745
85,0.151189,-0.74748147,"('insignificant', 'prestigious')",0.56958777,0.4770347,-0.73548263,-0.94822997,0.25533596,0.4293302,0.0601575,-0.1973366,0.2574941
86,0.14944738,0.08562919,"('uninfluential', 'influential')",-1.9806099,-2.1059792,-0.15743853,-0.29189888,0.6491496,0.6739978,-0.3348628,-0.4095628,0.0747
36,-0.124264896,-1.3288007,"('hostile', 'amicable')",1.6384189,1.2494856,-0.86194265,-1.2173758,0.6576293,0.4360856,0.3274602,-0.2151513,0.5426115
28,0.12411473,0.20638333,"('disloyal', 'loyal')",-1.0504664,-1.085214,0.7985765,0.8355511,1.8681498,1.7746227,0.4350936,0.4328358,0.0022578
35,-0.1071134,-0.77021533,"('corrupt', 'incorrupt')",1.2312438,1.0434948,-1.9040759,-1.8785025,-0.6377472,-0.51712966,-0.3544232,-0.5305882,0.176165
14,-0.09961174,0.3525597,"('antisocial', 'social')",0.11463529,0.03685957,1.3954037,1.1771368,-0.48754394,-0.35884875,0.2307208,0.3019268,-0.071206
11,-0.07264167,0.76596236,"('unhelpful', 'helpful')",-0.74379647,-0.59063774,0.9868155,0.99655616,1.9575757,1.8482125,0.5319883,0.7550233,-0.223035
70,-0.057762064,0.77982366,"('lethargic', 'energetic')",-1.0833563,-0.81678766,0.914599,1.3602942,0.76425344,0.75180805,0.1344335,0.5187845,-0.384351
65,-0.045080043,0.49245557,"('insecure', 'secure')",-0.46620816,-0.5709923,1.2562889,1.100947,0.1995499,0.22565933,0.2361376,0.3120174,-0.0758798
78,0.041827053,-0.25095317,"('nonresilient', 'resilient')",-0.25457674,-0.23884788,-0.0337751,-0.34439236,-0.23939529,-0.2543448,-0.12148,-0.2721345,0.1506545
50,0.031930376,-0.2221857,"('clumsy', 'skillful')",0.15209556,0.15850991,-0.13276204,-0.120234504,0.82794005,0.8021737,0.219801,0.1545658,0.0652352
21,0.030301534,0.44129342,"('immoral', 'moral')",-0.8523959,-0.98594695,1.381898,1.0160521,0.19622351,0.1190557,0.1890068,0.1476136,0.0413932
66,-0.024947427,-0.20998363,"('inactive', 'active')",0.7440193,0.8386712,-0.5801836,-0.4159112,0.60577,0.6898284,0.1861646,0.2256512,-0.0394866
