,gamestop_male,gamestop_female,tuple,corp_male,corp_female,average_male,average_female,male-female
14,-0.44990984,-0.3668585,"('antisocial', 'social')",-0.43192878,-0.1712755,-0.4409193,-0.269067,-0.1718523
58,-0.43182626,-0.42130584,"('undiscriminating', 'discriminating')",-0.0242666,-0.048388626,-0.2280464,-0.2348472,0.0068008
30,-0.430998,-0.34987932,"('intolerant', 'tolerant')",0.65197355,0.82308096,0.1104878,0.2366008,-0.126113
88,-0.4201612,-0.4837686,"('low', 'eminent')",-0.30520236,-0.3854246,-0.3626818,-0.4345966,0.0719148
20,-0.4200439,-0.43012878,"('rough', 'thoughtful')",0.87034106,0.91865045,0.2251486,0.2442608,-0.0191122
40,-0.41204047,-0.505017,"('stingy', 'generous')",-2.245921,-2.2851763,-1.3289807,-1.3950967,0.066116
54,0.40914798,0.47197008,"('incapable', 'capable')",1.116934,0.9857586,0.763041,0.7288643,0.0341767
5,0.38379171,0.3155403,"('distant', 'outgoing')",-0.64757955,-0.6796199,-0.1318939,-0.1820398,0.0501459
69,0.3672474,0.4540523,"('lazy', 'industrious')",-1.3764575,-1.3559581,-0.5046051,-0.4509529,-0.0536522
17,-0.36622494,-0.38873518,"('nasty', 'nice')",-0.66330135,-0.6008951,-0.5147631,-0.4948151,-0.019948
28,0.34530008,0.43216547,"('disloyal', 'loyal')",1.503712,1.6298337,0.9245061,1.0309995,-0.1064934
0,-0.33753157,-0.33600125,"('unsociable', 'sociable')",-0.19912323,-0.08909333,-0.2683274,-0.2125473,-0.0557801
23,-0.32650676,-0.31866238,"('insincere', 'sincere')",7.008811,7.0387506,3.3411522,3.3600442,-0.018892
11,0.32567903,0.26998413,"('unhelpful', 'helpful')",2.5336983,2.3824837,1.4296887,1.3262339,0.1034548
26,0.3157378,0.3016588,"('hardhearted', 'benevolent')",1.1454614,1.2577603,0.7305996,0.7797096,-0.04911
87,0.31278986,0.20875755,"('unsuccessful', 'successful')",0.8434127,0.741883,0.5781013,0.4753203,0.102781
82,-0.30217463,-0.16621089,"('poor', 'rich')",7.4989552,7.6175647,3.5983903,3.725677,-0.1272867
41,-0.29957235,-0.1815984,"('unforgiving', 'forgiving')",-0.07479412,0.03360655,-0.1871832,-0.0739959,-0.1131873
56,0.2927314,0.26089674,"('impractical', 'practical')",0.05284924,-0.025120243,0.1727903,0.1178882,0.0549021
60,0.27659118,0.25162098,"('inefficient', 'efficient')",0.5683272,0.6158397,0.4224592,0.4337304,-0.0112712
27,-0.27293658,-0.3970472,"('hardhearted', 'softhearted')",1.1870534,1.1321447,0.4570584,0.3675488,0.0895096
36,-0.25442943,-0.04867297,"('hostile', 'amicable')",-0.57234335,-0.36671305,-0.4133864,-0.207693,-0.2056934
77,-0.25008982,-0.17471567,"('unmotivated', 'motivated')",-0.9315169,-0.98760986,-0.5908034,-0.5811628,-0.0096406
37,-0.24131984,-0.33432755,"('fake', 'genuine')",0.5986843,0.5125019,0.1786822,0.0890872,0.089595
73,0.2268331,0.26431483,"('helpless', 'self-reliant')",-3.705884,-3.8137815,-1.7395254,-1.7747333,0.0352079
35,0.22607863,0.27826154,"('corrupt', 'incorrupt')",-0.97179544,-0.9286328,-0.3728584,-0.3251856,-0.0476728
33,0.22015291,0.11016299,"('wrong', 'right')",-0.72703004,-0.88260144,-0.2534386,-0.3862192,0.1327806
16,-0.21916181,-0.087418914,"('unpopular', 'popular')",0.04211957,0.13321444,-0.0885211,0.0228978,-0.1114189
86,0.20199366,0.085680984,"('uninfluential', 'influential')",0.01620578,-0.108854346,0.1090997,-0.0115867,0.1206864
1,0.19254068,0.12455207,"('unfriendly', 'friendly')",1.248604,1.2400898,0.7205724,0.682321,0.0382514
53,0.17016125,0.27648526,"('uncreative', 'creative')",0.5496864,0.66265965,0.3599238,0.4695725,-0.1096487
25,0.16157192,0.14319205,"('egoistic', 'altruistic')",0.68385845,0.8354067,0.4227152,0.4892994,-0.0665842
62,0.16146137,-0.07627603,"('incompetent', 'brilliant')",0.9259825,0.6867109,0.5437219,0.3052174,0.2385045
74,-0.16027872,-0.16723207,"('undedicated', 'dedicated')",-0.4743035,-0.36657473,-0.3172911,-0.2669034,-0.0503877
83,0.16027848,0.19006547,"('powerless', 'powerful')",-0.8008609,-0.82008463,-0.3202912,-0.3150096,-0.0052816
6,0.13220957,0.08870275,"('distant', 'open')",-0.5482077,-0.54292446,-0.2079991,-0.2271109,0.0191118
75,0.13143715,0.05965434,"('meek', 'impulsive')",-0.70181674,-0.91089505,-0.2851898,-0.4256203,0.1404305
29,-0.12791306,-0.28294754,"('unfair', 'fair')",-0.45801774,-0.33539787,-0.2929654,-0.3091727,0.0162073
52,0.12257405,0.11257944,"('irrational', 'rational')",-0.31524706,-0.2858923,-0.0963365,-0.0866564,-0.0096801
80,-0.103709094,-0.22619353,"('dominated', 'dominating')",-0.4939826,-0.6387092,-0.2988459,-0.4324514,0.1336055
12,-0.07595715,-0.2201789,"('unsupportive', 'supportive')",-1.7707065,-1.9396745,-0.9233319,-1.0799267,0.1565948
78,-0.06255594,-0.10056881,"('nonresilient', 'resilient')",0.15190709,0.12460932,0.0446756,0.0120203,0.0326553
55,0.03948661,0.07302229,"('incompetent', 'clever')",0.5109599,0.708724,0.2752233,0.3908732,-0.1156499
63,-0.020705134,-0.18579972,"('unperceptive', 'insightful')",1.0984957,0.85165596,0.5388953,0.3329281,0.2059672
4,-0.015269773,-0.04795292,"('disliked', 'liked')",-7.8721056,-7.960973,-3.9436877,-4.0044627,0.060775
50,-0.010504957,0.07829714,"('clumsy', 'skillful')",0.18814571,0.07702616,0.0888204,0.0776616,0.0111588
