,intel_male,intel_female,tuple,corp_male,corp_female,average_male,average_female,male-female
47,0.3142134,0.17977041,"('stupid', 'smart')",5.049073,5.4365253,2.6816432,2.8081479,-0.1265047
72,0.30579913,0.27293113,"('unambitious', 'ambitious')",-0.36845666,-0.17362247,-0.0313288,0.0496543,-0.0809831
5,0.29015377,-0.06362583,"('distant', 'outgoing')",-1.7380838,-1.5720811,-0.723965,-0.8178535,0.0938885
74,0.28784028,0.046167046,"('undedicated', 'dedicated')",0.05112441,-0.23174125,0.1694824,-0.0927871,0.2622695
68,0.27554816,0.326931,"('dependent', 'independent')",-0.10838874,-0.07947204,0.0835797,0.1237295,-0.0401498
77,-0.2625454,-0.36036375,"('unmotivated', 'motivated')",-0.07276419,-0.1525889,-0.1676548,-0.2564763,0.0888215
21,0.23358878,0.14083377,"('immoral', 'moral')",0.49622604,0.22529227,0.3649074,0.183063,0.1818444
32,0.2268737,-0.09338394,"('unkind', 'kind')",0.9377851,0.84889543,0.5823294,0.3777558,0.2045736
52,0.22498497,-0.027444042,"('irrational', 'rational')",-1.5921491,-1.395417,-0.6835821,-0.7114305,0.0278484
86,0.21280998,0.15096125,"('uninfluential', 'influential')",0.37958902,0.3263858,0.2961995,0.2386735,0.057526
85,0.19924743,-0.13609953,"('insignificant', 'prestigious')",-1.8566165,-1.8313049,-0.8286845,-0.9837022,0.1550177
82,0.18756053,0.026508344,"('poor', 'rich')",7.1792803,7.1643405,3.6834204,3.5954244,0.087996
26,0.18451071,0.008139836,"('hardhearted', 'benevolent')",0.4441984,0.35977644,0.3143545,0.1839581,0.1303964
76,0.17681526,0.22347438,"('anxious', 'daring')",1.1992644,0.9567132,0.6880398,0.5900938,0.097946
63,-0.17508796,0.007892823,"('unperceptive', 'insightful')",1.2471555,1.423642,0.5360338,0.7157674,-0.1797336
51,0.17493328,0.20550665,"('uneducated', 'educated')",1.6619864,1.5362395,0.9184598,0.8708731,0.0475867
19,-0.16281599,-0.2367229,"('inhospitable', 'hospitable')",-0.48052493,-0.24121368,-0.3216705,-0.2389683,-0.0827022
15,0.15179297,0.14916652,"('boring', 'funny')",-0.40922084,-0.45765963,-0.1287139,-0.1542466,0.0255327
14,-0.13290554,-0.29375437,"('antisocial', 'social')",0.309602,-0.04072695,0.0883482,-0.1672407,0.2555889
11,0.124067806,0.1370109,"('unhelpful', 'helpful')",2.9524899,2.781965,1.5382788,1.4594879,0.0787909
1,-0.09515251,-0.27077544,"('unfriendly', 'friendly')",-0.28788328,-0.22058126,-0.1915179,-0.2456784,0.0541605
81,0.0872584,0.124980435,"('submissive', 'aggressive')",0.5836161,0.51532906,0.3354372,0.3201548,0.0152824
88,0.08537196,-0.003724426,"('low', 'eminent')",-0.2813754,-0.4276503,-0.0980017,-0.2156874,0.1176857
8,0.08259716,-0.22639534,"('unaffectionate', 'affectionate')",-0.91019624,-0.54976285,-0.4137996,-0.3880791,-0.0257205
6,0.08166261,-0.20646355,"('distant', 'open')",-2.119018,-1.8546727,-1.0186777,-1.0305681,0.0118904
65,0.077332705,-0.11282202,"('insecure', 'secure')",0.90180004,0.6431075,0.4895664,0.2651427,0.2244237
79,-0.07472983,-0.2230671,"('wavering', 'unwavering')",-0.42773062,-0.4176984,-0.2512302,-0.3203828,0.0691526
28,0.06112161,0.099078566,"('disloyal', 'loyal')",1.5922525,1.5804968,0.826687,0.8397877,-0.0131007
12,-0.0609716,-0.034752432,"('unsupportive', 'supportive')",-1.8715351,-1.9378628,-0.9662533,-0.9863076,0.0200543
36,-0.054567017,-0.43517047,"('hostile', 'amicable')",-1.5881729,-1.614568,-0.8213699,-1.0248692,0.2034993
53,0.041734606,-0.25240654,"('uncreative', 'creative')",0.60705674,0.47836635,0.3243957,0.1129799,0.2114158
50,0.031350978,-0.10661258,"('clumsy', 'skillful')",0.39903522,0.45011765,0.2151931,0.1717525,0.0434406
2,0.028002813,-0.44911098,"('unlikable', 'likable')",0.3552936,0.04486356,0.1916482,-0.2021237,0.3937719
67,-0.018633265,-0.19766864,"('doubtful', 'determined')",-0.14979297,-0.19958302,-0.0842131,-0.1986258,0.1144127
