,questar_male,questar_female,tuple,corp_male,corp_female,average_male,average_female,male-female
42,0.6474758,1.2758306,"('unreliable', 'reliable')",-2.0613332,-2.6907818,-0.7069287,-0.7074756,0.0005469
28,-0.6298598,-0.6495988,"('disloyal', 'loyal')",1.119927,1.0089059,0.2450336,0.1796536,0.06538
26,-0.6259317,-1.0606364,"('hardhearted', 'benevolent')",1.72988,1.3760437,0.5519742,0.1577036,0.3942706
48,0.6128566,0.2314088,"('unintelligent', 'intelligent')",1.2544945,1.1893287,0.9336756,0.7103688,0.2233068
71,-0.58056545,-0.8521459,"('diffident', 'self-confident')",0.27269977,0.030243266,-0.1539328,-0.4109513,0.2570185
69,-0.5625971,-1.0155596,"('lazy', 'industrious')",-0.9844892,-1.2208226,-0.7735431,-1.118191,0.3446479
4,-0.5609066,-0.6174977,"('disliked', 'liked')",-5.63476,-6.7332006,-3.0978332,-3.6753492,0.577516
22,0.5378059,0.5032421,"('untrustworthy', 'trustworthy')",-0.45438853,-1.2926118,0.0417087,-0.3946849,0.4363936
52,-0.51803297,-1.2711587,"('irrational', 'rational')",0.20863521,-0.55411744,-0.1546989,-0.9126381,0.7579392
64,0.51636255,0.5641083,"('shy', 'confident')",-4.7526383,-5.658164,-2.1181378,-2.5470278,0.42889
57,-0.48306152,-0.425578,"('unimaginative', 'imaginative')",-1.9540788,-2.8278632,-1.2185701,-1.6267207,0.4081506
2,-0.47917807,0.4060612,"('unlikable', 'likable')",0.5379882,0.6101185,0.0294051,0.5080898,-0.4786847
18,-0.47399643,-0.47323772,"('disagreeable', 'welcoming')",-0.67004216,-0.79182994,-0.5720193,-0.6325338,0.0605145
50,-0.4630027,-0.071668655,"('clumsy', 'skillful')",-0.14085174,-0.084598206,-0.3019272,-0.0781334,-0.2237938
13,-0.45660225,0.33907908,"('impolite', 'polite')",-0.74097466,-0.28737384,-0.5987884,0.0258526,-0.624641
32,-0.4341152,0.5618356,"('unkind', 'kind')",0.7855388,1.2309467,0.1757118,0.8963912,-0.7206794
88,-0.42572308,0.5594945,"('low', 'eminent')",-0.098556,0.3068649,-0.2621395,0.4331797,-0.6953192
46,0.42481324,0.7114964,"('uncompetitive', 'competitive')",-0.10370572,-0.3698889,0.1605538,0.1708038,-0.01025
35,-0.37587646,-0.96870863,"('corrupt', 'incorrupt')",-1.0959091,-1.0760709,-0.7358928,-1.0223898,0.286497
45,-0.34201008,-0.02514281,"('incompetent', 'competent')",0.38758993,0.25143743,0.0227899,0.1131473,-0.0903574
33,-0.3366682,-0.46755883,"('wrong', 'right')",-1.1302763,-1.2462889,-0.7334722,-0.8569239,0.1234517
37,0.3351807,0.37723908,"('fake', 'genuine')",0.43125373,0.15736999,0.3832172,0.2673045,0.1159127
17,-0.32117444,-0.604979,"('nasty', 'nice')",-0.74340373,-0.7644068,-0.5322891,-0.6846929,0.1524038
3,-0.31785402,-0.265643,"('repellent', 'pleasant')",0.7027358,0.6824937,0.1924409,0.2084253,-0.0159844
68,0.29945582,0.09459119,"('dependent', 'independent')",-0.8186573,-0.87715155,-0.2596007,-0.3912802,0.1316795
58,0.29466942,-0.19702193,"('undiscriminating', 'discriminating')",0.76985216,0.2300974,0.5322608,0.0165377,0.5157231
7,0.240783,0.47677624,"('insensitive', 'sensitive')",0.33880788,0.33941212,0.2897955,0.4080942,-0.1182987
47,0.19681403,0.366146,"('stupid', 'smart')",4.803544,5.131994,2.5001791,2.7490699,-0.2488908
77,0.17704825,0.19316736,"('unmotivated', 'motivated')",-0.9113417,-0.8538705,-0.3671467,-0.3303516,-0.0367951
15,-0.17032939,0.047668125,"('boring', 'funny')",0.014373869,0.34221852,-0.0779778,0.1949433,-0.2729211
61,-0.16057463,-0.22544987,"('illogical', 'logical')",0.5860906,0.3584495,0.212758,0.0664998,0.1462582
49,0.14168784,0.21233311,"('unable', 'able')",-0.17718256,-0.11731957,-0.0177474,0.0475068,-0.0652542
24,-0.13897035,0.45686314,"('dishonest', 'honest')",0.7213934,0.8655839,0.2912115,0.6612235,-0.370012
74,0.13530067,0.49831662,"('undedicated', 'dedicated')",0.33335242,-0.28226876,0.2343265,0.1080239,0.1263026
43,-0.1192163,0.7205145,"('irresponsible', 'responsible')",0.6320061,0.75383425,0.2563949,0.7371744,-0.4807795
87,0.10768993,0.29314765,"('unsuccessful', 'successful')",0.99952245,0.75795877,0.5536062,0.5255532,0.028053
29,-0.106841445,-0.20109478,"('unfair', 'fair')",-0.21523564,-0.49915925,-0.1610385,-0.350127,0.1890885
51,0.09994288,0.64284176,"('uneducated', 'educated')",0.752563,0.6207117,0.4262529,0.6317767,-0.2055238
40,0.095632136,-0.5384922,"('stingy', 'generous')",-1.4687046,-2.5852458,-0.6865362,-1.561869,0.8753328
10,0.08835784,0.677723,"('unsympathetic', 'sympathetic')",0.30562526,0.21073721,0.1969915,0.4442301,-0.2472386
72,-0.08435347,0.5079337,"('unambitious', 'ambitious')",-0.899022,-0.4109229,-0.4916877,0.0485054,-0.5401931
73,0.071346946,-0.010661703,"('helpless', 'self-reliant')",-2.7135215,-3.3539739,-1.3210872,-1.6823177,0.3612305
44,-0.058835573,-0.20724754,"('prejudiced', 'unprejudiced')",-1.3552072,-1.5315799,-0.7070214,-0.8694137,0.1623923
23,-0.054245677,0.7985115,"('insincere', 'sincere')",4.7808676,5.9303102,2.3633111,3.3644109,-1.0010998
41,-0.05385717,0.11057946,"('unforgiving', 'forgiving')",0.18028818,0.029780976,0.0632155,0.0701802,-0.0069647
70,-0.037632804,0.86878395,"('lethargic', 'energetic')",0.6891045,0.5449623,0.3257358,0.7068731,-0.3811373
11,-0.033119604,0.6813441,"('unhelpful', 'helpful')",2.137225,2.3803008,1.0520526,1.5308224,-0.4787698
34,0.022425778,0.15221296,"('mean', 'honorable')",4.9291677,5.642145,2.4757967,2.8971791,-0.4213824
0,0.020512631,0.16420515,"('unsociable', 'sociable')",0.32951075,0.03608314,0.1750117,0.1001441,0.0748676
59,0.017568562,-0.07771449,"('foolish', 'wise')",0.096318975,-0.15145732,0.0569438,-0.1145859,0.1715297
63,0.004232769,0.51307845,"('unperceptive', 'insightful')",0.93474144,0.7026738,0.4694871,0.6078761,-0.138389
