,s&p_male,s&p_female,tuple,global_male,global_female,inc_male,inc_female,average_male,average_female,male-female
76,0.57632965,0.35607916,"('anxious', 'daring')",0.33105367,0.27568147,0.13314225,0.11631241,0.3468419,0.2493577,0.0974842
22,-0.56757474,-0.7347347,"('untrustworthy', 'trustworthy')",-0.27519688,-0.37698567,-0.94253343,-0.9959623,-0.5951017,-0.7025609,0.1074592
38,-0.56151974,-0.5683158,"('untruthful', 'truthful')",-1.1595883,-1.1366168,0.08042685,0.035126053,-0.5468938,-0.5566022,0.0097084
13,-0.5261588,-0.5175531,"('impolite', 'polite')",-1.8806134,-1.7080352,0.38088495,0.5312426,-0.6752958,-0.5647819,-0.1105139
60,0.5145106,0.14101797,"('inefficient', 'efficient')",-1.9432007,-1.9024117,0.018764079,-0.10825499,-0.4699754,-0.6232163,0.1532409
81,-0.500467,-0.6645775,"('submissive', 'aggressive')",-1.7276402,-1.5307565,-0.69000566,-0.6229093,-0.9727043,-0.9394144,-0.0332899
35,-0.4833714,-0.7126968,"('corrupt', 'incorrupt')",0.8512457,0.4686609,0.20421597,-0.0325954,0.1906968,-0.0922104,0.2829072
18,-0.45393425,-0.5012026,"('disagreeable', 'welcoming')",0.74910706,0.68977475,-0.3327055,-0.24518353,-0.0125109,-0.0188705,0.0063596
83,0.44522023,0.26910606,"('powerless', 'powerful')",-0.41040364,-0.39883524,0.4626617,0.3105869,0.1658261,0.0602859,0.1055402
26,-0.41735446,-0.42537355,"('hardhearted', 'benevolent')",1.6194054,1.6664839,-0.50669265,-0.45662868,0.2317861,0.2614939,-0.0297078
45,0.4103823,0.38987458,"('incompetent', 'competent')",-2.0137103,-1.8274595,-0.4755447,-0.5333518,-0.6929576,-0.6569789,-0.0359787
31,-0.37021273,-0.37757936,"('evil', 'good')",1.4305577,1.090806,0.5472012,0.27090982,0.5358487,0.3280455,0.2078032
67,0.35797194,0.15643176,"('doubtful', 'determined')",-0.48139805,-0.7534232,0.35447675,0.19588271,0.0770169,-0.1337029,0.2107198
9,0.34042135,0.5173236,"('unaffectionate', 'caring')",-0.34159356,-0.0038780198,0.17378666,0.32619405,0.0575381,0.2798799,-0.2223418
17,-0.33675957,-0.25136644,"('nasty', 'nice')",-0.22911634,-0.09441841,0.65495056,0.7304083,0.0296916,0.1282078,-0.0985162
16,0.32189327,0.12713745,"('unpopular', 'popular')",0.8932154,0.8211309,0.2158581,0.14076716,0.4769889,0.3630118,0.1139771
41,-0.3210427,-0.050139356,"('unforgiving', 'forgiving')",-1.4415966,-1.26365,-0.24892226,-0.12261946,-0.6705205,-0.4788029,-0.1917176
8,-0.31535906,0.019758925,"('unaffectionate', 'affectionate')",0.17966214,0.5984205,-0.24568564,-0.010580644,-0.1271275,0.2025329,-0.3296604
3,0.2947478,0.5438513,"('repellent', 'pleasant')",-1.3206139,-1.0787121,-0.3714239,-0.16538037,-0.4657633,-0.2334137,-0.2323496
39,0.29449713,0.4885604,"('exploitative', 'cooperative')",-0.5378416,-0.4680465,0.34646475,0.56079555,0.0343734,0.1937698,-0.1593964
30,-0.2907737,-0.36612752,"('intolerant', 'tolerant')",-1.7254668,-1.78053,-0.6311999,-0.66040844,-0.8824801,-0.9356887,0.0532086
37,0.2878739,0.42395636,"('fake', 'genuine')",-0.8195083,-0.7416961,-0.032959357,-0.0575803,-0.1881979,-0.1251067,-0.0630912
21,0.27534992,0.4797235,"('immoral', 'moral')",-0.852352,-0.5830558,-0.52641016,-0.3802203,-0.3678041,-0.1611842,-0.2066199
29,-0.25112897,-0.568298,"('unfair', 'fair')",0.18509343,-0.20817873,-0.9794102,-1.273447,-0.3484819,-0.683308,0.3348261
48,-0.24400972,-0.21369603,"('unintelligent', 'intelligent')",-1.8962452,-1.6587352,-1.4404901,-1.3364165,-1.1935817,-1.0696158,-0.1239659
44,0.23711026,0.095387064,"('prejudiced', 'unprejudiced')",0.10255767,0.06795636,0.18693735,0.20775779,0.1755351,0.1237004,0.0518347
80,0.22239251,0.35589308,"('dominated', 'dominating')",-1.3085245,-1.01,-0.21491806,-0.03764636,-0.4336833,-0.2305844,-0.2030989
11,-0.20677714,-0.091295496,"('unhelpful', 'helpful')",-2.0839965,-1.8753259,-0.8230618,-0.60304254,-1.0379451,-0.8565547,-0.1813904
4,-0.20056656,-0.25424305,"('disliked', 'liked')",0.5226666,0.2305282,0.7777005,0.5213002,0.3666002,0.1658618,0.2007384
19,0.19395584,0.41485488,"('inhospitable', 'hospitable')",0.5827537,0.5270921,0.033001192,0.026616603,0.2699036,0.3228545,-0.0529509
63,0.1894049,0.4029314,"('unperceptive', 'insightful')",-0.2263406,0.08935538,0.15560985,0.277518,0.039558,0.2566016,-0.2170436
43,0.18247662,0.07121776,"('irresponsible', 'responsible')",-1.9494541,-1.8798004,-0.32041633,-0.4003409,-0.6957979,-0.7363079,0.04051
84,-0.17176068,-0.16120392,"('inferior', 'superior')",-0.07334054,-0.14108199,-0.045807887,-0.040423978,-0.0969697,-0.1142366,0.0172669
5,0.16623285,-0.3630373,"('distant', 'outgoing')",0.8184904,0.42282283,0.5167566,0.09185117,0.5004933,0.0505456,0.4499477
66,0.16432357,0.13119099,"('inactive', 'active')",1.4999499,1.4835342,0.7238292,0.6442388,0.7960343,0.752988,0.0430463
24,-0.156093,-0.26866794,"('dishonest', 'honest')",-0.88856936,-0.85511625,-0.8305765,-0.865494,-0.6250796,-0.6630927,0.0380131
14,-0.15276986,-0.17233525,"('antisocial', 'social')",-1.3891585,-1.2518271,-0.3317994,-0.32492903,-0.6245759,-0.5830305,-0.0415454
36,-0.13838755,-0.03395938,"('hostile', 'amicable')",0.4277874,0.35963437,0.33817616,0.42260885,0.209192,0.249428,-0.040236
50,0.111397006,0.3139187,"('clumsy', 'skillful')",0.75375265,0.8092811,0.6395184,0.6915738,0.501556,0.6049245,-0.1033685
55,0.1074773,0.049161956,"('incompetent', 'clever')",-1.3450181,-1.1864095,-1.29842,-1.2663666,-0.8453202,-0.8012047,-0.0441155
51,-0.10503014,-0.009477124,"('uneducated', 'educated')",-0.04808282,-0.17287642,0.12778148,-0.036408454,-0.0084438,-0.0729207,0.0644769
79,0.09758067,-0.18627477,"('wavering', 'unwavering')",1.0256009,0.7763117,0.23628879,0.13510168,0.4531568,0.2417129,0.2114439
71,-0.09185612,-0.20051134,"('diffident', 'self-confident')",0.29760882,0.24844202,1.1560285,1.1051977,0.4539271,0.3843761,0.069551
88,0.08814635,0.13020647,"('low', 'eminent')",-0.034866907,0.07103982,-0.652345,-0.48366892,-0.1996885,-0.0941409,-0.1055476
34,-0.087288216,-0.13962041,"('mean', 'honorable')",-0.7679222,-0.54209954,0.1412089,0.39790416,-0.2380005,-0.0946053,-0.1433952
46,-0.08323001,0.18616118,"('uncompetitive', 'competitive')",-1.5163112,-1.1526427,-0.50239664,-0.48761046,-0.7006459,-0.4846973,-0.2159486
32,-0.08011338,0.14619416,"('unkind', 'kind')",-0.052566815,0.13696072,-0.35969222,-0.3213227,-0.1641241,-0.0127226,-0.1514015
7,0.069217324,0.3371079,"('insensitive', 'sensitive')",-1.3444899,-1.0024035,-0.49121642,-0.25444272,-0.5888297,-0.3065794,-0.2822503
65,-0.06441164,-0.46512648,"('insecure', 'secure')",-1.1372963,-1.1844208,-0.6637881,-0.6836723,-0.621832,-0.7777398,0.1559078
25,0.047279555,0.17286706,"('egoistic', 'altruistic')",0.27760997,0.36088294,0.76636815,0.85628796,0.3637526,0.463346,-0.0995934
54,-0.036689237,0.09203787,"('incapable', 'capable')",0.34976012,0.60466325,0.9260051,1.0364811,0.4130253,0.5777274,-0.1647021
56,0.034255654,-0.19845632,"('impractical', 'practical')",-1.8030246,-1.7686294,-0.14349547,-0.28144863,-0.6374215,-0.7495115,0.11209
27,-0.033734158,-0.05269203,"('hardhearted', 'softhearted')",-1.4278834,-1.4682649,-0.20009461,-0.23945153,-0.5539041,-0.5868028,0.0328987
70,-0.033319008,-0.09716605,"('lethargic', 'energetic')",-0.91895807,-0.7909508,-0.5263727,-0.5401981,-0.4928832,-0.476105,-0.0167782
68,-0.029123694,-0.08367033,"('dependent', 'independent')",-1.324897,-1.3917413,-0.89736575,-0.95552343,-0.7504621,-0.8103117,0.0598496
77,-0.024802417,-0.07526577,"('unmotivated', 'motivated')",-0.45058376,-0.34910285,0.4394095,0.31347048,-0.0119922,-0.036966,0.0249738
69,0.020546585,0.10557802,"('lazy', 'industrious')",1.2135762,1.0389396,1.173893,1.1398572,0.8026719,0.7614582,0.0412137
40,0.012535486,-0.16367212,"('stingy', 'generous')",-0.8049718,-0.93901116,0.15517154,-0.061654523,-0.2124216,-0.3881126,0.175691
59,0.010073766,-0.005752206,"('foolish', 'wise')",1.0979868,0.8662221,0.26112127,0.0459845,0.456394,0.3021515,0.1542425
75,0.010049034,0.13384476,"('meek', 'impulsive')",0.42999077,0.4497129,0.2522249,0.13789244,0.2307549,0.2404834,-0.0097285
74,-0.0058975406,-0.29404482,"('undedicated', 'dedicated')",-0.19061121,-0.3484974,-0.21563798,-0.52962345,-0.1373822,-0.3907219,0.2533397
72,-0.0056673605,0.030674916,"('unambitious', 'ambitious')",-0.86179996,-0.7930726,-0.044546418,-0.11997117,-0.3040046,-0.2941229,-0.0098817
