,whirlpool_male,whirlpool_female,tuple,corp_male,corp_female,average_male,average_female,male-female
65,-1.3159372,-1.4929185,"('insecure', 'secure')",-0.32410055,-0.21802399,-0.8200189,-0.8554713,0.0354524
38,-1.3014923,-1.2664477,"('untruthful', 'truthful')",0.012172509,0.24071908,-0.6446599,-0.5128643,-0.1317956
75,1.2702404,1.3455234,"('meek', 'impulsive')",-0.7529567,-0.7340135,0.2586419,0.3057549,-0.047113
14,-1.2087976,-1.4202652,"('antisocial', 'social')",-0.21427216,-0.47540793,-0.7115349,-0.9478366,0.2363017
44,1.2008541,1.2028364,"('prejudiced', 'unprejudiced')",-1.5526584,-1.5608858,-0.1759022,-0.1790247,0.0031225
22,-1.1771603,-1.2931648,"('untrustworthy', 'trustworthy')",-0.9195088,-0.99399257,-1.0483346,-1.1435788,0.0952442
32,-1.1500018,-1.2915057,"('unkind', 'kind')",0.7455203,0.70465237,-0.2022407,-0.2934267,0.091186
63,-1.146867,-1.1071914,"('unperceptive', 'insightful')",0.8637026,0.8147227,-0.1415822,-0.1462344,0.0046522
73,1.1448654,1.2064567,"('helpless', 'self-reliant')",-3.112615,-3.2512317,-0.9838749,-1.0223875,0.0385126
61,-1.0619463,-1.1600047,"('illogical', 'logical')",0.5681995,0.33258948,-0.2468734,-0.4137076,0.1668342
54,-1.0315788,-1.049771,"('incapable', 'capable')",0.6273017,0.8166286,-0.2021385,-0.1165712,-0.0855673
3,-1.0149698,-0.9863448,"('repellent', 'pleasant')",0.32005933,0.43140924,-0.3474553,-0.2774678,-0.0699875
2,-1.0141989,-1.2450215,"('unlikable', 'likable')",0.36966935,0.22798422,-0.3222648,-0.5085186,0.1862538
34,-0.9981436,-1.1525483,"('mean', 'honorable')",5.456564,5.867179,2.2292101,2.3573153,-0.1281052
74,-0.9819484,-0.9741443,"('undedicated', 'dedicated')",-0.67367953,-0.7784158,-0.827814,-0.8762801,0.0484661
85,0.94834304,0.999067,"('insignificant', 'prestigious')",-0.37635228,-0.5028594,0.2859954,0.2481038,0.0378916
47,-0.94763803,-1.0922855,"('stupid', 'smart')",5.3200192,5.6628203,2.1861906,2.2852674,-0.0990768
53,-0.9344288,-0.78896224,"('uncreative', 'creative')",0.44439116,0.5315784,-0.2450188,-0.1286919,-0.1163269
20,-0.92692006,-0.8579382,"('rough', 'thoughtful')",0.871054,0.87466,-0.027933,0.0083609,-0.0362939
51,-0.89162445,-0.86673224,"('uneducated', 'educated')",0.6297081,0.38321155,-0.1309582,-0.2417603,0.1108021
77,-0.86112833,-0.4845853,"('unmotivated', 'motivated')",-0.7937971,-0.68411595,-0.8274627,-0.5843506,-0.2431121
88,-0.8592069,-0.96832633,"('low', 'eminent')",-0.24498576,-0.2261033,-0.5520964,-0.5972148,0.0451184
72,-0.8361115,-0.7445093,"('unambitious', 'ambitious')",-0.42195657,-0.15209147,-0.629034,-0.4483004,-0.1807336
40,-0.76165164,-0.72560745,"('stingy', 'generous')",-1.9241973,-1.9586592,-1.3429245,-1.3421333,-0.0007912
15,0.7424711,0.63533497,"('boring', 'funny')",0.14616084,0.004276947,0.444316,0.3198059,0.1245101
56,-0.72612995,-0.844192,"('impractical', 'practical')",0.0031642895,-0.17588866,-0.3614828,-0.5100403,0.1485575
82,-0.67977023,-0.84764403,"('poor', 'rich')",6.1501794,6.670345,2.7352047,2.9113505,-0.1761458
19,-0.65775496,-0.500382,"('inhospitable', 'hospitable')",-0.45374715,-0.37801975,-0.5557511,-0.4392009,-0.1165502
18,-0.6190892,-0.6986015,"('disagreeable', 'welcoming')",-0.5934203,-0.6354605,-0.6062548,-0.667031,0.0607762
78,-0.6047333,-0.16100307,"('nonresilient', 'resilient')",0.44206274,0.67792827,-0.0813353,0.2584626,-0.3397979
5,0.5800761,0.7137526,"('distant', 'outgoing')",-0.13592307,-0.004617486,0.2220765,0.3545676,-0.1324911
16,0.5780334,0.51995164,"('unpopular', 'popular')",0.24056213,0.24542025,0.4092978,0.382686,0.0266118
59,0.5344424,0.5706868,"('foolish', 'wise')",0.07472741,0.17453615,0.3045849,0.3726115,-0.0680266
37,-0.5328049,-0.5734534,"('fake', 'genuine')",0.08393115,0.14237767,-0.2244369,-0.2155379,-0.008899
79,-0.48662615,-0.45109797,"('wavering', 'unwavering')",-0.5890273,-0.31710464,-0.5378267,-0.3841013,-0.1537254
49,-0.45601058,-0.30777457,"('unable', 'able')",-0.11897124,0.23770708,-0.2874909,-0.0350337,-0.2524572
17,-0.40470618,-0.50125545,"('nasty', 'nice')",-0.605424,-0.57592267,-0.5050651,-0.5385891,0.033524
64,-0.36395395,-0.47195336,"('shy', 'confident')",-5.9053307,-6.413484,-3.1346424,-3.4427187,0.3080763
50,0.3638731,0.45041227,"('clumsy', 'skillful')",-0.03785011,0.105196126,0.1630115,0.2778042,-0.1147927
76,-0.35800514,-0.38724265,"('anxious', 'daring')",-0.060822703,-0.0015024617,-0.2094139,-0.1943725,-0.0150414
83,-0.34959698,-0.21878906,"('powerless', 'powerful')",-0.9058172,-0.8636445,-0.6277071,-0.5412168,-0.0864903
4,0.33761486,0.46669564,"('disliked', 'liked')",-6.5763254,-7.1516786,-3.1193552,-3.3424914,0.2231362
33,0.31662625,0.32625175,"('wrong', 'right')",-0.42821348,-0.6134145,-0.0557936,-0.1435814,0.0877878
29,0.31229264,0.35527906,"('unfair', 'fair')",-0.16440497,-0.48354715,0.0739438,-0.064134,0.1380778
67,0.30825323,0.23503605,"('doubtful', 'determined')",-0.36860043,-0.7763125,-0.0301736,-0.2706382,0.2404646
26,-0.2812162,-0.4355602,"('hardhearted', 'benevolent')",1.4011066,1.1708257,0.5599452,0.3676327,0.1923125
31,0.2627285,0.27875358,"('evil', 'good')",-1.0119343,-1.2011831,-0.3746029,-0.4612148,0.0866119
80,-0.26010698,-0.071647435,"('dominated', 'dominating')",-0.7426359,-0.55134904,-0.5013714,-0.3114982,-0.1898732
39,0.23528264,0.17541374,"('exploitative', 'cooperative')",-0.025663838,-0.10483335,0.1048094,0.0352902,0.0695192
25,0.21295157,0.41904074,"('egoistic', 'altruistic')",0.8989057,0.83728695,0.5559286,0.6281638,-0.0722352
27,-0.19479775,-0.05763708,"('hardhearted', 'softhearted')",0.8789089,0.8872195,0.3420556,0.4147912,-0.0727356
36,-0.19298415,-0.17208801,"('hostile', 'amicable')",-0.6631777,-0.73032886,-0.4280809,-0.4512084,0.0231275
6,0.1887139,0.22002834,"('distant', 'open')",-0.3788266,-0.28969145,-0.0950563,-0.0348316,-0.0602247
58,-0.15970929,-0.05604048,"('undiscriminating', 'discriminating')",0.24826218,0.10059205,0.0442764,0.0222758,0.0220006
71,-0.15506987,-0.10834044,"('diffident', 'self-confident')",0.5437743,0.5576041,0.1943522,0.2246318,-0.0302796
68,0.10644771,0.13174641,"('dependent', 'independent')",-0.49541003,-0.29786783,-0.1944812,-0.0830607,-0.1114205
84,0.10644517,0.06463776,"('inferior', 'superior')",0.97179735,0.8898471,0.5391213,0.4772424,0.0618789
52,0.10554036,0.1518713,"('irrational', 'rational')",-0.31714612,-0.2669009,-0.1058029,-0.0575148,-0.0482881
42,-0.09064122,-0.13676003,"('unreliable', 'reliable')",-3.013992,-3.3556426,-1.5523167,-1.7462013,0.1938846
87,-0.08969165,-0.025314972,"('unsuccessful', 'successful')",0.8856577,1.0369433,0.397983,0.5058142,-0.1078312
66,-0.07640374,-0.11284262,"('inactive', 'active')",0.18895942,0.06880012,0.0562778,-0.0220212,0.078299
