,cameron_male,cameron_female,tuple,international_male,international_female,corp_male,corp_female,average_male,average_female,male-female
14,1.1184202,0.58124036,"('antisocial', 'social')",1.0288136,0.66228724,0.15972611,-0.0033937069,0.7689867,0.413378,0.3556087
59,1.1112787,1.196278,"('foolish', 'wise')",-0.058244802,0.073517404,-0.1283166,0.06753504,0.3082391,0.4457768,-0.1375377
33,1.087932,1.3141731,"('wrong', 'right')",0.7850638,0.94715863,-0.6487993,-0.41698998,0.4080655,0.6147806,-0.2067151
45,1.0798203,0.641611,"('incompetent', 'competent')",0.20226195,-0.24161983,-0.034235016,-0.23356187,0.4159491,0.0554764,0.3604727
58,1.0590173,0.79499286,"('undiscriminating', 'discriminating')",0.66836274,0.59800947,0.26192972,0.2396639,0.6631033,0.544222,0.1188813
61,1.0381126,0.8523811,"('illogical', 'logical')",-0.3450783,-0.49463394,0.4262516,0.32055718,0.3730953,0.2261014,0.1469939
63,1.010258,0.5942069,"('unperceptive', 'insightful')",0.793478,0.3206321,0.4737425,0.3378334,0.7591595,0.4175575,0.341602
26,0.9959055,1.293375,"('hardhearted', 'benevolent')",1.6469026,1.8927095,1.3608087,1.7279199,1.3345389,1.6380014,-0.3034625
87,0.9913681,0.4147246,"('unsuccessful', 'successful')",1.316907,0.8289292,1.1058724,1.1727281,1.1380492,0.8054606,0.3325886
22,0.9797606,0.32968554,"('untrustworthy', 'trustworthy')",0.09342627,-0.25387406,-0.77234936,-0.9889306,0.1002792,-0.304373,0.4046522
41,0.86155546,1.3104004,"('unforgiving', 'forgiving')",0.09715109,0.273158,-0.114687264,-0.0946907,0.2813398,0.4962892,-0.2149494
72,0.8524616,0.9877472,"('unambitious', 'ambitious')",-0.49703574,-0.54401666,0.088417545,-0.25603464,0.1479478,0.0625653,0.0853825
85,0.8180834,1.6257069,"('insignificant', 'prestigious')",-0.5235755,-0.018983454,-0.764387,-0.19746746,-0.1566264,0.469752,-0.6263784
54,0.7988677,0.9990922,"('incapable', 'capable')",0.21558836,0.4223046,0.767504,0.81759185,0.5939867,0.7463295,-0.1523428
35,-0.7950356,-0.417088,"('corrupt', 'incorrupt')",-0.34968075,-0.036215615,-0.7172231,-0.48722252,-0.6206465,-0.3135087,-0.3071378
46,0.79287994,0.005480297,"('uncompetitive', 'competitive')",0.28964,-0.20422922,-0.9560269,-1.1313096,0.0421644,-0.4433529,0.4855173
21,0.7852437,0.011694441,"('immoral', 'moral')",0.059772585,-0.35352638,-0.69163656,-0.9130178,0.0511266,-0.4182833,0.4694099
68,-0.7775636,-1.0778592,"('dependent', 'independent')",-0.42056403,-0.6319504,-1.4657795,-1.4166538,-0.887969,-1.0421545,0.1541855
80,0.7407497,-0.28074092,"('dominated', 'dominating')",0.057629943,-0.49868438,-0.4987051,-0.8339535,0.0998915,-0.5377929,0.6376844
42,0.72660875,0.7478612,"('unreliable', 'reliable')",0.17670605,0.024387069,-3.3874269,-3.2216923,-0.8280373,-0.8164814,-0.0115559
88,-0.7139024,-0.7520267,"('low', 'eminent')",-0.4023095,-0.44959712,-0.7074869,-0.64990634,-0.6078996,-0.6171767,0.0092771
52,-0.6993036,-0.10504914,"('irrational', 'rational')",-0.7274572,-0.28360733,-0.063436,0.088343345,-0.4967323,-0.1001044,-0.3966279
1,0.690159,1.2943271,"('unfriendly', 'friendly')",0.28380528,0.5924857,1.161854,1.3736032,0.7119395,1.0868053,-0.3748658
34,-0.6870965,-0.6959085,"('mean', 'honorable')",0.36530048,0.3056603,5.5286026,5.1693163,1.7356022,1.5930227,0.1425795
6,-0.6421344,0.076965645,"('distant', 'open')",0.14696759,0.531967,-0.45148084,-0.30874357,-0.3155492,0.100063,-0.4156122
11,0.6347915,-0.02459456,"('unhelpful', 'helpful')",0.14277434,-0.22503597,1.7017257,1.3744128,0.8264305,0.3749274,0.4515031
79,0.60366803,0.84151864,"('wavering', 'unwavering')",-0.34029204,-0.029742124,-0.2927699,-0.31449336,-0.009798,0.1657611,-0.1755591
67,-0.5931687,-0.97405654,"('doubtful', 'determined')",-0.041199625,-0.20782438,-0.9738802,-1.0672977,-0.5360828,-0.7497262,0.2136434
78,0.5880213,0.75540847,"('nonresilient', 'resilient')",0.46754867,0.484945,0.3355218,0.34420902,0.4636972,0.5281875,-0.0644903
37,0.5570121,0.14183833,"('fake', 'genuine')",-0.27474427,-0.68822294,0.19147773,-0.12189495,0.1579152,-0.2227599,0.3806751
86,0.5289797,0.15579745,"('uninfluential', 'influential')",-0.46468502,-0.7499911,-0.50548255,-0.8428662,-0.1470626,-0.47902,0.3319574
47,-0.51548994,-0.88262063,"('stupid', 'smart')",-0.35456812,-0.47317562,5.249969,4.689747,1.4599703,1.1113168,0.3486535
27,0.5106699,0.8712762,"('hardhearted', 'softhearted')",-0.174794,-0.14917867,0.96935123,0.789778,0.4350757,0.5039585,-0.0688828
76,0.5026553,-0.012235597,"('anxious', 'daring')",0.55765605,0.23254584,-0.15160131,-0.49142554,0.3029033,-0.0903718,0.3932751
31,-0.4949703,0.21687391,"('evil', 'good')",-0.20490874,0.14705075,-0.9298374,-0.6909954,-0.5432388,-0.1090236,-0.4342152
57,0.47043136,0.27424097,"('unimaginative', 'imaginative')",-0.42133135,-0.66215384,-3.1311927,-3.0511022,-1.0273643,-1.1463383,0.118974
32,0.47021407,0.5217914,"('unkind', 'kind')",-0.58993226,-0.586341,0.4485638,0.44443744,0.1096152,0.1266293,-0.0170141
4,-0.46734115,-0.012529664,"('disliked', 'liked')",-0.07949389,0.011238286,-7.661305,-6.837505,-2.7360468,-2.2795987,-0.4564481
51,0.46301323,0.34377074,"('uneducated', 'educated')",0.1122821,-0.26980114,0.026330564,-0.08396935,0.200542,-0.0033332,0.2038752
19,0.42660654,0.6087819,"('inhospitable', 'hospitable')",-0.8462788,-0.722194,-0.84974164,-0.7258467,-0.423138,-0.2797529,-0.1433851
64,0.4141475,0.07855389,"('shy', 'confident')",0.025540542,-0.2810824,-6.3901515,-5.884692,-1.9834878,-2.0290736,0.0455858
10,0.40516436,-0.035029292,"('unsympathetic', 'sympathetic')",-1.2071565,-1.4463185,-0.5356937,-0.8393514,-0.4458953,-0.7735664,0.3276711
36,-0.38517243,0.6002987,"('hostile', 'amicable')",0.52859175,1.1262251,-0.2697281,-0.0369704,-0.0421029,0.5631845,-0.6052874
17,-0.36414665,-0.35932508,"('nasty', 'nice')",-1.3432447,-1.3374999,-0.7684483,-0.8708522,-0.8252799,-0.8558923,0.0306124
29,-0.345383,-0.40437344,"('unfair', 'fair')",-0.42195746,-0.55800474,-0.30963045,-0.43677568,-0.3589903,-0.4663846,0.1073943
83,0.34198397,0.18008085,"('powerless', 'powerful')",-0.024712212,-0.087484606,-0.9267842,-1.0981177,-0.2031708,-0.3351738,0.132003
77,0.3269415,0.37967035,"('unmotivated', 'motivated')",-0.0087092705,-0.031480074,-0.9421017,-0.8646851,-0.2079565,-0.172165,-0.0357915
82,-0.32461113,-0.24406157,"('poor', 'rich')",-0.9255744,-0.95049655,6.519147,6.127207,1.7563205,1.6442162,0.1121043
13,0.32309029,-0.28095433,"('impolite', 'polite')",0.59881824,0.15023422,-0.6375973,-1.0665302,0.0947704,-0.3990835,0.4938539
66,0.32185584,0.3142993,"('inactive', 'active')",1.0481142,1.0978308,0.29652402,0.31162518,0.555498,0.5745851,-0.0190871
40,0.29956406,0.7673834,"('stingy', 'generous')",-0.08315103,0.13683762,-2.054991,-1.7137372,-0.6128593,-0.2698388,-0.3430205
81,-0.29660395,-1.1612637,"('submissive', 'aggressive')",0.21147668,-0.32550988,-0.73198426,-0.85012925,-0.2723705,-0.7789676,0.5065971
5,-0.2779603,0.08427245,"('distant', 'outgoing')",0.38018695,0.6602829,-0.37924066,-0.19317752,-0.092338,0.1837926,-0.2761306
65,0.26115137,-0.2311643,"('insecure', 'secure')",-0.06431024,-0.32506722,0.10792297,-0.04989624,0.101588,-0.2020426,0.3036306
15,0.25217235,0.3201316,"('boring', 'funny')",0.31559223,0.3905372,0.03752923,-0.059769705,0.2017646,0.2169664,-0.0152018
69,0.24465373,0.61295706,"('lazy', 'industrious')",1.8342206,2.0168889,-0.88301915,-0.3436157,0.3986184,0.7620767,-0.3634583
75,0.23122203,0.29056737,"('meek', 'impulsive')",0.3360723,0.4222014,-0.67652655,-0.5984768,-0.0364107,0.0380973,-0.074508
3,-0.16852485,-0.16080703,"('repellent', 'pleasant')",-0.34192258,-0.351839,1.1101391,1.0735179,0.1998972,0.1869573,0.0129399
18,-0.14839107,0.14299294,"('disagreeable', 'welcoming')",0.806785,1.1482404,-0.7742919,-0.513051,-0.0386327,0.2593941,-0.2980268
50,-0.14244652,0.10265313,"('clumsy', 'skillful')",-0.35069337,-0.19582194,-0.0912051,0.009327166,-0.1947817,-0.0279472,-0.1668345
49,-0.09636705,-0.22378153,"('unable', 'able')",-0.48688385,-0.65079826,-0.39087695,-0.57487136,-0.3247093,-0.4831504,0.1584411
48,0.09061016,0.21747959,"('unintelligent', 'intelligent')",-0.53285545,-0.7973901,0.18066369,0.19759302,-0.0871939,-0.1274392,0.0402453
20,0.071436696,-0.1490086,"('rough', 'thoughtful')",-0.014692046,-0.20445094,0.53207135,0.460899,0.196272,0.0358132,0.1604588
53,0.06994538,0.38298905,"('uncreative', 'creative')",-0.6880382,-0.6118437,0.2956356,0.33066678,-0.1074857,0.0339374,-0.1414231
25,0.03384143,0.93171453,"('egoistic', 'altruistic')",0.62764454,1.2963169,1.3489501,1.8761744,0.6701454,1.3680687,-0.6979233
60,0.02313305,-0.69265485,"('inefficient', 'efficient')",0.36113605,-0.17035195,0.017240558,-0.3587814,0.1338365,-0.4072627,0.5410992
