,mckesson_male,mckesson_female,tuple,inc_male,inc_female,average_male,average_female,male-female
56,-0.96404654,-0.5232743,"('impractical', 'practical')",0.63304156,0.7226666,-0.1655025,0.0996962,-0.2651987
36,0.9587604,0.2633798,"('hostile', 'amicable')",-0.24016413,-0.2861582,0.3592981,-0.0113892,0.3706873
34,-0.95169204,-0.80274165,"('mean', 'honorable')",6.0292788,6.0789595,2.5387933,2.638109,-0.0993157
22,-0.9319632,-0.89520264,"('untrustworthy', 'trustworthy')",-0.982083,-0.9767896,-0.9570231,-0.9359961,-0.021027
44,0.9159433,0.8001924,"('prejudiced', 'unprejudiced')",-1.7446843,-1.6131557,-0.4143705,-0.4064817,-0.0078888
41,-0.9132285,-0.8770201,"('unforgiving', 'forgiving')",-0.31738535,-0.11264245,-0.6153069,-0.4948313,-0.1204756
50,0.83546394,0.8139353,"('clumsy', 'skillful')",0.3524343,0.34663016,0.5939491,0.5802827,0.0136664
19,0.83034307,0.51797986,"('inhospitable', 'hospitable')",0.30491465,0.19350865,0.5676289,0.3557442,0.2118847
59,0.8007951,0.8288186,"('foolish', 'wise')",-0.07641482,0.05855699,0.3621901,0.4436878,-0.0814977
88,-0.76898146,-0.7961122,"('low', 'eminent')",0.20340711,0.25412568,-0.2827872,-0.2709932,-0.011794
33,0.7603563,0.40800318,"('wrong', 'right')",-1.0226017,-0.9899418,-0.1311227,-0.2909693,0.1598466
61,-0.7011221,-0.7396474,"('illogical', 'logical')",0.07178778,0.07424471,-0.3146672,-0.3327013,0.0180341
31,0.68595123,0.45302156,"('evil', 'good')",-1.6269046,-1.6418985,-0.4704767,-0.5944385,0.1239618
83,-0.65426,-0.7711599,"('powerless', 'powerful')",-0.63361406,-0.6866338,-0.643937,-0.7288969,0.0849599
87,0.6221571,0.5680362,"('unsuccessful', 'successful')",0.96611726,0.88333315,0.7941372,0.7256846,0.0684526
38,-0.6099639,-0.30818754,"('untruthful', 'truthful')",0.1256668,0.32058504,-0.2421485,0.0061987,-0.2483472
58,-0.60571814,-0.905577,"('undiscriminating', 'discriminating')",0.7600122,0.4189686,0.077147,-0.2433042,0.3204512
2,0.59550667,0.60419625,"('unlikable', 'likable')",0.44978234,0.791009,0.5226445,0.6976026,-0.1749581
49,-0.5759159,-0.60108614,"('unable', 'able')",-0.34113437,-0.2823316,-0.4585251,-0.4417089,-0.0168162
45,-0.5566515,-0.4069715,"('incompetent', 'competent')",0.298779,0.10920876,-0.1289362,-0.1488814,0.0199452
53,-0.5455327,-0.63264537,"('uncreative', 'creative')",1.1791587,0.9649174,0.316813,0.166136,0.150677
28,-0.5002032,-0.41054088,"('disloyal', 'loyal')",1.0377682,0.95114785,0.2687825,0.2703035,-0.001521
68,-0.4967099,-0.50048,"('dependent', 'independent')",-0.04438712,-0.22978145,-0.2705485,-0.3651307,0.0945822
78,-0.49661988,-0.37901357,"('nonresilient', 'resilient')",0.9374137,0.90556514,0.2203969,0.2632758,-0.0428789
74,0.4955982,0.4708243,"('undedicated', 'dedicated')",0.84456974,0.600076,0.670084,0.5354502,0.1346338
18,-0.4480138,-0.24636367,"('disagreeable', 'welcoming')",-0.89862895,-0.68677545,-0.6733214,-0.4665695,-0.2067519
27,-0.4363039,-0.67222893,"('hardhearted', 'softhearted')",1.3916309,1.0204086,0.4776635,0.1740898,0.3035737
29,0.40836594,0.2931989,"('unfair', 'fair')",-0.5888157,-0.82922184,-0.0902249,-0.2680115,0.1777866
26,0.40433025,0.18260384,"('hardhearted', 'benevolent')",1.4230498,1.3778391,0.91369,0.7802215,0.1334685
71,0.3809712,0.3729274,"('diffident', 'self-confident')",0.53568864,0.4996833,0.4583299,0.4363053,0.0220246
84,0.37923276,0.21213444,"('inferior', 'superior')",1.2475909,1.3679489,0.8134118,0.7900417,0.0233701
24,-0.37785992,-0.2362628,"('dishonest', 'honest')",0.8171267,0.8080512,0.2196334,0.2858942,-0.0662608
77,-0.3711337,-0.13563785,"('unmotivated', 'motivated')",-0.6866695,-0.46859515,-0.5289016,-0.3021165,-0.2267851
20,-0.35965145,-0.45601928,"('rough', 'thoughtful')",1.1524949,1.0913562,0.3964217,0.3176684,0.0787533
76,-0.31399527,-0.1966323,"('anxious', 'daring')",0.72162163,0.7747919,0.2038132,0.2890798,-0.0852666
80,-0.31391057,-0.27989665,"('dominated', 'dominating')",-0.78672975,-0.9520581,-0.5503201,-0.6159773,0.0656572
51,-0.30125082,-0.26729968,"('uneducated', 'educated')",1.1303517,0.91571695,0.4145504,0.3242086,0.0903418
16,0.27565938,0.31402212,"('unpopular', 'popular')",0.24772191,0.36072847,0.2616906,0.3373753,-0.0756847
82,-0.26825297,-0.03115289,"('poor', 'rich')",5.7429595,5.782402,2.7373533,2.8756247,-0.1382714
9,-0.24415101,-0.17989703,"('unaffectionate', 'caring')",0.8013533,0.8164419,0.2786011,0.3182724,-0.0396713
25,0.22947492,0.0063417833,"('egoistic', 'altruistic')",1.0696512,1.089608,0.6495631,0.5479749,0.1015882
17,-0.22550508,-0.281009,"('nasty', 'nice')",-0.6637085,-0.6787014,-0.4446068,-0.4798552,0.0352484
42,0.21264121,0.4013166,"('unreliable', 'reliable')",-2.2558174,-2.216259,-1.0215881,-0.9074712,-0.1141169
64,-0.18787394,-0.052907318,"('shy', 'confident')",-5.604542,-5.2495823,-2.8962078,-2.6512449,-0.2449629
52,-0.18323392,-0.40842482,"('irrational', 'rational')",-0.4934611,-0.5173933,-0.3383475,-0.462909,0.1245615
40,0.17512915,-0.09527759,"('stingy', 'generous')",-0.94271946,-1.1381283,-0.3837951,-0.6167029,0.2329078
15,0.15953755,-0.15558937,"('boring', 'funny')",0.25019372,0.10409524,0.2048656,-0.0257471,0.2306127
67,0.112596504,0.030645192,"('doubtful', 'determined')",-0.30526102,-0.407696,-0.0963323,-0.1885254,0.0921931
37,0.09465937,0.024421498,"('fake', 'genuine')",0.99070805,0.61257017,0.5426837,0.3184958,0.2241879
39,0.07778239,0.4558683,"('exploitative', 'cooperative')",-0.5142213,-0.23702134,-0.2182195,0.1094235,-0.327643
8,0.07379171,-0.22000617,"('unaffectionate', 'affectionate')",0.3820375,0.21613799,0.2279146,-0.0019341,0.2298487
54,0.046567604,-0.06556995,"('incapable', 'capable')",1.0551107,1.0705564,0.5508391,0.5024932,0.0483459
