,qlogic_male,qlogic_female,tuple,corp_male,corp_female,average_male,average_female,male-female
1,-0.43843853,-0.22222626,"('unfriendly', 'friendly')",1.8557132,2.1810567,0.7086374,0.9794152,-0.2707778
18,-0.40793383,0.017063245,"('disagreeable', 'welcoming')",-0.3620199,0.072241485,-0.3849769,0.0446524,-0.4296293
52,0.39360824,0.73243064,"('irrational', 'rational')",0.22917125,0.68992805,0.3113897,0.7111794,-0.3997897
47,-0.39187336,-0.24592873,"('stupid', 'smart')",5.207433,5.264148,2.4077799,2.5091097,-0.1013298
6,-0.38866764,-0.36170432,"('distant', 'open')",-0.31988156,0.06659833,-0.3542746,-0.147553,-0.2067216
48,0.3750823,0.45608193,"('unintelligent', 'intelligent')",0.81321996,0.7930001,0.5941511,0.624541,-0.0303899
82,-0.36432886,-0.5993869,"('poor', 'rich')",6.830425,6.78229,3.233048,3.0914516,0.1415964
9,-0.3375619,-0.007367365,"('unaffectionate', 'caring')",1.5212585,2.0476136,0.5918483,1.0201231,-0.4282748
19,-0.3336899,-0.50582635,"('inhospitable', 'hospitable')",0.10214317,0.13975056,-0.1157734,-0.1830379,0.0672645
59,0.31783187,0.652878,"('foolish', 'wise')",0.28958467,0.70148057,0.3037083,0.6771793,-0.373471
81,-0.30580077,-0.7110909,"('submissive', 'aggressive')",-1.0581768,-1.4653076,-0.6819888,-1.0881993,0.4062105
50,0.3025377,0.8199264,"('clumsy', 'skillful')",0.21282004,0.3975816,0.2576789,0.608754,-0.3510751
24,-0.2959688,-0.45014462,"('dishonest', 'honest')",0.5968044,0.6250319,0.1504178,0.0874436,0.0629742
76,-0.28719556,-0.64275485,"('anxious', 'daring')",-0.7267466,-0.9198066,-0.5069711,-0.7812808,0.2743097
87,0.28666535,0.0100409575,"('unsuccessful', 'successful')",1.0910215,1.1167878,0.6888434,0.5634144,0.125429
35,-0.2782336,0.10206464,"('corrupt', 'incorrupt')",-0.43820053,-0.019803584,-0.3582171,0.0411305,-0.3993476
38,-0.26416183,-0.39257872,"('untruthful', 'truthful')",0.15892577,0.0044594854,-0.052618,-0.1940596,0.1414416
5,-0.26165602,-0.24614693,"('distant', 'outgoing')",-0.16011505,0.15894051,-0.2108855,-0.0436032,-0.1672823
32,-0.2610315,-0.3898183,"('unkind', 'kind')",0.81338584,0.58800983,0.2761772,0.0990958,0.1770814
17,-0.25929034,-0.20128751,"('nasty', 'nice')",-0.83904845,-0.8402931,-0.5491694,-0.5207903,-0.0283791
78,-0.2570438,0.3836375,"('nonresilient', 'resilient')",0.4019127,0.7217216,0.0724344,0.5526795,-0.4802451
65,-0.25248992,-0.3774802,"('insecure', 'secure')",-0.54703146,-0.7382018,-0.3997607,-0.557841,0.1580803
49,0.24189684,0.47076255,"('unable', 'able')",0.06830265,0.50791484,0.1550997,0.4893387,-0.334239
37,-0.23150754,-0.3776133,"('fake', 'genuine')",0.24765876,0.33041587,0.0080756,-0.0235987,0.0316743
28,-0.21596399,-0.05983907,"('disloyal', 'loyal')",0.9853201,1.1710144,0.3846781,0.5555876,-0.1709095
27,-0.20343092,0.0010043122,"('hardhearted', 'softhearted')",1.1803577,1.6406475,0.4884634,0.8208259,-0.3323625
45,-0.18880868,-0.36267945,"('incompetent', 'competent')",-0.16708271,-0.33189416,-0.1779457,-0.3472868,0.1693411
83,-0.1835978,-0.47910416,"('powerless', 'powerful')",-1.1006125,-1.2796172,-0.6421052,-0.8793607,0.2372555
20,0.18041973,0.3583417,"('rough', 'thoughtful')",0.55163157,0.7649845,0.3660257,0.5616631,-0.1956374
54,-0.17076623,-0.1401773,"('incapable', 'capable')",0.9548365,1.3542892,0.3920351,0.607056,-0.2150209
42,-0.16916135,-0.18780877,"('unreliable', 'reliable')",-3.760052,-3.845667,-1.9646066,-2.0167379,0.0521313
15,0.16483255,0.21113321,"('boring', 'funny')",-0.1341996,0.062269412,0.0153165,0.1367013,-0.1213848
44,-0.1622842,-0.3658603,"('prejudiced', 'unprejudiced')",-1.7236744,-1.8580868,-0.9429793,-1.1119735,0.1689942
58,0.15341169,0.1826528,"('undiscriminating', 'discriminating')",0.4278708,0.4174083,0.2906412,0.3000305,-0.0093893
63,-0.14650807,-0.44422805,"('unperceptive', 'insightful')",0.88143766,0.66651124,0.3674648,0.1111416,0.2563232
11,-0.13943882,-0.45623675,"('unhelpful', 'helpful')",2.0342047,1.6306525,0.9473829,0.5872079,0.360175
23,0.13139462,0.06353237,"('insincere', 'sincere')",6.2147803,6.291594,3.1730876,3.1775632,-0.0044756
3,-0.12695564,-0.032227274,"('repellent', 'pleasant')",0.8239524,0.9373257,0.3484984,0.4525492,-0.1040508
40,-0.1260306,0.20136604,"('stingy', 'generous')",-1.6440997,-1.2998334,-0.8850651,-0.5492337,-0.3358314
29,0.12417531,0.28215554,"('unfair', 'fair')",-0.27994505,-0.1102586,-0.0778849,0.0859485,-0.1638334
26,-0.12376799,-0.11016393,"('hardhearted', 'benevolent')",1.400696,1.3131052,0.638464,0.6014706,0.0369934
33,0.11473534,0.24069506,"('wrong', 'right')",-0.5945041,-0.2183975,-0.2398844,0.0111488,-0.2510332
77,-0.11433816,-0.08701204,"('unmotivated', 'motivated')",-1.2657676,-1.1986346,-0.6900529,-0.6428233,-0.0472296
14,0.104150854,-0.12487802,"('antisocial', 'social')",-0.51844513,-0.72517246,-0.2071471,-0.4250252,0.2178781
34,-0.098210014,-0.18302007,"('mean', 'honorable')",5.8168273,5.836351,2.8593087,2.8266654,0.0326433
68,0.08898345,0.009876201,"('dependent', 'independent')",-0.5441009,-0.31758764,-0.2275587,-0.1538557,-0.073703
31,-0.08572221,0.32623252,"('evil', 'good')",-0.46664578,-0.04632741,-0.276184,0.1399526,-0.4161366
12,0.079197,0.21966748,"('unsupportive', 'supportive')",-1.8256923,-1.7556895,-0.8732476,-0.768011,-0.1052366
85,0.0753863,0.3642523,"('insignificant', 'prestigious')",-0.096437804,0.3245445,-0.0105258,0.3443984,-0.3549242
67,-0.06660001,-0.46035725,"('doubtful', 'determined')",-0.9611567,-1.4159287,-0.5138783,-0.938143,0.4242647
80,-0.051723376,-0.15244338,"('dominated', 'dominating')",-0.9629722,-1.1387084,-0.5073478,-0.6455759,0.1382281
61,0.05092611,-0.16021872,"('illogical', 'logical')",0.4444617,0.4100447,0.2476939,0.124913,0.1227809
64,0.040923394,-0.1730785,"('shy', 'confident')",-6.786194,-7.084116,-3.3726351,-3.6285973,0.2559622
4,-0.03996199,0.04587723,"('disliked', 'liked')",-6.6911674,-6.784854,-3.3655646,-3.3694882,0.0039236
21,-0.03874408,-0.43165517,"('immoral', 'moral')",-0.7390837,-0.898152,-0.3889139,-0.6649036,0.2759897
55,0.03669918,-0.07922862,"('incompetent', 'clever')",0.08357024,0.024389494,0.0601347,-0.0274196,0.0875543
22,0.034310155,0.05905398,"('untrustworthy', 'trustworthy')",-1.0056568,-0.9554563,-0.4856733,-0.4482012,-0.0374721
51,0.027784482,-0.2886044,"('uneducated', 'educated')",0.6784328,0.22702026,0.3531086,-0.0307921,0.3839007
25,0.023289874,0.58162105,"('egoistic', 'altruistic')",1.3265253,1.7278064,0.6749076,1.1547137,-0.4798061
41,-0.01804327,0.05144652,"('unforgiving', 'forgiving')",-0.04201922,-0.115322225,-0.0300312,-0.0319379,0.0019067
74,-0.015347958,-0.09960759,"('undedicated', 'dedicated')",-0.3656193,-0.4830099,-0.1904836,-0.2913088,0.1008252
2,0.007094711,-0.11978999,"('unlikable', 'likable')",0.46175495,0.33361116,0.2344248,0.1069106,0.1275142
