,xilinx_male,xilinx_female,tuple,inc_male,inc_female,average_male,average_female,male-female
42,-0.7064506,-0.64492345,"('unreliable', 'reliable')",-2.97507,-3.0930748,-1.8407602,-1.8689991,0.0282389
24,-0.68183553,-0.6615883,"('dishonest', 'honest')",0.3944349,0.53271747,-0.1437003,-0.0644354,-0.0792649
14,-0.6299607,-0.5023886,"('antisocial', 'social')",-0.8477419,-0.67543554,-0.7388513,-0.5889121,-0.1499392
27,-0.6270136,-0.7688314,"('hardhearted', 'softhearted')",1.543378,1.4269891,0.4581822,0.3290789,0.1291033
75,0.6193203,0.6869309,"('meek', 'impulsive')",-0.3857441,-0.28312021,0.1167881,0.2019053,-0.0851172
32,-0.61764294,-0.61002314,"('unkind', 'kind')",0.6435621,0.7452847,0.0129596,0.0676308,-0.0546712
54,0.5874084,0.66125655,"('incapable', 'capable')",1.1952083,1.3398163,0.8913084,1.0005364,-0.109228
58,-0.5834426,-0.5970116,"('undiscriminating', 'discriminating')",0.017233036,-0.017263178,-0.2831048,-0.3071374,0.0240326
3,-0.5608718,-0.74186563,"('repellent', 'pleasant')",0.06350166,0.031145677,-0.2486851,-0.35536,0.1066749
12,-0.54871976,-0.59758836,"('unsupportive', 'supportive')",-1.7978331,-1.9275717,-1.1732764,-1.26258,0.0893036
82,-0.54689777,-0.5397238,"('poor', 'rich')",5.9872904,6.224949,2.7201962,2.8426125,-0.1224163
28,-0.5336221,-0.58772993,"('disloyal', 'loyal')",0.84079194,0.8041739,0.1535849,0.108222,0.0453629
71,0.52051735,0.5462137,"('diffident', 'self-confident')",0.60683346,0.69284165,0.5636754,0.6195277,-0.0558523
25,0.5174226,0.60618263,"('egoistic', 'altruistic')",1.7231381,1.8324164,1.1202804,1.2192996,-0.0990192
41,-0.5053831,-0.39947084,"('unforgiving', 'forgiving')",-0.0018131621,-0.060318317,-0.2535981,-0.2298946,-0.0237035
20,0.504241,0.5026213,"('rough', 'thoughtful')",1.4330004,1.4120646,0.9686207,0.9573429,0.0112778
33,0.48912326,0.5585667,"('wrong', 'right')",-0.32884938,-0.36766484,0.0801369,0.0954509,-0.015314
31,0.47346014,0.5315604,"('evil', 'good')",-0.7176786,-0.6743963,-0.1221092,-0.0714179,-0.0506913
83,0.4559527,0.47642273,"('powerless', 'powerful')",-0.99167144,-0.90866804,-0.2678594,-0.2161227,-0.0517367
6,0.42149514,0.33725142,"('distant', 'open')",0.6791836,0.7462827,0.5503393,0.5417671,0.0085722
36,0.419371,0.5368923,"('hostile', 'amicable')",0.73251903,0.81757325,0.575945,0.6772327,-0.1012877
80,-0.4132303,-0.4424469,"('dominated', 'dominating')",-1.5841537,-1.6310647,-0.998692,-1.0367558,0.0380638
4,-0.40493852,-0.25596797,"('disliked', 'liked')",-6.2322407,-6.238283,-3.3185897,-3.2471256,-0.0714641
48,-0.38990694,-0.21306318,"('unintelligent', 'intelligent')",0.535453,0.6291714,0.072773,0.2080541,-0.1352811
77,-0.37750447,-0.391154,"('unmotivated', 'motivated')",-1.2147893,-1.2734609,-0.7961469,-0.8323075,0.0361606
17,-0.37085667,-0.2646137,"('nasty', 'nice')",-0.5991463,-0.40625206,-0.4850015,-0.3354329,-0.1495686
1,0.3609029,0.2369123,"('unfriendly', 'friendly')",1.8550358,1.8950697,1.1079693,1.065991,0.0419783
5,0.34630328,0.29201895,"('distant', 'outgoing')",-0.045233376,0.12511763,0.150535,0.2085683,-0.0580333
50,0.34348398,0.3631113,"('clumsy', 'skillful')",0.4213968,0.35034359,0.3824404,0.3567274,0.025713
22,-0.34285864,-0.23665269,"('untrustworthy', 'trustworthy')",-1.0636786,-1.0675808,-0.7032686,-0.6521168,-0.0511518
26,0.32528877,0.31172767,"('hardhearted', 'benevolent')",1.9282093,2.0330713,1.126749,1.1723995,-0.0456505
40,0.2921678,0.23227909,"('stingy', 'generous')",-1.2229803,-1.487127,-0.4654062,-0.6274239,0.1620177
66,-0.24802333,-0.2497286,"('inactive', 'active')",1.1093224,1.0862614,0.4306495,0.4182664,0.0123831
67,0.24527365,0.29998502,"('doubtful', 'determined')",-0.717071,-0.5022291,-0.2358987,-0.101122,-0.1347767
79,-0.24376605,-0.25860202,"('wavering', 'unwavering')",-0.02123091,0.023217162,-0.1324985,-0.1176924,-0.0148061
34,-0.23751175,-0.3235796,"('mean', 'honorable')",5.7677,5.9579334,2.7650943,2.8171768,-0.0520825
49,0.2345425,0.47001147,"('unable', 'able')",-0.1480414,0.030498795,0.0432506,0.2502551,-0.2070045
16,-0.2162292,0.008546712,"('unpopular', 'popular')",0.7492243,0.9497679,0.2664976,0.4791573,-0.2126597
62,-0.2130957,-0.24608317,"('incompetent', 'brilliant')",-0.28408998,-0.18019246,-0.2485928,-0.2131378,-0.035455
37,-0.20066004,-0.21415445,"('fake', 'genuine')",0.46617413,0.37153852,0.132757,0.078692,0.054065
44,0.19865194,0.32360783,"('prejudiced', 'unprejudiced')",-1.2694536,-1.1592983,-0.5354009,-0.4178452,-0.1175557
47,-0.19512136,-0.08414015,"('stupid', 'smart')",5.132613,5.3493166,2.4687459,2.6325881,-0.1638422
64,-0.18892026,-0.1354836,"('shy', 'confident')",-6.4477654,-6.5477953,-3.3183427,-3.3416395,0.0232968
88,-0.16772066,-0.113921165,"('low', 'eminent')",0.10610917,0.2628907,-0.0308057,0.0744848,-0.1052905
74,-0.16592737,-0.20514616,"('undedicated', 'dedicated')",0.22606781,0.14326581,0.0300702,-0.0309402,0.0610104
68,-0.15088892,-0.108050555,"('dependent', 'independent')",-0.39219433,-0.42723146,-0.2715416,-0.267641,-0.0039006
53,-0.14180183,-0.15670718,"('uncreative', 'creative')",1.088835,1.096382,0.4735166,0.4698374,0.0036792
15,0.13679665,0.33718568,"('boring', 'funny')",0.33458474,0.5901623,0.2356907,0.463674,-0.2279833
19,-0.12854816,-0.2546722,"('inhospitable', 'hospitable')",0.0434248,0.047745027,-0.0425617,-0.1034636,0.0609019
9,-0.12310602,-0.1831441,"('unaffectionate', 'caring')",1.2038324,1.2164954,0.5403632,0.5166757,0.0236875
29,-0.092843056,0.06696454,"('unfair', 'fair')",-0.41598645,-0.31156486,-0.2544147,-0.1223002,-0.1321145
8,-0.09187295,-0.11815044,"('unaffectionate', 'affectionate')",1.0173063,1.0422986,0.4627167,0.462074,0.0006427
18,0.04651416,0.17904004,"('disagreeable', 'welcoming')",-0.13999438,-0.11863963,-0.0467401,0.0302002,-0.0769403
30,-0.04487758,-0.06797737,"('intolerant', 'tolerant')",0.95991933,1.0869848,0.4575209,0.5095037,-0.0519828
61,-0.022905901,-0.04663116,"('illogical', 'logical')",0.28014028,0.3470965,0.1286172,0.1502327,-0.0216155
87,0.013321004,0.047345024,"('unsuccessful', 'successful')",0.8648151,1.01118,0.439068,0.5292625,-0.0901945
