,nicor_male,nicor_female,tuple,inc_male,inc_female,average_male,average_female,male-female
12,0.17803635,0.34726834,"('unsupportive', 'supportive')",-1.3818932,-1.6672733,-0.6019284,-0.6600025,0.0580741
29,-0.16417548,-0.37866622,"('unfair', 'fair')",-0.47456706,-0.6874167,-0.3193713,-0.5330415,0.2136702
23,0.16170117,0.3609408,"('insincere', 'sincere')",4.882885,5.053941,2.5222931,2.7074409,-0.1851478
64,-0.15888777,-0.36695546,"('shy', 'confident')",-6.1794186,-6.469964,-3.1691532,-3.4184597,0.2493065
50,0.15865651,0.12528715,"('clumsy', 'skillful')",0.23610875,0.16836432,0.1973826,0.1468257,0.0505569
0,0.12249632,-0.080615416,"('unsociable', 'sociable')",-0.11947253,-0.31391373,0.0015119,-0.1972646,0.1987765
24,-0.109144494,-0.05026626,"('dishonest', 'honest')",0.36114588,0.31531242,0.1260007,0.1325231,-0.0065224
20,0.07344992,0.12521073,"('rough', 'thoughtful')",1.3011903,1.3346707,0.6873201,0.7299407,-0.0426206
63,0.072951294,0.16134207,"('unperceptive', 'insightful')",1.1400803,0.9080855,0.6065158,0.5347138,0.071802
28,-0.069444895,-0.08956261,"('disloyal', 'loyal')",0.9434546,0.95494956,0.4370049,0.4326935,0.0043114
46,0.066228695,0.32285774,"('uncompetitive', 'competitive')",-0.25018924,-0.41707593,-0.0919803,-0.0471091,-0.0448712
3,-0.060501758,0.13446042,"('repellent', 'pleasant')",0.06533462,0.14649531,0.0024164,0.1404779,-0.1380615
61,0.023573207,-0.22666907,"('illogical', 'logical')",0.29737127,0.10910223,0.1604722,-0.0587834,0.2192556
69,0.019944392,-0.31240633,"('lazy', 'industrious')",-0.39052588,-0.43121737,-0.1852907,-0.3718119,0.1865212
17,0.0146068,-0.18334885,"('nasty', 'nice')",-0.5415366,-0.59119105,-0.2634649,-0.3872699,0.123805
26,0.012684112,-0.18384773,"('hardhearted', 'benevolent')",2.039921,1.9156183,1.0263026,0.8658853,0.1604173
