,supervalu_male,supervalu_female,tuple,inc_male,inc_female,average_male,average_female,male-female
80,0.3027783,0.09439962,"('dominated', 'dominating')",-1.3545098,-1.342311,-0.5258658,-0.6239557,0.0980899
70,-0.2638994,-0.4334523,"('lethargic', 'energetic')",0.5884119,0.5134281,0.1622563,0.0399879,0.1222684
47,-0.2614186,-0.30430916,"('stupid', 'smart')",5.095595,4.8679914,2.417088,2.281841,0.135247
49,0.25922015,0.21902262,"('unable', 'able')",0.02488657,0.059643622,0.1420534,0.1393331,0.0027203
60,-0.24733536,0.021604516,"('inefficient', 'efficient')",0.10742049,0.47311324,-0.0699574,0.2473589,-0.3173163
32,0.24719931,0.39798397,"('unkind', 'kind')",1.0131247,1.0743428,0.630162,0.7361634,-0.1060014
42,-0.23333994,-0.2045467,"('unreliable', 'reliable')",-3.261873,-3.1700366,-1.7476065,-1.6872916,-0.0603149
48,0.19753557,0.21835786,"('unintelligent', 'intelligent')",0.7523851,0.94760954,0.4749603,0.5829837,-0.1080234
15,0.19669494,0.11587627,"('boring', 'funny')",0.61926246,0.4860308,0.4079787,0.3009535,0.1070252
85,0.1873784,0.1896696,"('insignificant', 'prestigious')",0.7439763,0.6881326,0.4656774,0.4389011,0.0267763
88,-0.1603146,-0.16931328,"('low', 'eminent')",0.4669225,0.39679956,0.153304,0.1137431,0.0395609
30,-0.15522286,-0.1264819,"('intolerant', 'tolerant')",1.1075444,1.3032528,0.4761608,0.5883855,-0.1122247
27,-0.15328836,-0.12521431,"('hardhearted', 'softhearted')",1.5199418,1.4411368,0.6833267,0.6579612,0.0253655
33,-0.14945327,-0.29943573,"('wrong', 'right')",-0.2840409,-0.3975041,-0.2167471,-0.3484699,0.1317228
67,0.14718713,0.23556378,"('doubtful', 'determined')",-1.0544456,-1.0059286,-0.4536293,-0.3851824,-0.0684469
54,-0.1468441,-0.198862,"('incapable', 'capable')",1.3475385,1.372342,0.6003472,0.58674,0.0136072
29,0.14178108,-0.0939994,"('unfair', 'fair')",-0.29448733,-0.47901404,-0.0763531,-0.2865067,0.2101536
2,0.12835553,0.29379767,"('unlikable', 'likable')",0.3607345,0.483654,0.244545,0.3887258,-0.1441808
72,0.12799864,0.11876985,"('unambitious', 'ambitious')",-0.5555723,-0.68576455,-0.2137868,-0.2834974,0.0697106
17,0.12183553,0.054342333,"('nasty', 'nice')",-0.48507053,-0.49329984,-0.1816175,-0.2194788,0.0378613
18,0.11802549,0.26478854,"('disagreeable', 'welcoming')",-0.1887464,-0.20189819,-0.0353605,0.0314452,-0.0668057
20,0.105633795,0.089737505,"('rough', 'thoughtful')",1.0980741,1.1672095,0.601854,0.6284735,-0.0266195
26,0.09447217,0.23097293,"('hardhearted', 'benevolent')",1.8476932,1.9952309,0.9710827,1.113102,-0.1420193
64,0.0725552,0.18410265,"('shy', 'confident')",-6.807414,-6.421558,-3.3674295,-3.1187277,-0.2487018
83,0.05858509,0.011271843,"('powerless', 'powerful')",-0.8565391,-0.84426785,-0.398977,-0.416498,0.017521
5,-0.056360032,-0.09791155,"('distant', 'outgoing')",0.08550152,-0.084207065,0.0145707,-0.0910593,0.10563
62,0.040271435,-0.036833946,"('incompetent', 'brilliant')",0.18647246,0.31815758,0.1133719,0.1406618,-0.0272899
4,-0.039259315,-0.1174476,"('disliked', 'liked')",-6.662025,-6.5018635,-3.3506422,-3.3096554,-0.0409868
22,-0.031241888,-0.18076965,"('untrustworthy', 'trustworthy')",-0.8204523,-0.9093436,-0.4258471,-0.5450566,0.1192095
74,-0.004812889,0.0016027652,"('undedicated', 'dedicated')",-0.061159037,0.04901555,-0.032986,0.0253092,-0.0582952
