,noble_male,noble_female,tuple,corp_male,corp_female,average_male,average_female,male-female
77,0.9405389,0.9426106,"('unmotivated', 'motivated')",-0.49181512,-0.4812904,0.2243619,0.2306601,-0.0062982
65,0.9399897,0.6572871,"('insecure', 'secure')",-0.05140725,-0.020098574,0.4442912,0.3185943,0.1256969
75,-0.8976637,-0.93051785,"('meek', 'impulsive')",-1.0772465,-1.2770778,-0.9874551,-1.1037978,0.1163427
44,-0.8798328,-1.1193688,"('prejudiced', 'unprejudiced')",-1.8477384,-1.8389242,-1.3637856,-1.4791465,0.1153609
74,0.84481645,0.9929936,"('undedicated', 'dedicated')",-0.42481637,-0.23641063,0.21,0.3782915,-0.1682915
61,0.8430437,0.7651419,"('illogical', 'logical')",0.48505238,0.63729167,0.664048,0.7012168,-0.0371688
57,-0.83929175,-1.011641,"('unimaginative', 'imaginative')",-3.5329297,-3.4525979,-2.1861107,-2.2321196,0.0460089
87,0.83835256,0.9469325,"('unsuccessful', 'successful')",1.3652186,1.533251,1.1017857,1.2400918,-0.1383061
10,0.81904066,0.7076123,"('unsympathetic', 'sympathetic')",-0.2102443,0.022660783,0.3043982,0.3651365,-0.0607383
51,0.7703666,0.672549,"('uneducated', 'educated')",0.20593143,0.2761574,0.488149,0.4743532,0.0137958
38,0.7652134,0.6260357,"('untruthful', 'truthful')",0.028050609,-0.04982128,0.396632,0.2881072,0.1085248
56,0.73233515,0.6176468,"('impractical', 'practical')",-0.32576612,-0.2350882,0.2032845,0.1912793,0.0120052
30,0.69562,0.44161022,"('intolerant', 'tolerant')",0.48639175,0.5212509,0.5910059,0.4814306,0.1095753
86,0.68021,0.83064836,"('uninfluential', 'influential')",-0.16493568,-0.024886757,0.2576371,0.4028808,-0.1452437
64,-0.65470916,-0.6891395,"('shy', 'confident')",-7.039301,-7.0827127,-3.8470051,-3.885926,0.0389209
79,-0.6482168,-0.44974834,"('wavering', 'unwavering')",-0.21737449,-0.30441922,-0.4327956,-0.3770838,-0.0557118
63,0.6073887,0.46980524,"('unperceptive', 'insightful')",0.8320934,0.90080464,0.719741,0.6853049,0.0344361
1,0.5901289,0.7618346,"('unfriendly', 'friendly')",1.2435753,1.1796167,0.9168521,0.9707257,-0.0538736
4,-0.5850952,-0.5274981,"('disliked', 'liked')",-7.6555085,-7.7633867,-4.1203017,-4.1454425,0.0251408
0,0.57482916,0.5809709,"('unsociable', 'sociable')",-0.16381285,0.0029144138,0.2055082,0.2919427,-0.0864345
54,0.5653666,0.72172177,"('incapable', 'capable')",1.3723197,1.4286598,0.9688432,1.0751908,-0.1063476
83,0.5630877,0.3821081,"('powerless', 'powerful')",-0.82514405,-0.9594503,-0.1310282,-0.2886711,0.1576429
59,-0.5554383,-0.3792246,"('foolish', 'wise')",-0.068641156,-0.21052219,-0.3120397,-0.2948734,-0.0171663
13,0.5522885,0.46157974,"('impolite', 'polite')",-0.8962749,-0.72691786,-0.1719932,-0.1326691,-0.0393241
88,-0.5498285,-0.62723744,"('low', 'eminent')",-0.48762077,-0.5360165,-0.5187247,-0.581627,0.0629023
67,0.5426817,0.61544025,"('doubtful', 'determined')",-1.1072167,-0.9354491,-0.2822675,-0.1600044,-0.1222631
43,0.45320758,0.45833617,"('irresponsible', 'responsible')",0.42979714,0.5691985,0.4415024,0.5137674,-0.072265
42,0.43676555,0.24934791,"('unreliable', 'reliable')",-3.486868,-3.4014626,-1.5250511,-1.5760573,0.0510062
22,0.43107176,0.084702365,"('untrustworthy', 'trustworthy')",-0.47176853,-0.76611316,-0.0203484,-0.3407054,0.320357
68,0.42810166,0.48379445,"('dependent', 'independent')",-0.16762389,-0.20638786,0.1302389,0.1387033,-0.0084644
78,0.41785318,0.49205405,"('nonresilient', 'resilient')",1.0579739,1.1421269,0.7379135,0.8170905,-0.079177
18,-0.41444296,-0.37010846,"('disagreeable', 'welcoming')",-0.20714052,-0.21851636,-0.3107917,-0.2943124,-0.0164793
41,0.39867872,0.349138,"('unforgiving', 'forgiving')",-0.5037213,-0.5596342,-0.0525213,-0.1052481,0.0527268
47,-0.3689929,-0.44143772,"('stupid', 'smart')",5.445461,5.4323735,2.538234,2.4954679,0.0427661
46,0.34733242,0.46276143,"('uncompetitive', 'competitive')",-0.3324987,-0.11080035,0.0074169,0.1759805,-0.1685636
29,0.32697156,0.07297265,"('unfair', 'fair')",-0.4160599,-0.6611071,-0.0445442,-0.2940672,0.249523
26,-0.31523842,-0.42269453,"('hardhearted', 'benevolent')",0.662253,0.6453657,0.1735073,0.1113356,0.0621717
69,0.29242387,0.75146353,"('lazy', 'industrious')",-0.8680093,-0.84689564,-0.2877927,-0.0477161,-0.2400766
6,0.27847177,0.51740915,"('distant', 'open')",-0.43346775,-0.5442848,-0.077498,-0.0134378,-0.0640602
81,-0.26825458,-0.47640783,"('submissive', 'aggressive')",-0.6083299,-0.5338103,-0.4382922,-0.5051091,0.0668169
3,0.24240741,0.3014096,"('repellent', 'pleasant')",1.2214742,1.3641045,0.7319408,0.8327571,-0.1008163
50,0.21042363,0.3911822,"('clumsy', 'skillful')",0.14528295,0.25150698,0.1778533,0.3213446,-0.1434913
33,0.2039701,0.28431293,"('wrong', 'right')",-0.66492486,-0.75612456,-0.2304774,-0.2359058,0.0054284
5,-0.19820136,0.019146293,"('distant', 'outgoing')",-0.27096352,-0.39694092,-0.2345824,-0.1888973,-0.0456851
58,0.1929137,0.1642442,"('undiscriminating', 'discriminating')",-0.00044500083,-0.055931434,0.0962344,0.0541564,0.042078
45,0.18037017,-0.021536887,"('incompetent', 'competent')",-0.050508328,0.033670142,0.0649309,0.0060666,0.0588643
15,-0.1767044,-0.48599747,"('boring', 'funny')",-0.26609978,-0.4247338,-0.2214021,-0.4553656,0.2339635
8,0.17142347,0.5485988,"('unaffectionate', 'affectionate')",0.2778457,0.3263081,0.2246346,0.4374534,-0.2128188
52,-0.16998139,-0.24820608,"('irrational', 'rational')",-0.38100797,-0.61290175,-0.2754947,-0.4305539,0.1550592
85,0.16667108,0.45150274,"('insignificant', 'prestigious')",-0.87404007,-1.019276,-0.3536845,-0.2838866,-0.0697979
35,-0.16655064,0.072150834,"('corrupt', 'incorrupt')",-0.7828902,-0.994818,-0.4747204,-0.4613336,-0.0133868
82,-0.16292723,-0.26399836,"('poor', 'rich')",6.9616766,7.077087,3.3993747,3.4065442,-0.0071695
19,-0.124375276,0.20390013,"('inhospitable', 'hospitable')",-0.060279425,-0.10354763,-0.0923273,0.0501762,-0.1425035
73,0.11917859,0.22684766,"('helpless', 'self-reliant')",-2.946443,-3.0324237,-1.4136323,-1.402788,-0.0108443
66,0.11363657,0.0661909,"('inactive', 'active')",0.036931306,0.0150344,0.0752839,0.0406126,0.0346713
32,0.040674385,0.23976873,"('unkind', 'kind')",0.35567388,0.53221107,0.1981741,0.3859899,-0.1878158
11,0.011343086,-0.095370665,"('unhelpful', 'helpful')",2.116929,2.2223356,1.064136,1.0634824,0.0006536
