,questar_male,questar_female,tuple,corp_male,corp_female,average_male,average_female,male-female
12,-0.14863795,-0.036263816,"('unsupportive', 'supportive')",-2.0776176,-2.2353249,-1.1131278,-1.1357943,0.0226665
3,0.13867286,-0.06531095,"('repellent', 'pleasant')",0.75950676,0.69964904,0.4490898,0.317169,0.1319208
74,0.13741747,0.109999076,"('undedicated', 'dedicated')",-0.30985853,-0.58910346,-0.0862205,-0.2395522,0.1533317
78,-0.12723267,0.056567363,"('nonresilient', 'resilient')",0.15097909,0.1482673,0.0118732,0.1024173,-0.0905441
34,0.10798294,-0.27582046,"('mean', 'honorable')",5.434396,5.6047645,2.7711895,2.6644721,0.1067174
87,-0.10759391,-0.018691927,"('unsuccessful', 'successful')",0.9485294,0.8296535,0.4204678,0.4054808,0.014987
41,0.10267281,0.36270332,"('unforgiving', 'forgiving')",-0.023197055,-0.20223854,0.0397379,0.0802324,-0.0404945
61,-0.096736506,-0.5666022,"('illogical', 'logical')",0.5142835,0.16967687,0.2087735,-0.1984627,0.4072362
59,-0.08342542,0.40783778,"('foolish', 'wise')",0.3993683,0.67585045,0.1579714,0.5418441,-0.3838727
32,0.0787877,-0.2868559,"('unkind', 'kind')",0.53264457,0.48916286,0.3057161,0.1011535,0.2045626
45,0.044161078,0.0106693,"('incompetent', 'competent')",0.051218588,-0.112652406,0.0476898,-0.0509916,0.0986814
13,-0.02849846,-0.42944524,"('impolite', 'polite')",-0.9414654,-0.9992682,-0.4849819,-0.7143567,0.2293748
40,0.01387126,0.10359963,"('stingy', 'generous')",-1.8050859,-2.2186325,-0.8956073,-1.0575165,0.1619092
28,-0.0102839265,0.33518115,"('disloyal', 'loyal')",0.9113422,1.1228714,0.4505291,0.7290263,-0.2784972
73,0.0084701,0.08504063,"('helpless', 'self-reliant')",-2.876873,-2.8748343,-1.4342015,-1.3948969,-0.0393046
0,0.0074308887,-0.34271953,"('unsociable', 'sociable')",-0.23019767,-0.49696955,-0.1113834,-0.4198445,0.3084611
