,ciena_male,ciena_female,tuple,corp_male,corp_female,average_male,average_female,male-female
29,0.4208981,0.17340362,"('unfair', 'fair')",-0.19751333,-0.319434,0.1116924,-0.0730152,0.1847076
4,-0.34573975,-0.2639794,"('disliked', 'liked')",-7.0968223,-6.641854,-3.7212811,-3.4529166,-0.2683645
37,-0.34193695,-0.19683939,"('fake', 'genuine')",0.04978774,0.01412734,-0.1460746,-0.091356,-0.0547186
85,0.33638304,0.31407788,"('insignificant', 'prestigious')",-0.71846724,-0.6298677,-0.1910421,-0.1578949,-0.0331472
49,0.33181563,0.47976777,"('unable', 'able')",-0.120595634,0.05937158,0.10561,0.2695697,-0.1639597
66,-0.3234065,-0.4555762,"('inactive', 'active')",-0.18829887,-0.05821127,-0.2558527,-0.2568938,0.0010411
3,-0.311865,-0.4752665,"('repellent', 'pleasant')",1.1234483,0.90923065,0.4057916,0.2169821,0.1888095
58,0.31186303,0.3662974,"('undiscriminating', 'discriminating')",0.3066299,0.3998361,0.3092465,0.3830667,-0.0738202
75,0.30465782,0.56387925,"('meek', 'impulsive')",-0.9392062,-0.5959558,-0.3172742,-0.0160383,-0.3012359
47,-0.3023881,-0.26097462,"('stupid', 'smart')",5.5344877,5.1508036,2.6160498,2.4449146,0.1711352
41,-0.28814918,-0.3971101,"('unforgiving', 'forgiving')",-0.015453149,-0.40419415,-0.1518012,-0.4006521,0.2488509
25,-0.28346676,-0.6244026,"('egoistic', 'altruistic')",0.8143398,0.5743259,0.2654365,-0.0250383,0.2904748
83,0.28292054,0.27408057,"('powerless', 'powerful')",-0.90368664,-0.7947007,-0.3103831,-0.2603101,-0.050073
56,-0.26552445,-0.3375519,"('impractical', 'practical')",-0.21079114,-0.3501004,-0.2381578,-0.3438261,0.1056683
88,-0.26507774,-0.35696173,"('low', 'eminent')",-0.43263763,-0.5363773,-0.3488577,-0.4466695,0.0978118
74,-0.24065514,-0.23731898,"('undedicated', 'dedicated')",-0.5487692,-0.7594223,-0.3947122,-0.4983706,0.1036584
15,0.22058137,0.14677864,"('boring', 'funny')",-0.22712517,-0.13665487,-0.0032719,0.0050619,-0.0083338
80,-0.19126618,-0.08786179,"('dominated', 'dominating')",-0.88829184,-0.88738,-0.539779,-0.4876209,-0.0521581
33,0.18711363,0.008698396,"('wrong', 'right')",-0.87976325,-0.8162687,-0.3463248,-0.4037851,0.0574603
26,0.16244707,0.0011355504,"('hardhearted', 'benevolent')",1.3050436,0.9914281,0.7337453,0.4962818,0.2374635
71,-0.15045422,-0.12810962,"('diffident', 'self-confident')",-0.028937299,-0.049058996,-0.0896958,-0.0885843,-0.0011115
48,0.14503776,0.043555733,"('unintelligent', 'intelligent')",1.3389547,1.0364944,0.7419962,0.5400251,0.2019711
16,-0.14016959,-0.26022273,"('unpopular', 'popular')",0.33521342,0.37225094,0.0975219,0.0560141,0.0415078
30,0.12783769,0.19224761,"('intolerant', 'tolerant')",0.98843205,0.9915247,0.5581349,0.5918862,-0.0337513
68,0.12460544,0.07643388,"('dependent', 'independent')",-0.43512887,-0.39694566,-0.1552617,-0.1602559,0.0049942
22,-0.12231147,-0.095171094,"('untrustworthy', 'trustworthy')",-0.7628944,-1.0424596,-0.4426029,-0.5688154,0.1262125
21,-0.11643382,-0.2778483,"('immoral', 'moral')",-0.091976106,-0.35847813,-0.104205,-0.3181632,0.2139582
87,-0.10441681,-0.20938739,"('unsuccessful', 'successful')",0.709237,0.733515,0.3024101,0.2620638,0.0403463
61,0.103639804,-0.3889008,"('illogical', 'logical')",0.5517533,0.19499344,0.3276965,-0.0969537,0.4246502
18,0.094969705,0.014871346,"('disagreeable', 'welcoming')",-0.5771605,-0.7376422,-0.2410954,-0.3613854,0.12029
50,0.0785178,0.25253236,"('clumsy', 'skillful')",-0.14318743,-0.14729866,-0.0323348,0.0526168,-0.0849516
34,-0.06553673,-0.103852935,"('mean', 'honorable')",5.5023994,5.423374,2.7184315,2.6597607,0.0586708
55,-0.06139358,-0.16361585,"('incompetent', 'clever')",0.6821494,0.17548978,0.3103779,0.005937,0.3044409
32,-0.0574817,-0.12895958,"('unkind', 'kind')",0.6935361,0.42903036,0.3180272,0.1500354,0.1679918
17,0.043596797,-0.096903026,"('nasty', 'nice')",-0.5975158,-0.59751165,-0.2769595,-0.3472073,0.0702478
27,0.041706886,-0.13895132,"('hardhearted', 'softhearted')",1.0019064,0.75361127,0.5218067,0.30733,0.2144767
64,-0.026238237,-0.23201977,"('shy', 'confident')",-6.170887,-5.8601007,-3.0985627,-3.0460603,-0.0525024
81,-0.01673903,-0.17120597,"('submissive', 'aggressive')",-0.4080645,-0.4749747,-0.2124018,-0.3230903,0.1106885
40,0.0070202835,-0.007260762,"('stingy', 'generous')",-1.9928292,-2.2739668,-0.9929045,-1.1406138,0.1477093
