,public_male,public_female,tuple,storage_male,storage_female,average_male,average_female,male-female
33,0.5996978,0.96089035,"('wrong', 'right')",-0.48524913,-0.28869972,0.0572243,0.3360953,-0.278871
8,-0.5961317,-0.20321858,"('unaffectionate', 'affectionate')",-0.1577891,0.13036056,-0.3769604,-0.036429,-0.3405314
68,-0.5814336,-1.2254164,"('dependent', 'independent')",-0.73412246,-1.2142017,-0.657778,-1.2198091,0.5620311
47,0.56934047,0.628953,"('stupid', 'smart')",5.807069,5.52585,3.1882048,3.0774014,0.1108034
79,-0.56876457,-0.29581633,"('wavering', 'unwavering')",-1.2273387,-1.0241334,-0.8980516,-0.6599749,-0.2380767
22,0.5437547,0.7970207,"('untrustworthy', 'trustworthy')",0.20256841,0.29931188,0.3731616,0.5481663,-0.1750047
58,-0.534586,0.23877871,"('undiscriminating', 'discriminating')",-0.1748383,0.17679879,-0.3547122,0.2077888,-0.562501
88,-0.517965,-0.92634535,"('low', 'eminent')",0.10851164,0.12246522,-0.2047267,-0.40194,0.1972133
83,0.49356008,0.25999022,"('powerless', 'powerful')",7.9378486e-05,-0.13160108,0.2468197,0.0641946,0.1826251
86,-0.48616767,-0.8005026,"('uninfluential', 'influential')",0.32146633,-0.0015563369,-0.0823507,-0.4010295,0.3186788
5,-0.46504906,-0.03877464,"('distant', 'outgoing')",-1.5412009,-1.2216058,-1.003125,-0.6301902,-0.3729348
49,-0.45494875,-0.5659819,"('unable', 'able')",0.060228705,-0.15768155,-0.19736,-0.3618317,0.1644717
65,0.45368594,-0.021113016,"('insecure', 'secure')",1.0096177,0.73576295,0.7316518,0.357325,0.3743268
77,-0.45184565,-0.994339,"('unmotivated', 'motivated')",-0.26703367,-0.55712426,-0.3594397,-0.7757316,0.4162919
87,-0.45145428,-0.051174458,"('unsuccessful', 'successful')",-0.18138024,-0.41784957,-0.3164173,-0.234512,-0.0819053
37,-0.42274582,-0.2038332,"('fake', 'genuine')",0.15523908,0.18001157,-0.1337534,-0.0119108,-0.1218426
48,0.37295094,-0.15286872,"('unintelligent', 'intelligent')",0.53085816,0.15263242,0.4519045,-0.0001182,0.4520227
20,0.36875716,0.12868929,"('rough', 'thoughtful')",0.74563736,0.6558854,0.5571973,0.3922873,0.16491
45,-0.36418754,0.43697587,"('incompetent', 'competent')",0.33602032,0.30616874,-0.0140836,0.3715723,-0.3856559
59,0.3387376,0.43356848,"('foolish', 'wise')",-0.4331061,-0.23598126,-0.0471842,0.0987936,-0.1459778
18,0.33676344,-0.092848875,"('disagreeable', 'welcoming')",-0.764379,-0.9079927,-0.2138078,-0.5004208,0.286613
55,0.3360344,-0.010740213,"('incompetent', 'clever')",1.5394484,1.1088829,0.9377414,0.5490714,0.38867
70,0.33331734,0.51290935,"('lethargic', 'energetic')",1.0392836,0.94118744,0.6863005,0.7270484,-0.0407479
7,0.33223012,0.33021003,"('insensitive', 'sensitive')",1.3072524,1.4804024,0.8197412,0.9053062,-0.085565
32,0.32115063,-0.14621143,"('unkind', 'kind')",0.9170984,0.90054595,0.6191245,0.3771673,0.2419572
15,0.3177869,0.74331295,"('boring', 'funny')",-0.052539617,0.40720683,0.1326236,0.5752599,-0.4426363
27,-0.3144749,-0.25228092,"('hardhearted', 'softhearted')",-0.041275553,0.1847583,-0.1778752,-0.0337613,-0.1441139
64,-0.31102493,-0.40509725,"('shy', 'confident')",-5.601645,-5.448575,-2.9563351,-2.926836,-0.0294991
46,-0.2891209,-0.4356838,"('uncompetitive', 'competitive')",0.4570125,0.09431827,0.0839458,-0.1706828,0.2546286
29,0.27872074,0.105301246,"('unfair', 'fair')",-0.8699786,-0.8723922,-0.2956289,-0.3835455,0.0879166
0,0.27092677,-0.18660933,"('unsociable', 'sociable')",0.27916017,-0.026759606,0.2750435,-0.1066845,0.381728
51,-0.25995114,-0.5260358,"('uneducated', 'educated')",0.29421252,-0.4039572,0.0171307,-0.4649965,0.4821272
57,0.24430116,0.69825745,"('unimaginative', 'imaginative')",-2.7056322,-2.4477665,-1.2306656,-0.8747545,-0.3559111
44,0.22383374,0.1389203,"('prejudiced', 'unprejudiced')",-0.8981167,-0.8759238,-0.3371415,-0.3685018,0.0313603
53,-0.20347975,-0.16036679,"('uncreative', 'creative')",0.23429874,0.2810783,0.0154095,0.0603558,-0.0449463
62,0.19846633,0.1654529,"('incompetent', 'brilliant')",0.9828832,0.74891746,0.5906748,0.4571852,0.1334896
25,0.18665403,-0.48152703,"('egoistic', 'altruistic')",0.83421254,0.68604916,0.5104333,0.1022611,0.4081722
72,0.16218594,0.23642814,"('unambitious', 'ambitious')",-0.010774866,0.018168561,0.0757055,0.1272984,-0.0515929
85,0.14876936,0.12823334,"('insignificant', 'prestigious')",-1.3110967,-0.84915984,-0.5811636,-0.3604633,-0.2207003
34,0.14565414,0.14524604,"('mean', 'honorable')",4.689148,4.5784597,2.4174011,2.3618529,0.0555482
28,0.13790467,0.010570347,"('disloyal', 'loyal')",0.8441288,0.84341085,0.4910167,0.4269906,0.0640261
76,0.12581117,-0.14646757,"('anxious', 'daring')",0.43551517,0.04353995,0.2806632,-0.0514638,0.332127
71,-0.124851026,0.1508837,"('diffident', 'self-confident')",0.6836512,0.9803019,0.2794001,0.5655928,-0.2861927
63,0.08163678,0.38173407,"('unperceptive', 'insightful')",1.0466589,0.98794097,0.5641478,0.6848375,-0.1206897
4,-0.077702135,0.4987641,"('disliked', 'liked')",-7.768532,-7.135655,-3.9231169,-3.3184454,-0.6046715
6,-0.058820847,0.15328068,"('distant', 'open')",-0.9308892,-0.53088474,-0.494855,-0.188802,-0.306053
3,0.034474105,-0.36503327,"('repellent', 'pleasant')",0.8404739,0.5460966,0.437474,0.0905317,0.3469423
74,-0.026376441,-0.102102496,"('undedicated', 'dedicated')",-0.044596042,-0.15868844,-0.0354862,-0.1303955,0.0949093
52,-0.022735681,-0.21076697,"('irrational', 'rational')",-1.0518104,-0.9989097,-0.537273,-0.6048384,0.0675654
9,0.0014490262,0.2467189,"('unaffectionate', 'caring')",0.6563237,0.861243,0.3288864,0.5539809,-0.2250945
69,0.0008508824,0.2951403,"('lazy', 'industrious')",-2.105597,-1.7646238,-1.0523731,-0.7347417,-0.3176314
