,embarq_male,embarq_female,tuple,corp_male,corp_female,average_male,average_female,male-female
24,-0.59579635,-0.83582985,"('dishonest', 'honest')",0.13766243,0.18446712,-0.229067,-0.3256814,0.0966144
46,-0.5955513,-0.7842884,"('uncompetitive', 'competitive')",-1.0443462,-1.1638544,-0.8199488,-0.9740714,0.1541226
54,-0.57990634,-0.4976945,"('incapable', 'capable')",0.4222244,0.5521681,-0.078841,0.0272368,-0.1060778
12,-0.55626786,-0.6996304,"('unsupportive', 'supportive')",-2.129043,-2.2556932,-1.3426554,-1.4776618,0.1350064
35,0.45488894,0.6542447,"('corrupt', 'incorrupt')",-0.20091677,-0.037793454,0.1269861,0.3082256,-0.1812395
66,-0.45268428,-0.3905935,"('inactive', 'active')",0.4786561,0.3211226,0.0129859,-0.0347355,0.0477214
87,0.4392073,0.52855384,"('unsuccessful', 'successful')",0.9440329,1.0862294,0.6916201,0.8073916,-0.1157715
56,-0.43210566,-0.3361307,"('impractical', 'practical')",-0.892138,-0.85345817,-0.6621218,-0.5947945,-0.0673273
64,0.41119453,0.33428866,"('shy', 'confident')",-6.148034,-6.306668,-2.8684199,-2.9861896,0.1177697
21,-0.4068351,-0.4364204,"('immoral', 'moral')",-0.64126295,-0.64454246,-0.524049,-0.5404814,0.0164324
61,-0.40196282,-0.5000458,"('illogical', 'logical')",0.6569602,0.6320544,0.1274987,0.0660043,0.0614944
59,0.40072715,0.52654994,"('foolish', 'wise')",0.13236172,0.24943884,0.2665444,0.3879944,-0.12145
77,-0.39277044,-0.40339014,"('unmotivated', 'motivated')",-1.1847367,-1.20308,-0.7887536,-0.8032351,0.0144815
15,0.36977133,0.5342675,"('boring', 'funny')",0.18227357,0.18570186,0.2760224,0.3599847,-0.0839623
18,-0.3694555,-0.45320898,"('disagreeable', 'welcoming')",-0.6524794,-0.7087265,-0.5109674,-0.5809678,0.0700004
41,-0.36850092,-0.5942018,"('unforgiving', 'forgiving')",-0.08405929,-0.27833176,-0.2262801,-0.4362668,0.2099867
17,-0.35249546,-0.27121526,"('nasty', 'nice')",-0.3918813,-0.4030285,-0.3721884,-0.3371219,-0.0350665
71,0.3446622,0.3732605,"('diffident', 'self-confident')",0.51477104,0.5486082,0.4297166,0.4609343,-0.0312177
22,-0.33566043,-0.5034806,"('untrustworthy', 'trustworthy')",-0.6706356,-0.84637725,-0.503148,-0.6749289,0.1717809
50,-0.33202899,-0.26935583,"('clumsy', 'skillful')",-0.03051836,0.08301218,-0.1812737,-0.0931718,-0.0881019
31,-0.33148193,-0.33141255,"('evil', 'good')",-0.4411899,-0.4650737,-0.3863359,-0.3982431,0.0119072
65,-0.33064064,-0.35314277,"('insecure', 'secure')",-0.29621202,-0.2608686,-0.3134263,-0.3070057,-0.0064206
29,-0.3239966,-0.30402607,"('unfair', 'fair')",-0.04029856,-0.22765712,-0.1821476,-0.2658416,0.083694
33,0.32357314,0.27033287,"('wrong', 'right')",-0.7105376,-0.6478761,-0.1934822,-0.1887716,-0.0047106
6,-0.30951428,-0.24803904,"('distant', 'open')",-0.5294145,-0.5211901,-0.4194644,-0.3846146,-0.0348498
25,0.3081324,0.38226885,"('egoistic', 'altruistic')",1.4312532,1.6007038,0.8696928,0.9914863,-0.1217935
48,-0.29276457,-0.40034416,"('unintelligent', 'intelligent')",1.0294367,1.0186517,0.3683361,0.3091538,0.0591823
5,-0.28822914,-0.18841866,"('distant', 'outgoing')",-0.7152526,-0.60571027,-0.5017409,-0.3970644,-0.1046765
76,0.270524,0.2228306,"('anxious', 'daring')",-0.43705815,-0.52019036,-0.0832671,-0.1486799,0.0654128
88,-0.2612503,-0.24956225,"('low', 'eminent')",-0.29304507,-0.14067328,-0.2771477,-0.1951178,-0.0820299
74,-0.24986508,-0.40691826,"('undedicated', 'dedicated')",-0.38296,-0.43727753,-0.3164125,-0.4220979,0.1056854
80,0.23935977,0.1717825,"('dominated', 'dominating')",-1.0781271,-1.1201093,-0.4193837,-0.4741634,0.0547797
58,-0.22569907,-0.3604293,"('undiscriminating', 'discriminating')",0.26678246,0.25201404,0.0205417,-0.0542076,0.0747493
62,0.21909264,0.17195618,"('incompetent', 'brilliant')",0.036864668,0.15465632,0.1279787,0.1633063,-0.0353276
4,-0.21871522,-0.28603765,"('disliked', 'liked')",-6.211095,-6.249658,-3.214905,-3.2678478,0.0529428
20,0.2164711,0.21513936,"('rough', 'thoughtful')",1.1055473,1.1127757,0.6610092,0.6639575,-0.0029483
75,-0.21470645,0.005273707,"('meek', 'impulsive')",-0.7015413,-0.5718025,-0.4581239,-0.2832644,-0.1748595
52,0.19818465,0.24497665,"('irrational', 'rational')",0.22232658,0.3284094,0.2102556,0.286693,-0.0764374
78,-0.1843447,-0.26255757,"('nonresilient', 'resilient')",0.10247715,0.028219722,-0.0409338,-0.1171689,0.0762351
67,0.16549322,0.3309963,"('doubtful', 'determined')",-0.6372715,-0.55384445,-0.2358892,-0.1114241,-0.1244651
49,-0.13934757,-0.06095613,"('unable', 'able')",-0.29208204,-0.18038262,-0.2157148,-0.1206694,-0.0950454
26,0.13693051,0.032877803,"('hardhearted', 'benevolent')",1.9472965,2.1387322,1.0421135,1.0858049,-0.0436914
81,0.1238623,0.12099092,"('submissive', 'aggressive')",-0.83768713,-0.9012383,-0.3569124,-0.3901237,0.0332113
42,-0.12034488,-0.14839593,"('unreliable', 'reliable')",-3.427269,-3.4563289,-1.7738069,-1.8023624,0.0285555
60,-0.11123514,-0.2140213,"('inefficient', 'efficient')",-0.20203537,-0.29264706,-0.1566353,-0.2533342,0.0966989
34,0.089659125,0.18923086,"('mean', 'honorable')",5.243111,5.34477,2.6663852,2.7670004,-0.1006152
47,-0.07031272,0.033724867,"('stupid', 'smart')",4.9236035,5.0641413,2.4266455,2.548933,-0.1222875
55,-0.058647078,-0.1674943,"('incompetent', 'clever')",0.4776062,0.35468936,0.2094796,0.0935975,0.1158821
68,-0.044413045,-0.052259542,"('dependent', 'independent')",-0.4550378,-0.5978911,-0.2497254,-0.3250753,0.0753499
14,-0.040497478,-0.14652197,"('antisocial', 'social')",0.16522345,0.01810852,0.062363,-0.0642067,0.1265697
16,-0.03764,0.021619286,"('unpopular', 'popular')",0.44939372,0.52816874,0.2058769,0.274894,-0.0690171
40,0.03297711,-0.1979321,"('stingy', 'generous')",-1.4142364,-1.6327435,-0.6906297,-0.9153378,0.2247081
36,-0.022020489,-0.042946976,"('hostile', 'amicable')",0.21020399,0.15241978,0.0940918,0.0547364,0.0393554
83,-0.002416551,0.11389488,"('powerless', 'powerful')",-1.2019556,-1.0062611,-0.6021861,-0.4461831,-0.156003
