,precision_male,precision_female,tuple,castparts_male,castparts_female,corp_male,corp_female,average_male,average_female,male-female
69,-0.8105444,-1.1931713,"('lazy', 'industrious')",0.8332781,0.8829351,-0.80028504,-0.5595612,-0.2591838,-0.2899324,0.0307486
18,-0.7962956,-0.7361186,"('disagreeable', 'welcoming')",-0.8795818,-0.6259844,-0.58538777,-0.46735305,-0.753755,-0.6098187,-0.1439363
63,0.78621066,0.8142332,"('unperceptive', 'insightful')",-0.18490231,-0.14348923,0.59466636,0.32557225,0.3986582,0.3321054,0.0665528
88,-0.6730506,-0.7359317,"('low', 'eminent')",-0.3130702,-0.21859105,-0.3516768,-0.30573428,-0.4459325,-0.4200857,-0.0258468
17,-0.6379424,-0.9151131,"('nasty', 'nice')",-0.3058584,-0.298182,-0.82152104,-0.8303545,-0.5884406,-0.6812166,0.092776
22,0.6360106,0.821466,"('untrustworthy', 'trustworthy')",-0.40245268,-0.26299846,-1.0765971,-1.2285746,-0.2810131,-0.223369,-0.0576441
32,0.6222096,0.8042487,"('unkind', 'kind')",0.7007734,0.67894137,0.8626693,0.72349703,0.7285508,0.7355623,-0.0070115
33,0.60999525,0.35383996,"('wrong', 'right')",0.683284,0.69435084,-0.6303876,-0.51014334,0.2209639,0.1793492,0.0416147
24,0.5973667,0.86309767,"('dishonest', 'honest')",0.30024382,0.40798724,0.33616865,0.45459265,0.4112597,0.5752258,-0.1639661
66,-0.5893769,-0.80472887,"('inactive', 'active')",-0.69005364,-0.63063055,0.5629251,0.63467824,-0.2388352,-0.2668937,0.0280585
27,-0.567541,-0.38365078,"('hardhearted', 'softhearted')",-0.55595726,-0.44007558,1.323887,1.5251802,0.0667963,0.233818,-0.1670217
25,-0.5501848,-0.6196226,"('egoistic', 'altruistic')",0.4808397,0.6208111,1.1011432,1.3653922,0.3439327,0.4555269,-0.1115942
47,0.53761184,0.7128618,"('stupid', 'smart')",0.9316943,1.0918108,5.7357755,5.7313123,2.401694,2.511995,-0.110301
83,0.5372448,0.38747817,"('powerless', 'powerful')",-0.53864753,-0.44623244,-1.035481,-1.137347,-0.3456279,-0.3987004,0.0530725
3,0.52678496,0.71011424,"('repellent', 'pleasant')",-0.47140408,-0.37593997,1.0521564,1.005601,0.3691791,0.4465918,-0.0774127
52,-0.46902704,-0.86715037,"('irrational', 'rational')",0.09714259,0.072726436,-0.10328673,0.1082458,-0.1583904,-0.228726,0.0703356
73,0.45499012,0.23530708,"('helpless', 'self-reliant')",-0.11703328,-0.15131429,-3.4130657,-3.2533822,-1.0250363,-1.0564632,0.0314269
58,0.44164783,0.23378262,"('undiscriminating', 'discriminating')",0.13685618,0.18662134,-0.26942644,-0.3049251,0.1030259,0.0384929,0.064533
50,0.4205852,0.09443327,"('clumsy', 'skillful')",0.56201166,0.74042946,0.4514733,0.38587427,0.4780234,0.4069123,0.0711111
41,0.38995758,0.43137693,"('unforgiving', 'forgiving')",-0.008557362,0.07973515,-0.14841057,-0.20628312,0.0776632,0.1016097,-0.0239465
26,-0.325138,-0.54067683,"('hardhearted', 'benevolent')",0.62929976,0.5445791,1.2975473,1.470642,0.533903,0.4915148,0.0423882
40,0.28840992,0.19071443,"('stingy', 'generous')",-0.03455264,-0.07404033,-2.1275268,-2.063336,-0.6245565,-0.6488873,0.0243308
53,0.2493334,0.1281794,"('uncreative', 'creative')",-0.29675728,-0.23892552,0.48191792,0.50426465,0.1448313,0.1311728,0.0136585
29,-0.23828146,-0.3864864,"('unfair', 'fair')",-1.0669432,-1.1123838,-0.65717965,-0.66893685,-0.6541348,-0.7226024,0.0684676
82,-0.22426017,-0.08545469,"('poor', 'rich')",0.054534946,0.11745098,7.022966,6.905105,2.2844135,2.3123671,-0.0279536
9,-0.19724458,-0.22148925,"('unaffectionate', 'caring')",-0.075556055,0.0044767503,1.3346666,1.5286834,0.3539553,0.4372236,-0.0832683
68,0.13655867,0.10900047,"('dependent', 'independent')",-1.4096566,-1.4844171,-0.849209,-0.9556339,-0.7074357,-0.7770168,0.0695811
49,0.09882165,0.12929575,"('unable', 'able')",-0.88310707,-0.57960945,-0.23984712,-0.30596116,-0.3413775,-0.2520916,-0.0892859
37,0.06977485,0.316946,"('fake', 'genuine')",-0.41886318,-0.35899192,0.12975767,0.21943428,-0.0731102,0.0591295,-0.1322397
34,0.03646306,0.093802884,"('mean', 'honorable')",0.053992964,0.19461802,5.593368,5.5437417,1.894608,1.9440543,-0.0494463
2,0.013437957,0.13995543,"('unlikable', 'likable')",0.12936254,0.4114415,0.40527847,0.5117068,0.182693,0.3543679,-0.1716749
