,altaba_male,altaba_female,tuple,inc_male,inc_female,average_male,average_female,male-female
57,-0.79350966,-0.794474,"('unimaginative', 'imaginative')",-2.3774004,-2.376646,-1.5854551,-1.5855601,0.000105
44,0.7772983,0.5392961,"('prejudiced', 'unprejudiced')",-1.2481507,-1.4360548,-0.2354262,-0.4483794,0.2129532
51,-0.77069926,-0.72400814,"('uneducated', 'educated')",0.36400354,0.38225162,-0.2033479,-0.1708783,-0.0324696
10,-0.75830406,-0.6474944,"('unsympathetic', 'sympathetic')",-0.3279506,-0.19440033,-0.5431273,-0.4209473,-0.12218
38,-0.7496737,-0.5851558,"('untruthful', 'truthful')",-0.32658163,-0.18475215,-0.5381277,-0.384954,-0.1531737
30,0.6940452,0.7946532,"('intolerant', 'tolerant')",1.485303,1.5906489,1.0896741,1.192651,-0.1029769
45,-0.666679,-0.55709267,"('incompetent', 'competent')",-0.13723817,-0.18241902,-0.4019586,-0.3697558,-0.0322028
4,-0.66635394,-0.5397402,"('disliked', 'liked')",-6.408094,-6.5481,-3.5372238,-3.54392,0.0066962
81,0.6482155,0.46727338,"('submissive', 'aggressive')",-0.3795529,-0.3034451,0.1343313,0.0819141,0.0524172
28,-0.64436567,-0.8870655,"('disloyal', 'loyal')",0.7904247,0.8363742,0.0730295,-0.0253456,0.0983751
82,-0.6114881,-0.50406045,"('poor', 'rich')",5.6813083,5.621034,2.5349102,2.5584869,-0.0235767
17,-0.60308176,-0.5734427,"('nasty', 'nice')",-0.24733776,-0.22665395,-0.4252098,-0.4000483,-0.0251615
12,-0.6020475,-0.44084316,"('unsupportive', 'supportive')",-1.7563374,-1.6050217,-1.1791924,-1.0229324,-0.15626
48,0.59181696,0.20340973,"('unintelligent', 'intelligent')",1.0273408,0.9827201,0.8095789,0.5930649,0.216514
84,0.58098876,0.5214984,"('inferior', 'superior')",0.97948545,1.0181609,0.7802371,0.7698296,0.0104075
54,-0.572886,-0.41758525,"('incapable', 'capable')",1.0573055,1.0528235,0.2422097,0.3176191,-0.0754094
29,-0.56901884,-0.40786523,"('unfair', 'fair')",-0.36037913,-0.4335347,-0.464699,-0.4207,-0.043999
61,-0.5483367,-0.43703544,"('illogical', 'logical')",0.44874197,0.3640476,-0.0497974,-0.0364939,-0.0133035
60,0.5334761,0.60289824,"('inefficient', 'efficient')",0.5002544,0.7562464,0.5168653,0.6795723,-0.162707
16,-0.5193805,-0.6222343,"('unpopular', 'popular')",0.28310165,0.117335655,-0.1181394,-0.2524493,0.1343099
32,-0.48672724,-0.31522548,"('unkind', 'kind')",0.7525874,0.9374272,0.1329301,0.3111009,-0.1781708
71,-0.46450314,-0.3159897,"('diffident', 'self-confident')",0.32564744,0.29859087,-0.0694278,-0.0086994,-0.0607284
58,-0.45559886,-0.60886383,"('undiscriminating', 'discriminating')",0.13661706,-0.0036589615,-0.1594909,-0.3062614,0.1467705
21,0.43882567,0.32860994,"('immoral', 'moral')",-0.24651104,-0.20972627,0.0961573,0.0594418,0.0367155
41,-0.42912316,-0.3746312,"('unforgiving', 'forgiving')",-0.11741145,-0.194168,-0.2732673,-0.2843996,0.0111323
62,0.4290401,0.5560198,"('incompetent', 'brilliant')",0.43467718,0.54750395,0.4318587,0.5517619,-0.1199032
33,-0.42252693,-0.2736268,"('wrong', 'right')",-0.7656712,-0.8181647,-0.594099,-0.5458958,-0.0482032
7,-0.418906,-0.34174818,"('insensitive', 'sensitive')",0.5207824,0.5957114,0.0509382,0.1269816,-0.0760434
43,-0.4032814,-0.3262752,"('irresponsible', 'responsible')",0.6721409,0.7620357,0.1344298,0.2178803,-0.0834505
11,-0.39303094,-0.3298979,"('unhelpful', 'helpful')",1.6707253,1.8745283,0.6388472,0.7723152,-0.133468
35,-0.39104527,-0.4586849,"('corrupt', 'incorrupt')",-0.49262273,-0.69016844,-0.441834,-0.5744267,0.1325927
65,0.38433042,0.35884836,"('insecure', 'secure')",-0.16116221,-0.057973888,0.1115841,0.1504372,-0.0388531
63,-0.3747033,-0.27651924,"('unperceptive', 'insightful')",0.8813746,0.97780085,0.2533357,0.3506408,-0.0973051
55,0.37260008,0.13960044,"('incompetent', 'clever')",0.48612756,0.54487336,0.4293638,0.3422369,0.0871269
85,-0.3668607,-0.316944,"('insignificant', 'prestigious')",0.39297828,0.17280269,0.0130588,-0.0720707,0.0851295
78,-0.35350966,-0.3897032,"('nonresilient', 'resilient')",0.27651438,0.2521544,-0.0384976,-0.0687744,0.0302768
2,0.34164402,0.40582547,"('unlikable', 'likable')",0.42179635,0.41228953,0.3817202,0.4090575,-0.0273373
25,-0.3356537,-0.25205296,"('egoistic', 'altruistic')",1.2982519,1.2943631,0.4812991,0.5211551,-0.039856
72,-0.33355963,-0.2733026,"('unambitious', 'ambitious')",-0.9495843,-0.9096179,-0.641572,-0.5914602,-0.0501118
56,0.30780792,0.5628228,"('impractical', 'practical')",0.0737836,0.20653729,0.1907958,0.3846801,-0.1938843
26,0.28465107,0.22704256,"('hardhearted', 'benevolent')",1.8230884,1.979292,1.0538697,1.1031673,-0.0492976
42,0.27055082,0.5102533,"('unreliable', 'reliable')",-3.150517,-3.162209,-1.4399831,-1.3259778,-0.1140053
52,-0.26630738,-0.21442027,"('irrational', 'rational')",0.25523424,-0.050994888,-0.0055366,-0.1327076,0.127171
15,0.24255681,0.21071437,"('boring', 'funny')",0.32086855,0.2881701,0.2817127,0.2494422,0.0322705
18,-0.24162504,-0.18177228,"('disagreeable', 'welcoming')",-0.40492156,-0.43275818,-0.3232733,-0.3072652,-0.0160081
47,-0.23596287,-0.30026883,"('stupid', 'smart')",5.212842,5.205809,2.4884396,2.4527702,0.0356694
49,0.23224182,0.11012342,"('unable', 'able')",-0.15355775,-0.14144653,0.039342,-0.0156616,0.0550036
13,-0.22775717,0.01348055,"('impolite', 'polite')",-0.6188579,-0.43613115,-0.4233075,-0.2113253,-0.2119822
37,0.2208859,0.060080107,"('fake', 'genuine')",0.20428178,0.19913188,0.2125838,0.129606,0.0829778
34,0.21817362,0.29251522,"('mean', 'honorable')",5.7486362,5.7976913,2.9834049,3.0451033,-0.0616984
3,-0.21558388,-0.085393436,"('repellent', 'pleasant')",0.22640058,0.33789527,0.0054084,0.1262509,-0.1208425
20,0.20109573,-0.078330114,"('rough', 'thoughtful')",1.213767,1.1030226,0.7074314,0.5123462,0.1950852
83,0.18777499,-0.09327327,"('powerless', 'powerful')",-0.8545034,-0.8405616,-0.3333642,-0.4669175,0.1335533
74,-0.18257615,-0.0988507,"('undedicated', 'dedicated')",-0.00075818226,0.06484408,-0.0916672,-0.0170033,-0.0746639
67,-0.17945577,-0.14590761,"('doubtful', 'determined')",-0.66019875,-0.5810235,-0.4198273,-0.3634655,-0.0563618
39,0.17266923,0.19958764,"('exploitative', 'cooperative')",0.26043147,0.43063906,0.2165504,0.3151134,-0.098563
40,-0.16188945,-0.18264389,"('stingy', 'generous')",-1.5316062,-1.6878401,-0.8467478,-0.935242,0.0884942
80,0.15176608,-0.14374779,"('dominated', 'dominating')",-1.0270697,-1.1788315,-0.4376518,-0.6612896,0.2236378
64,0.14913726,0.088921,"('shy', 'confident')",-6.158331,-6.0354667,-3.0045967,-2.9732728,-0.0313239
24,-0.14778714,-0.058604557,"('dishonest', 'honest')",0.5473604,0.66579115,0.1997866,0.3035933,-0.1038067
70,0.14379226,0.20661384,"('lethargic', 'energetic')",0.5006973,0.6034518,0.3222448,0.4050328,-0.082788
27,-0.11456321,-0.100113,"('hardhearted', 'softhearted')",1.3833588,1.2441641,0.6343978,0.5720255,0.0623723
46,0.11261784,-0.109645754,"('uncompetitive', 'competitive')",-0.34467655,-0.2983791,-0.1160294,-0.2040124,0.087983
22,0.10386517,0.09285212,"('untrustworthy', 'trustworthy')",-0.7376792,-0.642468,-0.316907,-0.2748079,-0.0420991
75,-0.10227527,-0.12226061,"('meek', 'impulsive')",-0.8376263,-0.98091364,-0.4699508,-0.5515871,0.0816363
69,-0.100243606,-0.10757909,"('lazy', 'industrious')",-0.685804,-0.7740396,-0.3930238,-0.4408094,0.0477856
68,0.08832574,0.055828586,"('dependent', 'independent')",-0.37071428,-0.47531128,-0.1411943,-0.2097414,0.0685471
50,-0.040823434,-0.11813913,"('clumsy', 'skillful')",0.13908389,0.09224502,0.0491302,-0.0129471,0.0620773
87,-0.0358504,-0.11692563,"('unsuccessful', 'successful')",0.7761525,0.67036164,0.370151,0.276718,0.093433
14,0.025650065,-0.103798345,"('antisocial', 'social')",-0.27759874,-0.12612092,-0.1259743,-0.1149596,-0.0110147
59,0.011660201,0.06305015,"('foolish', 'wise')",0.27861512,0.24196166,0.1451377,0.1525059,-0.0073682
88,-0.0028876932,-0.20438941,"('low', 'eminent')",0.38463432,0.39200798,0.1908733,0.0938093,0.097064
