,fiserv_male,fiserv_female,tuple,inc_male,inc_female,average_male,average_female,male-female
38,-0.82286555,-0.7340067,"('untruthful', 'truthful')",-0.092696115,0.08076663,-0.4577808,-0.32662,-0.1311608
82,-0.8044343,-0.8380527,"('poor', 'rich')",6.1053395,6.3442526,2.6504526,2.7530999,-0.1026473
39,0.7876024,0.6519425,"('exploitative', 'cooperative')",0.12232354,0.055534277,0.454963,0.3537384,0.1012246
80,0.75441444,0.56541157,"('dominated', 'dominating')",-1.1778054,-1.493315,-0.2116955,-0.4639517,0.2522562
81,0.7540319,0.5783389,"('submissive', 'aggressive')",-0.4249547,-0.5565546,0.1645386,0.0108922,0.1536464
62,0.7529813,0.90561265,"('incompetent', 'brilliant')",0.39847967,0.6604709,0.5757305,0.7830418,-0.2073113
27,-0.7413705,-0.46299982,"('hardhearted', 'softhearted')",1.0440444,1.1741838,0.1513369,0.355592,-0.2042551
63,-0.73325324,-0.7353732,"('unperceptive', 'insightful')",1.0488999,1.2304802,0.1578233,0.2475535,-0.0897302
54,-0.7227214,-0.36010373,"('incapable', 'capable')",0.9636372,1.28522,0.1204579,0.4625582,-0.3421003
56,0.72130513,0.2743876,"('impractical', 'practical')",0.13796648,0.09843519,0.4296358,0.1864114,0.2432244
85,-0.6855218,-0.58059984,"('insignificant', 'prestigious')",0.29853225,0.39521876,-0.1934948,-0.0926905,-0.1008043
29,-0.66015196,-0.46537113,"('unfair', 'fair')",-0.5385769,-0.52801645,-0.5993644,-0.4966938,-0.1026706
73,0.61838746,0.69951403,"('helpless', 'self-reliant')",-2.8742983,-2.795874,-1.1279554,-1.0481801,-0.0797753
43,-0.595041,-0.7150335,"('irresponsible', 'responsible')",0.40319395,0.4254496,-0.0959235,-0.1447919,0.0488684
78,-0.58615,-0.15128474,"('nonresilient', 'resilient')",0.014481743,0.22109303,-0.2858341,0.0349041,-0.3207382
58,-0.58463264,-0.48101556,"('undiscriminating', 'discriminating')",-0.2982418,0.013938729,-0.4414372,-0.2335384,-0.2078988
24,-0.5582239,-0.7116763,"('dishonest', 'honest')",0.6801952,0.7237581,0.0609857,0.0060409,0.0549448
72,-0.5302418,-0.37440634,"('unambitious', 'ambitious')",-1.1018119,-0.8676183,-0.8160268,-0.6210123,-0.1950145
23,-0.52615154,-0.61008644,"('insincere', 'sincere')",5.3427672,5.445471,2.4083078,2.4176922,-0.0093844
84,0.5014314,0.66924924,"('inferior', 'superior')",0.72218984,1.0051347,0.6118106,0.8371919,-0.2253813
14,0.5005887,0.039435364,"('antisocial', 'social')",-0.46120247,-0.80212164,0.0196931,-0.3813431,0.4010362
11,-0.4929507,-0.52720904,"('unhelpful', 'helpful')",1.8606107,2.0198994,0.68383,0.7463452,-0.0625152
0,-0.4446201,-0.78711474,"('unsociable', 'sociable')",-0.033988096,-0.24829642,-0.2393041,-0.5177056,0.2784015
21,0.442708,0.28828844,"('immoral', 'moral')",-0.4448531,-0.6408322,-0.0010726,-0.1762719,0.1751993
55,0.43543565,0.32041705,"('incompetent', 'clever')",0.17757408,0.13845192,0.3065049,0.2294345,0.0770704
16,-0.42087486,-0.54492515,"('unpopular', 'popular')",0.69210577,0.538592,0.1356155,-0.0031666,0.1387821
88,-0.42075294,-0.5875721,"('low', 'eminent')",0.15919131,0.21922487,-0.1307808,-0.1841736,0.0533928
51,-0.40206367,-0.54887956,"('uneducated', 'educated')",0.49118006,0.5233919,0.0445582,-0.0127438,0.057302
20,0.40108332,0.48880994,"('rough', 'thoughtful')",1.1329811,1.0769219,0.7670322,0.7828659,-0.0158337
37,-0.38568494,-0.39692736,"('fake', 'genuine')",0.21248864,0.23259997,-0.0865982,-0.0821637,-0.0044345
77,0.37159818,0.5606095,"('unmotivated', 'motivated')",-1.0697715,-0.8399404,-0.3490867,-0.1396655,-0.2094212
7,-0.35859773,-0.2021522,"('insensitive', 'sensitive')",0.2905156,0.4055108,-0.0340411,0.1016793,-0.1357204
2,0.35027495,0.44743764,"('unlikable', 'likable')",0.7652863,0.7028719,0.5577806,0.5751548,-0.0173742
52,-0.33794552,-0.59348524,"('irrational', 'rational')",0.38312158,0.027950633,0.022588,-0.2827673,0.3053553
34,-0.33654958,-0.37601385,"('mean', 'honorable')",5.738193,5.9318976,2.7008216,2.7779419,-0.0771203
68,-0.32475144,-0.11918928,"('dependent', 'independent')",-0.6118179,-0.17025082,-0.4682847,-0.14472,-0.3235647
32,-0.30392635,-0.282109,"('unkind', 'kind')",1.0645556,0.9528624,0.3803146,0.3353767,0.0449379
13,0.3031618,-0.03324502,"('impolite', 'polite')",-0.1447926,-0.24847853,0.0791846,-0.1408618,0.2200464
83,0.29949662,0.16602468,"('powerless', 'powerful')",-0.9373884,-0.9318907,-0.3189459,-0.382933,0.0639871
48,0.28557527,0.4141839,"('unintelligent', 'intelligent')",0.8828239,1.1335225,0.5841995,0.7738532,-0.1896537
61,-0.28358373,-0.31411844,"('illogical', 'logical')",0.16511643,0.16670631,-0.0592337,-0.0737061,0.0144724
44,0.28123248,0.27251676,"('prejudiced', 'unprejudiced')",-1.4343696,-1.4164652,-0.5765685,-0.5719742,-0.0045943
46,-0.26735076,-0.24787319,"('uncompetitive', 'competitive')",-0.65197057,-0.5776512,-0.4596606,-0.4127622,-0.0468984
71,-0.26526257,-0.033032008,"('diffident', 'self-confident')",0.27943155,0.5347842,0.0070845,0.2508761,-0.2437916
18,-0.25847867,-0.083414726,"('disagreeable', 'welcoming')",-0.5323858,-0.34943014,-0.3954322,-0.2164224,-0.1790098
70,-0.2580859,-0.1959976,"('lethargic', 'energetic')",0.61087257,0.67321086,0.1763933,0.2386066,-0.0622133
33,0.24746981,0.25421333,"('wrong', 'right')",-0.64416605,-0.5687592,-0.1983481,-0.1572729,-0.0410752
28,-0.22304705,-0.22414398,"('disloyal', 'loyal')",0.97006345,0.95858026,0.3735082,0.3672181,0.0062901
35,-0.21812381,-0.029006302,"('corrupt', 'incorrupt')",-0.3058024,-0.34012198,-0.2619631,-0.1845641,-0.077399
65,0.20793697,-0.0003536027,"('insecure', 'secure')",-0.30153018,-0.22908309,-0.0467966,-0.1147183,0.0679217
22,0.20445512,0.013441961,"('untrustworthy', 'trustworthy')",-0.46050113,-0.59154034,-0.128023,-0.2890492,0.1610262
50,-0.20191939,0.0048556253,"('clumsy', 'skillful')",0.35978064,0.3796675,0.0789306,0.1922616,-0.113331
17,-0.17330752,-0.34347954,"('nasty', 'nice')",-0.45660847,-0.58037114,-0.314958,-0.4619253,0.1469673
74,-0.17115743,-0.20488486,"('undedicated', 'dedicated')",-0.11629945,-0.08197496,-0.1437284,-0.1434299,-0.0002985
69,0.16116816,0.42788216,"('lazy', 'industrious')",-0.61939406,-0.41476414,-0.229113,0.006559,-0.235672
49,-0.14732473,0.36582756,"('unable', 'able')",-0.03589185,0.41602013,-0.0916083,0.3909239,-0.4825322
41,-0.13942534,-0.24324813,"('unforgiving', 'forgiving')",0.25042826,0.15046391,0.0555015,-0.0463921,0.1018936
59,-0.11632268,0.121211156,"('foolish', 'wise')",0.39724648,0.64752054,0.1404619,0.3843659,-0.243904
40,-0.11339171,0.019492807,"('stingy', 'generous')",-1.633464,-1.5841051,-0.8734279,-0.7823061,-0.0911218
4,-0.11198884,-0.27474558,"('disliked', 'liked')",-5.835839,-5.9749303,-2.9739139,-3.1248379,0.150924
42,-0.105723605,-0.16156502,"('unreliable', 'reliable')",-3.0099845,-2.907995,-1.5578541,-1.53478,-0.0230741
3,-0.10279295,-0.120507404,"('repellent', 'pleasant')",0.16772549,-0.041108765,0.0324663,-0.0808081,0.1132744
25,-0.096505,0.09149842,"('egoistic', 'altruistic')",1.4468143,1.429923,0.6751546,0.7607107,-0.0855561
87,0.080154985,-0.22853959,"('unsuccessful', 'successful')",0.9252909,0.71781397,0.5027229,0.2446372,0.2580857
76,0.04405195,0.017818652,"('anxious', 'daring')",0.24203095,0.11369479,0.1430414,0.0657567,0.0772847
26,-0.035664372,-0.23231807,"('hardhearted', 'benevolent')",1.540021,1.4063853,0.7521783,0.5870336,0.1651447
45,0.019881502,-0.4458547,"('incompetent', 'competent')",0.044736437,-0.2091594,0.032309,-0.327507,0.359816
64,0.009851705,-0.002469197,"('shy', 'confident')",-6.255753,-6.2398434,-3.1229506,-3.1211562,-0.0017944
47,-0.0053877346,-0.045058817,"('stupid', 'smart')",5.28196,5.368134,2.6382861,2.6615376,-0.0232515
15,0.0053319074,-0.24456473,"('boring', 'funny')",0.6733702,0.42577872,0.3393511,0.090607,0.2487441
75,-0.002211351,0.042259507,"('meek', 'impulsive')",-0.14971192,-0.2011463,-0.0759616,-0.0794434,0.0034818
