,lsi_male,lsi_female,tuple,corp_male,corp_female,average_male,average_female,male-female
34,-0.15653794,-0.03704727,"('mean', 'honorable')",5.3660803,5.2703013,2.6047711,2.616627,-0.0118559
77,0.1407932,0.09523402,"('unmotivated', 'motivated')",-0.8466416,-0.81942797,-0.3529242,-0.362097,0.0091728
43,-0.13182306,-0.4442501,"('irresponsible', 'responsible')",0.6520701,0.6483907,0.2601235,0.1020703,0.1580532
40,-0.12966305,-0.34589434,"('stingy', 'generous')",-1.83619,-1.7654982,-0.9829265,-1.0556962,0.0727697
41,-0.12799472,-0.41102886,"('unforgiving', 'forgiving')",0.31857988,0.11682608,0.0952926,-0.1471014,0.242394
22,0.12342435,-0.14418198,"('untrustworthy', 'trustworthy')",-0.6006185,-0.62631494,-0.2385971,-0.3852485,0.1466514
52,-0.1191313,-0.30975676,"('irrational', 'rational')",-0.41800195,-0.5296704,-0.2685666,-0.4197136,0.151147
72,0.11188769,0.013626818,"('unambitious', 'ambitious')",-0.6634846,-0.74324644,-0.2757984,-0.3648098,0.0890114
16,-0.107937366,-0.2367266,"('unpopular', 'popular')",0.64872026,0.4041118,0.2703915,0.0836926,0.1866989
50,-0.08870206,-0.0033262298,"('clumsy', 'skillful')",-0.111163855,-0.13556516,-0.099933,-0.0694457,-0.0304873
49,0.08307542,0.059292734,"('unable', 'able')",-0.08811499,-0.17183994,-0.0025198,-0.0562736,0.0537538
7,-0.07093841,-0.048218556,"('insensitive', 'sensitive')",0.59153837,0.7442333,0.2603,0.3480074,-0.0877074
12,-0.063384764,-0.37154943,"('unsupportive', 'supportive')",-2.0188255,-1.9537122,-1.0411052,-1.1626308,0.1215256
17,-0.06217638,0.14649093,"('nasty', 'nice')",-0.5158385,-0.4393559,-0.2890075,-0.1464325,-0.142575
45,0.058715675,-0.0948727,"('incompetent', 'competent')",0.19667597,0.16521953,0.1276958,0.0351734,0.0925224
64,0.050929427,0.15770245,"('shy', 'confident')",-5.851299,-5.483433,-2.9001846,-2.6628652,-0.2373194
83,0.04696779,0.010759737,"('powerless', 'powerful')",-0.8557939,-0.9313805,-0.404413,-0.4603104,0.0558974
48,0.041091092,-0.15797266,"('unintelligent', 'intelligent')",1.007731,0.94236374,0.524411,0.3921955,0.1322155
26,-0.0053917244,-0.013185743,"('hardhearted', 'benevolent')",1.611929,1.7248855,0.8032687,0.8558499,-0.0525812
