,nvidia_male,nvidia_female,tuple,corp_male,corp_female,average_male,average_female,male-female
56,-1.3985586,-1.3753473,"('impractical', 'practical')",-0.76163447,-0.7292439,-1.0800965,-1.0522956,-0.0278009
11,-1.3666962,-1.2404969,"('unhelpful', 'helpful')",1.12795,1.4742726,-0.1193731,0.1168879,-0.236261
32,-1.3412492,-1.0669737,"('unkind', 'kind')",0.56019455,0.7955352,-0.3905273,-0.1357192,-0.2548081
86,-1.3337634,-1.2281078,"('uninfluential', 'influential')",-0.4522966,-0.45092076,-0.89303,-0.8395143,-0.0535157
65,-1.3278539,-1.28226,"('insecure', 'secure')",-0.37015128,-0.172842,-0.8490026,-0.727551,-0.1214516
62,-1.3272103,-1.3232222,"('incompetent', 'brilliant')",0.02709497,0.21435224,-0.6500577,-0.554435,-0.0956227
42,-1.3192251,-1.3638648,"('unreliable', 'reliable')",-3.7055085,-3.5388527,-2.5123668,-2.4513588,-0.061008
51,-1.3024882,-1.2732198,"('uneducated', 'educated')",0.54373515,0.58113796,-0.3793765,-0.3460409,-0.0333356
35,1.2995214,1.4327161,"('corrupt', 'incorrupt')",-0.18939188,-0.50049734,0.5550648,0.4661094,0.0889554
74,-1.2961563,-1.1603718,"('undedicated', 'dedicated')",-0.43217,-0.2644614,-0.8641632,-0.7124166,-0.1517466
23,-1.2856798,-1.1887642,"('insincere', 'sincere')",5.4864726,5.4429874,2.1003964,2.1271117,-0.0267153
3,-1.2842048,-1.2705215,"('repellent', 'pleasant')",0.87648857,1.0229108,-0.2038581,-0.1238053,-0.0800528
55,-1.2828746,-1.4386446,"('incompetent', 'clever')",0.26340747,0.48556232,-0.5097336,-0.4765412,-0.0331924
38,-1.2009718,-1.090771,"('untruthful', 'truthful')",-0.4327959,-0.4161172,-0.8168839,-0.7534441,-0.0634398
72,-1.1981354,-1.4004314,"('unambitious', 'ambitious')",-0.5735866,-0.6346756,-0.885861,-1.0175536,0.1316926
59,1.193728,1.3114135,"('foolish', 'wise')",-0.12788276,-0.16422257,0.5329226,0.5735955,-0.0406729
36,1.1818217,1.3690276,"('hostile', 'amicable')",0.20305894,0.1707074,0.6924403,0.7698675,-0.0774272
12,-1.1538086,-1.1833442,"('unsupportive', 'supportive')",-2.275626,-2.1838052,-1.7147173,-1.6835747,-0.0311426
41,-1.1274877,-1.0105687,"('unforgiving', 'forgiving')",-0.2578652,-0.10436407,-0.6926764,-0.5574664,-0.13521
31,1.1244694,1.1590801,"('evil', 'good')",-0.5970052,-0.69075245,0.2637321,0.2341639,0.0295682
64,-1.1141737,-1.0116051,"('shy', 'confident')",-6.5000677,-6.124029,-3.8071208,-3.5678172,-0.2393036
52,1.0691503,1.3347383,"('irrational', 'rational')",0.016454523,-0.030140154,0.5428025,0.652299,-0.1094965
80,-1.0177549,-0.88348335,"('dominated', 'dominating')",-1.2291842,-1.1122789,-1.1234696,-0.9978812,-0.1255884
6,0.94321287,1.3975064,"('distant', 'open')",-0.7030932,-1.0296323,0.1200598,0.183937,-0.0638772
60,-0.9382761,-1.1904947,"('inefficient', 'efficient')",0.11312529,0.17283629,-0.4125754,-0.5088292,0.0962538
47,-0.8988093,-0.6520679,"('stupid', 'smart')",4.8282294,4.699273,1.96471,2.0236025,-0.0588925
78,-0.87862915,-1.0487744,"('nonresilient', 'resilient')",0.13500497,0.124399774,-0.3718121,-0.4621873,0.0903752
75,0.87136143,0.7036464,"('meek', 'impulsive')",-0.8470475,-0.8597992,0.012157,-0.0780764,0.0902334
30,-0.8494462,-0.5217112,"('intolerant', 'tolerant')",0.7692386,1.0357257,-0.0401038,0.2570073,-0.2971111
82,-0.8319861,-1.0394903,"('poor', 'rich')",6.188644,6.0512433,2.678329,2.5058765,0.1724525
58,-0.80098397,-0.7437975,"('undiscriminating', 'discriminating')",0.28039026,0.3782835,-0.2602969,-0.182757,-0.0775399
84,0.7809937,0.83081967,"('inferior', 'superior')",1.1758362,1.201092,0.978415,1.0159558,-0.0375408
73,0.7547655,0.9146378,"('helpless', 'self-reliant')",-3.1948917,-3.089173,-1.2200631,-1.0872676,-0.1327955
20,0.74690855,0.6722185,"('rough', 'thoughtful')",1.1681387,1.1640877,0.9575236,0.918153,0.0393706
18,-0.7235982,-0.3102898,"('disagreeable', 'welcoming')",-0.5854859,-0.55363446,-0.654542,-0.4319621,-0.2225799
37,-0.7151848,-0.90056,"('fake', 'genuine')",-0.093597114,-0.22181547,-0.404391,-0.5611877,0.1567967
87,-0.6372007,-0.09185806,"('unsuccessful', 'successful')",0.52601093,0.9117687,-0.0555949,0.4099553,-0.4655502
33,0.6100576,0.9941802,"('wrong', 'right')",-0.96129066,-0.90807,-0.1756165,0.0430551,-0.2186716
28,-0.55087346,-0.5000135,"('disloyal', 'loyal')",0.8947983,0.9874275,0.1719624,0.243707,-0.0717446
15,0.536009,0.5765549,"('boring', 'funny')",0.07349183,0.11449724,0.3047504,0.3455261,-0.0407757
77,-0.53587973,-0.78787255,"('unmotivated', 'motivated')",-1.0589929,-1.128139,-0.7974363,-0.9580058,0.1605695
8,-0.53272367,-0.26237792,"('unaffectionate', 'affectionate')",0.22225945,0.2872288,-0.1552321,0.0124254,-0.1676575
16,0.51811177,0.6554563,"('unpopular', 'popular')",0.306794,0.35261047,0.4124529,0.5040334,-0.0915805
27,-0.510194,-0.65207887,"('hardhearted', 'softhearted')",1.3381126,1.0952146,0.4139593,0.2215679,0.1923914
39,0.4804301,0.878248,"('exploitative', 'cooperative')",0.25221086,0.47753716,0.3663205,0.6778926,-0.3115721
5,0.4758879,0.9018418,"('distant', 'outgoing')",-0.6693569,-0.944154,-0.0967345,-0.0211561,-0.0755784
71,0.44369978,0.7981742,"('diffident', 'self-confident')",0.019633647,0.10819675,0.2316667,0.4531855,-0.2215188
83,0.4383027,0.4945753,"('powerless', 'powerful')",-0.9643074,-0.9534918,-0.2630024,-0.2294583,-0.0335441
66,-0.43526798,-0.3508618,"('inactive', 'active')",0.2925948,0.049587093,-0.0713366,-0.1506373,0.0793007
1,-0.42565846,-0.10371924,"('unfriendly', 'friendly')",1.3292259,1.2908249,0.4517837,0.5935528,-0.1417691
61,-0.4049507,-0.082888216,"('illogical', 'logical')",0.5919896,0.63299954,0.0935194,0.2750556,-0.1815362
54,0.3813793,0.72330433,"('incapable', 'capable')",0.39893,0.5903896,0.3901547,0.656847,-0.2666923
79,0.36000162,0.6330211,"('wavering', 'unwavering')",-0.5814578,-0.73896325,-0.1107281,-0.0529711,-0.057757
68,-0.3439913,-0.35328805,"('dependent', 'independent')",-0.36080384,-0.5467988,-0.3523976,-0.4500434,0.0976458
25,0.31778473,0.3268368,"('egoistic', 'altruistic')",1.2124324,1.0585072,0.7651086,0.692672,0.0724366
2,-0.27083477,0.048294015,"('unlikable', 'likable')",0.2796969,0.6890246,0.0044311,0.3686593,-0.3642282
26,0.26136413,0.4187497,"('hardhearted', 'benevolent')",1.6175184,1.8774707,0.9394413,1.1481102,-0.2086689
9,-0.20665182,0.09589058,"('unaffectionate', 'caring')",0.96648645,0.93978757,0.3799173,0.5178391,-0.1379218
29,0.1984605,0.09927712,"('unfair', 'fair')",-0.057413775,-0.27421853,0.0705234,-0.0874707,0.1579941
34,-0.17467767,-0.13448684,"('mean', 'honorable')",5.557921,5.2581277,2.6916215,2.5618205,0.129801
17,-0.10536894,0.11946882,"('nasty', 'nice')",-0.35390896,-0.35313952,-0.2296389,-0.1168353,-0.1128036
19,0.10016987,0.3922029,"('inhospitable', 'hospitable')",-0.29697552,-0.45809025,-0.0984028,-0.0329437,-0.0654591
44,0.08966879,0.07075768,"('prejudiced', 'unprejudiced')",-1.6114743,-1.5675638,-0.7609028,-0.7484031,-0.0124997
53,-0.08870882,0.0986123,"('uncreative', 'creative')",0.562989,0.625723,0.2371401,0.3621677,-0.1250276
48,0.07856843,-0.37255517,"('unintelligent', 'intelligent')",1.1512845,1.0300802,0.6149265,0.3287625,0.286164
88,0.069577776,0.30828604,"('low', 'eminent')",-0.3575371,-0.08999595,-0.1439797,0.109145,-0.2531247
4,-0.05296366,0.21399808,"('disliked', 'liked')",-6.6198573,-6.191459,-3.3364105,-2.9887304,-0.3476801
49,0.042872466,0.28988147,"('unable', 'able')",-0.37918675,-0.2955596,-0.1681571,-0.0028391,-0.165318
50,-0.030892536,0.042539336,"('clumsy', 'skillful')",-0.42245594,-0.1322508,-0.2266742,-0.0448557,-0.1818185
40,0.021382838,0.0015239511,"('stingy', 'generous')",-1.590226,-1.4780536,-0.7844216,-0.7382648,-0.0461568
67,0.01513176,-0.08161962,"('doubtful', 'determined')",-0.6673266,-0.6273322,-0.3260974,-0.3544759,0.0283785
