,avalonbay_male,avalonbay_female,tuple,communities_male,communities_female,inc_male,inc_female,average_male,average_female,male-female
22,0.8867861,0.9944215,"('untrustworthy', 'trustworthy')",1.4331359,1.409159,-0.41041332,-0.40428793,0.6365029,0.6664308,-0.0299279
8,-0.8817662,-1.0225387,"('unaffectionate', 'affectionate')",-0.7668369,-0.62196666,0.3413797,0.34173417,-0.4357411,-0.434257,-0.0014841
68,-0.8675541,-0.81037784,"('dependent', 'independent')",-0.57240176,-0.6447677,-0.45798165,-0.45661262,-0.6326458,-0.6372527,0.0046069
49,-0.84713966,-0.9464642,"('unable', 'able')",-0.80163455,-0.8974525,-0.15378582,-0.16759494,-0.6008533,-0.6705039,0.0696506
65,0.8060864,0.85673255,"('insecure', 'secure')",1.1202319,1.029579,0.40215132,0.39816973,0.7761565,0.7614938,0.0146627
10,0.7934531,1.0178492,"('unsympathetic', 'sympathetic')",0.94622606,1.0339539,-0.038450614,0.06377126,0.5670762,0.7051915,-0.1381153
24,0.77090263,0.86213595,"('dishonest', 'honest')",0.7917271,0.8160782,0.6838749,0.70525956,0.7488348,0.7944912,-0.0456564
73,0.7603285,0.75208867,"('helpless', 'self-reliant')",0.06723656,0.11056778,-3.0074825,-3.086052,-0.7266392,-0.7411318,0.0144926
74,0.7416523,0.72048175,"('undedicated', 'dedicated')",0.5516475,0.58924145,-0.27383727,-0.20464242,0.3398209,0.3683602,-0.0285393
48,0.73368263,0.85861695,"('unintelligent', 'intelligent')",0.72770655,0.76208127,0.64530647,0.494362,0.7022319,0.7050201,-0.0027882
25,-0.711078,-0.90038633,"('egoistic', 'altruistic')",0.3986542,0.364203,1.5939999,1.5425185,0.427192,0.335445,0.091747
88,-0.7003812,-0.58518344,"('low', 'eminent')",-0.78364486,-0.82162607,-0.2431944,-0.19447383,-0.5757402,-0.5337611,-0.0419791
59,-0.64437574,-0.6005193,"('foolish', 'wise')",-0.10257593,0.0021338575,0.24228562,0.22416086,-0.168222,-0.1247415,-0.0434805
0,0.55332613,0.5688117,"('unsociable', 'sociable')",1.2531244,1.2299498,-0.39847374,-0.48421332,0.4693256,0.4381828,0.0311428
71,0.5481268,0.49579164,"('diffident', 'self-confident')",2.1358647,2.0248125,0.46030593,0.48072588,1.0480991,1.0004433,0.0476558
58,-0.5228279,-0.47179177,"('undiscriminating', 'discriminating')",-0.24582165,-0.2141492,-0.052866932,-0.0129582025,-0.2738388,-0.2329664,-0.0408724
29,-0.49700066,-0.45408386,"('unfair', 'fair')",-0.49894378,-0.47591484,-0.32169068,-0.27117887,-0.4392117,-0.4003925,-0.0388192
41,0.47756514,0.3904539,"('unforgiving', 'forgiving')",0.9191314,1.0232192,0.16169773,0.04532658,0.5194648,0.4863333,0.0331315
18,0.4560686,0.40790537,"('disagreeable', 'welcoming')",0.459194,0.5145484,-0.12168017,-0.19204262,0.2645275,0.2434704,0.0210571
32,0.4344274,0.49833685,"('unkind', 'kind')",1.0641527,1.1474528,1.3726925,1.3781029,0.9570909,1.0079641,-0.0508732
3,0.41939133,0.45578,"('repellent', 'pleasant')",0.75933623,0.6673995,0.53607166,0.56403816,0.5715998,0.5624059,0.0091939
44,-0.41394424,-0.468774,"('prejudiced', 'unprejudiced')",-0.932492,-0.9343977,-1.2266951,-1.2675834,-0.8577104,-0.8902516,0.0325412
17,-0.40091372,-0.4302057,"('nasty', 'nice')",0.56325734,0.55072546,-0.15574448,-0.17365703,0.0021997,-0.0177124,0.0199121
42,0.35616866,0.4953207,"('unreliable', 'reliable')",0.73755556,0.7953495,-2.4064095,-2.3514202,-0.4375618,-0.3535833,-0.0839785
20,-0.34946096,-0.3472685,"('rough', 'thoughtful')",0.021366931,0.061105937,0.7073027,0.77907795,0.1264029,0.1643051,-0.0379022
33,0.33451092,0.39911622,"('wrong', 'right')",0.50228876,0.556421,-0.55078053,-0.6326311,0.0953397,0.1076354,-0.0122957
67,0.3057863,0.32877254,"('doubtful', 'determined')",0.51212186,0.46199054,-0.5487628,-0.65294176,0.0897151,0.0459404,0.0437747
61,0.30155542,0.3897635,"('illogical', 'logical')",0.3230396,0.22332373,0.20241408,0.20990267,0.2756697,0.27433,0.0013397
37,0.2919036,0.47749302,"('fake', 'genuine')",0.51077515,0.6724669,0.26808244,0.35488176,0.3569204,0.5016139,-0.1446935
78,-0.28241897,-0.19818164,"('nonresilient', 'resilient')",1.5096492,1.612846,0.5249899,0.6083823,0.5840734,0.6743489,-0.0902755
47,0.27444473,0.3823288,"('stupid', 'smart')",0.63725656,0.602828,5.33992,5.3948045,2.0838737,2.1266538,-0.0427801
64,0.24866363,0.28318512,"('shy', 'confident')",0.08211957,0.015448742,-5.994878,-6.199347,-1.8880315,-1.9669043,0.0788728
87,-0.24537092,-0.13677137,"('unsuccessful', 'successful')",0.99255425,0.94329894,0.56745243,0.58785564,0.4382119,0.4647944,-0.0265825
9,0.23985286,0.135105,"('unaffectionate', 'caring')",1.2344657,1.2858515,1.2787199,1.1973546,0.9176795,0.8727703,0.0449092
40,0.22064278,0.13670787,"('stingy', 'generous')",1.3739362,1.4717853,-0.94854116,-0.97069526,0.2153459,0.2125993,0.0027466
83,-0.21788964,-0.2651453,"('powerless', 'powerful')",-0.4393922,-0.47787547,-1.2130425,-1.2705711,-0.6234415,-0.6711973,0.0477558
34,-0.21301314,-0.3152403,"('mean', 'honorable')",1.0673658,1.0030968,6.128891,6.102229,2.3277478,2.2633619,0.0643859
28,0.16914736,0.14995818,"('disloyal', 'loyal')",0.96891993,0.99318624,0.69120383,0.64981973,0.609757,0.5976547,0.0121023
86,0.16709527,0.3525061,"('uninfluential', 'influential')",0.47819954,0.53792965,-0.20668787,-0.10700363,0.1462023,0.261144,-0.1149417
38,0.11612243,0.06360821,"('untruthful', 'truthful')",0.7530344,0.82358885,0.24687415,0.12757406,0.3720103,0.338257,0.0337533
1,-0.11065151,-0.39704165,"('unfriendly', 'friendly')",0.63221043,0.6248269,1.5543008,1.3879447,0.6919533,0.5385766,0.1533767
84,0.08109839,0.042987853,"('inferior', 'superior')",-2.0386043,-2.1381934,0.39859262,0.22472827,-0.5196377,-0.6234924,0.1038547
27,0.07427492,0.08453058,"('hardhearted', 'softhearted')",1.3317578,1.3750691,1.4772611,1.6006128,0.9610979,1.0200709,-0.058973
26,0.071228646,-0.11395108,"('hardhearted', 'benevolent')",0.5886339,0.5922029,1.3162744,1.2061297,0.6587123,0.5614605,0.0972518
51,-0.052445922,0.04752213,"('uneducated', 'educated')",-0.24869202,-0.24899206,0.15238562,0.15296373,-0.0495841,-0.0161687,-0.0334154
77,0.045913193,0.031927727,"('unmotivated', 'motivated')",0.63035715,0.490217,-0.9776094,-0.98555166,-0.1004463,-0.154469,0.0540227
82,-0.025844686,0.103980064,"('poor', 'rich')",0.06403713,0.09260689,5.7713046,5.899351,1.936499,2.0319794,-0.0954804
15,-0.023809887,-0.0399346,"('boring', 'funny')",0.17750628,0.16419826,0.59539664,0.6255327,0.2496977,0.2499321,-0.0002344
54,0.019953132,0.09401784,"('incapable', 'capable')",-0.4455963,-0.47915784,1.0597138,1.0255355,0.2113569,0.2134652,-0.0021083
2,0.017364353,0.04290156,"('unlikable', 'likable')",0.056466617,0.16328022,0.35358804,0.35964787,0.142473,0.1886099,-0.0461369
72,-0.0134548955,0.14308226,"('unambitious', 'ambitious')",0.35953572,0.5223593,-1.1006793,-0.96638715,-0.2515328,-0.1003152,-0.1512176
53,0.008823816,-0.07343383,"('uncreative', 'creative')",0.69862616,0.6493242,1.0408437,0.911141,0.5827645,0.4956771,0.0870874
