,general_male,general_female,tuple,mills_male,mills_female,inc_male,inc_female,average_male,average_female,male-female
80,0.7515461,0.5500903,"('dominated', 'dominating')",0.31240454,0.020317666,-0.71489614,-0.84578204,0.1163515,-0.0917914,0.2081429
88,-0.7058123,-0.7896921,"('low', 'eminent')",-0.52229744,-0.4521123,0.009745073,-0.14380778,-0.4061215,-0.4618707,0.0557492
9,0.7044693,0.794347,"('unaffectionate', 'caring')",0.55437666,0.6712435,1.43687,1.5357356,0.898572,1.000442,-0.10187
17,-0.6921202,-0.67194927,"('nasty', 'nice')",-0.31776562,-0.3254003,-0.2916741,-0.20663211,-0.4338533,-0.4013272,-0.0325261
54,-0.68164057,-0.55198634,"('incapable', 'capable')",-0.4564797,-0.23867291,1.1099213,1.2962569,-0.0093997,0.1685326,-0.1779323
82,-0.667738,-0.6237049,"('poor', 'rich')",-0.011986323,0.11019978,6.3170986,6.289075,1.8791248,1.92519,-0.0460652
20,-0.6672959,-0.7278094,"('rough', 'thoughtful')",-1.0032483,-0.913011,0.9532198,0.9080412,-0.2391081,-0.2442598,0.0051517
60,-0.64624226,-0.71306986,"('inefficient', 'efficient')",-0.1753699,-0.08625862,-0.047386725,-0.050342657,-0.2896663,-0.2832237,-0.0064426
1,-0.634865,-0.5330369,"('unfriendly', 'friendly')",0.6793546,0.95131624,2.0857494,2.0765133,0.7100797,0.8315976,-0.1215179
58,0.59163725,0.711819,"('undiscriminating', 'discriminating')",0.8178702,0.83785313,0.398418,0.36122006,0.6026418,0.6369641,-0.0343223
35,-0.57180667,-0.18477315,"('corrupt', 'incorrupt')",-0.8245431,-0.6355949,-0.34420878,-0.21729842,-0.5801862,-0.3458888,-0.2342974
40,0.5674426,0.6052319,"('stingy', 'generous')",0.48434007,0.5710483,-1.0548713,-1.0931681,-0.0010296,0.027704,-0.0287336
34,-0.56271446,-0.84030646,"('mean', 'honorable')",-0.27355456,-0.35569867,6.2881002,6.281801,1.8172771,1.6952655,0.1220116
55,-0.5580424,-0.5567885,"('incompetent', 'clever')",-0.29406476,-0.29728144,0.15303418,0.027471501,-0.2330243,-0.2755328,0.0425085
29,-0.5550632,-0.5478798,"('unfair', 'fair')",-0.56875086,-0.56163317,-0.048744913,0.064339355,-0.390853,-0.3483912,-0.0424618
8,0.5273889,0.5247563,"('unaffectionate', 'affectionate')",0.43516132,0.41819802,1.1256584,1.1657436,0.6960696,0.7028993,-0.0068297
33,0.5075772,0.6770457,"('wrong', 'right')",0.20334819,0.19396958,-0.4698332,-0.34098867,0.080364,0.1766756,-0.0963116
62,-0.47214293,-0.4860241,"('incompetent', 'brilliant')",0.032996163,0.062154107,0.21560246,0.17695218,-0.0745148,-0.0823059,0.0077911
86,0.44675288,0.61833245,"('uninfluential', 'influential')",0.55004406,0.66008896,0.34105998,0.27744746,0.4459523,0.518623,-0.0726707
72,0.44001088,0.50278986,"('unambitious', 'ambitious')",0.3385906,0.31534913,-0.6172135,-0.57729435,0.053796,0.0802815,-0.0264855
15,0.41789106,0.52419305,"('boring', 'funny')",0.26384154,0.1398173,0.57427186,0.6757534,0.4186682,0.4465879,-0.0279197
28,-0.4050672,-0.17135537,"('disloyal', 'loyal')",-0.15719764,0.1015445,0.9408975,1.0499398,0.1262109,0.3267096,-0.2004987
78,-0.3823726,-0.69892836,"('nonresilient', 'resilient')",-0.4464906,-0.55242914,0.092264876,0.026160236,-0.2455328,-0.4083991,0.1628663
63,0.37646106,0.39562678,"('unperceptive', 'insightful')",0.4057419,0.2946399,1.3083013,1.2134701,0.6968347,0.6345789,0.0622558
30,-0.37368017,-0.28646782,"('intolerant', 'tolerant')",0.80012363,0.9059454,0.89993554,0.9116031,0.4421264,0.5103602,-0.0682338
64,-0.36797166,0.001875814,"('shy', 'confident')",-0.3694641,-0.31062573,-7.1881647,-7.060277,-2.6418668,-2.4563424,-0.1855244
38,-0.3666647,-0.036743056,"('untruthful', 'truthful')",-0.5839715,-0.37610734,0.17670883,0.19322012,-0.2579758,-0.0732101,-0.1847657
14,0.36501962,0.5760045,"('antisocial', 'social')",1.2330632,1.1913922,-0.5169983,-0.43865213,0.3603615,0.4429148,-0.0825533
4,-0.36243853,-0.009442877,"('disliked', 'liked')",0.45003504,0.4942462,-6.380254,-6.2581987,-2.0975525,-1.9244652,-0.1730873
85,-0.3610767,-0.4336676,"('insignificant', 'prestigious')",-0.2872601,-0.11200418,0.036401585,0.17271085,-0.2039784,-0.1243203,-0.0796581
50,0.3528598,0.46805918,"('clumsy', 'skillful')",-0.33984795,-0.34835577,0.16469711,0.09502505,0.0592363,0.0715762,-0.0123399
2,-0.34663147,-0.14239389,"('unlikable', 'likable')",-0.27969417,-0.30195248,0.3947841,0.4377176,-0.0771805,-0.0022096,-0.0749709
69,-0.33324066,-0.0074772984,"('lazy', 'industrious')",0.49666688,0.5215022,-0.7356821,-0.5883965,-0.1907519,-0.0247905,-0.1659614
59,0.31002522,0.6610988,"('foolish', 'wise')",-0.10496743,-0.061161336,0.42475423,0.42031926,0.2099373,0.3400856,-0.1301483
57,-0.29550153,0.067968756,"('unimaginative', 'imaginative')",-0.07825533,0.12456154,-2.4695234,-2.3839068,-0.9477601,-0.7304588,-0.2173013
42,0.28272265,0.52653056,"('unreliable', 'reliable')",0.15637301,0.30258194,-2.9711697,-2.86117,-0.8440247,-0.6773525,-0.1666722
22,-0.2589901,0.07155284,"('untrustworthy', 'trustworthy')",-0.40649784,-0.3852166,-0.6738967,-0.5674828,-0.4464615,-0.2937155,-0.152746
0,-0.2525408,-0.31617343,"('unsociable', 'sociable')",0.108455315,0.16589639,-0.25699574,-0.34166205,-0.1336937,-0.1639797,0.030286
47,-0.24346216,-0.32924777,"('stupid', 'smart')",0.30204627,0.35641506,5.652058,5.636083,1.9035474,1.8877501,0.0157973
52,-0.2299875,-0.29907554,"('irrational', 'rational')",-0.7137677,-0.7137898,-0.21395388,-0.25759688,-0.385903,-0.4234874,0.0375844
10,-0.22490335,-0.4367494,"('unsympathetic', 'sympathetic')",-0.77654094,-0.5736468,-0.11295536,-0.06717022,-0.3714666,-0.3591888,-0.0122778
45,-0.21997398,0.35472906,"('incompetent', 'competent')",0.5862558,0.7369325,0.11394141,0.19452682,0.1600744,0.4287295,-0.2686551
19,0.2177966,0.4636388,"('inhospitable', 'hospitable')",-0.53942305,-0.4581511,0.25659937,0.49690104,-0.0216757,0.1674629,-0.1891386
48,-0.21462087,-0.6615336,"('unintelligent', 'intelligent')",-0.3701985,-0.5279433,0.44161844,0.24589843,-0.0477336,-0.3145262,0.2667926
65,0.20898135,0.05862344,"('insecure', 'secure')",-0.25245953,-0.24714233,-0.25356475,-0.2469232,-0.0990143,-0.1451474,0.0461331
81,-0.2081199,-0.2170407,"('submissive', 'aggressive')",-0.3941923,-0.43068865,-0.70777893,-0.87771237,-0.436697,-0.5084805,0.0717835
11,0.1858261,0.18712863,"('unhelpful', 'helpful')",-1.0011655,-1.0667545,2.260543,2.2107427,0.4817346,0.4437056,0.038029
23,0.14763165,-0.06818701,"('insincere', 'sincere')",-0.1935735,-0.13141209,6.39252,6.3032517,2.115526,2.0345508,0.0809752
32,0.1448648,0.024297994,"('unkind', 'kind')",0.16611734,0.29259193,1.1245326,1.1585486,0.4785049,0.4918128,-0.0133079
76,-0.14281845,-0.42727965,"('anxious', 'daring')",-0.75219595,-0.6519499,0.020232474,-0.07131565,-0.291594,-0.3835151,0.0919211
79,0.14051656,0.37764466,"('wavering', 'unwavering')",-0.56270397,-0.35118613,0.036958765,0.16445005,-0.1284095,0.0636362,-0.1920457
61,0.13894558,0.12143917,"('illogical', 'logical')",0.02397333,0.064578645,0.6135733,0.6427728,0.2588307,0.2762635,-0.0174328
70,0.13334994,0.076157875,"('lethargic', 'energetic')",-0.26528642,-0.36432377,0.8104341,0.8220201,0.2261659,0.1779514,0.0482145
13,0.12936023,0.07643365,"('impolite', 'polite')",-0.040945254,-0.09783812,-0.07174725,0.006584093,0.0055559,-0.0049401,0.010496
75,-0.10656375,0.10255631,"('meek', 'impulsive')",-0.91965806,-0.8663541,-0.28384212,-0.1849262,-0.4366879,-0.3162413,-0.1204466
83,-0.09110363,-0.17018338,"('powerless', 'powerful')",-0.16306081,-0.14388916,-1.2234652,-1.2289665,-0.4925432,-0.5143464,0.0218032
53,-0.082156174,0.044335537,"('uncreative', 'creative')",0.68182164,0.9018906,0.83070314,1.04534,0.4767896,0.6638554,-0.1870658
25,-0.06954199,-0.02677863,"('egoistic', 'altruistic')",1.4635969,1.4712448,1.4924661,1.434072,0.9621736,0.9595127,0.0026609
41,-0.04472895,0.23966077,"('unforgiving', 'forgiving')",0.13230103,0.21200663,0.33963394,0.37320462,0.142402,0.2749573,-0.1325553
21,0.043130722,-0.29713285,"('immoral', 'moral')",0.05901578,-0.22584504,-0.6993991,-0.8631661,-0.1990842,-0.462048,0.2629638
51,-0.035787325,-0.056037292,"('uneducated', 'educated')",0.16948809,-0.022281684,0.69612616,0.63685,0.276609,0.186177,0.090432
43,0.025061166,0.08739888,"('irresponsible', 'responsible')",-0.34830508,-0.21080825,0.7262673,0.861792,0.1343411,0.2461275,-0.1117864
66,0.010885298,-0.010032602,"('inactive', 'active')",-0.565077,-0.6536873,0.887338,0.94937104,0.1110488,0.095217,0.0158318
7,0.006460935,-0.09745857,"('insensitive', 'sensitive')",-0.018688198,0.04683905,1.3694284,1.4654754,0.4524004,0.4716187,-0.0192183
