,fiserv_male,fiserv_female,tuple,inc_male,inc_female,average_male,average_female,male-female
68,-0.31461084,-0.25112903,"('dependent', 'independent')",-0.35955545,-0.5253354,-0.3370832,-0.3882322,0.051149
52,-0.3138469,-0.4902063,"('irrational', 'rational')",0.19026762,0.09894048,-0.0617896,-0.1956329,0.1338433
14,0.31106383,0.43302044,"('antisocial', 'social')",-0.4915288,-0.22338688,-0.0902325,0.1048168,-0.1950493
55,0.30674267,0.34533176,"('incompetent', 'clever')",0.35778084,0.25426835,0.3322617,0.2998,0.0324617
44,0.2804168,0.4277603,"('prejudiced', 'unprejudiced')",-1.3567548,-1.193525,-0.538169,-0.3828823,-0.1552867
20,0.27727488,0.3372623,"('rough', 'thoughtful')",1.3339974,1.0700763,0.8056361,0.7036693,0.1019668
17,-0.27173668,-0.25107908,"('nasty', 'nice')",-0.5199381,-0.4399262,-0.3958374,-0.3455026,-0.0503348
56,0.2514465,0.5447676,"('impractical', 'practical')",-0.22176073,0.20851237,0.0148429,0.37664,-0.3617971
46,-0.24713966,-0.28925312,"('uncompetitive', 'competitive')",-0.6210601,-0.64050573,-0.4340999,-0.4648794,0.0307795
7,-0.24384248,-0.21206331,"('insensitive', 'sensitive')",0.63932955,0.49307498,0.1977435,0.1405058,0.0572377
15,-0.22994092,-0.01524836,"('boring', 'funny')",0.49596152,0.71153975,0.1330103,0.3481457,-0.2151354
49,-0.22256975,0.028868128,"('unable', 'able')",-0.08133865,0.066083506,-0.1519542,0.0474758,-0.19943
4,-0.21917848,-0.23072745,"('disliked', 'liked')",-5.4981976,-5.5633545,-2.8586881,-2.8970411,0.038353
13,0.21784773,0.30340895,"('impolite', 'polite')",-0.31196097,-0.20733173,-0.0470566,0.0480386,-0.0950952
83,0.1996284,0.1788035,"('powerless', 'powerful')",-0.94483364,-0.9676451,-0.3726026,-0.3944208,0.0218182
18,-0.19529061,-0.16010892,"('disagreeable', 'welcoming')",-0.1972104,-0.24282134,-0.1962505,-0.2014651,0.0052146
3,-0.18634157,-0.29425305,"('repellent', 'pleasant')",-0.014798038,-0.035846498,-0.1005698,-0.1650498,0.06448
61,-0.18504222,-0.19568297,"('illogical', 'logical')",0.21893996,0.19793434,0.0169489,0.0011257,0.0158232
74,-0.18433283,-0.18676028,"('undedicated', 'dedicated')",0.24902429,0.19253376,0.0323457,0.0028867,0.029459
70,-0.15714335,-0.029607926,"('lethargic', 'energetic')",0.6437236,0.85685664,0.2432901,0.4136243,-0.1703342
22,0.14624307,0.16137663,"('untrustworthy', 'trustworthy')",-0.8307567,-0.867591,-0.3422568,-0.3531072,0.0108504
48,0.14594886,0.15068482,"('unintelligent', 'intelligent')",1.0684532,0.8206746,0.607201,0.4856797,0.1215213
41,-0.1303504,-0.09365905,"('unforgiving', 'forgiving')",0.19412751,0.16621727,0.0318886,0.0362791,-0.0043905
37,-0.11395188,-0.106448874,"('fake', 'genuine')",0.46671262,0.27213034,0.1763804,0.0828407,0.0935397
47,-0.11248748,0.014532689,"('stupid', 'smart')",4.6209574,4.9119215,2.254235,2.463227,-0.208992
26,-0.07478257,-0.13452533,"('hardhearted', 'benevolent')",1.8535455,1.7658924,0.8893815,0.8156835,0.073698
75,-0.06920173,0.094366014,"('meek', 'impulsive')",-0.36046228,-0.23185664,-0.214832,-0.0687453,-0.1460867
25,0.06603099,0.023825627,"('egoistic', 'altruistic')",1.6528003,1.6474786,0.8594157,0.8356521,0.0237636
59,0.06050349,0.07408474,"('foolish', 'wise')",0.4141386,0.5015125,0.237321,0.2877986,-0.0504776
40,0.053549737,-0.15402676,"('stingy', 'generous')",-0.9150916,-1.4285862,-0.4307709,-0.7913065,0.3605356
87,-0.05310378,-0.04163525,"('unsuccessful', 'successful')",0.92980105,0.899381,0.4383486,0.4288729,0.0094757
35,-0.046729166,-0.060747154,"('corrupt', 'incorrupt')",-0.0940093,-0.06997459,-0.0703692,-0.0653609,-0.0050083
42,-0.024245674,0.20963748,"('unreliable', 'reliable')",-2.6896791,-2.6299508,-1.3569624,-1.2101567,-0.1468057
50,0.011688662,0.115521215,"('clumsy', 'skillful')",0.36967665,0.2776854,0.1906826,0.1966033,-0.0059207
76,-0.010086635,0.23297276,"('anxious', 'daring')",0.116030514,0.4050443,0.0529719,0.3190085,-0.2660366
65,-0.0070060426,0.14224574,"('insecure', 'secure')",-0.72017026,-0.5478356,-0.3635882,-0.2027949,-0.1607933
