,centex_male,centex_female,tuple,corp_male,corp_female,average_male,average_female,male-female
41,-0.4317197,-0.68831545,"('unforgiving', 'forgiving')",0.29710323,-0.10869066,-0.0673082,-0.3985031,0.3311949
28,-0.41841304,-0.60775304,"('disloyal', 'loyal')",1.0468352,0.6934659,0.3142111,0.0428564,0.2713547
10,-0.40435666,-0.43687552,"('unsympathetic', 'sympathetic')",-0.252378,-0.5014749,-0.3283673,-0.4691752,0.1408079
70,0.39084473,0.28115946,"('lethargic', 'energetic')",0.3450952,0.28808075,0.36797,0.2846201,0.0833499
84,0.37845653,0.48018274,"('inferior', 'superior')",0.62243474,0.861708,0.5004456,0.6709453,-0.1704997
4,-0.37371975,-0.6938937,"('disliked', 'liked')",-5.5686626,-6.0866895,-2.9711912,-3.3902917,0.4191005
51,-0.35723826,-0.59615964,"('uneducated', 'educated')",0.72418827,0.38463005,0.183475,-0.1057648,0.2892398
2,0.34638327,-0.08866706,"('unlikable', 'likable')",1.0648931,0.59628326,0.7056382,0.2538081,0.4518301
0,-0.33816463,-0.65810734,"('unsociable', 'sociable')",0.41126007,-0.10208058,0.0365477,-0.380094,0.4166417
17,-0.31990927,-0.52804065,"('nasty', 'nice')",-0.5734239,-0.7754075,-0.4466666,-0.6517241,0.2050575
32,-0.31863534,-0.49160948,"('unkind', 'kind')",0.8736274,0.4411309,0.277496,-0.0252393,0.3027353
65,0.301928,0.21272865,"('insecure', 'secure')",-0.23377241,-0.4257612,0.0340778,-0.1065163,0.1405941
64,-0.2945377,-0.3262035,"('shy', 'confident')",-5.656157,-5.912938,-2.9753473,-3.1195707,0.1442234
26,-0.28843018,-0.37223184,"('hardhearted', 'benevolent')",1.7012206,1.6062974,0.7063952,0.6170328,0.0893624
71,-0.27035454,-0.41955405,"('diffident', 'self-confident')",0.30998147,0.320533,0.0198135,-0.0495105,0.069324
62,0.27005577,0.19833985,"('incompetent', 'brilliant')",0.62266034,0.42790043,0.4463581,0.3131201,0.133238
87,0.26741412,-0.2458221,"('unsuccessful', 'successful')",1.1976924,0.7977067,0.7325532,0.2759423,0.4566109
74,-0.25890332,-0.5531001,"('undedicated', 'dedicated')",0.025130784,-0.38935283,-0.1168863,-0.4712265,0.3543402
16,-0.25073516,-0.6127175,"('unpopular', 'popular')",0.57783246,0.28272822,0.1635486,-0.1649946,0.3285432
58,-0.21552373,-0.18247935,"('undiscriminating', 'discriminating')",0.23137234,0.2246049,0.0079243,0.0210628,-0.0131385
27,-0.21001309,0.13408595,"('hardhearted', 'softhearted')",0.59721774,0.9567337,0.1936023,0.5454098,-0.3518075
34,-0.19913203,-0.2569745,"('mean', 'honorable')",5.129982,5.30412,2.465425,2.5235727,-0.0581477
60,0.18236654,0.37643772,"('inefficient', 'efficient')",0.11185361,0.06588124,0.1471101,0.2211595,-0.0740494
56,0.1706847,-0.1303822,"('impractical', 'practical')",0.02403666,-0.537867,0.0973607,-0.3341246,0.4314853
3,0.17033114,0.16700354,"('repellent', 'pleasant')",0.58541214,0.5252576,0.3778716,0.3461305,0.0317411
50,0.16979446,0.025126537,"('clumsy', 'skillful')",0.023786277,-0.08925915,0.0967904,-0.0320663,0.1288567
40,-0.1694679,-0.05506994,"('stingy', 'generous')",-1.97081,-1.8035191,-1.0701389,-0.9292945,-0.1408444
33,-0.16683666,-0.28901497,"('wrong', 'right')",-0.6378306,-0.5331099,-0.4023336,-0.4110624,0.0087288
7,0.15219483,0.16532421,"('insensitive', 'sensitive')",0.34973162,0.29476646,0.2509632,0.2300453,0.0209179
20,0.12254048,0.24001692,"('rough', 'thoughtful')",0.3908784,0.6146627,0.2567095,0.4273398,-0.1706303
75,0.1169433,0.038613576,"('meek', 'impulsive')",-0.8180385,-0.73305964,-0.3505476,-0.347223,-0.0033246
11,-0.098225124,-0.3330471,"('unhelpful', 'helpful')",2.0045462,1.5964019,0.9531605,0.6316774,0.3214831
22,0.07866864,-0.112763956,"('untrustworthy', 'trustworthy')",-0.801252,-1.1513728,-0.3612917,-0.6320684,0.2707767
37,0.07552853,0.33309028,"('fake', 'genuine')",-0.22809324,-0.020609293,-0.0762824,0.1562405,-0.2325229
48,0.072236165,0.22904593,"('unintelligent', 'intelligent')",0.59432924,0.6273036,0.3332827,0.4281748,-0.0948921
49,0.06547859,-0.095818296,"('unable', 'able')",-0.7631561,-0.7626666,-0.3488387,-0.4292424,0.0804037
77,-0.05896023,-0.038750544,"('unmotivated', 'motivated')",-0.88748914,-0.6948387,-0.4732247,-0.3667946,-0.1064301
13,-0.05214081,-0.1199678,"('impolite', 'polite')",-0.3698664,-0.61037034,-0.2110036,-0.3651691,0.1541655
