,monsanto_male,monsanto_female,tuple,co_male,co_female,average_male,average_female,male-female
24,-0.8809954,-1.0194694,"('dishonest', 'honest')",0.8435307,0.79590505,-0.0187323,-0.1117822,0.0930499
84,0.82723093,1.0269896,"('inferior', 'superior')",0.45640406,0.6233692,0.6418175,0.8251794,-0.1833619
12,-0.7845602,-0.68578786,"('unsupportive', 'supportive')",-2.2701187,-2.1124554,-1.5273395,-1.3991216,-0.1282179
43,-0.7814287,-0.91291493,"('irresponsible', 'responsible')",0.44603875,0.33820897,-0.167695,-0.287353,0.119658
23,-0.76122314,-0.8870071,"('insincere', 'sincere')",5.9647017,5.696025,2.6017392,2.4045088,0.1972304
36,-0.76037675,-0.643321,"('hostile', 'amicable')",-0.12963136,-0.16616297,-0.445004,-0.404742,-0.040262
77,-0.7536282,-0.81639683,"('unmotivated', 'motivated')",-1.1868051,-1.2617527,-0.9702166,-1.0390748,0.0688582
63,-0.7504463,-0.6189022,"('unperceptive', 'insightful')",-0.19467717,-0.08996312,-0.4725617,-0.3544327,-0.118129
55,-0.74429584,-0.7141144,"('incompetent', 'clever')",0.2875601,0.37350607,-0.2283679,-0.1703042,-0.0580637
60,-0.7391507,-1.0090693,"('inefficient', 'efficient')",0.13842054,-0.03549831,-0.3003651,-0.5222838,0.2219187
68,-0.6586704,-0.5145557,"('dependent', 'independent')",-1.5878167,-1.3850065,-1.1232436,-0.9497811,-0.1734625
41,-0.6358354,-0.48654777,"('unforgiving', 'forgiving')",0.07996904,0.16097993,-0.2779332,-0.1627839,-0.1151493
81,-0.6349229,-0.6864402,"('submissive', 'aggressive')",-0.7992114,-0.84451807,-0.7170671,-0.7654791,0.048412
73,0.6303282,0.53733104,"('helpless', 'self-reliant')",-3.5000327,-3.4342356,-1.4348522,-1.4484522,0.0136
11,-0.6094109,-0.7619013,"('unhelpful', 'helpful')",1.759558,1.5595986,0.5750735,0.3988486,0.1762249
54,-0.606908,-0.61886936,"('incapable', 'capable')",0.71664107,0.63804907,0.0548665,0.0095899,0.0452766
33,0.6050733,0.7237964,"('wrong', 'right')",-0.6949901,-0.5497485,-0.0449584,0.087024,-0.1319824
17,-0.5982804,-0.56528866,"('nasty', 'nice')",-0.49982938,-0.49986413,-0.5490549,-0.5325764,-0.0164785
9,-0.57919204,-0.6299181,"('unaffectionate', 'caring')",0.8896172,0.8689521,0.1552126,0.119517,0.0356956
8,-0.5535828,-0.58316123,"('unaffectionate', 'affectionate')",0.4588554,0.34160495,-0.0473637,-0.1207781,0.0734144
61,-0.5467727,-0.5290498,"('illogical', 'logical')",-0.16710259,0.08854092,-0.3569376,-0.2202545,-0.1366831
37,-0.52563614,-0.45662776,"('fake', 'genuine')",0.08632903,0.17934938,-0.2196535,-0.1386392,-0.0810143
59,0.501786,0.59393346,"('foolish', 'wise')",-0.28337777,-0.17181703,0.1092041,0.2110582,-0.1018541
21,-0.49868882,-0.62682474,"('immoral', 'moral')",-0.6230441,-0.61822283,-0.5608665,-0.6225238,0.0616573
79,0.48217642,0.5173202,"('wavering', 'unwavering')",-0.6585814,-0.7009493,-0.0882025,-0.0918145,0.003612
38,-0.47702065,-0.61917293,"('untruthful', 'truthful')",-0.23171066,-0.38498512,-0.3543656,-0.502079,0.1477134
87,0.45693454,0.299116,"('unsuccessful', 'successful')",0.28555045,0.35513666,0.3712425,0.3271263,0.0441162
1,-0.44114333,-0.38895237,"('unfriendly', 'friendly')",1.3139341,1.2226402,0.4363954,0.4168439,0.0195515
31,-0.4294821,-0.17251505,"('evil', 'good')",-1.0953641,-0.93455935,-0.7624231,-0.5535372,-0.2088859
32,-0.42224073,-0.5009489,"('unkind', 'kind')",0.80219233,0.7801034,0.1899758,0.1395772,0.0503986
44,0.41024375,0.3109264,"('prejudiced', 'unprejudiced')",-1.0297344,-1.0778707,-0.3097453,-0.3834721,0.0737268
47,-0.40730897,-0.40772042,"('stupid', 'smart')",5.4188166,5.3444347,2.5057538,2.4683571,0.0373967
2,-0.39649364,-0.5555372,"('unlikable', 'likable')",0.8270788,0.65326166,0.2152926,0.0488622,0.1664304
64,-0.3785251,-0.28118092,"('shy', 'confident')",-6.3362937,-6.0040183,-3.3574095,-3.1425996,-0.2148099
75,0.37434977,0.4244898,"('meek', 'impulsive')",-0.56819767,-0.659401,-0.0969239,-0.1174556,0.0205317
35,0.3626177,0.46515605,"('corrupt', 'incorrupt')",-0.8082424,-0.71914685,-0.2228123,-0.1269954,-0.0958169
76,-0.35992837,-0.6071304,"('anxious', 'daring')",0.17468409,0.03311057,-0.0926221,-0.2870099,0.1943878
78,0.3552078,0.45495367,"('nonresilient', 'resilient')",-0.117949754,-0.048325345,0.118629,0.2033142,-0.0846852
29,-0.3349524,-0.29155213,"('unfair', 'fair')",-0.65960294,-0.47860104,-0.4972777,-0.3850766,-0.1122011
72,-0.33428228,-0.45055842,"('unambitious', 'ambitious')",-0.13147107,-0.2545476,-0.2328767,-0.352553,0.1196763
20,0.31995136,0.5129146,"('rough', 'thoughtful')",0.62298906,0.7728909,0.4714702,0.6429027,-0.1714325
26,0.3133358,0.56077236,"('hardhearted', 'benevolent')",1.1403213,1.3511696,0.7268285,0.955971,-0.2291425
5,0.30465353,0.2031395,"('distant', 'outgoing')",-0.54819113,-0.6791317,-0.1217688,-0.2379961,0.1162273
51,-0.27853012,-0.30973655,"('uneducated', 'educated')",0.18646911,0.15280652,-0.0460305,-0.078465,0.0324345
40,-0.27789903,-0.25135612,"('stingy', 'generous')",-2.3673604,-2.2328835,-1.3226297,-1.2421198,-0.0805099
39,-0.27537432,-0.17975052,"('exploitative', 'cooperative')",0.28821984,0.4106234,0.0064228,0.1154364,-0.1090136
48,0.27278396,0.27540386,"('unintelligent', 'intelligent')",-0.09083458,-0.12157809,0.0909747,0.0769129,0.0140618
62,-0.2278844,-0.36342785,"('incompetent', 'brilliant')",-0.03134738,-0.20396575,-0.1296159,-0.2836968,0.1540809
34,-0.22415344,-0.36815953,"('mean', 'honorable')",5.369169,5.187089,2.5725079,2.4094648,0.1630431
80,0.22188082,0.21526344,"('dominated', 'dominating')",-0.83319926,-0.6270764,-0.3056592,-0.2059065,-0.0997527
82,-0.19072728,-0.3915907,"('poor', 'rich')",6.4812856,6.0479603,3.1452792,2.8281848,0.3170944
25,0.18508592,0.19311924,"('egoistic', 'altruistic')",1.0591302,1.0989337,0.622108,0.6460265,-0.0239185
4,-0.18414372,-0.3204729,"('disliked', 'liked')",-7.557165,-7.5170436,-3.8706543,-3.9187582,0.0481039
50,-0.17698789,-0.14105064,"('clumsy', 'skillful')",-0.2720335,-0.2966091,-0.2245107,-0.2188299,-0.0056808
52,-0.15160905,-0.07249433,"('irrational', 'rational')",-0.2849871,-0.22214304,-0.2182981,-0.1473187,-0.0709794
49,-0.15065913,-0.25446177,"('unable', 'able')",-0.65461195,-0.7153675,-0.4026355,-0.4849146,0.0822791
67,0.15022425,0.017097853,"('doubtful', 'determined')",-0.3024509,-0.42638057,-0.0761133,-0.2046414,0.1285281
56,-0.14648217,-0.46736223,"('impractical', 'practical')",-0.5155927,-0.657818,-0.3310374,-0.5625901,0.2315527
88,0.13704859,0.11013636,"('low', 'eminent')",-0.4501105,-0.66667604,-0.1565309,-0.2782698,0.1217389
6,-0.10987774,-0.11716749,"('distant', 'open')",-0.23851278,-0.2932051,-0.1741953,-0.2051863,0.030991
15,-0.10247435,-0.0045591854,"('boring', 'funny')",0.08595724,0.058198586,-0.0082586,0.0268197,-0.0350783
16,-0.09135996,-0.14766935,"('unpopular', 'popular')",0.3718397,0.28347796,0.1402399,0.0679043,0.0723356
71,0.05117602,0.08148896,"('diffident', 'self-confident')",0.1556809,0.1853205,0.1034285,0.1334047,-0.0299762
74,-0.04506258,-0.04162547,"('undedicated', 'dedicated')",-0.129452,-0.031299546,-0.0872573,-0.0364625,-0.0507948
42,0.016917031,0.0050085783,"('unreliable', 'reliable')",-3.0092123,-2.7841933,-1.4961476,-1.3895924,-0.1065552
66,0.009422228,-0.0047140867,"('inactive', 'active')",0.57013845,0.7047503,0.2897803,0.3500181,-0.0602378
83,-0.00490351,-0.015043877,"('powerless', 'powerful')",-1.2728857,-1.2999934,-0.6388946,-0.6575186,0.018624
