,intel_male,intel_female,tuple,corp_male,corp_female,average_male,average_female,male-female
27,-0.7330596,-0.51949346,"('hardhearted', 'softhearted')",-0.2071679,0.06643896,-0.4701138,-0.2265272,-0.2435866
13,-0.69983816,-0.63243526,"('impolite', 'polite')",-0.5382865,-0.15313762,-0.6190623,-0.3927864,-0.2262759
78,0.68126553,0.74985063,"('nonresilient', 'resilient')",0.48046452,0.7745472,0.580865,0.7621989,-0.1813339
16,-0.67775625,-0.8750957,"('unpopular', 'popular')",0.41098562,0.15895118,-0.1333853,-0.3580723,0.224687
70,-0.6769407,-0.465601,"('lethargic', 'energetic')",0.9342083,1.2399578,0.1286338,0.3871784,-0.2585446
54,0.64869666,0.48621818,"('incapable', 'capable')",0.48878598,0.6450472,0.5687413,0.5656327,0.0031086
7,-0.64505166,-0.57551163,"('insensitive', 'sensitive')",0.18694142,0.5720225,-0.2290551,-0.0017446,-0.2273105
33,0.60995924,0.7479887,"('wrong', 'right')",-1.2013085,-1.1181405,-0.2956746,-0.1850759,-0.1105987
43,-0.6079109,-0.70449156,"('irresponsible', 'responsible')",0.5494499,0.7711278,-0.0292305,0.0333181,-0.0625486
44,-0.5194855,-0.6786884,"('prejudiced', 'unprejudiced')",-1.0349334,-1.4248819,-0.7772095,-1.0517852,0.2745757
18,-0.49082863,-0.47765693,"('disagreeable', 'welcoming')",-1.1346252,-1.1140736,-0.8127269,-0.7958653,-0.0168616
26,0.4817542,0.24700055,"('hardhearted', 'benevolent')",0.99990225,0.57471853,0.7408282,0.4108595,0.3299687
37,-0.47673777,-0.36493477,"('fake', 'genuine')",0.16006991,0.29808322,-0.1583339,-0.0334258,-0.1249081
62,0.47581834,0.7589997,"('incompetent', 'brilliant')",0.82604754,1.2514521,0.6509329,1.0052259,-0.354293
24,0.47133827,0.7938921,"('dishonest', 'honest')",0.7391794,1.0523688,0.6052588,0.9231304,-0.3178716
80,-0.4600461,-0.41428193,"('dominated', 'dominating')",0.1451301,0.27654335,-0.157458,-0.0688693,-0.0885887
28,0.45181084,0.20613806,"('disloyal', 'loyal')",1.4163764,1.3323842,0.9340936,0.7692611,0.1648325
85,0.4514659,0.17793307,"('insignificant', 'prestigious')",-0.8118047,-1.2852516,-0.1801694,-0.5536593,0.3734899
56,0.43153322,0.28538498,"('impractical', 'practical')",0.28890252,0.37559074,0.3602179,0.3304878,0.0297301
35,0.41056365,0.34477073,"('corrupt', 'incorrupt')",-1.1370491,-1.3498654,-0.3632427,-0.5025474,0.1393047
40,-0.40542346,-0.18761598,"('stingy', 'generous')",-2.1444972,-1.9660071,-1.2749603,-1.0768116,-0.1981487
55,0.3887145,0.4774242,"('incompetent', 'clever')",1.1098479,1.2505273,0.7492812,0.8639758,-0.1146946
20,0.37569955,0.31781626,"('rough', 'thoughtful')",1.1281174,1.1008135,0.7519085,0.7093149,0.0425936
3,-0.3747981,-0.3360264,"('repellent', 'pleasant')",0.8606138,0.8733807,0.2429079,0.2686772,-0.0257693
77,-0.3647316,-0.31570253,"('unmotivated', 'motivated')",-0.29178908,-0.053756673,-0.3282604,-0.1847296,-0.1435308
63,-0.33484313,-0.19340797,"('unperceptive', 'insightful')",0.89709955,1.3078451,0.2811282,0.5572186,-0.2760904
38,0.3133032,0.32761577,"('untruthful', 'truthful')",-0.09468296,0.0036147367,0.1093101,0.1656152,-0.0563051
32,0.30950058,0.09258926,"('unkind', 'kind')",0.8324869,0.74926645,0.5709938,0.4209279,0.1500659
19,-0.30779096,-0.16952032,"('inhospitable', 'hospitable')",-0.8255757,-0.6779702,-0.5666834,-0.4237452,-0.1429382
23,0.3026169,0.19487065,"('insincere', 'sincere')",5.5788383,5.980328,2.9407277,3.0875993,-0.1468716
52,0.28164506,0.026988715,"('irrational', 'rational')",-0.8719958,-1.2066871,-0.2951754,-0.5898492,0.2946738
87,0.25113085,0.09391834,"('unsuccessful', 'successful')",1.312937,1.3184857,0.7820339,0.706202,0.0758319
12,-0.22730441,-0.018932657,"('unsupportive', 'supportive')",-2.0817208,-1.7815535,-1.1545126,-0.9002431,-0.2542695
1,-0.21872957,-0.16794056,"('unfriendly', 'friendly')",0.03153929,-0.03290078,-0.0935951,-0.1004207,0.0068256
47,0.218014,0.30257824,"('stupid', 'smart')",4.7942557,5.15056,2.506135,2.7265692,-0.2204342
86,0.2101388,0.2927057,"('uninfluential', 'influential')",-0.17690507,0.09794278,0.0166169,0.1953242,-0.1787073
2,-0.20732552,-0.11877142,"('unlikable', 'likable')",0.423908,0.26862857,0.1082912,0.0749286,0.0333626
74,0.19321072,0.10285539,"('undedicated', 'dedicated')",-0.09524481,-0.20456858,0.048983,-0.0508566,0.0998396
79,-0.18398671,-0.28094482,"('wavering', 'unwavering')",-0.68155307,-0.6061002,-0.4327699,-0.4435225,0.0107526
81,-0.17939842,-0.029215235,"('submissive', 'aggressive')",-0.12392391,0.26167154,-0.1516612,0.1162282,-0.2678894
5,0.1640386,0.26597136,"('distant', 'outgoing')",-1.5241429,-1.2786351,-0.6800522,-0.5063319,-0.1737203
6,0.13349567,0.1938685,"('distant', 'open')",-1.8389521,-1.6329267,-0.8527282,-0.7195291,-0.1331991
50,0.124921605,0.019340763,"('clumsy', 'skillful')",0.18108748,0.25046563,0.1530045,0.1349032,0.0181013
53,0.101181,-0.017965805,"('uncreative', 'creative')",0.28745773,0.29291338,0.1943194,0.1374738,0.0568456
65,-0.09912294,-0.19513498,"('insecure', 'secure')",0.36458772,0.5209568,0.1327324,0.1629109,-0.0301785
88,0.09649874,0.07909326,"('low', 'eminent')",-0.3519452,-0.43198225,-0.1277232,-0.1764445,0.0487213
8,0.085717924,-0.07448481,"('unaffectionate', 'affectionate')",-0.5735069,-0.62183,-0.2438945,-0.3481574,0.1042629
14,-0.06664997,-0.1753321,"('antisocial', 'social')",0.32261616,0.14009026,0.1279831,-0.0176209,0.145604
11,0.06605685,0.007902876,"('unhelpful', 'helpful')",2.5492573,2.6980007,1.307657,1.3529518,-0.0452948
68,-0.055884376,0.19906554,"('dependent', 'independent')",-0.52089024,-0.111452624,-0.2883873,0.0438065,-0.3321938
21,0.055784255,0.05026167,"('immoral', 'moral')",0.15698087,0.15654357,0.1063826,0.1034026,0.00298
82,0.049459115,-0.1091466,"('poor', 'rich')",6.290361,6.4292197,3.16991,3.1600366,0.0098734
51,-0.03975617,0.17421553,"('uneducated', 'educated')",0.9063904,1.2142514,0.4333171,0.6942335,-0.2609164
76,-0.03659064,-0.049249314,"('anxious', 'daring')",0.43967962,0.4794197,0.2015445,0.2150852,-0.0135407
36,-0.027767375,-0.1832458,"('hostile', 'amicable')",-1.0285223,-1.4805858,-0.5281448,-0.8319158,0.303771
15,0.022055484,0.060205884,"('boring', 'funny')",-0.41191635,-0.55108017,-0.1949304,-0.2454371,0.0505067
72,-0.012823913,0.007344681,"('unambitious', 'ambitious')",-0.96649444,-0.5284978,-0.4896592,-0.2605766,-0.2290826
67,-0.009789322,-0.09863289,"('doubtful', 'determined')",-0.13017833,-0.17118408,-0.0699838,-0.1349085,0.0649247
