,bard_male,bard_female,tuple,cr_male,cr_female,inc_male,inc_female,average_male,average_female,male-female
76,2.5364661,2.6548052,"('anxious', 'daring')",1.8467258,1.6953744,0.66831106,0.7520792,1.6838344,1.7007529,-0.0169185
86,2.3631997,2.4269686,"('uninfluential', 'influential')",1.0556802,0.8808738,-0.07824033,-0.17781588,1.1135465,1.0433421,0.0702044
21,2.2285388,2.40351,"('immoral', 'moral')",3.0989432,2.7798438,-0.22737086,-0.43005854,1.7000372,1.5844318,0.1156054
7,2.1702964,2.075348,"('insensitive', 'sensitive')",2.1129026,1.7138906,0.78815824,0.6435259,1.6904526,1.4775882,0.2128644
72,2.0659122,1.8210098,"('unambitious', 'ambitious')",0.5623517,0.6547796,-1.3362155,-1.489628,0.4306828,0.3287205,0.1019623
48,2.0559332,1.9663905,"('unintelligent', 'intelligent')",1.9159762,1.6359789,1.0678023,0.8594,1.679904,1.4872564,0.1926476
77,2.0385017,1.9509275,"('unmotivated', 'motivated')",2.0191002,1.7039448,0.1277852,-0.2079845,1.395129,1.1489627,0.2461663
0,1.9884768,2.0807695,"('unsociable', 'sociable')",2.4816992,2.0278606,-0.07250202,-0.16862202,1.4658912,1.3133361,0.1525551
14,1.9587352,2.157064,"('antisocial', 'social')",2.8226607,2.4569046,-0.8166442,-0.6336243,1.3215839,1.3267815,-0.0051976
43,1.9556813,2.1606846,"('irresponsible', 'responsible')",2.2326195,2.0269072,0.6719152,0.7813255,1.620072,1.6563056,-0.0362336
52,-1.9482473,-2.0431523,"('irrational', 'rational')",-2.1168222,-2.045975,-0.61728925,-0.7274817,-1.5607862,-1.6055365,0.0447503
44,-1.9058838,-1.8529006,"('prejudiced', 'unprejudiced')",-1.1498818,-1.0360564,-1.3904854,-1.2635226,-1.4820836,-1.3841599,-0.0979237
13,1.8959643,1.9913437,"('impolite', 'polite')",2.1787055,1.9927986,0.18511587,0.27440333,1.4199286,1.4195153,0.0004133
26,-1.8909845,-1.555514,"('hardhearted', 'benevolent')",-1.0527952,-0.79469806,0.28601983,0.6586657,-0.88592,-0.5638488,-0.3220712
69,-1.8842641,-2.0441492,"('lazy', 'industrious')",-0.5830779,-0.5997806,-0.29311633,-0.16377857,-0.9201527,-0.9359028,0.0157501
65,1.8682672,2.1449223,"('insecure', 'secure')",2.9394488,2.5381708,-0.15273553,-0.05036749,1.5516601,1.5442419,0.0074182
46,1.792325,1.8870043,"('uncompetitive', 'competitive')",1.9345274,1.4739596,0.061495855,-0.016858794,1.2627827,1.1147017,0.148081
24,1.7735798,1.947401,"('dishonest', 'honest')",0.49364585,0.5932675,0.3702302,0.3638892,0.879152,0.9681859,-0.0890339
3,1.7453526,1.9795231,"('repellent', 'pleasant')",1.9660923,1.771517,0.4382649,0.44606662,1.3832366,1.3990355,-0.0157989
4,-1.708398,-1.8255725,"('disliked', 'liked')",-2.6406648,-2.484106,-6.638821,-6.217183,-3.6626282,-3.5089537,-0.1536745
66,-1.4963815,-1.5553907,"('inactive', 'active')",-1.2185231,-1.2469611,0.6931057,0.64223534,-0.673933,-0.7200389,0.0461059
85,-1.4317527,-1.4270062,"('insignificant', 'prestigious')",-3.8308299,-3.3777778,-0.39411712,-0.50526494,-1.8855667,-1.7700162,-0.1155505
59,-1.4254572,-1.439259,"('foolish', 'wise')",-0.545132,-0.38728896,0.31391233,0.2602949,-0.5522256,-0.5220844,-0.0301412
80,1.385982,1.1850286,"('dominated', 'dominating')",0.9604977,0.70255387,-1.2993206,-1.3635324,0.349053,0.1746833,0.1743697
16,-1.3790708,-1.379881,"('unpopular', 'popular')",-0.86444616,-0.814804,0.8368948,0.61535895,-0.4688741,-0.526442,0.0575679
57,1.3718846,1.3756174,"('unimaginative', 'imaginative')",1.166754,0.7220916,-2.5206757,-2.0976124,0.0059876,3.22e-05,0.0059554
50,-1.3530706,-1.6090688,"('clumsy', 'skillful')",-0.3980411,-0.590617,0.3814016,0.16305728,-0.4565701,-0.6788762,0.2223061
45,1.3416343,1.4768445,"('incompetent', 'competent')",2.170497,1.9875252,-0.03490699,0.026152972,1.1590747,1.1635076,-0.0044329
1,-1.3349838,-1.4745978,"('unfriendly', 'friendly')",-1.4356649,-1.3909489,0.85374093,0.65084964,-0.6389693,-0.7382324,0.0992631
67,1.3087921,1.4119892,"('doubtful', 'determined')",0.20608743,0.33456078,-0.07204932,-0.009393346,0.4809434,0.5790522,-0.0981088
20,1.293264,1.3166674,"('rough', 'thoughtful')",1.0965694,1.0968276,0.8971827,0.91192985,1.0956721,1.108475,-0.0128029
70,1.2749504,1.5132673,"('lethargic', 'energetic')",2.1721566,1.8057222,1.3333375,1.4399008,1.5934814,1.5862967,0.0071847
37,1.2581687,1.3112876,"('fake', 'genuine')",0.14628519,0.15486953,0.5650933,0.41941655,0.6565157,0.6285246,0.0279911
79,-1.2505385,-1.3301178,"('wavering', 'unwavering')",-2.9320703,-2.7616632,-0.27615994,-0.4311729,-1.4862561,-1.5076513,0.0213952
74,1.2377425,1.271794,"('undedicated', 'dedicated')",2.0012305,1.935354,-0.11322491,-0.016358297,1.0419161,1.0635966,-0.0216805
12,1.1875967,1.292044,"('unsupportive', 'supportive')",1.0011785,0.881085,-2.183085,-1.9677626,0.0018967,0.0684555,-0.0665588
40,1.1624908,1.0297617,"('stingy', 'generous')",0.0923329,-0.092993945,-1.8197026,-1.6264681,-0.188293,-0.2299001,0.0416071
11,1.1561311,1.0170487,"('unhelpful', 'helpful')",1.9920037,1.7388359,2.3874314,2.3109183,1.8451888,1.6889343,0.1562545
18,-1.1011984,-1.0757319,"('disagreeable', 'welcoming')",-1.0315133,-1.2787725,-0.7808265,-0.7084354,-0.9711795,-1.0209799,0.0498004
49,1.0819272,0.75735956,"('unable', 'able')",-0.09549471,-0.40556067,0.015719451,-0.25557712,0.3340507,0.0320739,0.3019768
63,1.0301569,1.0108752,"('unperceptive', 'insightful')",1.1967059,0.94928306,1.4498122,1.3254465,1.2255584,1.0952017,0.1303567
9,1.0209522,0.8645592,"('unaffectionate', 'caring')",-0.23066728,-0.15108332,0.75198984,0.46822807,0.5140916,0.3939013,0.1201903
34,1.01513,1.0800959,"('mean', 'honorable')",0.7749039,0.78974336,6.5846066,6.171336,2.7915468,2.6803919,0.1111549
28,1.0091136,0.5264559,"('disloyal', 'loyal')",0.100607604,-0.38473684,0.7244831,0.46249264,0.6114014,0.2014039,0.4099975
8,-0.96830297,-1.1101929,"('unaffectionate', 'affectionate')",-2.1172166,-1.9131554,-0.28495333,-0.516856,-1.123491,-1.1800681,0.0565771
19,-0.95567536,-1.1155145,"('inhospitable', 'hospitable')",-1.7738004,-1.5036047,-0.6428283,-0.5797728,-1.1241013,-1.0662973,-0.057804
15,-0.9408515,-1.0336854,"('boring', 'funny')",-0.43805334,-0.53275424,0.49933732,0.4078721,-0.2931892,-0.3861892,0.093
51,0.8888823,0.8202289,"('uneducated', 'educated')",1.4193431,1.0947535,0.85799825,0.6859213,1.0554078,0.8669678,0.18844
68,0.87751496,0.794355,"('dependent', 'independent')",1.4872028,1.1361048,-0.042728156,-0.26812583,0.7739965,0.5541113,0.2198852
73,0.79618263,0.61263835,"('helpless', 'self-reliant')",0.13531765,0.07539593,-3.4506216,-3.194497,-0.8397071,-0.8354876,-0.0042195
39,0.7790906,0.6843283,"('exploitative', 'cooperative')",1.9369853,1.6830201,0.02822033,0.11308762,0.9147654,0.826812,0.0879534
58,0.76296186,0.64209163,"('undiscriminating', 'discriminating')",0.96827847,0.8619788,0.08431752,0.118329376,0.6051859,0.5408,0.0643859
75,-0.75898963,-0.952316,"('meek', 'impulsive')",-1.5310285,-1.3942518,-0.31987488,-0.24712382,-0.8699643,-0.8645639,-0.0054004
17,-0.71858376,-0.61933535,"('nasty', 'nice')",-0.927354,-0.74974656,-0.77901614,-0.7675371,-0.808318,-0.7122064,-0.0961116
83,0.70209336,0.66193074,"('powerless', 'powerful')",-1.1239485,-1.0915731,-0.7277372,-0.95633614,-0.3831974,-0.4619928,0.0787954
53,0.6945912,0.7355878,"('uncreative', 'creative')",-0.6221461,-0.7402267,0.83641875,0.8205622,0.3029546,0.2719744,0.0309802
38,0.66027296,0.2407487,"('untruthful', 'truthful')",0.031925745,-0.16091591,0.37443435,0.117089465,0.3555443,0.0656408,0.2899035
22,0.62036127,0.74897087,"('untrustworthy', 'trustworthy')",1.7645726,1.5383822,-0.74680024,-0.65606153,0.5460446,0.5437638,0.0022808
78,-0.6024053,-0.8791957,"('nonresilient', 'resilient')",0.7318059,0.4898931,1.0476271,0.50032955,0.3923426,0.037009,0.3553336
29,-0.5779147,-0.5408718,"('unfair', 'fair')",0.1126537,-0.04682277,-0.5606014,-0.5593541,-0.3419542,-0.3823496,0.0403954
27,-0.5352153,-0.39514285,"('hardhearted', 'softhearted')",-0.056370597,0.18660474,1.0225897,0.9028914,0.1436679,0.2314511,-0.0877832
25,-0.4425895,-0.5244581,"('egoistic', 'altruistic')",-1.6706715,-1.6528987,1.026344,1.0000492,-0.3623057,-0.3924358,0.0301301
41,0.39159977,0.3812593,"('unforgiving', 'forgiving')",0.3555696,0.22166981,-0.19001552,0.008591838,0.1857179,0.2038403,-0.0181224
54,-0.32698235,-0.46776432,"('incapable', 'capable')",-0.20529693,-0.27059194,0.91823435,0.6872961,0.1286517,-0.01702,0.1456717
33,0.31108218,0.18608655,"('wrong', 'right')",-0.23291107,-0.27340645,-0.6028429,-0.77200264,-0.1748906,-0.2864408,0.1115502
64,-0.266124,-0.1337235,"('shy', 'confident')",0.6348088,0.48132327,-6.127519,-5.4399576,-1.9196115,-1.6974525,-0.222159
88,-0.22736728,-0.3460403,"('low', 'eminent')",-0.8360125,-1.0222527,0.108815275,0.051436014,-0.3181882,-0.4389523,0.1207641
84,0.19853726,0.23272891,"('inferior', 'superior')",0.75899315,0.6701022,1.2233377,1.1263632,0.726956,0.6763981,0.0505579
87,-0.18487726,-0.2781533,"('unsuccessful', 'successful')",0.9025381,0.49976,0.7833152,0.5118449,0.5003254,0.2444839,0.2558415
71,0.14813396,-0.033184774,"('diffident', 'self-confident')",-0.0013308525,-0.08334869,-0.07920912,-0.09348936,0.0225313,-0.0700076,0.0925389
2,0.10387961,0.24183089,"('unlikable', 'likable')",0.32034993,0.3913721,0.17484672,0.33730522,0.1996921,0.3235027,-0.1238106
42,-0.07449305,0.098170266,"('unreliable', 'reliable')",0.8606178,0.671273,-3.1371741,-2.57645,-0.7836831,-0.6023356,-0.1813475
47,0.06330248,0.3101985,"('stupid', 'smart')",0.75396043,0.8221373,5.412611,5.0681696,2.0766246,2.0668351,0.0097895
61,-0.058400895,-0.065979086,"('illogical', 'logical')",1.3408144,1.253767,0.037474584,-0.066502176,0.4399627,0.3737619,0.0662008
32,0.05487113,0.2874548,"('unkind', 'kind')",1.7547635,1.733573,0.53179425,0.56760335,0.7804763,0.8628771,-0.0824008
82,0.04782939,0.026310552,"('poor', 'rich')",0.41630074,0.42033213,6.307244,5.927679,2.2571246,2.124774,0.1323506
