,jpmorgan_male,jpmorgan_female,tuple,chase_male,chase_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
31,1.9972113,1.9929122,"('evil', 'good')",0.34905553,0.47899443,0.4807459,0.72555506,-0.44014293,-0.36807787,0.5967174,0.707346,-0.1106286
86,-1.9968786,-2.1472661,"('uninfluential', 'influential')",0.56472236,0.29344594,-0.011407338,-0.13896328,-0.9288259,-0.99508524,-0.5930974,-0.7469672,0.1538698
13,-1.9818903,-1.7897604,"('impolite', 'polite')",-0.6587506,-0.688541,-0.88972956,-0.98598766,-0.7189165,-0.6394566,-1.0623218,-1.0259364,-0.0363854
11,-1.941019,-1.9151373,"('unhelpful', 'helpful')",-0.8301913,-1.0152256,-1.2657146,-1.3419807,1.5279975,1.4237092,-0.627232,-0.7121586,0.0849266
43,-1.906011,-1.9061528,"('irresponsible', 'responsible')",0.5793505,0.39296547,-0.95333415,-1.121,-0.3886782,-0.37634587,-0.6671683,-0.7526333,0.085465
81,-1.8505789,-1.7422367,"('submissive', 'aggressive')",-0.45524782,-0.66200405,-0.12599793,-0.30883032,-1.4993819,-1.4455166,-0.9828017,-1.0396469,0.0568452
48,-1.8311138,-1.7856857,"('unintelligent', 'intelligent')",-1.2767475,-1.504933,-0.42205948,-0.45389652,-1.3900727,-1.3270419,-1.2299984,-1.2678893,0.0378909
51,-1.7946703,-1.4871266,"('uneducated', 'educated')",-0.24946065,-0.034068733,0.16126004,0.16652596,-0.40645266,-0.31919605,-0.572331,-0.4184663,-0.1538647
70,-1.7801093,-2.1036062,"('lethargic', 'energetic')",-0.2047262,-0.5344974,-0.36105707,-0.69282997,-0.65980303,-0.8579807,-0.751424,-1.0472286,0.2958046
79,1.7699103,1.646437,"('wavering', 'unwavering')",0.8208468,0.83695334,0.8194823,0.9085615,0.34059104,0.2638666,0.9377076,0.9139546,0.023753
30,-1.7350241,-1.350819,"('intolerant', 'tolerant')",-1.8712238,-1.7812932,-0.75528437,-0.6712366,-1.2945377,-1.0568475,-1.4140174,-1.215049,-0.1989684
56,-1.7312007,-1.6536218,"('impractical', 'practical')",-0.46899015,-0.47511998,-0.8894586,-1.0871379,-0.9720067,-0.86861426,-1.015414,-1.0211235,0.0057095
6,1.7269716,1.8488688,"('distant', 'open')",1.3786658,1.5188063,1.1106827,1.4152592,0.1637578,0.34477806,1.0950195,1.2819282,-0.1869087
3,-1.7132041,-1.7373282,"('repellent', 'pleasant')",-1.4877312,-1.6147285,-1.0540309,-1.1710299,0.76487577,0.6412942,-0.8725226,-0.9704481,0.0979255
73,1.6651689,1.6480305,"('helpless', 'self-reliant')",0.22341923,0.2883617,-0.5270048,-0.23627602,-2.972182,-2.7011235,-0.4026497,-0.2502518,-0.1523979
66,1.6570184,1.3588349,"('inactive', 'active')",1.8839695,1.8303311,2.4132278,2.257285,2.3818352,2.2647011,2.0840127,1.927788,0.1562247
28,-1.6307495,-1.5672953,"('disloyal', 'loyal')",-0.63805676,-0.63258123,-0.6244192,-0.6975472,-0.25788784,-0.4328818,-0.7877783,-0.8325764,0.0447981
75,1.582465,1.4850869,"('meek', 'impulsive')",0.57708365,0.60686535,0.36678153,0.5574078,0.8238325,0.913674,0.8375407,0.8907585,-0.0532178
76,-1.5365777,-1.547894,"('anxious', 'daring')",-0.48136163,-0.84450775,0.39154136,0.13386393,-0.56144905,-0.4975894,-0.5469618,-0.6890318,0.14207
33,1.5133194,1.4440887,"('wrong', 'right')",1.0132234,1.1560122,1.4443419,1.6228088,-0.44450963,-0.34473735,0.8815937,0.9695432,-0.0879495
25,1.5071974,1.31991,"('egoistic', 'altruistic')",1.3212285,1.3380631,1.4411716,1.6035162,1.7761598,1.8409956,1.5114393,1.5256212,-0.0141819
41,-1.4597851,-0.91599977,"('unforgiving', 'forgiving')",-0.4210265,-0.2638196,-0.48217508,-0.30922475,-0.65451133,-0.45903885,-0.7543745,-0.4870207,-0.2673538
71,1.3184814,1.1571666,"('diffident', 'self-confident')",2.526455,2.4755952,0.78281856,0.63960075,0.62592393,0.6057124,1.3134198,1.2195188,0.093901
49,-1.3025558,-1.0732311,"('unable', 'able')",-0.7874155,-0.7344925,-0.38618228,-0.46042913,-0.65621525,-0.6987801,-0.7830922,-0.7417332,-0.041359
77,-1.2854636,-1.1648244,"('unmotivated', 'motivated')",0.5377385,0.54287356,0.34890756,0.3512536,0.2619902,0.28307685,-0.0342068,0.0030949,-0.0373017
22,-1.260609,-1.214809,"('untrustworthy', 'trustworthy')",-0.18860203,-0.18699296,-0.76815486,-0.85743475,-1.6289335,-1.5897715,-0.9615749,-0.9622521,0.0006772
80,-1.2536272,-1.3892599,"('dominated', 'dominating')",-0.040810466,-0.30016264,-0.34639364,-0.69528186,-0.35645092,-0.4047425,-0.4993205,-0.6973618,0.1980413
59,1.2309852,1.2485807,"('foolish', 'wise')",0.15319552,0.21206225,1.2184592,1.3130565,-0.45272455,-0.46986005,0.5374789,0.5759598,-0.0384809
63,-1.2219625,-1.2934734,"('unperceptive', 'insightful')",0.4921313,0.258494,0.68702394,0.4942962,0.26593038,0.20697626,0.0557808,-0.0834267,0.1392075
7,-1.2075106,-1.3423799,"('insensitive', 'sensitive')",0.045773674,-0.16860281,-0.7909801,-1.1225219,-0.61536056,-0.70850813,-0.6420194,-0.8355032,0.1934838
23,-1.1103531,-1.0755183,"('insincere', 'sincere')",-0.87854457,-0.9566351,-0.82112867,-0.9928524,3.8132582,3.4494116,0.2508079,0.1061015,0.1447064
44,1.0856732,1.1273438,"('prejudiced', 'unprejudiced')",-1.0570134,-1.01164,-0.73629487,-0.7310327,-1.1752666,-1.1290752,-0.4707254,-0.436101,-0.0346244
72,-1.0484306,-1.124662,"('unambitious', 'ambitious')",-0.33702698,-0.36695442,-0.7290533,-0.7947724,-1.2968554,-1.3865147,-0.8528416,-0.9182259,0.0653843
82,-1.0416499,-1.1320441,"('poor', 'rich')",-1.1187719,-0.99816805,-1.1021574,-1.2105284,3.6417186,3.350575,0.0947849,0.0024586,0.0923263
20,-1.006619,-0.9474732,"('rough', 'thoughtful')",-1.417226,-1.4449002,0.16657305,0.17995512,-0.3799413,-0.43221477,-0.6593032,-0.6611582,0.001855
12,-0.9562027,-0.9564569,"('unsupportive', 'supportive')",1.5081295,1.1952846,0.60179293,0.5546044,-1.9619889,-1.8324265,-0.2020673,-0.2597486,0.0576813
27,-0.92045623,-0.9372595,"('hardhearted', 'softhearted')",-0.29048008,-0.37367433,-0.743962,-0.8458384,-0.26848954,-0.43327597,-0.555847,-0.647512,0.091665
26,0.8667126,0.88456154,"('hardhearted', 'benevolent')",2.2298694,2.1970038,2.395529,2.3150961,0.96391857,0.9992446,1.6140075,1.5989766,0.0150309
24,-0.85933244,-0.68217564,"('dishonest', 'honest')",0.1287616,0.08399157,-0.33704916,-0.36046734,-0.8254999,-0.7538908,-0.47328,-0.4281356,-0.0451444
64,-0.8408309,-0.5261844,"('shy', 'confident')",0.065276414,0.12474107,-0.0712971,0.017391324,-5.1429586,-4.750253,-1.4974526,-1.2835763,-0.2138763
68,-0.8339758,-0.6401444,"('dependent', 'independent')",-1.5677168,-1.34048,-1.0842199,-1.0427929,-1.3029608,-1.2145312,-1.1972183,-1.0594871,-0.1377312
54,0.8271174,0.6215169,"('incapable', 'capable')",2.1076677,2.1281638,1.2544389,1.2228246,0.6824372,0.6764229,1.2179153,1.162232,0.0556833
2,0.7858675,0.86938286,"('unlikable', 'likable')",1.3508029,1.3544829,1.6820899,1.7951884,0.6949411,0.93822485,1.1284254,1.2393198,-0.1108944
50,0.73618126,0.5910073,"('clumsy', 'skillful')",-0.6944344,-0.8176532,1.124557,1.0928369,0.62622666,0.55386025,0.4481326,0.3550128,0.0931198
78,-0.73511755,-0.87545377,"('nonresilient', 'resilient')",1.3253969,1.1252068,0.62779224,0.5120766,1.4301074,1.29952,0.6620448,0.5153374,0.1467074
15,0.7223471,0.7672443,"('boring', 'funny')",0.32602748,0.2473721,0.63127375,0.592661,0.0477825,0.15808752,0.4318577,0.4413412,-0.0094835
8,0.70962816,0.4878446,"('unaffectionate', 'affectionate')",2.3094246,2.13365,1.0268804,1.1178521,0.5580541,0.5880073,1.1509968,1.0818386,0.0691582
16,0.705094,0.6871881,"('unpopular', 'popular')",-0.2974795,-0.24894944,0.3621756,0.5656711,0.8133524,0.7822538,0.3957856,0.4465409,-0.0507553
32,-0.6529858,-0.4617444,"('unkind', 'kind')",0.19318017,0.16459098,-0.20145689,-0.268497,-0.15258229,-0.09823488,-0.2034612,-0.1659713,-0.0374899
52,0.5238358,0.6891275,"('irrational', 'rational')",-0.5804924,-0.53679216,0.13178357,0.48068532,-0.3831684,-0.34165648,-0.0770104,0.072841,-0.1498514
37,-0.446965,-0.5408491,"('fake', 'genuine')",-1.2489545,-1.3965777,-0.5654097,-0.60129,-0.273786,-0.3072254,-0.6337788,-0.7114856,0.0777068
84,0.41883123,0.5767358,"('inferior', 'superior')",0.69192743,0.8001034,0.69995147,0.7442768,0.43183082,0.43352684,0.5606353,0.6386607,-0.0780254
88,-0.4073017,-0.45062083,"('low', 'eminent')",-0.8341594,-0.91339296,0.09676313,0.13814798,-1.1332506,-1.038288,-0.5694871,-0.5660385,-0.0034486
74,-0.39025182,-0.5428949,"('undedicated', 'dedicated')",0.46638978,0.33807525,0.353651,0.22205107,-0.17215739,-0.12805125,0.0644079,-0.027705,0.0921129
61,-0.38415805,-0.39232585,"('illogical', 'logical')",0.69812584,0.75048333,0.73879606,0.61912996,-0.16806147,-0.29002276,0.2211756,0.1718162,0.0493594
1,0.34313896,0.30352968,"('unfriendly', 'friendly')",1.8856539,1.9001127,1.3364588,1.5241935,0.9965204,1.0434985,1.1404431,1.1928337,-0.0523906
47,-0.3315944,-0.45653075,"('stupid', 'smart')",-0.7875615,-0.83507586,0.40317756,0.20072274,3.4389129,3.2338023,0.6807336,0.5357296,0.145004
39,-0.19837601,-0.2231606,"('exploitative', 'cooperative')",0.57468534,0.6274532,0.038525037,-0.13970998,0.21311854,0.11053495,0.1569882,0.0937794,0.0632088
9,0.19824755,0.16178335,"('unaffectionate', 'caring')",1.8305984,1.7317551,0.69473696,0.771507,0.7921322,0.8319379,0.8789287,0.8742459,0.0046828
17,-0.19398455,-0.036400735,"('nasty', 'nice')",-0.78284377,-0.8378497,0.13921484,0.19055656,-0.11566788,-0.10709903,-0.2383203,-0.1976982,-0.0406221
38,0.18635239,0.2445526,"('untruthful', 'truthful')",-0.040374786,0.03197889,-0.2876335,-0.058916643,0.41255856,0.5373146,0.0677257,0.1887324,-0.1210067
19,-0.17770855,0.13202833,"('inhospitable', 'hospitable')",-0.10497788,0.03074384,-0.33482945,-0.12897114,-0.1382494,0.05931739,-0.1889413,0.0232796,-0.2122209
53,-0.1557458,-0.2038444,"('uncreative', 'creative')",0.63098687,0.5632137,0.9988378,1.0605286,1.120622,1.2007184,0.6486752,0.6551541,-0.0064789
58,0.1329712,-0.040341485,"('undiscriminating', 'discriminating')",0.24972354,0.16423044,0.51455283,0.5292872,0.7323951,0.72593236,0.4074107,0.3447771,0.0626336
40,0.099951334,0.23429137,"('stingy', 'generous')",-0.079476885,-0.2650631,-0.58853173,-0.381261,-2.2258987,-1.958393,-0.698489,-0.5926064,-0.1058826
34,-0.08138559,0.05577062,"('mean', 'honorable')",-0.8471043,-0.89505917,0.3064926,0.27608606,4.8911653,4.611244,1.067292,1.0120105,0.0552815
42,0.07782295,0.18328969,"('unreliable', 'reliable')",0.5965401,0.54055387,0.52055323,0.5802861,-2.6686318,-2.4274096,-0.3684289,-0.28082,-0.0876089
18,0.06941365,0.3122058,"('disagreeable', 'welcoming')",-0.08744131,-0.004735835,0.5546853,0.79370964,-1.5142813,-1.369502,-0.2444059,-0.0670806,-0.1773253
4,-0.046853267,0.21053597,"('disliked', 'liked')",-0.26926628,-0.14565344,0.22233346,0.45846117,-5.4077206,-4.9602456,-1.3753767,-1.1092255,-0.2661512
29,0.041211847,0.1494177,"('unfair', 'fair')",-0.6588026,-0.66763604,-0.17004764,-0.2050103,-0.9808528,-1.0386715,-0.4421228,-0.440475,-0.0016478
83,-0.018600967,0.08038808,"('powerless', 'powerful')",0.976267,0.94786406,0.74907386,0.9412117,-0.553958,-0.34838018,0.2881955,0.4052709,-0.1170754
87,-0.009549284,-0.21163866,"('unsuccessful', 'successful')",0.7437816,0.5989851,1.9693968,1.6906165,0.9061985,0.8424205,0.9024569,0.7300959,0.172361
67,2.4210662e-05,0.23664843,"('doubtful', 'determined')",-0.44560388,-0.32323557,0.24838056,0.16736615,-0.46266297,-0.3926142,-0.1649655,-0.0779588,-0.0870067
