,metlife_male,metlife_female,tuple,inc_male,inc_female,average_male,average_female,male-female
35,-0.5876057,-0.83007073,"('corrupt', 'incorrupt')",0.18689907,0.25986803,-0.2003533,-0.2851014,0.0847481
31,-0.56771207,-0.74626917,"('evil', 'good')",-0.76303303,-0.85462034,-0.6653726,-0.8004447,0.1350721
38,-0.5558551,-0.60096407,"('untruthful', 'truthful')",0.06153878,0.13532726,-0.2471582,-0.2328184,-0.0143398
30,0.55458057,0.8881618,"('intolerant', 'tolerant')",1.1701661,1.5237235,0.8623734,1.2059426,-0.3435692
45,-0.5512773,-0.5512436,"('incompetent', 'competent')",-0.32536593,-0.4487943,-0.4383216,-0.500019,0.0616974
85,0.55109936,0.32875842,"('insignificant', 'prestigious')",1.0038362,0.9857807,0.7774677,0.6572696,0.1201981
60,0.5390999,1.1034514,"('inefficient', 'efficient')",-0.21775153,-0.19931231,0.1606742,0.4520695,-0.2913953
64,-0.50802374,-0.34837797,"('shy', 'confident')",-6.7116184,-6.42292,-3.6098211,-3.3856492,-0.2241719
6,-0.50777394,-0.87856615,"('distant', 'open')",0.42597538,0.2546176,-0.0408993,-0.3119743,0.271075
19,-0.4799769,-0.63926893,"('inhospitable', 'hospitable')",0.37518317,0.43717253,-0.0523969,-0.1010482,0.0486513
3,-0.47729757,-0.2691526,"('repellent', 'pleasant')",-0.048420846,-0.12047778,-0.2628592,-0.1948152,-0.068044
17,0.46878323,0.51054674,"('nasty', 'nice')",-0.4039799,-0.29552937,0.0324017,0.1075087,-0.075107
72,-0.42912725,-0.5424468,"('unambitious', 'ambitious')",-0.97864187,-1.2414639,-0.7038845,-0.8919554,0.1880709
21,-0.42241296,0.03692717,"('immoral', 'moral')",-0.77562517,-0.67356884,-0.5990191,-0.3183208,-0.2806983
25,0.41739023,0.28105614,"('egoistic', 'altruistic')",1.6860397,1.7441854,1.0517149,1.0126208,0.0390941
81,-0.39089316,0.123497635,"('submissive', 'aggressive')",-1.015219,-0.87447935,-0.7030561,-0.3754908,-0.3275653
49,-0.3811233,-0.0710817,"('unable', 'able')",0.061825976,0.103935495,-0.1596487,0.0164269,-0.1760756
7,0.3671771,0.47858757,"('insensitive', 'sensitive')",1.0341008,0.84663206,0.7006389,0.6626098,0.0380291
5,-0.36022472,-0.54243165,"('distant', 'outgoing')",-0.055385306,-0.09899592,-0.207805,-0.3207138,0.1129088
87,0.35754144,0.2325722,"('unsuccessful', 'successful')",1.0113996,0.8314298,0.6844705,0.532001,0.1524695
27,0.34956598,0.08543821,"('hardhearted', 'softhearted')",2.0854626,1.5098295,1.2175143,0.7976339,0.4198804
66,-0.33764392,-0.7832648,"('inactive', 'active')",0.9490069,0.63229024,0.3056815,-0.0754873,0.3811688
37,0.3266379,0.19215547,"('fake', 'genuine')",0.6322703,0.50320387,0.4794541,0.3476797,0.1317744
59,0.30606943,0.3545009,"('foolish', 'wise')",0.6366392,0.7600669,0.4713543,0.5572839,-0.0859296
18,-0.2892344,-0.09710416,"('disagreeable', 'welcoming')",-0.17251971,0.09128524,-0.2308771,-0.0029095,-0.2279676
0,0.28381255,0.33345476,"('unsociable', 'sociable')",-0.5598156,-0.5356305,-0.1380015,-0.1010879,-0.0369136
74,-0.28190988,-0.22784059,"('undedicated', 'dedicated')",0.038073193,0.12139779,-0.1219183,-0.0532214,-0.0686969
84,0.280044,0.19972916,"('inferior', 'superior')",0.99692255,1.064559,0.6384833,0.6321441,0.0063392
70,-0.26398963,-0.26586375,"('lethargic', 'energetic')",0.5641195,0.57488793,0.1500649,0.1545121,-0.0044472
55,-0.262639,-0.10339658,"('incompetent', 'clever')",-0.049212933,-0.18058765,-0.155926,-0.1419921,-0.0139339
80,-0.24490154,-0.22007367,"('dominated', 'dominating')",-1.1993338,-1.2931086,-0.7221177,-0.7565911,0.0344734
62,0.24018645,0.6056334,"('incompetent', 'brilliant')",-0.063198246,0.06030405,0.0884941,0.3329687,-0.2444746
51,-0.23863141,-0.005246889,"('uneducated', 'educated')",0.73136795,0.75888246,0.2463683,0.3768178,-0.1304495
32,0.23562409,0.41354182,"('unkind', 'kind')",1.0934557,1.1466634,0.6645399,0.7801026,-0.1155627
33,0.22806051,-0.111566335,"('wrong', 'right')",-0.34325907,-0.5509306,-0.0575993,-0.3312485,0.2736492
58,0.22570246,-0.25759837,"('undiscriminating', 'discriminating')",0.48770162,0.19033504,0.356702,-0.0336317,0.3903337
83,0.22344342,0.2627282,"('powerless', 'powerful')",-0.9602657,-1.0447574,-0.3684111,-0.3910146,0.0226035
41,-0.19852038,-0.07531411,"('unforgiving', 'forgiving')",-0.066037156,0.20438817,-0.1322788,0.064537,-0.1968158
67,-0.19749722,0.036911815,"('doubtful', 'determined')",-0.9288937,-0.67569786,-0.5631955,-0.319393,-0.2438025
28,-0.19207616,-0.07960576,"('disloyal', 'loyal')",0.9129018,1.0186515,0.3604128,0.4695229,-0.1091101
36,0.17786169,-0.22030732,"('hostile', 'amicable')",0.48436797,0.5510198,0.3311148,0.1653562,0.1657586
44,-0.1738863,-0.085045725,"('prejudiced', 'unprejudiced')",-1.4161346,-1.4842697,-0.7950104,-0.7846577,-0.0103527
24,-0.16767013,-0.1591584,"('dishonest', 'honest')",0.80193454,0.7491132,0.3171322,0.2949774,0.0221548
43,-0.15488937,-0.1073097,"('irresponsible', 'responsible')",0.42721307,0.24281284,0.1361618,0.0677516,0.0684102
2,-0.13952386,0.010189835,"('unlikable', 'likable')",0.4178837,0.6765984,0.1391799,0.3433941,-0.2042142
40,0.13113454,0.030047689,"('stingy', 'generous')",-0.98648524,-1.2210227,-0.4276754,-0.5954875,0.1678121
54,-0.12794602,-0.23493668,"('incapable', 'capable')",1.2795669,1.330865,0.5758104,0.5479642,0.0278462
22,-0.124048084,-0.23647575,"('untrustworthy', 'trustworthy')",-0.8457928,-0.7787562,-0.4849204,-0.507616,0.0226956
9,-0.111996844,-0.27019864,"('unaffectionate', 'caring')",1.1694082,1.0979645,0.5287057,0.4138829,0.1148228
29,-0.1112227,-0.19738154,"('unfair', 'fair')",-0.06705149,-0.31921467,-0.0891371,-0.2582981,0.169161
52,-0.10804235,-0.09061998,"('irrational', 'rational')",0.12641928,0.27695805,0.0091885,0.093169,-0.0839805
23,0.0933101,0.2981165,"('insincere', 'sincere')",5.7405148,5.7294636,2.9169123,3.0137901,-0.0968778
4,0.08636709,-0.07777117,"('disliked', 'liked')",-6.3257523,-5.992559,-3.1196926,-3.0351651,-0.0845275
11,0.08537203,0.3223776,"('unhelpful', 'helpful')",1.6931642,1.8376104,0.8892682,1.079994,-0.1907258
61,-0.084832355,0.08601239,"('illogical', 'logical')",0.27684373,0.076899394,0.0960057,0.0814559,0.0145498
68,-0.07468915,0.049465753,"('dependent', 'independent')",0.048221033,-0.22512758,-0.0132341,-0.0878309,0.0745968
78,-0.07408789,-0.10894094,"('nonresilient', 'resilient')",0.6787609,0.38019344,0.3023365,0.1356263,0.1667102
42,0.04644227,0.012111589,"('unreliable', 'reliable')",-3.112067,-3.162528,-1.5328124,-1.5752082,0.0423958
15,-0.041521035,-0.07969239,"('boring', 'funny')",0.6163661,0.70953333,0.2874225,0.3149205,-0.027498
50,-0.03696241,0.058901846,"('clumsy', 'skillful')",0.41988498,0.52745044,0.1914613,0.2931761,-0.1017148
65,0.026167875,0.24173076,"('insecure', 'secure')",-0.4653436,-0.49710613,-0.2195879,-0.1276877,-0.0919002
63,-0.021771183,0.042307,"('unperceptive', 'insightful')",1.2057871,1.0072911,0.5920079,0.524799,0.0672089
12,0.0207039,-0.027221657,"('unsupportive', 'supportive')",-1.6242677,-1.7066699,-0.8017819,-0.8669458,0.0651639
88,0.011951754,0.23913804,"('low', 'eminent')",0.42037672,0.753598,0.2161642,0.496368,-0.2802038
48,-0.0037591867,0.117842115,"('unintelligent', 'intelligent')",0.7781789,0.6185056,0.3872098,0.3681739,0.0190359
76,-0.0037109288,0.18797332,"('anxious', 'daring')",0.029118665,0.027380202,0.0127039,0.1076768,-0.0949729
