,hillshire_male,hillshire_female,tuple,brands_male,brands_female,co_male,co_female,average_male,average_female,male-female
40,-0.17143978,-0.031879403,"('stingy', 'generous')",-0.16155905,-0.21387944,-2.3135812,-2.306515,-0.8821933,-0.8507579,-0.0314354
20,-0.17088267,-0.3140955,"('rough', 'thoughtful')",0.46085888,0.36211458,0.2313552,0.08354671,0.1737771,0.0438553,0.1299218
47,-0.1631241,-0.09925997,"('stupid', 'smart')",1.3734758,1.382681,5.383503,5.2826977,2.1979516,2.1887062,0.0092454
71,0.14566281,0.06232673,"('diffident', 'self-confident')",1.8674212,1.7244931,-0.0016028658,-0.11309484,0.6704937,0.5579084,0.1125853
83,-0.1394316,-0.097373135,"('powerless', 'powerful')",0.56720674,0.6428339,-1.0313486,-1.060244,-0.2011911,-0.1715944,-0.0295967
0,-0.13358203,-0.287948,"('unsociable', 'sociable')",1.2253025,1.1302327,-0.050040748,-0.1719034,0.3472266,0.2234604,0.1237662
68,0.11868263,0.098146,"('dependent', 'independent')",-0.7672237,-0.8900033,-1.3925636,-1.3959346,-0.6803683,-0.7292639,0.0488956
38,0.10725822,0.14720564,"('untruthful', 'truthful')",-0.124143034,-0.12984484,0.1299844,-0.04122145,0.0376999,-0.0079536,0.0456535
44,0.1030392,-0.059198044,"('prejudiced', 'unprejudiced')",-0.120049395,-0.2814093,-1.0905684,-1.0563748,-0.3691929,-0.4656607,0.0964678
65,0.09161834,0.13161033,"('insecure', 'secure')",0.5916438,0.73753166,0.6439765,0.84061766,0.4424129,0.5699199,-0.127507
69,-0.077461466,-0.17256775,"('lazy', 'industrious')",-0.3583707,-0.43844467,-1.353908,-1.4081358,-0.59658,-0.6730494,0.0764694
75,0.073535234,0.08470031,"('meek', 'impulsive')",-1.4098711,-1.4367975,-0.5464604,-0.54204434,-0.6275988,-0.6313805,0.0037817
77,0.073490076,0.08874367,"('unmotivated', 'motivated')",0.23103587,0.18477751,-1.2768854,-1.3124839,-0.3241198,-0.3463209,0.0222011
34,-0.06126207,0.0257405,"('mean', 'honorable')",-0.02847096,0.07336049,5.393681,5.251789,1.7679826,1.7836301,-0.0156475
58,0.04664586,0.07870378,"('undiscriminating', 'discriminating')",0.3257678,0.29110906,0.12305026,-0.005077392,0.1651546,0.1215785,0.0435761
51,-0.03890408,0.057525042,"('uneducated', 'educated')",-0.105075136,-0.15774816,0.6945977,0.6690654,0.1835395,0.1896141,-0.0060746
57,-0.03258165,-0.19107202,"('unimaginative', 'imaginative')",-0.07282539,-0.15066095,-3.0357234,-3.0760055,-1.0470435,-1.1392461,0.0922026
4,0.024664475,0.077691376,"('disliked', 'liked')",-0.31405425,-0.30146474,-6.9963536,-6.965897,-2.4285811,-2.3965569,-0.0320242
