,mattel_male,mattel_female,tuple,inc_male,inc_female,average_male,average_female,male-female
17,-0.6043591,-0.5955691,"('nasty', 'nice')",-0.70633674,-0.65644765,-0.6553479,-0.6260084,-0.0293395
24,-0.5839915,-0.73731434,"('dishonest', 'honest')",0.9952359,1.0937707,0.2056222,0.1782282,0.027394
36,-0.54911965,-0.5168401,"('hostile', 'amicable')",-0.65173227,-0.5041474,-0.600426,-0.5104938,-0.0899322
26,-0.54496807,-0.78752416,"('hardhearted', 'benevolent')",0.77233034,0.92087674,0.1136811,0.0666763,0.0470048
84,0.5343037,0.6481106,"('inferior', 'superior')",1.32087,1.4144814,0.9275869,1.031296,-0.1037091
0,-0.53055316,-0.7340092,"('unsociable', 'sociable')",-0.39500704,-0.54844815,-0.4627801,-0.6412287,0.1784486
28,-0.5281872,-0.76824045,"('disloyal', 'loyal')",1.0863705,1.2096776,0.2790916,0.2207186,0.058373
11,-0.5240701,-0.52642614,"('unhelpful', 'helpful')",2.415696,2.3613486,0.9458129,0.9174613,0.0283516
7,-0.51894504,-0.5733452,"('insensitive', 'sensitive')",0.87532383,0.85104346,0.1781894,0.1388491,0.0393403
65,-0.5154363,-0.50391847,"('insecure', 'secure')",-0.28892776,-0.3558963,-0.402182,-0.4299074,0.0277254
42,-0.50833654,-0.22615111,"('unreliable', 'reliable')",-2.6917586,-2.884004,-1.6000476,-1.5550776,-0.04497
29,-0.50245816,-0.49111933,"('unfair', 'fair')",-0.69389236,-0.5676679,-0.5981753,-0.5293936,-0.0687817
85,-0.4905712,-0.4145194,"('insignificant', 'prestigious')",-0.15104617,0.07182189,-0.3208087,-0.1713488,-0.1494599
40,-0.47685596,-0.56312025,"('stingy', 'generous')",-1.393408,-1.7337079,-0.935132,-1.1484141,0.2132821
50,0.47267553,0.396666,"('clumsy', 'skillful')",0.3706456,0.40294078,0.4216606,0.3998034,0.0218572
9,-0.44225127,-0.7380364,"('unaffectionate', 'caring')",0.6909543,0.8502899,0.1243515,0.0561267,0.0682248
86,-0.44155523,-0.85314214,"('uninfluential', 'influential')",0.3948219,0.089495085,-0.0233667,-0.3818235,0.3584568
47,0.43122947,0.4885033,"('stupid', 'smart')",5.086739,5.448453,2.7589843,2.9684782,-0.2094939
1,-0.40090242,-0.74932265,"('unfriendly', 'friendly')",1.0213217,1.2240863,0.3102096,0.2373818,0.0728278
49,0.3836367,0.45149723,"('unable', 'able')",-0.050257165,0.22384849,0.1666898,0.3376729,-0.1709831
61,-0.3684405,-0.48894513,"('illogical', 'logical')",0.05411451,0.10322105,-0.157163,-0.192862,0.035699
2,0.3534216,0.4041078,"('unlikable', 'likable')",0.42567644,0.46689677,0.389549,0.4355023,-0.0459533
72,-0.33219555,-0.30174762,"('unambitious', 'ambitious')",-0.81406134,-0.6738741,-0.5731285,-0.4878109,-0.0853176
74,0.3199243,0.30614573,"('undedicated', 'dedicated')",0.30788687,0.20030396,0.3139056,0.2532248,0.0606808
75,0.30930454,0.5473542,"('meek', 'impulsive')",-0.28857896,-0.22580358,0.0103628,0.1607753,-0.1504125
14,-0.30668867,-0.27648842,"('antisocial', 'social')",-0.8235965,-0.89238906,-0.5651426,-0.5844387,0.0192961
19,-0.29777253,-0.26157707,"('inhospitable', 'hospitable')",0.048065584,0.13619679,-0.1248535,-0.0626901,-0.0621634
68,-0.29485667,-0.3849602,"('dependent', 'independent')",0.0033010542,-0.055325735,-0.1457778,-0.220143,0.0743652
30,0.27868754,0.3417586,"('intolerant', 'tolerant')",1.2249444,1.2838532,0.7518159,0.8128059,-0.06099
22,-0.27139348,-0.38467705,"('untrustworthy', 'trustworthy')",-1.0438863,-1.1866348,-0.6576399,-0.7856559,0.128016
77,-0.2555268,-0.33296087,"('unmotivated', 'motivated')",-0.41602454,-0.67138433,-0.3357757,-0.5021726,0.1663969
34,0.24832526,0.29416606,"('mean', 'honorable')",6.4114537,6.6538696,3.3298895,3.4740179,-0.1441284
41,-0.2397675,-0.22368826,"('unforgiving', 'forgiving')",-0.056803465,-0.17565182,-0.1482855,-0.19967,0.0513845
32,-0.21792233,-0.36720398,"('unkind', 'kind')",0.7363938,0.735674,0.2592357,0.184235,0.0750007
12,-0.21159083,-0.3251576,"('unsupportive', 'supportive')",-1.3530661,-1.4955659,-0.7823285,-0.9103618,0.1280333
51,-0.21035671,-0.29200023,"('uneducated', 'educated')",1.2582818,1.0038054,0.5239626,0.3559026,0.16806
25,0.20790917,0.10882267,"('egoistic', 'altruistic')",0.8510919,0.88095355,0.5295005,0.4948881,0.0346124
13,-0.20572925,-0.35402298,"('impolite', 'polite')",0.093800224,-0.054067165,-0.0559645,-0.2040451,0.1480806
62,0.19205266,0.34776944,"('incompetent', 'brilliant')",1.0428355,1.0610473,0.617444,0.7044084,-0.0869644
35,0.17023873,0.26427972,"('corrupt', 'incorrupt')",-0.8042748,-0.5753745,-0.317018,-0.1555474,-0.1614706
80,-0.16756797,-0.14496961,"('dominated', 'dominating')",-0.9013933,-1.0904847,-0.5344806,-0.6177272,0.0832466
54,0.14957029,0.16499168,"('incapable', 'capable')",1.1432924,1.4191663,0.6464313,0.792079,-0.1456477
43,-0.13331492,-0.020639282,"('irresponsible', 'responsible')",0.87612927,0.94002557,0.3714072,0.4596931,-0.0882859
87,0.11663875,0.112053305,"('unsuccessful', 'successful')",0.9036809,0.7409426,0.5101599,0.4264979,0.083662
76,-0.115308784,0.1080533,"('anxious', 'daring')",0.71613216,0.73575634,0.3004117,0.4219048,-0.1214931
58,0.10979356,0.24309686,"('undiscriminating', 'discriminating')",0.2482537,0.12657645,0.1790236,0.1848367,-0.0058131
48,0.106959105,-0.17487639,"('unintelligent', 'intelligent')",0.9627548,0.9093742,0.5348569,0.3672489,0.167608
15,-0.104031876,-0.13292612,"('boring', 'funny')",0.07245806,0.10921702,-0.0157869,-0.0118546,-0.0039323
78,-0.09413725,-0.34645757,"('nonresilient', 'resilient')",0.9447434,0.6823984,0.4253031,0.1679704,0.2573327
55,-0.09087413,-0.17350836,"('incompetent', 'clever')",0.49198362,0.3728337,0.2005547,0.0996627,0.100892
38,0.08809703,-0.008943524,"('untruthful', 'truthful')",0.3800335,0.57316756,0.2340653,0.282112,-0.0480467
63,0.08078491,-0.041353207,"('unperceptive', 'insightful')",1.7691983,1.4728734,0.9249916,0.7157601,0.2092315
82,-0.07798688,-0.013749998,"('poor', 'rich')",6.561653,6.854058,3.2418332,3.4201539,-0.1783207
21,0.069177955,0.016396068,"('immoral', 'moral')",-0.3879501,-0.4591141,-0.1593861,-0.221359,0.0619729
46,0.040602624,-0.084775075,"('uncompetitive', 'competitive')",0.4125055,0.028648198,0.2265541,-0.0280634,0.2546175
33,0.029846903,-0.052476436,"('wrong', 'right')",-1.012012,-0.8750385,-0.4910825,-0.4637575,-0.027325
23,-0.021311995,-0.2103171,"('insincere', 'sincere')",6.014367,6.2990994,2.9965277,3.0443912,-0.0478635
59,-0.019653074,0.07841975,"('foolish', 'wise')",0.043203786,0.27815154,0.0117754,0.1782856,-0.1665102
81,-0.005714018,0.071513385,"('submissive', 'aggressive')",-0.095227525,-0.24849416,-0.0504708,-0.0884904,0.0380196
53,-0.00046839193,-0.07485241,"('uncreative', 'creative')",0.7243498,0.7973726,0.3619407,0.3612601,0.0006806
