,tegna_male,tegna_female,tuple,inc_male,inc_female,average_male,average_female,male-female
64,0.57601357,0.45535684,"('shy', 'confident')",-6.6057963,-6.524855,-3.0148914,-3.034749,0.0198576
59,0.5703948,0.46960077,"('foolish', 'wise')",0.28819367,0.3128626,0.4292942,0.3912317,0.0380625
67,0.5670783,0.64661556,"('doubtful', 'determined')",-0.33947206,-0.20833597,0.1138031,0.2191398,-0.1053367
45,-0.56118184,-0.30704796,"('incompetent', 'competent')",-0.2203688,-0.10390223,-0.3907753,-0.2054751,-0.1853002
42,0.5549566,0.7331589,"('unreliable', 'reliable')",-3.0951612,-2.9508224,-1.2701023,-1.1088318,-0.1612705
40,0.5516312,0.48777223,"('stingy', 'generous')",-1.4264598,-1.5284525,-0.4374143,-0.5203401,0.0829258
37,0.54191715,0.57793325,"('fake', 'genuine')",0.4172446,0.53709924,0.4795809,0.5575162,-0.0779353
71,-0.52558774,-0.46843252,"('diffident', 'self-confident')",0.24269207,0.28669506,-0.1414478,-0.0908687,-0.0505791
10,-0.5191573,-0.46652335,"('unsympathetic', 'sympathetic')",-0.34044757,-0.25770107,-0.4298024,-0.3621122,-0.0676902
80,0.50611645,0.5513093,"('dominated', 'dominating')",-1.4697882,-1.3627746,-0.4818359,-0.4057327,-0.0761032
30,0.4919219,0.61489767,"('intolerant', 'tolerant')",1.2719636,1.2563776,0.8819427,0.9356376,-0.0536949
50,0.46434292,0.3256715,"('clumsy', 'skillful')",0.24137878,0.22030957,0.3528609,0.2729905,0.0798704
20,0.4604631,0.49310786,"('rough', 'thoughtful')",1.438125,1.4696018,0.9492941,0.9813548,-0.0320607
65,0.45992166,0.5008709,"('insecure', 'secure')",-0.41102087,-0.28151965,0.0244504,0.1096756,-0.0852252
35,-0.44422653,-0.4311139,"('corrupt', 'incorrupt')",-0.24172273,-0.3196289,-0.3429746,-0.3753714,0.0323968
17,-0.42931184,-0.47239524,"('nasty', 'nice')",-0.68837404,-0.7500076,-0.558843,-0.6112014,0.0523584
54,-0.41723552,-0.39376915,"('incapable', 'capable')",0.9634357,1.0701616,0.2731001,0.3381962,-0.0650961
25,-0.40838474,-0.48374385,"('egoistic', 'altruistic')",1.4215912,1.301102,0.5066032,0.4086791,0.0979241
48,-0.40701053,-0.44915223,"('unintelligent', 'intelligent')",0.68864125,0.7787565,0.1408154,0.1648021,-0.0239867
88,-0.36504617,-0.6224593,"('low', 'eminent')",0.25245488,0.15405393,-0.0562956,-0.2342027,0.1779071
62,0.3150211,0.53980136,"('incompetent', 'brilliant')",-0.083817504,0.3157916,0.1156018,0.4277965,-0.3121947
33,0.30700952,0.29897025,"('wrong', 'right')",-0.5099602,-0.48885298,-0.1014753,-0.0949414,-0.0065339
21,0.30690622,0.3552562,"('immoral', 'moral')",-0.5042041,-0.46582818,-0.0986489,-0.055286,-0.0433629
7,-0.30244595,-0.30883795,"('insensitive', 'sensitive')",0.551337,0.6214989,0.1244455,0.1563305,-0.031885
3,-0.29988807,-0.33328187,"('repellent', 'pleasant')",0.23356658,0.2725231,-0.0331607,-0.0303794,-0.0027813
4,-0.24186067,-0.2866647,"('disliked', 'liked')",-6.5959578,-6.771408,-3.4189093,-3.5290363,0.110127
15,-0.22329164,-0.20656317,"('boring', 'funny')",0.30657572,0.29012594,0.041642,0.0417814,-0.0001394
14,0.21617386,0.30840802,"('antisocial', 'social')",-0.35613263,-0.3502761,-0.0699794,-0.020934,-0.0490454
16,-0.21372211,-0.22387649,"('unpopular', 'popular')",0.47032014,0.29796958,0.128299,0.0370465,0.0912525
32,-0.19754383,-0.24480325,"('unkind', 'kind')",0.50271356,0.48527402,0.1525849,0.1202354,0.0323495
43,0.19345,0.21868788,"('irresponsible', 'responsible')",0.56198525,0.72503924,0.3777176,0.4718636,-0.094146
27,-0.19106445,-0.3307234,"('hardhearted', 'softhearted')",1.5814747,1.4194496,0.6952051,0.5443631,0.150842
24,0.19046837,0.12566903,"('dishonest', 'honest')",0.403902,0.6038843,0.2971852,0.3647767,-0.0675915
58,-0.16686212,-0.015009452,"('undiscriminating', 'discriminating')",0.26946282,0.25222188,0.0513004,0.1186062,-0.0673058
75,-0.15374804,0.14361109,"('meek', 'impulsive')",-0.6534882,-0.48251382,-0.4036181,-0.1694514,-0.2341667
49,-0.15330832,-0.1762815,"('unable', 'able')",-0.32815868,-0.19472863,-0.2407335,-0.1855051,-0.0552284
22,0.13950603,0.25814018,"('untrustworthy', 'trustworthy')",-1.0258058,-0.886653,-0.4431499,-0.3142564,-0.1288935
29,-0.12469675,-0.18763769,"('unfair', 'fair')",-0.48786974,-0.40766835,-0.3062832,-0.297653,-0.0086302
34,-0.11993124,-0.0062237605,"('mean', 'honorable')",5.686991,5.832619,2.78353,2.9131978,-0.1296678
83,-0.11606993,0.1736633,"('powerless', 'powerful')",-0.8812035,-0.67527133,-0.4986367,-0.250804,-0.2478327
12,-0.11074517,-0.22358409,"('unsupportive', 'supportive')",-1.8657049,-1.7966335,-0.988225,-1.0101088,0.0218838
81,0.10984634,0.08349979,"('submissive', 'aggressive')",-0.8827787,-0.8139013,-0.3864662,-0.3652008,-0.0212654
55,0.106425785,0.17145118,"('incompetent', 'clever')",0.31876194,0.3622709,0.2125939,0.266861,-0.0542671
85,0.10546436,-0.18473434,"('insignificant', 'prestigious')",0.62652,0.36354554,0.3659922,0.0894056,0.2765866
18,0.104081854,-0.14115843,"('disagreeable', 'welcoming')",-0.4567321,-0.6453842,-0.1763251,-0.3932713,0.2169462
70,0.08933426,0.16891843,"('lethargic', 'energetic')",0.52774155,0.6195136,0.3085379,0.394216,-0.0856781
52,0.08298486,-0.17308286,"('irrational', 'rational')",0.16446312,-0.006324753,0.123724,-0.0897038,0.2134278
56,-0.068206355,0.2821587,"('impractical', 'practical')",-0.28616825,0.018645883,-0.1771873,0.1504023,-0.3275896
87,0.06281518,0.15292455,"('unsuccessful', 'successful')",0.7066815,0.73335665,0.3847483,0.4431406,-0.0583923
46,-0.05438293,0.04554869,"('uncompetitive', 'competitive')",-0.52714425,-0.47278154,-0.2907636,-0.2136164,-0.0771472
72,-0.052937545,-0.057976596,"('unambitious', 'ambitious')",-0.73164135,-0.4570591,-0.3922895,-0.2575178,-0.1347717
41,-0.050175168,-0.030125339,"('unforgiving', 'forgiving')",-0.06618029,-0.20893171,-0.0581777,-0.1195285,0.0613508
26,0.04286697,0.029900327,"('hardhearted', 'benevolent')",1.9479771,1.7861538,0.995422,0.9080271,0.0873949
47,0.027874358,0.18228371,"('stupid', 'smart')",5.1463804,5.304753,2.5871274,2.7435184,-0.156391
74,0.010946587,0.068525344,"('undedicated', 'dedicated')",0.14617546,0.15518527,0.078561,0.1118553,-0.0332943
