,pactiv_male,pactiv_female,tuple,corp_male,corp_female,average_male,average_female,male-female
79,-0.8472243,-0.84644663,"('wavering', 'unwavering')",-0.48787612,-0.5865095,-0.6675502,-0.7164781,0.0489279
20,0.8356234,0.87551576,"('rough', 'thoughtful')",0.82453847,0.70568687,0.8300809,0.7906013,0.0394796
38,-0.79613256,-0.48390502,"('untruthful', 'truthful')",-0.62545997,-0.54538167,-0.7107962,-0.5146433,-0.1961529
36,-0.78777814,-1.3146473,"('hostile', 'amicable')",0.36006236,-0.30605862,-0.2138579,-0.810353,0.5964951
73,0.77725005,0.8843133,"('helpless', 'self-reliant')",-3.0478187,-3.130876,-1.1352843,-1.1232814,-0.0120029
8,-0.76290995,-1.2961733,"('unaffectionate', 'affectionate')",1.120559,0.72666943,0.1788245,-0.284752,0.4635765
62,0.7474183,0.96838194,"('incompetent', 'brilliant')",0.16017011,0.6005501,0.4537942,0.784466,-0.3306718
82,-0.7322113,-0.77585775,"('poor', 'rich')",6.622716,6.999543,2.9452524,3.1118426,-0.1665902
27,-0.713242,-0.6086943,"('hardhearted', 'softhearted')",1.3275833,1.1999794,0.3071707,0.2956426,0.0115281
42,0.7027669,0.49987167,"('unreliable', 'reliable')",-3.5251617,-3.412226,-1.4111974,-1.4561771,0.0449797
67,0.66170365,0.6586482,"('doubtful', 'determined')",-0.8771755,-0.8619293,-0.1077359,-0.1016406,-0.0060953
55,0.6451961,0.5666241,"('incompetent', 'clever')",0.35645753,0.70276105,0.5008268,0.6346925,-0.1338657
57,-0.64398336,-0.7244626,"('unimaginative', 'imaginative')",-3.129721,-3.1260414,-1.8868521,-1.925252,0.0383999
56,0.63057375,0.810485,"('impractical', 'practical')",-0.9708737,-0.61433643,-0.17015,0.0980743,-0.2682243
48,0.6271062,0.60932684,"('unintelligent', 'intelligent')",1.0036671,1.0216179,0.8153867,0.8154724,-8.57e-05
59,0.6126424,0.43951067,"('foolish', 'wise')",0.22246881,-0.06807653,0.4175556,0.1857171,0.2318385
69,0.610482,0.66983193,"('lazy', 'industrious')",-0.47124797,-0.91242707,0.069617,-0.1212976,0.1909146
29,0.6009492,0.64790314,"('unfair', 'fair')",-0.2034078,-0.33437788,0.1987707,0.1567626,0.0420081
10,-0.5727284,-0.7278266,"('unsympathetic', 'sympathetic')",-0.6641446,-0.27749255,-0.6184365,-0.5026596,-0.1157769
52,-0.55249125,-0.9474105,"('irrational', 'rational')",0.10968803,-0.32414788,-0.2214016,-0.6357792,0.4143776
64,0.5206247,0.20293203,"('shy', 'confident')",-6.721824,-6.8227625,-3.1005998,-3.3099153,0.2093155
72,-0.51118684,-0.8343033,"('unambitious', 'ambitious')",-0.29228854,-0.2473931,-0.4017377,-0.5408482,0.1391105
2,0.5014488,0.31198427,"('unlikable', 'likable')",0.39449015,0.12049119,0.4479695,0.2162377,0.2317318
81,0.49680978,0.6117319,"('submissive', 'aggressive')",-0.9748702,-0.38612145,-0.2390302,0.1128052,-0.3518354
78,0.47760773,0.47505417,"('nonresilient', 'resilient')",0.2728252,0.35052654,0.3752165,0.4127904,-0.0375739
22,0.47248095,0.32385162,"('untrustworthy', 'trustworthy')",-1.027892,-0.90087235,-0.2777055,-0.2885104,0.0108049
12,-0.46242645,-0.31079367,"('unsupportive', 'supportive')",-2.253485,-2.2641544,-1.3579557,-1.287474,-0.0704817
32,0.4587555,0.28969625,"('unkind', 'kind')",0.86772215,0.8502665,0.6632388,0.5699814,0.0932574
28,0.44700274,0.06410752,"('disloyal', 'loyal')",1.1759293,1.1304569,0.811466,0.5972822,0.2141838
3,-0.4371233,-0.261047,"('repellent', 'pleasant')",0.77677816,0.9214595,0.1698274,0.3302062,-0.1603788
23,0.41395694,0.22817668,"('insincere', 'sincere')",5.9422984,6.2016244,3.1781278,3.2149005,-0.0367727
46,-0.39767343,-0.42670512,"('uncompetitive', 'competitive')",-1.0162485,-0.71854794,-0.7069609,-0.5726265,-0.1343344
0,0.3880759,-0.14962903,"('unsociable', 'sociable')",-0.001798138,-0.025074337,0.1931389,-0.0873517,0.2804906
45,-0.38644612,-0.13385811,"('incompetent', 'competent')",-0.18273073,0.07519583,-0.2845884,-0.0293311,-0.2552573
35,-0.37781674,-0.45851502,"('corrupt', 'incorrupt')",-0.3317019,-0.7652352,-0.3547593,-0.6118751,0.2571158
71,0.37415117,0.2879554,"('diffident', 'self-confident')",0.36613244,0.29275832,0.3701418,0.2903569,0.0797849
87,0.33261183,0.25423378,"('unsuccessful', 'successful')",0.6944733,0.94399405,0.5135426,0.5991139,-0.0855713
43,0.32626072,0.13784367,"('irresponsible', 'responsible')",0.19756015,0.23496592,0.2619104,0.1864048,0.0755056
9,-0.3207773,-0.82756925,"('unaffectionate', 'caring')",1.516924,1.2251602,0.5980734,0.1987955,0.3992779
25,-0.31424215,-0.5605095,"('egoistic', 'altruistic')",1.7077967,1.3897275,0.6967773,0.414609,0.2821683
61,0.307498,0.08625296,"('illogical', 'logical')",0.56887114,0.49732938,0.4381846,0.2917912,0.1463934
13,-0.2985618,-0.34547636,"('impolite', 'polite')",-0.9061604,-0.72550607,-0.6023611,-0.5354912,-0.0668699
15,0.2929342,0.16416855,"('boring', 'funny')",0.13014524,0.05746477,0.2115397,0.1108167,0.100723
44,0.27781352,0.36475563,"('prejudiced', 'unprejudiced')",-1.5662457,-1.5300341,-0.6442161,-0.5826392,-0.0615769
51,-0.2638967,-0.19030276,"('uneducated', 'educated')",0.36272106,0.5789157,0.0494122,0.1943065,-0.1448943
68,0.24500182,0.3764456,"('dependent', 'independent')",-0.5727685,-0.37639177,-0.1638833,2.69e-05,-0.1639102
88,-0.23042071,-0.5567041,"('low', 'eminent')",-0.4277572,-0.3458241,-0.329089,-0.4512641,0.1221751
47,-0.21894075,-0.17648993,"('stupid', 'smart')",5.148326,5.4639325,2.4646926,2.6437213,-0.1790287
70,0.20904641,0.23069721,"('lethargic', 'energetic')",-0.07327707,0.41053152,0.0678847,0.3206144,-0.2527297
77,0.20648585,0.049196262,"('unmotivated', 'motivated')",-1.0676804,-0.8642568,-0.4305972,-0.4075303,-0.0230669
11,0.20355105,0.42438716,"('unhelpful', 'helpful')",1.0878911,1.4362899,0.6457211,0.9303385,-0.2846174
18,-0.20300546,-0.4861639,"('disagreeable', 'welcoming')",-0.29546365,-0.5890375,-0.2492346,-0.5376007,0.2883661
26,0.19312805,-0.051154565,"('hardhearted', 'benevolent')",1.8598713,1.2338545,1.0264996,0.59135,0.4351496
37,0.19265261,0.18359171,"('fake', 'genuine')",-0.027359381,0.177034,0.0826466,0.1803129,-0.0976663
58,0.18199186,-0.10433005,"('undiscriminating', 'discriminating')",0.4624686,0.28477123,0.3222302,0.0902206,0.2320096
74,0.1527033,0.21929035,"('undedicated', 'dedicated')",-0.2646927,-0.36076218,-0.0559947,-0.0707359,0.0147412
34,-0.12542355,-0.047870483,"('mean', 'honorable')",5.7792816,6.0075006,2.8269291,2.979815,-0.1528859
83,0.1134242,0.18531355,"('powerless', 'powerful')",-1.0372313,-0.8859441,-0.4619036,-0.3503153,-0.1115883
7,0.10767891,0.08502243,"('insensitive', 'sensitive')",0.60868406,0.6565514,0.3581815,0.3707869,-0.0126054
41,0.09991444,-0.065933906,"('unforgiving', 'forgiving')",0.03758289,-0.35493225,0.0687487,-0.2104331,0.2791818
54,-0.0802585,-0.4531477,"('incapable', 'capable')",0.92418236,0.9155434,0.4219619,0.2311978,0.1907641
80,-0.060631122,0.264849,"('dominated', 'dominating')",-1.429335,-0.9030933,-0.7449831,-0.3191221,-0.425861
33,0.051420335,-0.29244465,"('wrong', 'right')",-0.5962549,-0.96257114,-0.2724173,-0.6275079,0.3550906
40,-0.043477453,-0.3229622,"('stingy', 'generous')",-1.5840013,-2.0380359,-0.8137394,-1.1804991,0.3667597
24,0.03666813,-0.15209891,"('dishonest', 'honest')",0.3594814,0.3173358,0.1980748,0.0826185,0.1154563
63,-0.027530795,0.079841346,"('unperceptive', 'insightful')",0.51636875,0.822169,0.244419,0.4510052,-0.2065862
