,questar_male,questar_female,tuple,corp_male,corp_female,average_male,average_female,male-female
67,0.895646,0.82415545,"('doubtful', 'determined')",-0.7392456,-0.65422857,0.0782002,0.0849634,-0.0067632
38,-0.8953824,-1.1425531,"('untruthful', 'truthful')",-0.60038114,-0.78805554,-0.7478818,-0.9653043,0.2174225
54,-0.85469705,-1.151567,"('incapable', 'capable')",0.9466283,0.809361,0.0459656,-0.171103,0.2170686
9,-0.85314214,-0.7621742,"('unaffectionate', 'caring')",1.4139621,1.3708764,0.28041,0.3043511,-0.0239411
16,-0.7879847,-1.0094477,"('unpopular', 'popular')",0.15469381,-0.042167608,-0.3166454,-0.5258077,0.2091623
4,-0.7706102,-0.9117204,"('disliked', 'liked')",-7.192115,-6.799759,-3.9813626,-3.8557396,-0.125623
75,-0.7572346,-1.0530516,"('meek', 'impulsive')",-0.72244436,-0.89057225,-0.7398394,-0.9718119,0.2319725
26,-0.7320397,-0.39943692,"('hardhearted', 'benevolent')",1.4406719,1.9449646,0.3543161,0.7727638,-0.4184477
8,-0.7207431,-0.74114734,"('unaffectionate', 'affectionate')",0.9574575,0.8979864,0.1183572,0.0784195,0.0399377
49,0.69823575,0.31199983,"('unable', 'able')",-0.083461404,-0.30617005,0.3073872,0.0029149,0.3044723
88,-0.6826705,-0.19213025,"('low', 'eminent')",-0.3457021,-0.31042662,-0.5141863,-0.2512784,-0.2629079
57,-0.67475194,-0.2545898,"('unimaginative', 'imaginative')",-3.163314,-2.649619,-1.9190331,-1.4521044,-0.4669287
48,0.6500045,0.93327767,"('unintelligent', 'intelligent')",0.7655155,0.85234535,0.70776,0.8928115,-0.1850515
14,0.64935935,1.158513,"('antisocial', 'social')",-0.28823298,0.24070235,0.1805632,0.6996077,-0.5190445
24,-0.64351857,-0.12703654,"('dishonest', 'honest')",0.22842734,0.37387773,-0.2075456,0.1234206,-0.3309662
17,-0.6417136,-0.3784658,"('nasty', 'nice')",-0.8573084,-0.6514719,-0.749511,-0.5149689,-0.2345421
23,0.6358296,0.5709724,"('insincere', 'sincere')",5.900582,5.365555,3.2682056,2.9682636,0.299942
71,-0.6283338,-0.49307644,"('diffident', 'self-confident')",0.090631396,0.38413128,-0.2688512,-0.0544726,-0.2143786
15,-0.622264,-0.4573282,"('boring', 'funny')",0.16289131,0.11376698,-0.2296863,-0.1717806,-0.0579057
56,0.6153075,0.5810928,"('impractical', 'practical')",-0.7870248,-0.8912339,-0.0858586,-0.1550706,0.069212
69,-0.60315585,-0.6047505,"('lazy', 'industrious')",-0.7961846,-0.63733274,-0.6996702,-0.6210417,-0.0786285
39,0.5902124,1.1018993,"('exploitative', 'cooperative')",0.14237517,0.47251064,0.3662938,0.787205,-0.4209112
50,0.55814016,-0.036545753,"('clumsy', 'skillful')",0.2745064,-0.028457131,0.4163233,-0.0325014,0.4488247
18,-0.54272115,-0.2198912,"('disagreeable', 'welcoming')",-0.61170876,-0.37821007,-0.577215,-0.2990506,-0.2781644
80,0.51449734,0.85198134,"('dominated', 'dominating')",-1.2936776,-0.99931777,-0.3895901,-0.0736682,-0.3159219
33,-0.5077956,-0.266935,"('wrong', 'right')",-0.75729364,-0.6186161,-0.6325446,-0.4427755,-0.1897691
63,0.50443685,0.36636811,"('unperceptive', 'insightful')",0.53061604,0.5247815,0.5175264,0.4455748,0.0719516
61,-0.47880736,0.0058496725,"('illogical', 'logical')",0.22261682,0.5900357,-0.1280953,0.2979427,-0.426038
0,-0.4571097,0.06428525,"('unsociable', 'sociable')",-0.46653187,-0.085184336,-0.4618208,-0.0104495,-0.4513713
44,-0.4545709,-0.5937562,"('prejudiced', 'unprejudiced')",-1.374224,-1.5107354,-0.9143974,-1.0522459,0.1378485
40,-0.3724009,0.08069275,"('stingy', 'generous')",-2.1476974,-1.5696127,-1.2600492,-0.74446,-0.5155892
46,0.3644045,0.6800445,"('uncompetitive', 'competitive')",-1.0814892,-0.9113351,-0.3585424,-0.1156453,-0.2428971
12,-0.35266992,-0.33437118,"('unsupportive', 'supportive')",-2.2587426,-1.9629264,-1.3057063,-1.1486487,-0.1570576
21,0.34856266,0.6834992,"('immoral', 'moral')",-0.54477245,-0.43935558,-0.0981049,0.1220718,-0.2201767
7,0.34654802,0.7041365,"('insensitive', 'sensitive')",0.37919703,0.69878834,0.3628725,0.7014624,-0.3385899
42,0.3418103,0.3928737,"('unreliable', 'reliable')",-3.360801,-3.189479,-1.5094954,-1.3983027,-0.1111927
20,0.33860922,0.67485875,"('rough', 'thoughtful')",0.53516835,0.85552734,0.4368888,0.765193,-0.3283042
77,0.28690934,0.5536867,"('unmotivated', 'motivated')",-1.257408,-1.1368163,-0.4852493,-0.2915648,-0.1936845
2,-0.2739408,-0.06762818,"('unlikable', 'likable')",0.26970083,0.540704,-0.00212,0.2365379,-0.2386579
11,0.27252555,0.04440665,"('unhelpful', 'helpful')",1.4982042,1.2106909,0.8853649,0.6275488,0.2578161
72,0.27219197,0.16809817,"('unambitious', 'ambitious')",-0.48327726,-0.54327184,-0.1055426,-0.1875868,0.0820442
29,-0.26939613,-0.26342243,"('unfair', 'fair')",-0.4230874,-0.21074276,-0.3462418,-0.2370826,-0.1091592
10,-0.26651967,0.34600964,"('unsympathetic', 'sympathetic')",-0.71242243,-0.28769845,-0.489471,0.0291556,-0.5186266
13,-0.26458156,-0.10390585,"('impolite', 'polite')",-0.82359165,-0.920851,-0.5440866,-0.5123784,-0.0317082
25,-0.22715688,-0.16059107,"('egoistic', 'altruistic')",1.4584029,1.5273924,0.615623,0.6834006,-0.0677776
45,-0.20365469,0.04197141,"('incompetent', 'competent')",-0.33366638,-0.0560729,-0.2686605,-0.0070507,-0.2616098
68,0.18138118,0.10111937,"('dependent', 'independent')",-0.7934675,-0.96945685,-0.3060432,-0.4341688,0.1281256
73,0.18051492,-0.12385687,"('helpless', 'self-reliant')",-2.6682117,-2.8612573,-1.2438484,-1.492557,0.2487086
70,0.1638557,0.33080184,"('lethargic', 'energetic')",0.1510643,0.2571664,0.15746,0.2939841,-0.1365241
59,0.1594667,-0.14428091,"('foolish', 'wise')",0.32094383,0.17608657,0.2402053,0.0159028,0.2243025
83,-0.1262433,0.40461534,"('powerless', 'powerful')",-1.254825,-1.0505373,-0.6905341,-0.322961,-0.3675731
58,0.121816054,0.4763076,"('undiscriminating', 'discriminating')",0.35729963,0.5353869,0.2395578,0.5058473,-0.2662895
37,0.10951947,0.25324136,"('fake', 'genuine')",0.233231,0.1548635,0.1713752,0.2040524,-0.0326772
82,-0.10271291,-0.50853735,"('poor', 'rich')",6.456399,5.75904,3.1768429,2.6252513,0.5515916
41,-0.08657959,0.3085093,"('unforgiving', 'forgiving')",-0.3174467,0.121533334,-0.2020131,0.2150213,-0.4170344
22,-0.082083285,0.50367963,"('untrustworthy', 'trustworthy')",-1.1589174,-0.7121245,-0.6205003,-0.1042224,-0.5162779
87,-0.08070585,-0.11544157,"('unsuccessful', 'successful')",0.7900955,0.9448108,0.3546948,0.4146846,-0.0599898
74,-0.07953365,0.23305067,"('undedicated', 'dedicated')",-0.48556256,-0.2303713,-0.2825481,0.0013397,-0.2838878
51,-0.07318601,-0.11078134,"('uneducated', 'educated')",0.111891486,0.3878047,0.0193527,0.1385117,-0.119159
28,-0.07048426,-0.020655109,"('disloyal', 'loyal')",0.93074894,1.0680407,0.4301323,0.5236928,-0.0935605
64,0.050628662,0.40739018,"('shy', 'confident')",-6.512847,-5.992448,-3.2311091,-2.7925289,-0.4385802
3,-0.020690102,0.21224166,"('repellent', 'pleasant')",0.8133031,0.9048021,0.3963065,0.5585219,-0.1622154
32,0.019991368,-0.03210293,"('unkind', 'kind')",0.64501154,0.683941,0.3325015,0.325919,0.0065825
78,0.01845948,-0.36697742,"('nonresilient', 'resilient')",0.08533474,0.04446125,0.0518971,-0.1612581,0.2131552
47,0.013271589,0.21356791,"('stupid', 'smart')",4.995718,4.828926,2.5044949,2.5212469,-0.016752
43,-0.011769369,-0.014884349,"('irresponsible', 'responsible')",0.041515637,0.18750483,0.0148731,0.0863102,-0.0714371
34,-0.009340893,0.044205282,"('mean', 'honorable')",5.5022798,5.1542783,2.7464695,2.5992417,0.1472278
