,qualcomm_male,qualcomm_female,tuple,inc_male,inc_female,average_male,average_female,male-female
39,0.629594,0.50439626,"('exploitative', 'cooperative')",0.12456771,0.17214374,0.3770809,0.33827,0.0388109
75,0.61013687,0.80315894,"('meek', 'impulsive')",-0.31550592,-0.43269727,0.1473155,0.1852308,-0.0379153
16,0.6069358,0.44200677,"('unpopular', 'popular')",0.38318008,0.2945558,0.4950579,0.3682813,0.1267766
67,-0.57885414,-0.39465654,"('doubtful', 'determined')",-0.8177261,-0.6121299,-0.6982901,-0.5033932,-0.1948969
50,0.49564502,0.46883503,"('clumsy', 'skillful')",0.17594075,0.24853113,0.3357929,0.3586831,-0.0228902
68,0.49092957,0.44491476,"('dependent', 'independent')",-0.57092613,-0.58341116,-0.0399983,-0.0692482,0.0292499
76,-0.45845982,-0.2061029,"('anxious', 'daring')",0.18034233,0.3993626,-0.1390587,0.0966299,-0.2356886
15,0.45825043,0.4548114,"('boring', 'funny')",0.35670465,0.40073347,0.4074776,0.4277724,-0.0202948
79,0.4293311,0.45229337,"('wavering', 'unwavering')",-0.034467787,-0.014296626,0.1974317,0.2189984,-0.0215667
80,-0.40935743,-0.48931658,"('dominated', 'dominating')",-1.4339342,-1.3702983,-0.9216458,-0.9298074,0.0081616
54,-0.3949961,-0.43355012,"('incapable', 'capable')",1.0665978,1.215912,0.3358009,0.3911809,-0.05538
65,-0.39039564,-0.45130008,"('insecure', 'secure')",-0.43828377,-0.36411363,-0.4143397,-0.4077069,-0.0066328
2,0.3773235,0.20306395,"('unlikable', 'likable')",0.5526301,0.52709067,0.4649768,0.3650773,0.0998995
71,0.34813654,0.15346259,"('diffident', 'self-confident')",0.8321481,0.86026484,0.5901423,0.5068637,0.0832786
25,0.33167547,-0.030561043,"('egoistic', 'altruistic')",1.5842335,1.3251288,0.9579545,0.6472839,0.3106706
26,0.32087207,0.16546994,"('hardhearted', 'benevolent')",1.8952669,1.8073336,1.1080694,0.9864018,0.1216676
64,-0.2917218,-0.32989112,"('shy', 'confident')",-6.9097385,-6.912626,-3.6007302,-3.6212585,0.0205283
34,-0.24274677,-0.3762578,"('mean', 'honorable')",6.082072,6.2153482,2.9196625,2.9195452,0.0001173
37,-0.22555614,-0.057980202,"('fake', 'genuine')",0.6533877,0.7694217,0.2139158,0.3557208,-0.141805
42,-0.19693789,-0.023536436,"('unreliable', 'reliable')",-3.0002356,-2.7868497,-1.5985867,-1.4051931,-0.1933936
58,-0.19030836,-0.45617652,"('undiscriminating', 'discriminating')",0.18998227,0.1409987,-0.000163,-0.1575889,0.1574259
18,-0.16168395,-0.3331586,"('disagreeable', 'welcoming')",-0.28604266,-0.28940332,-0.2238633,-0.311281,0.0874177
48,-0.1589623,-0.54679877,"('unintelligent', 'intelligent')",0.85357237,0.7845382,0.347305,0.1188697,0.2284353
52,0.15301228,-0.012077523,"('irrational', 'rational')",0.25521865,-0.040930882,0.2041155,-0.0265042,0.2306197
6,0.15272105,0.047541473,"('distant', 'open')",0.6336542,0.48323062,0.3931876,0.265386,0.1278016
22,-0.14519823,-0.1625015,"('untrustworthy', 'trustworthy')",-0.93834174,-0.9129504,-0.54177,-0.5377259,-0.0040441
4,0.14235368,0.073267266,"('disliked', 'liked')",-6.592302,-6.634007,-3.2249742,-3.2803698,0.0553956
78,-0.12262963,-0.4839285,"('nonresilient', 'resilient')",0.22264168,0.19998376,0.050006,-0.1419724,0.1919784
88,0.10829515,-0.014342554,"('low', 'eminent')",0.14940815,0.24513926,0.1288517,0.1153983,0.0134534
49,-0.098240905,-0.42883277,"('unable', 'able')",0.073173165,0.069573686,-0.0125339,-0.1796295,0.1670956
40,-0.07629776,-0.20943506,"('stingy', 'generous')",-1.3481559,-1.4767925,-0.7122268,-0.8431138,0.130887
66,-0.070160285,-0.14315405,"('inactive', 'active')",0.83374697,0.6783242,0.3817933,0.2675851,0.1142082
5,0.064910464,-0.041807108,"('distant', 'outgoing')",0.016731374,-0.021344056,0.0408209,-0.0315756,0.0723965
17,-0.05537433,-0.1203746,"('nasty', 'nice')",-0.52612454,-0.5767076,-0.2907494,-0.3485411,0.0577917
47,0.046699867,-0.07355066,"('stupid', 'smart')",5.7304273,5.753337,2.8885636,2.8398931,0.0486705
61,-0.046645805,-0.43274498,"('illogical', 'logical')",0.29602623,0.17511642,0.1246902,-0.1288143,0.2535045
