,nvidia_male,nvidia_female,tuple,corp_male,corp_female,average_male,average_female,male-female
64,-0.91544217,-0.9475313,"('shy', 'confident')",-6.2707133,-6.5112715,-3.5930777,-3.7294014,0.1363237
56,-0.87515235,-0.8163347,"('impractical', 'practical')",-0.46605697,-0.4135689,-0.6706046,-0.6149518,-0.0556528
14,-0.87217695,-0.88706994,"('antisocial', 'social')",-0.024024537,-0.09839043,-0.4481007,-0.4927302,0.0446295
65,-0.87193847,-0.92619675,"('insecure', 'secure')",-0.35777205,-0.26302603,-0.6148553,-0.5946114,-0.0202439
53,-0.8317174,-0.83214664,"('uncreative', 'creative')",0.29022065,0.29759198,-0.2707484,-0.2672773,-0.0034711
27,-0.8228703,-0.8876255,"('hardhearted', 'softhearted')",1.2901642,1.2659612,0.233647,0.1891678,0.0444792
77,-0.8156925,-0.6996325,"('unmotivated', 'motivated')",-0.82863575,-0.83678347,-0.8221641,-0.768208,-0.0539561
20,0.80761766,0.93572,"('rough', 'thoughtful')",1.0238283,0.9104604,0.915723,0.9230902,-0.0073672
75,0.7839557,0.90127003,"('meek', 'impulsive')",-0.58107424,-0.65965116,0.1014407,0.1208094,-0.0193687
8,-0.7799169,-0.8890751,"('unaffectionate', 'affectionate')",0.37626475,0.24444765,-0.2018261,-0.3223137,0.1204876
73,0.7776443,0.87890095,"('helpless', 'self-reliant')",-3.2121217,-3.3650281,-1.2172387,-1.2430636,0.0258249
66,-0.75989574,-0.5764712,"('inactive', 'active')",0.44089237,0.38053432,-0.1595017,-0.0979684,-0.0615333
52,0.7345137,0.4295199,"('irrational', 'rational')",-0.22505751,-0.2603607,0.2547281,0.0845796,0.1701485
82,-0.711691,-0.33204818,"('poor', 'rich')",6.188264,6.4949226,2.7382865,3.0814371,-0.3431506
62,-0.6961474,-0.7571267,"('incompetent', 'brilliant')",0.68169445,0.5937491,-0.0072265,-0.0816888,0.0744623
28,-0.66830915,-0.6119863,"('disloyal', 'loyal')",0.7498656,0.7194073,0.0407782,0.0537105,-0.0129323
37,-0.63881385,-0.24357703,"('fake', 'genuine')",0.061295018,0.028448246,-0.2887594,-0.1075644,-0.181195
9,-0.6224108,-0.7361306,"('unaffectionate', 'caring')",1.1681018,0.98325306,0.2728455,0.1235612,0.1492843
30,-0.6123608,-0.79462504,"('intolerant', 'tolerant')",0.87978804,0.8876037,0.1337136,0.0464893,0.0872243
58,-0.6065491,-0.6661503,"('undiscriminating', 'discriminating')",0.35191372,0.027154755,-0.1273177,-0.3194978,0.1921801
31,0.58403695,0.19883835,"('evil', 'good')",-0.74547464,-0.97617805,-0.0807188,-0.3886698,0.307951
47,-0.56569076,-0.29460934,"('stupid', 'smart')",4.920822,5.3163905,2.1775656,2.5108905,-0.3333249
60,-0.55108076,-0.45896798,"('inefficient', 'efficient')",0.29316404,0.28053024,-0.1289584,-0.0892189,-0.0397395
39,0.5191022,0.39791334,"('exploitative', 'cooperative')",0.13910954,0.22256026,0.3291059,0.3102368,0.0188691
80,-0.5183625,-0.530374,"('dominated', 'dominating')",-0.9553032,-0.9849067,-0.7368329,-0.7576404,0.0208075
19,-0.4503579,-0.27339077,"('inhospitable', 'hospitable')",-0.6090782,-0.5773289,-0.529718,-0.4253598,-0.1043582
61,-0.43791363,-0.5659468,"('illogical', 'logical')",0.55412155,0.6513257,0.058104,0.0426894,0.0154146
83,0.43660694,0.387474,"('powerless', 'powerful')",-0.93198705,-1.0234611,-0.2476901,-0.3179936,0.0703035
15,0.41535532,0.25456822,"('boring', 'funny')",0.19036868,0.09894036,0.302862,0.1767543,0.1261077
17,-0.413088,-0.649046,"('nasty', 'nice')",-0.5655696,-0.6067386,-0.4893288,-0.6278923,0.1385635
33,0.38797694,0.09042743,"('wrong', 'right')",-0.6624673,-0.8341547,-0.1372452,-0.3718637,0.2346185
2,-0.3562195,0.12277185,"('unlikable', 'likable')",0.38250065,0.73141944,0.0131406,0.4270957,-0.4139551
4,-0.3486316,-0.49350363,"('disliked', 'liked')",-6.462655,-7.166253,-3.4056432,-3.8298783,0.4242351
87,-0.32728094,-0.25577992,"('unsuccessful', 'successful')",1.148621,0.896978,0.41067,0.320599,0.090071
68,-0.32642943,-0.37533194,"('dependent', 'independent')",-0.56834686,-0.6566012,-0.4473881,-0.5159665,0.0685784
6,0.31546512,0.19499443,"('distant', 'open')",-0.51121396,-0.44620755,-0.0978744,-0.1256066,0.0277322
44,0.28751108,0.6042712,"('prejudiced', 'unprejudiced')",-1.5719594,-1.2627484,-0.6422241,-0.3292386,-0.3129855
36,0.28528583,0.4617668,"('hostile', 'amicable')",-0.25103322,-0.09543185,0.0171263,0.1831675,-0.1660412
26,0.22267574,0.07302642,"('hardhearted', 'benevolent')",1.3554716,1.2569361,0.7890737,0.6649812,0.1240925
29,0.20166464,0.14071779,"('unfair', 'fair')",-0.19403468,-0.19772327,0.003815,-0.0285027,0.0323177
71,0.18570742,-0.07561708,"('diffident', 'self-confident')",0.329811,0.13218577,0.2577592,0.0282843,0.2294749
25,-0.18075813,0.050011836,"('egoistic', 'altruistic')",0.9152663,1.2498374,0.3672541,0.6499246,-0.2826705
34,-0.1644143,0.059912432,"('mean', 'honorable')",5.3663106,5.5927095,2.6009481,2.8263109,-0.2253628
16,0.15615433,-0.05436454,"('unpopular', 'popular')",0.4100676,0.32910174,0.283111,0.1373686,0.1457424
67,0.1534086,0.19433543,"('doubtful', 'determined')",-0.47756532,-0.29442334,-0.1620784,-0.050044,-0.1120344
48,-0.13092944,-0.6399835,"('unintelligent', 'intelligent')",0.95193666,0.69428676,0.4105036,0.0271516,0.383352
40,-0.1227241,-0.55089045,"('stingy', 'generous')",-1.6771822,-2.306938,-0.8999531,-1.4289142,0.5289611
79,0.07377191,0.09326132,"('wavering', 'unwavering')",-0.57949257,-0.5520712,-0.2528603,-0.229405,-0.0234553
5,-0.069758475,-0.17539106,"('distant', 'outgoing')",-0.523095,-0.5504291,-0.2964267,-0.3629101,0.0664834
49,0.04225091,0.080306396,"('unable', 'able')",-0.1792857,-0.22418496,-0.0685174,-0.0719393,0.0034219
50,-0.012170473,0.16278899,"('clumsy', 'skillful')",-0.16553013,-0.24456334,-0.0888503,-0.0408872,-0.0479631
88,0.01175807,0.15504211,"('low', 'eminent')",-0.6420489,-0.45014787,-0.3151454,-0.1475529,-0.1675925
54,0.00938211,0.047512196,"('incapable', 'capable')",0.5275692,0.6260752,0.2684757,0.3367937,-0.068318
