,hess_male,hess_female,tuple,corp_male,corp_female,average_male,average_female,male-female
5,-1.444174,-1.4578649,"('distant', 'outgoing')",-0.96386576,-1.2712561,-1.2040199,-1.3645605,0.1605406
0,1.4394722,1.37014,"('unsociable', 'sociable')",0.11259462,0.17604728,0.7760334,0.7730936,0.0029398
48,1.4284275,1.1794839,"('unintelligent', 'intelligent')",0.6364707,0.739376,1.032449,0.95943,0.073019
46,1.3397532,1.555245,"('uncompetitive', 'competitive')",-0.4817484,-0.21749288,0.4290024,0.6688761,-0.2398737
7,1.2925183,1.3385943,"('insensitive', 'sensitive')",0.73798263,0.9637372,1.0152504,1.1511657,-0.1359153
39,1.2779096,1.3864534,"('exploitative', 'cooperative')",0.120624125,0.27580953,0.6992669,0.8311315,-0.1318646
19,-1.2606648,-0.90457463,"('inhospitable', 'hospitable')",-0.4058774,-0.5223007,-0.8332711,-0.7134377,-0.1198334
23,1.237492,1.3792,"('insincere', 'sincere')",6.1063437,6.362197,3.6719179,3.8706985,-0.1987806
51,1.1364468,1.1454449,"('uneducated', 'educated')",0.9233951,1.0958805,1.0299209,1.1206627,-0.0907418
29,-1.1158519,-1.0347883,"('unfair', 'fair')",-0.306925,-0.40888238,-0.7113885,-0.7218353,0.0104468
66,-1.0645294,-1.1016471,"('inactive', 'active')",0.5336626,0.3682205,-0.2654334,-0.3667133,0.1012799
10,1.0541499,1.0814505,"('unsympathetic', 'sympathetic')",0.15381879,0.37618068,0.6039844,0.7288156,-0.1248312
21,1.0433664,0.89446485,"('immoral', 'moral')",-0.15775743,0.2008001,0.4428045,0.5476325,-0.104828
50,-0.9827832,-0.7282932,"('clumsy', 'skillful')",0.46440297,0.34270656,-0.2591901,-0.1927933,-0.0663968
61,0.9799439,0.7649146,"('illogical', 'logical')",0.6608028,0.7340538,0.8203733,0.7494842,0.0708891
69,-0.96223825,-1.1221312,"('lazy', 'industrious')",-1.0442547,-1.3348434,-1.0032464,-1.2284873,0.2252409
65,0.89285034,1.0923343,"('insecure', 'secure')",-0.29909277,0.09288422,0.2968788,0.5926092,-0.2957304
72,0.8842495,0.91608167,"('unambitious', 'ambitious')",-0.6979878,-0.5671909,0.0931309,0.1744454,-0.0813145
26,0.87938696,1.007095,"('hardhearted', 'benevolent')",1.7286835,1.5214267,1.3040352,1.2642608,0.0397744
87,0.8140214,0.80249304,"('unsuccessful', 'successful')",1.3365394,1.450505,1.0752804,1.1264991,-0.0512187
40,-0.78018135,-0.3759179,"('stingy', 'generous')",-2.1990595,-2.1787364,-1.4896204,-1.2773272,-0.2122932
37,0.7574855,0.82835597,"('fake', 'genuine')",0.43026018,0.5573196,0.5938728,0.6928378,-0.098965
78,0.7268709,0.8252249,"('nonresilient', 'resilient')",0.78834116,0.6978174,0.757606,0.7615211,-0.0039151
84,0.6816389,0.6997317,"('inferior', 'superior')",0.7559191,0.66583884,0.718779,0.6827853,0.0359937
83,0.6755701,0.7134556,"('powerless', 'powerful')",-0.9757276,-0.94173414,-0.1500788,-0.1141393,-0.0359395
1,-0.67465806,-0.4276008,"('unfriendly', 'friendly')",0.92419696,0.7566829,0.1247694,0.164541,-0.0397716
28,0.67106813,0.64688295,"('disloyal', 'loyal')",1.165029,1.1611625,0.9180486,0.9040227,0.0140259
8,-0.6619448,-0.4185299,"('unaffectionate', 'affectionate')",0.65612453,0.43259114,-0.0029101,0.0070306,-0.0099407
74,0.66045475,0.99608624,"('undedicated', 'dedicated')",-0.11662859,0.040615957,0.2719131,0.5183511,-0.246438
2,0.6216575,0.7428172,"('unlikable', 'likable')",0.033724263,0.07472467,0.3276909,0.4087709,-0.08108
77,0.6097976,0.79205865,"('unmotivated', 'motivated')",-1.0094092,-0.73408276,-0.1998058,0.0289879,-0.2287937
54,-0.60806036,-0.33072793,"('incapable', 'capable')",0.6994912,0.7237716,0.0457154,0.1965218,-0.1508064
13,0.5714013,0.415646,"('impolite', 'polite')",-0.91494167,-0.75868225,-0.1717702,-0.1715181,-0.0002521
63,0.5438551,0.7507109,"('unperceptive', 'insightful')",0.8566456,0.86209846,0.7002503,0.8064047,-0.1061544
11,0.5398021,0.5188545,"('unhelpful', 'helpful')",1.6999533,1.705694,1.1198777,1.1122742,0.0076035
82,0.5000208,0.54696983,"('poor', 'rich')",6.483585,6.58358,3.4918029,3.565275,-0.0734721
20,0.49741894,0.4760414,"('rough', 'thoughtful')",0.8897154,1.0282394,0.6935672,0.7521404,-0.0585732
33,-0.4851366,-0.26540124,"('wrong', 'right')",-0.79815364,-0.86172307,-0.6416451,-0.5635622,-0.0780829
12,0.4680619,0.6819158,"('unsupportive', 'supportive')",-1.8428897,-1.8458822,-0.6874139,-0.5819832,-0.1054307
3,0.46241686,0.43622938,"('repellent', 'pleasant')",0.959654,1.1525145,0.7110354,0.7943719,-0.0833365
64,0.40597627,0.40476686,"('shy', 'confident')",-6.8656745,-6.7286186,-3.2298491,-3.1619258,-0.0679233
27,-0.40162534,-0.18819492,"('hardhearted', 'softhearted')",1.406338,1.3567034,0.5023563,0.5842543,-0.081898
32,-0.40092048,-0.28256136,"('unkind', 'kind')",0.7188802,0.69160223,0.1589798,0.2045204,-0.0455406
41,-0.38828233,-0.18689992,"('unforgiving', 'forgiving')",0.063156344,-0.08835852,-0.162563,-0.1376292,-0.0249338
22,0.38283145,0.5433663,"('untrustworthy', 'trustworthy')",-0.65262985,-0.48811308,-0.1348992,0.0276266,-0.1625258
71,-0.37260917,-0.13191201,"('diffident', 'self-confident')",0.15488595,0.11750528,-0.1088616,-0.0072034,-0.1016582
15,0.32473683,0.09216178,"('boring', 'funny')",-0.15725447,-0.041825138,0.0837412,0.0251683,0.0585729
68,0.2976596,0.1347357,"('dependent', 'independent')",-0.61283046,-0.5016942,-0.1575854,-0.1834792,0.0258938
34,-0.2914256,-0.34673452,"('mean', 'honorable')",5.5505075,5.6056013,2.6295409,2.6294334,0.0001075
38,-0.28740132,-0.12489793,"('untruthful', 'truthful')",-0.6716317,-0.73963326,-0.4795165,-0.4322656,-0.0472509
57,0.28518832,0.525928,"('unimaginative', 'imaginative')",-3.111549,-2.9344416,-1.4131804,-1.2042568,-0.2089236
53,-0.26055175,-0.04520468,"('uncreative', 'creative')",-0.047080442,0.018960739,-0.1538161,-0.013122,-0.1406941
88,0.23135953,-0.10350616,"('low', 'eminent')",-0.2908961,-0.40316495,-0.0297683,-0.2533356,0.2235673
73,-0.20165758,0.14081694,"('helpless', 'self-reliant')",-3.461675,-3.43064,-1.8316662,-1.6449115,-0.1867547
47,0.17192577,0.24305521,"('stupid', 'smart')",5.2891326,5.255388,2.7305291,2.7492216,-0.0186925
58,0.16351527,0.53541213,"('undiscriminating', 'discriminating')",0.35743243,0.38497818,0.2604738,0.4601952,-0.1997214
67,0.14072905,0.111626126,"('doubtful', 'determined')",-0.6960467,-0.68489385,-0.2776588,-0.2866338,0.008975
45,0.117300056,0.2935608,"('incompetent', 'competent')",0.16147844,0.26478645,0.1393892,0.2791736,-0.1397844
49,-0.11009729,-0.02932828,"('unable', 'able')",-0.29031208,-0.2198478,-0.2002047,-0.124588,-0.0756167
9,-0.05375298,0.28702146,"('unaffectionate', 'caring')",1.0204327,0.9008542,0.4833399,0.5939378,-0.1105979
25,-0.009975381,0.25886062,"('egoistic', 'altruistic')",1.0240078,0.91886026,0.5070162,0.5888605,-0.0818443
42,-0.0039430223,0.3761259,"('unreliable', 'reliable')",-3.3742843,-3.214397,-1.6891136,-1.4191356,-0.269978
