,frontier_male,frontier_female,tuple,communications_male,communications_female,print_male,print_female,average_male,average_female,male-female
2,0.86427706,0.883822,"('unlikable', 'likable')",1.126981,1.1945429,0.18513073,0.21426237,0.725463,0.7642091,-0.0387461
57,-0.857728,-0.9735886,"('unimaginative', 'imaginative')",-0.27663344,-0.41851503,-2.9346693,-2.9336274,-1.3563436,-1.4419104,0.0855668
36,0.83798796,1.3699147,"('hostile', 'amicable')",-1.3383608,-1.1044244,-1.4015026,-1.4015089,-0.6339585,-0.3786729,-0.2552856
65,-0.83441997,-1.0999651,"('insecure', 'secure')",0.3122373,0.2703957,0.9162466,0.85271454,0.1313546,0.007715,0.1236396
16,-0.8169724,-0.6216896,"('unpopular', 'popular')",-0.6156576,-0.67847025,-0.14622702,-0.08581885,-0.5262857,-0.4619929,-0.0642928
52,0.8062245,1.0957303,"('irrational', 'rational')",-0.24684188,-0.19085144,-0.63122374,-0.815056,-0.023947,0.0299409,-0.0538879
60,-0.7587856,-1.1802992,"('inefficient', 'efficient')",1.7208315,1.6470683,1.2442732,1.1877054,0.7354397,0.5514915,0.1839482
20,-0.7354035,-1.0155414,"('rough', 'thoughtful')",0.39893964,0.35713422,0.59309334,0.5121831,0.0855432,-0.0487414,0.1342846
14,-0.68766046,-0.8829036,"('antisocial', 'social')",1.1716753,1.1170895,0.20151652,0.22973958,0.2285105,0.1546418,0.0738687
17,-0.65683645,-0.5696642,"('nasty', 'nice')",-1.1342368,-1.1005071,-0.30644313,-0.3825234,-0.6991722,-0.6842315,-0.0149407
47,-0.653128,-0.7398788,"('stupid', 'smart')",0.58426154,0.5219524,5.697823,5.5337996,1.8763189,1.7719577,0.1043612
46,-0.62900406,-1.1732997,"('uncompetitive', 'competitive')",0.94447476,0.66008747,-0.015133066,0.04829688,0.1001125,-0.1549718,0.2550843
28,0.6232666,0.5731788,"('disloyal', 'loyal')",-0.42278183,-0.4821108,0.45332554,0.5273208,0.2179368,0.2061296,0.0118072
53,0.6191425,0.7735807,"('uncreative', 'creative')",0.876031,0.8429396,0.04453679,0.0053387694,0.5132368,0.5406197,-0.0273829
70,-0.618912,-0.96023345,"('lethargic', 'energetic')",-0.24506147,-0.3621178,1.2103175,1.1319743,0.115448,-0.063459,0.178907
49,-0.6182054,-0.81062067,"('unable', 'able')",-0.63173556,-0.7399409,0.15879034,0.14494567,-0.3637169,-0.4685386,0.1048217
13,-0.5533803,-0.7782335,"('impolite', 'polite')",0.2921858,0.33614248,0.87848705,0.8343935,0.2057642,0.1307675,0.0749967
23,-0.55263364,-0.74999833,"('insincere', 'sincere')",0.8645688,0.7947756,6.327325,6.306099,2.2130868,2.1169588,0.096128
15,0.5173813,0.7556298,"('boring', 'funny')",-0.024320647,0.13455534,-0.24129245,-0.11035173,0.0839227,0.2599445,-0.1760218
4,0.45602342,0.81244844,"('disliked', 'liked')",-0.58362484,-0.6013802,-7.829947,-7.8267803,-2.6525162,-2.5385707,-0.1139455
75,-0.45561925,-0.122361846,"('meek', 'impulsive')",-0.9925006,-0.9667223,-0.74970007,-0.68039846,-0.7326066,-0.5898275,-0.1427791
30,-0.4270241,-0.5112812,"('intolerant', 'tolerant')",1.0562167,1.0249922,0.68994004,0.61243916,0.4397109,0.3753834,0.0643275
27,0.38170508,0.30967203,"('hardhearted', 'softhearted')",-0.44805244,-0.50673,0.7734538,0.6843955,0.2357021,0.1624458,0.0732563
58,-0.37594944,-0.41189823,"('undiscriminating', 'discriminating')",0.93982846,0.7927572,-0.5864382,-0.6244218,-0.0075197,-0.0811876,0.0736679
50,-0.37370825,-0.26128772,"('clumsy', 'skillful')",-0.6807978,-0.71341455,0.00034500472,-0.13393423,-0.351387,-0.3695455,0.0181585
54,0.36912557,0.32643515,"('incapable', 'capable')",-1.0494992,-1.1013439,0.9513954,0.97339785,0.0903406,0.066163,0.0241776
56,0.36745924,0.21303554,"('impractical', 'practical')",1.2466626,1.206922,0.7692347,0.8210176,0.7944522,0.7469918,0.0474604
34,0.36277083,0.2651195,"('mean', 'honorable')",0.26230225,0.269346,4.4796276,4.444674,1.7015669,1.6597131,0.0418538
24,0.3563444,0.2747904,"('dishonest', 'honest')",0.36661956,0.51160777,1.1629217,1.2112601,0.6286285,0.6658861,-0.0372576
63,0.35218745,0.15258346,"('unperceptive', 'insightful')",1.050381,0.9688633,0.8272203,0.74994516,0.7432629,0.6237973,0.1194656
18,0.34408826,0.5125429,"('disagreeable', 'welcoming')",0.52661157,0.6085024,-1.1131206,-1.1608958,-0.0808069,-0.0132835,-0.0675234
78,0.33990145,0.23329489,"('nonresilient', 'resilient')",0.4006381,0.23379466,-0.3928988,-0.45047343,0.1158803,0.0055387,0.1103416
11,-0.32156417,-0.7154454,"('unhelpful', 'helpful')",0.76876634,0.50785446,1.7844212,1.7132146,0.7438745,0.5018746,0.2419999
61,0.3053839,0.15352888,"('illogical', 'logical')",1.0363152,0.9754372,0.47254124,0.42850664,0.6047468,0.5191576,0.0855892
76,-0.28867656,-0.59974754,"('anxious', 'daring')",0.28634068,0.15506727,1.0277073,1.0228461,0.3417905,0.1927219,0.1490686
32,-0.28306088,-0.3109646,"('unkind', 'kind')",0.47334832,0.49518842,1.1559303,1.3129346,0.4487393,0.4990528,-0.0503135
38,0.2756962,0.19317035,"('untruthful', 'truthful')",0.25299555,0.26664507,-0.3943987,-0.4589997,0.0447644,0.0002719,0.0444925
77,-0.27138647,-0.58561885,"('unmotivated', 'motivated')",0.9154375,0.7595031,-0.46223813,-0.4887461,0.0606043,-0.1049539,0.1655582
40,0.2663583,0.3547201,"('stingy', 'generous')",0.2035826,0.19805954,-2.4245827,-2.6181626,-0.6515473,-0.688461,0.0369137
80,0.22125357,-0.32744646,"('dominated', 'dominating')",0.40751022,0.16457832,0.6784285,0.6033374,0.4357308,0.1468231,0.2889077
41,-0.2027975,-0.07322703,"('unforgiving', 'forgiving')",0.121478066,0.30343542,-0.29116976,-0.26217204,-0.1241631,-0.0106546,-0.1135085
19,0.19820361,0.4016083,"('inhospitable', 'hospitable')",-0.5591634,-0.4161026,-0.7552157,-0.8593704,-0.3720585,-0.2912882,-0.0807703
83,0.17651585,0.15483485,"('powerless', 'powerful')",0.15464525,0.14817213,-0.13440688,-0.20022802,0.0655847,0.0342597,0.031325
7,-0.17643937,-0.19715795,"('insensitive', 'sensitive')",0.39742446,0.36162755,0.87647223,0.87009615,0.3658191,0.3448552,0.0209639
62,0.16404566,-0.19998083,"('incompetent', 'brilliant')",1.0944257,0.8561624,1.2475748,1.141243,0.8353488,0.5991415,0.2362073
29,0.15676364,0.14172417,"('unfair', 'fair')",-0.2675726,-0.28516084,-0.684933,-0.71076167,-0.2652473,-0.2847328,0.0194855
43,0.15568957,-0.13390118,"('irresponsible', 'responsible')",0.48074204,0.37266517,0.73601097,0.73050576,0.4574808,0.3230899,0.1343909
35,0.14410773,0.5424341,"('corrupt', 'incorrupt')",-1.3221495,-1.1291168,-1.6981843,-1.6476251,-0.958742,-0.7447693,-0.2139727
68,-0.11607048,-0.36290252,"('dependent', 'independent')",0.14255059,0.14834397,-0.87431,-0.9723014,-0.28261,-0.39562,0.11301
42,0.108762994,0.031983484,"('unreliable', 'reliable')",0.23726493,0.1597489,-2.0683417,-2.020219,-0.5741046,-0.6094956,0.035391
48,0.08839677,0.057958223,"('unintelligent', 'intelligent')",0.83143145,0.96631217,0.43310958,0.4484794,0.4509793,0.4909166,-0.0399373
31,0.08427928,0.54495674,"('evil', 'good')",-0.4962221,-0.31517565,-2.0670455,-2.0485976,-0.8263294,-0.6062721,-0.2200573
87,0.0777547,-0.13343725,"('unsuccessful', 'successful')",0.5402975,0.30106124,0.41415665,0.42011195,0.3440696,0.195912,0.1481576
88,-0.07571134,0.06000915,"('low', 'eminent')",0.14773156,0.22862779,-0.1017597,-0.09481875,-0.0099132,0.0646061,-0.0745193
86,0.05520533,-0.17738838,"('uninfluential', 'influential')",0.46310374,0.40432253,0.1748693,0.19712059,0.2310595,0.1413516,0.0897079
37,0.03577532,-0.2158504,"('fake', 'genuine')",-0.31054378,-0.28780425,0.35096756,0.11272513,0.0253997,-0.1303098,0.1557095
67,0.02786491,0.087836966,"('doubtful', 'determined')",-0.31839705,-0.28158873,-0.2623618,-0.20348313,-0.184298,-0.1324116,-0.0518864
22,0.0020864555,-0.14327389,"('untrustworthy', 'trustworthy')",0.6039132,0.5916711,-0.3862904,-0.35676467,0.0732364,0.0305442,0.0426922
