,pepsico_male,pepsico_female,tuple,inc_male,inc_female,average_male,average_female,male-female
40,-0.42534316,-0.3665545,"('stingy', 'generous')",-1.8265353,-1.8728818,-1.1259392,-1.1197181,-0.0062211
81,-0.41812426,-0.654742,"('submissive', 'aggressive')",-0.4638341,-0.67074996,-0.4409792,-0.662746,0.2217668
74,0.40808186,0.5027235,"('undedicated', 'dedicated')",0.25878322,0.3076998,0.3334326,0.4052117,-0.0717791
68,-0.40178922,-0.5563296,"('dependent', 'independent')",-0.3120376,-0.30627728,-0.3569134,-0.4313034,0.07439
52,-0.3818741,-0.24438462,"('irrational', 'rational')",-0.4749284,-0.35089868,-0.4284013,-0.2976416,-0.1307597
54,0.36954436,0.49855602,"('incapable', 'capable')",1.2624197,1.4448745,0.815982,0.9717153,-0.1557333
4,0.36807647,0.0012760237,"('disliked', 'liked')",-6.644354,-6.7723193,-3.1381388,-3.3855217,0.2473829
25,-0.36770234,-0.16245458,"('egoistic', 'altruistic')",1.3747237,1.4361995,0.5035107,0.6368725,-0.1333618
11,0.36638826,0.42505237,"('unhelpful', 'helpful')",1.8535211,1.769619,1.1099547,1.0973357,0.012619
20,-0.3255501,-0.21169615,"('rough', 'thoughtful')",1.2961401,1.3544743,0.485295,0.5713891,-0.0860941
43,-0.3155367,-0.16025063,"('irresponsible', 'responsible')",0.82447684,0.8070113,0.2544701,0.3233804,-0.0689103
44,-0.31136245,-0.35293695,"('prejudiced', 'unprejudiced')",-1.2550466,-1.0376962,-0.7832046,-0.6953166,-0.087888
58,-0.28859615,-0.090325415,"('undiscriminating', 'discriminating')",0.025341654,0.017753715,-0.1316272,-0.0362859,-0.0953413
45,-0.27907327,-0.5237079,"('incompetent', 'competent')",-0.150306,-0.54035264,-0.2146896,-0.5320303,0.3173407
19,-0.2669978,-0.17139117,"('inhospitable', 'hospitable')",-0.0032842588,0.13273619,-0.135141,-0.0193275,-0.1158135
32,0.26330662,0.26376912,"('unkind', 'kind')",1.1119375,0.83486813,0.6876221,0.5493186,0.1383035
78,0.25476086,0.23135191,"('nonresilient', 'resilient')",0.232696,0.076705635,0.2437284,0.1540288,0.0896996
80,0.24352187,0.1826758,"('dominated', 'dominating')",-0.9890893,-1.1817487,-0.3727837,-0.4995365,0.1267528
21,0.23082754,0.26656145,"('immoral', 'moral')",-0.46314594,-0.55556625,-0.1161592,-0.1445024,0.0283432
6,0.2298147,0.20228858,"('distant', 'open')",0.22497898,0.31704032,0.2273968,0.2596644,-0.0322676
37,-0.22562398,-0.089248255,"('fake', 'genuine')",0.5868306,0.6769903,0.1806033,0.293871,-0.1132677
23,-0.22529387,-0.08314513,"('insincere', 'sincere')",5.978087,5.8023176,2.8763967,2.8595862,0.0168105
1,0.2229663,0.272694,"('unfriendly', 'friendly')",1.8044037,1.7230535,1.013685,0.9978737,0.0158113
24,-0.22259381,-0.18997192,"('dishonest', 'honest')",1.0556129,0.9862575,0.4165096,0.3981428,0.0183668
47,-0.22258191,0.045784988,"('stupid', 'smart')",5.3030934,5.322262,2.5402558,2.6840234,-0.1437676
50,-0.21145861,0.0025938451,"('clumsy', 'skillful')",0.18389031,0.2959751,-0.0137841,0.1492845,-0.1630686
46,0.19931228,0.2661962,"('uncompetitive', 'competitive')",-0.56840855,-0.80601907,-0.1845481,-0.2699114,0.0853633
2,0.19537553,0.4883942,"('unlikable', 'likable')",0.52634615,0.83874434,0.3608608,0.6635693,-0.3027085
75,-0.19457747,-0.23965049,"('meek', 'impulsive')",-0.4778803,-0.45075756,-0.3362289,-0.345204,0.0089751
17,-0.187026,-0.13429281,"('nasty', 'nice')",-0.76776546,-0.6939052,-0.4773957,-0.414099,-0.0632967
16,-0.1771897,-0.048037685,"('unpopular', 'popular')",0.37153095,0.2916685,0.0971706,0.1218154,-0.0246448
26,-0.1738228,-0.078930125,"('hardhearted', 'benevolent')",1.3461082,1.3755159,0.5861427,0.6482929,-0.0621502
83,-0.15590891,0.054035008,"('powerless', 'powerful')",-1.0983982,-1.0543294,-0.6271536,-0.5001472,-0.1270064
48,0.15222314,0.103610635,"('unintelligent', 'intelligent')",0.68218255,0.521572,0.4172028,0.3125913,0.1046115
41,-0.15212533,-0.099083975,"('unforgiving', 'forgiving')",-0.22886512,-0.28293154,-0.1904952,-0.1910078,0.0005126
27,0.13469614,0.15756172,"('hardhearted', 'softhearted')",1.4486207,1.4411535,0.7916584,0.7993577,-0.0076993
34,0.13192953,0.35831794,"('mean', 'honorable')",6.1224155,6.2423053,3.1271725,3.3003116,-0.1731391
88,0.12827326,0.2481773,"('low', 'eminent')",0.23922147,0.2703311,0.1837474,0.2592542,-0.0755068
29,-0.1038519,-0.17488642,"('unfair', 'fair')",-0.6041847,-0.61444336,-0.3540183,-0.3946649,0.0406466
60,0.08631315,0.11059974,"('inefficient', 'efficient')",0.5729134,0.4631368,0.3296133,0.2868683,0.042745
9,0.086179495,0.3312917,"('unaffectionate', 'caring')",1.0589138,0.9580625,0.5725467,0.6446771,-0.0721304
38,0.061005294,0.08148828,"('untruthful', 'truthful')",0.3286431,0.32945034,0.1948242,0.2054693,-0.0106451
31,-0.058089912,-0.07682402,"('evil', 'good')",-1.147423,-1.1620582,-0.6027565,-0.6194412,0.0166847
0,0.048006784,0.030084863,"('unsociable', 'sociable')",-0.5022693,-0.76339686,-0.2271313,-0.366656,0.1395247
77,-0.03239707,-0.013840023,"('unmotivated', 'motivated')",-0.96691895,-1.048259,-0.499658,-0.5310495,0.0313915
79,-0.028046273,-0.066878185,"('wavering', 'unwavering')",-0.17075688,-0.12992916,-0.0994016,-0.0984037,-0.0009979
30,0.025757171,0.2424095,"('intolerant', 'tolerant')",1.0767365,1.1966457,0.5512468,0.7195276,-0.1682808
53,-0.021981947,0.22105008,"('uncreative', 'creative')",0.6543022,0.69618595,0.3161601,0.458618,-0.1424579
13,-0.013882503,-0.28576604,"('impolite', 'polite')",-0.20470206,-0.4123237,-0.1092923,-0.3490449,0.2397526
