,gilead_male,gilead_female,tuple,sciences_male,sciences_female,inc_male,inc_female,average_male,average_female,male-female
3,-1.0174489,-1.1199292,"('repellent', 'pleasant')",-0.16375858,-0.17139472,0.37952852,0.27913374,-0.2672263,-0.3373967,0.0701704
6,-1.0129882,-0.66245234,"('distant', 'open')",-1.403213,-1.4128076,-0.089848146,-0.13095611,-0.8353497,-0.7354054,-0.0999443
8,-0.9921126,-0.8227442,"('unaffectionate', 'affectionate')",-0.5029881,-0.4552949,-0.39735785,-0.35563356,-0.6308195,-0.5445576,-0.0862619
28,-0.92319757,-0.96756154,"('disloyal', 'loyal')",0.25850487,0.25465614,0.6299729,0.6581435,-0.0115733,-0.018254,0.0066807
70,-0.9061483,-1.1606901,"('lethargic', 'energetic')",-0.50126714,-0.4526229,0.99555117,0.82435966,-0.1372881,-0.2629844,0.1256963
27,-0.90005845,-0.8061191,"('hardhearted', 'softhearted')",-0.14271739,-0.09916398,1.2777933,1.2448039,0.0783391,0.1131736,-0.0348345
80,0.8803362,0.56403327,"('dominated', 'dominating')",0.8449587,0.6404587,-0.23620805,-0.37811863,0.4963623,0.2754578,0.2209045
54,-0.8417726,-0.652322,"('incapable', 'capable')",-0.32314715,-0.22111607,0.90704453,0.79022735,-0.0859584,-0.0277369,-0.0582215
45,-0.79719037,-0.9011774,"('incompetent', 'competent')",0.42814532,0.4108707,0.029997345,-0.1380951,-0.1130159,-0.2094673,0.0964514
88,-0.78939754,-0.67430365,"('low', 'eminent')",-0.6319921,-0.5564921,-0.271745,-0.15881373,-0.5643782,-0.4632032,-0.101175
76,0.7830053,0.6572822,"('anxious', 'daring')",0.11088928,0.07025749,0.90036094,0.8701646,0.5980852,0.5325681,0.0655171
57,-0.7575562,-0.79334176,"('unimaginative', 'imaginative')",-0.42051956,-0.3612297,-2.3694339,-2.3652682,-1.1825032,-1.1732799,-0.0092233
61,-0.7497305,-0.7253088,"('illogical', 'logical')",0.50969255,0.5676851,0.121742204,0.15188465,-0.0394319,-0.001913,-0.0375189
82,-0.6899912,-0.71234953,"('poor', 'rich')",0.10353692,0.13481946,6.206653,5.924829,1.8733996,1.782433,0.0909666
22,-0.68968827,-0.71910995,"('untrustworthy', 'trustworthy')",0.10132534,0.13624953,-0.97982657,-1.0146139,-0.5227298,-0.5324914,0.0097616
20,0.6694535,0.4633746,"('rough', 'thoughtful')",1.7312355,1.7183386,0.83912265,0.9151068,1.0799373,1.0322733,0.047664
24,-0.6651092,-0.47904915,"('dishonest', 'honest')",-0.94863254,-0.893326,0.44251376,0.47648048,-0.3904093,-0.2986315,-0.0917778
7,-0.64151454,-0.76596075,"('insensitive', 'sensitive')",-0.16170159,-0.16742894,0.6093629,0.55920184,-0.0646177,-0.1247293,0.0601116
30,-0.6175879,-0.5971207,"('intolerant', 'tolerant')",0.5781122,0.70821476,0.8267799,1.1052022,0.2624347,0.4054321,-0.1429974
36,-0.6098876,-0.26480454,"('hostile', 'amicable')",-1.4337395,-1.2108617,-0.4750038,-0.26874742,-0.8395437,-0.5814712,-0.2580725
33,0.5869389,0.6426163,"('wrong', 'right')",-0.3034535,-0.32938957,-0.8176099,-0.8607417,-0.1780415,-0.182505,0.0044635
17,-0.57568365,-0.44169527,"('nasty', 'nice')",-0.40948078,-0.37379286,-0.40734696,-0.26188618,-0.4641705,-0.3591247,-0.1050458
26,-0.5259895,-0.15252385,"('hardhearted', 'benevolent')",0.23480158,0.4968456,0.43540218,0.8762349,0.0480714,0.4068522,-0.3587808
77,-0.5209917,-0.77635664,"('unmotivated', 'motivated')",0.7673058,0.895801,-0.30692726,-0.4406656,-0.0202044,-0.1070737,0.0868693
40,0.50028986,0.47472817,"('stingy', 'generous')",0.26493344,0.13369901,-1.1987338,-1.3551222,-0.1445035,-0.2488983,0.1043948
87,0.49353582,0.48934394,"('unsuccessful', 'successful')",0.34725595,0.2261733,1.2043113,1.0033569,0.681701,0.5729581,0.1087429
12,-0.4796425,-0.5532492,"('unsupportive', 'supportive')",0.0270883,0.0065862127,-1.9331303,-2.0521753,-0.7952282,-0.8662794,0.0710512
39,0.46486107,0.59875166,"('exploitative', 'cooperative')",0.427226,0.5701648,0.0032119388,0.2549908,0.298433,0.4746358,-0.1762028
25,-0.45320946,-0.3404245,"('egoistic', 'altruistic')",0.68623435,0.6799878,1.0201344,1.0331703,0.4177198,0.4575779,-0.0398581
51,-0.44445303,-0.74846035,"('uneducated', 'educated')",0.2544994,0.1908819,0.81398785,0.788781,0.2080114,0.0770675,0.1309439
79,-0.4375927,-0.23499489,"('wavering', 'unwavering')",-1.6556435,-1.5990566,-0.01526916,-0.1605281,-0.7028351,-0.6648599,-0.0379752
47,-0.4189526,-0.60414344,"('stupid', 'smart')",0.28299937,0.22115755,5.5937,5.4304543,1.8192488,1.6824894,0.1367594
42,-0.40286538,-0.4528445,"('unreliable', 'reliable')",-0.40931377,-0.29268414,-2.4474158,-2.3051045,-1.0865316,-1.0168777,-0.0696539
56,-0.38282615,-0.8075188,"('impractical', 'practical')",0.65982354,0.5453574,0.27331272,0.043370344,0.1834367,-0.0729303,0.256367
49,0.3753512,0.21211034,"('unable', 'able')",0.87242657,0.80839056,0.5660492,0.40763867,0.604609,0.4760465,0.1285625
44,0.34575877,0.30188355,"('prejudiced', 'unprejudiced')",-0.27681363,-0.4603934,-1.2908835,-1.1472301,-0.4073128,-0.4352467,0.0279339
55,0.34150293,0.10658191,"('incompetent', 'clever')",1.1188397,1.1213758,0.56244993,0.6037199,0.6742642,0.6105592,0.063705
72,-0.32320023,-0.43727618,"('unambitious', 'ambitious')",-0.111433,-0.18665574,-1.0813665,-1.1263919,-0.5053333,-0.5834413,0.078108
14,-0.3107744,-0.5024588,"('antisocial', 'social')",0.739256,0.9028387,-0.541886,-0.3106427,-0.0378014,0.0299124,-0.0677138
21,-0.30084097,-0.3947235,"('immoral', 'moral')",0.39258626,0.5109099,-0.37244034,-0.31869906,-0.093565,-0.0675042,-0.0260608
73,0.28836888,0.2962852,"('helpless', 'self-reliant')",-0.19574401,-0.3393342,-3.35015,-3.4588826,-1.0858417,-1.1673106,0.0814689
68,0.27436295,0.11110054,"('dependent', 'independent')",0.36454484,0.2929258,0.15963174,0.0095566325,0.2661798,0.137861,0.1283188
48,0.26571137,0.038522962,"('unintelligent', 'intelligent')",1.7298183,1.717855,0.95284,0.9589314,0.9827898,0.9051031,0.0776867
29,0.2648843,0.21621937,"('unfair', 'fair')",-0.024786418,-0.12980162,-0.8005138,-0.71103364,-0.1868053,-0.2082053,0.0214
62,0.26414746,-0.043177318,"('incompetent', 'brilliant')",1.8532906,1.5805988,0.59339446,0.16060846,0.9036109,0.56601,0.3376009
35,0.26014492,0.5845762,"('corrupt', 'incorrupt')",-0.4363639,-0.41077256,-0.7585258,-0.57833296,-0.3115816,-0.1348431,-0.1767385
66,-0.24497974,-0.18787596,"('inactive', 'active')",-1.3176628,-1.2021662,0.92525136,1.1016818,-0.2124637,-0.0961201,-0.1163436
18,0.22850004,0.5238149,"('disagreeable', 'welcoming')",-0.330234,-0.16413589,-0.7326095,-0.42449024,-0.2781145,-0.0216037,-0.2565108
41,-0.2245233,0.09227974,"('unforgiving', 'forgiving')",-0.4418807,-0.22928815,-0.14969108,0.17640385,-0.2720317,0.0131318,-0.2851635
78,-0.20348482,-0.7157519,"('nonresilient', 'resilient')",1.1448706,1.0164979,1.2233799,0.7273688,0.7215885,0.3427049,0.3788836
59,0.20175692,0.58391595,"('foolish', 'wise')",0.15627517,0.16488013,-0.22434461,-0.22330797,0.0445625,0.1751627,-0.1306002
60,0.1928227,-0.2265638,"('inefficient', 'efficient')",1.2223259,1.1779641,0.7378725,0.79246414,0.7176737,0.5812881,0.1363856
85,0.18744297,0.5954915,"('insignificant', 'prestigious')",-0.105197124,0.050339185,-0.29685056,-0.121077,-0.0715349,0.1749179,-0.2464528
52,0.15701103,0.4272313,"('irrational', 'rational')",-0.08204265,-0.0995637,-0.8180199,-0.7151432,-0.2476838,-0.1291585,-0.1185253
74,-0.14855565,-0.21335724,"('undedicated', 'dedicated')",-0.31040117,-0.31706905,-0.0480685,-0.055913292,-0.1690085,-0.1954465,0.026438
50,0.1333752,-0.060575873,"('clumsy', 'skillful')",-0.08795301,-0.18280101,0.4678459,0.25416917,0.1710894,0.0035974,0.167492
15,0.13330303,0.3144658,"('boring', 'funny')",-0.27051902,-0.31780136,0.3002169,0.32691443,0.0543336,0.1078596,-0.053526
67,0.11034164,0.13327594,"('doubtful', 'determined')",-0.16767114,-0.044667035,-0.23333016,0.0021561794,-0.0968866,0.030255,-0.1271416
46,-0.09362021,-0.45107767,"('uncompetitive', 'competitive')",-0.10248573,-0.09234111,0.3369149,0.07553079,0.0469363,-0.1559627,0.202899
2,0.08579227,0.23570356,"('unlikable', 'likable')",0.29112145,0.35223198,0.42404518,0.4536652,0.2669863,0.3472002,-0.0802139
71,0.07747239,0.12473662,"('diffident', 'self-confident')",0.70752406,0.70940566,0.3780943,0.30489254,0.3876969,0.3796782,0.0080187
16,-0.0736961,0.00811005,"('unpopular', 'popular')",0.00850888,0.030739881,0.6673236,0.6392733,0.2007121,0.2260411,-0.025329
65,-0.059657082,-0.17732775,"('insecure', 'secure')",-0.08212832,0.010644712,0.21832877,0.31420258,0.0255145,0.0491732,-0.0236587
4,0.05893721,0.14909865,"('disliked', 'liked')",-0.4635297,-0.5399414,-5.8269086,-5.8646364,-2.077167,-2.0851598,0.0079928
81,-0.04594264,-0.091450036,"('submissive', 'aggressive')",0.9570306,0.9877186,0.54702073,0.49744472,0.4860362,0.4645711,0.0214651
75,-0.04471584,0.10632974,"('meek', 'impulsive')",-0.4176157,-0.44930816,-0.19560163,-0.32686344,-0.2193111,-0.2232806,0.0039695
58,-0.03737735,-0.089847066,"('undiscriminating', 'discriminating')",-0.08465672,0.03831049,-0.26472762,-0.26767948,-0.1289206,-0.1064054,-0.0225152
37,-0.026663173,-0.20082566,"('fake', 'genuine')",-0.24209252,-0.29960433,0.38165125,0.3153903,0.0376318,-0.0616799,0.0993117
34,0.02348797,0.034325622,"('mean', 'honorable')",0.37814772,0.38569957,6.470822,6.258704,2.2908192,2.2262432,0.064576
83,-0.022464883,-0.21378998,"('powerless', 'powerful')",0.44915456,0.43681657,-0.5153846,-0.54206824,-0.029565,-0.1063472,0.0767822
64,-0.011005823,-0.058325816,"('shy', 'confident')",-0.33578777,-0.28985,-5.924057,-5.7889123,-2.0902836,-2.0456961,-0.0445875
