,vf_male,vf_female,tuple,corp_male,corp_female,average_male,average_female,male-female
56,0.5418215,0.63611573,"('impractical', 'practical')",-0.71044934,-0.856557,-0.0843139,-0.1102206,0.0259067
67,0.5401156,0.49263847,"('doubtful', 'determined')",-0.38975525,-0.461501,0.0751802,0.0155687,0.0596115
63,-0.53054047,-0.6167748,"('unperceptive', 'insightful')",0.700149,0.59551406,0.0848043,-0.0106304,0.0954347
70,-0.5074006,-0.04369683,"('lethargic', 'energetic')",0.50651985,0.5287106,-0.0004404,0.2425069,-0.2429473
51,-0.5071758,-0.88264114,"('uneducated', 'educated')",0.41563237,0.14577751,-0.0457717,-0.3684318,0.3226601
33,-0.4982296,-0.38214818,"('wrong', 'right')",-0.86665195,-0.76060665,-0.6824408,-0.5713774,-0.1110634
11,-0.48814353,-0.5348269,"('unhelpful', 'helpful')",1.4709779,1.0957919,0.4914172,0.2804825,0.2109347
82,-0.482285,-0.65521026,"('poor', 'rich')",6.713881,6.104321,3.115798,2.7245555,0.3912425
75,-0.46036583,-0.4677463,"('meek', 'impulsive')",-0.5539054,-0.46358433,-0.5071356,-0.4656653,-0.0414703
71,-0.4547231,-0.34038994,"('diffident', 'self-confident')",0.33228853,0.66723675,-0.0612173,0.1634234,-0.2246407
76,0.4516323,0.29933697,"('anxious', 'daring')",-0.15672721,-0.526491,0.1474525,-0.113577,0.2610295
83,-0.43389317,-0.2866393,"('powerless', 'powerful')",-1.0486093,-1.1135263,-0.7412512,-0.7000828,-0.0411684
61,-0.38421717,0.013017469,"('illogical', 'logical')",0.072114155,0.4726143,-0.1560515,0.2428159,-0.3988674
80,0.3758199,0.38492358,"('dominated', 'dominating')",-0.98751324,-1.0684341,-0.3058467,-0.3417553,0.0359086
48,-0.36412922,-0.88432324,"('unintelligent', 'intelligent')",0.7943969,0.54816616,0.2151338,-0.1680785,0.3832123
27,0.34960088,0.2729106,"('hardhearted', 'softhearted')",0.9594616,1.2011575,0.6545312,0.737034,-0.0825028
60,0.33173853,0.16104141,"('inefficient', 'efficient')",0.31834885,-0.3266558,0.3250437,-0.0828072,0.4078509
26,-0.322394,0.19134304,"('hardhearted', 'benevolent')",1.3045559,2.2520714,0.4910809,1.2217072,-0.7306263
74,-0.30760598,-0.061515734,"('undedicated', 'dedicated')",-0.6526014,-0.12312153,-0.4801037,-0.0923186,-0.3877851
14,-0.30485785,0.36845103,"('antisocial', 'social')",-0.2634994,0.09062372,-0.2841786,0.2295374,-0.513716
7,-0.28960857,-0.29091388,"('insensitive', 'sensitive')",0.7114917,0.72403514,0.2109416,0.2165606,-0.005619
52,-0.26485094,-0.46596032,"('irrational', 'rational')",-0.43765754,-0.25472212,-0.3512542,-0.3603412,0.009087
35,0.2433021,-0.0903611,"('corrupt', 'incorrupt')",-0.488723,-0.03186754,-0.1227105,-0.0611143,-0.0615962
78,-0.23057343,-0.9222223,"('nonresilient', 'resilient')",-0.1289303,-0.16244943,-0.1797519,-0.5423359,0.362584
68,-0.23038383,-0.43030536,"('dependent', 'independent')",-0.26351002,-0.53100425,-0.2469469,-0.4806548,0.2337079
23,-0.21403293,-0.4689107,"('insincere', 'sincere')",5.9229674,5.17766,2.8544672,2.3543746,0.5000926
19,-0.21339792,-0.17393294,"('inhospitable', 'hospitable')",-0.59387654,-0.28528687,-0.4036372,-0.2296099,-0.1740273
65,0.20063409,0.20401669,"('insecure', 'secure')",-0.11759823,-0.5403111,0.0415179,-0.1681472,0.2096651
87,0.2004915,0.5419301,"('unsuccessful', 'successful')",0.6149104,1.3249398,0.407701,0.933435,-0.525734
69,0.19754896,0.0473898,"('lazy', 'industrious')",-1.015833,-0.5124178,-0.409142,-0.232514,-0.176628
44,-0.19682255,-0.22099774,"('prejudiced', 'unprejudiced')",-0.9754789,-1.1511568,-0.5861507,-0.6860772,0.0999265
30,-0.19502181,0.101393156,"('intolerant', 'tolerant')",0.7870916,0.48984483,0.2960349,0.295619,0.0004159
47,-0.19415708,-0.09819637,"('stupid', 'smart')",5.194615,4.7037168,2.5002289,2.3027601,0.1974688
58,-0.19006881,0.188257,"('undiscriminating', 'discriminating')",-0.062195078,0.37662157,-0.126132,0.2824393,-0.4085713
55,-0.18025053,0.098751344,"('incompetent', 'clever')",0.12075816,0.08780964,-0.0297462,0.0932805,-0.1230267
77,-0.17810586,-0.609914,"('unmotivated', 'motivated')",-0.74105406,-1.0105281,-0.4595799,-0.8102211,0.3506412
72,-0.17627493,-0.3317155,"('unambitious', 'ambitious')",-0.22372484,-0.5809286,-0.1999999,-0.4563221,0.2563222
3,-0.17154044,-0.12982199,"('repellent', 'pleasant')",0.7315543,0.45116878,0.2800069,0.1606734,0.1193335
21,0.1606799,-0.026882637,"('immoral', 'moral')",-0.107824326,-0.4382227,0.0264278,-0.2325527,0.2589805
32,-0.15107207,-0.22560035,"('unkind', 'kind')",0.577483,0.6277783,0.2132055,0.201089,0.0121165
16,-0.124775864,-0.49408942,"('unpopular', 'popular')",0.30603933,0.4158926,0.0906317,-0.0390984,0.1297301
28,-0.10693321,-0.29300514,"('disloyal', 'loyal')",1.1158082,1.1349882,0.5044375,0.4209915,0.083446
54,0.06932386,-0.29911193,"('incapable', 'capable')",0.70545727,0.7053823,0.3873906,0.2031352,0.1842554
85,0.06798217,0.12860829,"('insignificant', 'prestigious')",-0.17865512,0.51923823,-0.0553365,0.3239233,-0.3792598
81,-0.067891166,-0.23498896,"('submissive', 'aggressive')",-0.3762754,-0.7419945,-0.2220833,-0.4884917,0.2664084
2,-0.064492054,0.08698379,"('unlikable', 'likable')",-0.13038751,0.26089442,-0.0974398,0.1739391,-0.2713789
42,-0.03405469,-0.38976863,"('unreliable', 'reliable')",-3.1562595,-3.1232414,-1.5951571,-1.756505,0.1613479
15,-0.003005959,0.30126345,"('boring', 'funny')",-0.43590555,0.121860705,-0.2194557,0.2115621,-0.4310178
