,avalonbay_male,avalonbay_female,tuple,communities_male,communities_female,inc_male,inc_female,average_male,average_female,male-female
70,1.6055796,1.9754237,"('lethargic', 'energetic')",1.61529,1.6399156,0.83647907,0.9631112,1.3524496,1.5261502,-0.1737006
23,1.5393828,1.578042,"('insincere', 'sincere')",2.2149785,1.9907258,6.292744,6.330562,3.3490353,3.2997767,0.0492586
80,1.4601672,1.9482359,"('dominated', 'dominating')",0.8416611,0.76834387,-0.9995012,-0.8784618,0.4341091,0.6127059,-0.1785968
11,1.449955,1.5668857,"('unhelpful', 'helpful')",2.1473541,2.0858731,2.0779498,2.197205,1.8917529,1.949988,-0.0582351
10,1.3300607,2.0494325,"('unsympathetic', 'sympathetic')",0.7567217,0.7636613,-0.30611774,-0.15541476,0.5935549,0.885893,-0.2923381
65,1.3233757,1.6555903,"('insecure', 'secure')",1.0236712,0.8301196,0.13208161,0.16869831,0.8263761,0.8848027,-0.0584266
12,1.3167127,1.4411459,"('unsupportive', 'supportive')",2.2461846,2.3028145,-1.5792156,-1.5463724,0.6612272,0.7325293,-0.0713021
45,1.2944231,1.6570675,"('incompetent', 'competent')",1.6741092,1.6154289,-0.4127351,-0.42769545,0.8519324,0.948267,-0.0963346
57,1.2875327,1.6626555,"('unimaginative', 'imaginative')",0.78831875,0.80328405,-2.5756896,-2.5966802,-0.1666127,-0.0435802,-0.1230325
16,-1.2577239,-1.4601301,"('unpopular', 'popular')",-0.65426296,-0.7642817,0.106593385,-0.065357566,-0.6017978,-0.7632564,0.1614586
52,-1.203149,-1.5678831,"('irrational', 'rational')",-0.30662367,-0.41014147,-0.023922311,-0.13998774,-0.5112317,-0.7060041,0.1947724
22,1.1779222,1.603983,"('untrustworthy', 'trustworthy')",1.2366589,1.2103903,-0.56079346,-0.35952955,0.6179293,0.8182813,-0.200352
66,-1.1770716,-1.1434466,"('inactive', 'active')",-0.64945936,-0.6097586,0.9203613,0.9896377,-0.3020566,-0.2545225,-0.0475341
8,-1.142264,-1.2958167,"('unaffectionate', 'affectionate')",-0.7474903,-0.6023439,0.71670395,0.6890001,-0.3910168,-0.4030535,0.0120367
50,-1.1335472,-1.2562256,"('clumsy', 'skillful')",-0.47201043,-0.4096988,0.060160078,-0.0683595,-0.5151325,-0.5780946,0.0629621
75,-1.1227357,-1.210697,"('meek', 'impulsive')",-1.1656216,-1.0598879,-0.43726876,-0.32752985,-0.908542,-0.8660383,-0.0425037
63,1.0794998,1.1070048,"('unperceptive', 'insightful')",2.2071006,2.1811767,0.8911156,0.89236724,1.3925721,1.3935162,-0.0009441
25,-1.0078762,-1.2659537,"('egoistic', 'altruistic')",0.4786693,0.43124774,1.8001194,1.7475567,0.4236375,0.3042836,0.1193539
59,-0.99086607,-1.2951444,"('foolish', 'wise')",-0.2083243,-0.21343713,0.37240928,0.3528419,-0.2755937,-0.3852465,0.1096528
24,0.98678887,1.1202986,"('dishonest', 'honest')",0.5672278,0.3539841,0.7258355,0.71711916,0.7599507,0.7304673,0.0294834
48,0.95196164,1.212314,"('unintelligent', 'intelligent')",0.52028036,0.4593696,0.17024498,0.11395826,0.5474956,0.5952139,-0.0477183
0,0.90868896,1.2288823,"('unsociable', 'sociable')",1.0484445,0.80145484,-0.6700869,-0.68279403,0.4290156,0.449181,-0.0201654
49,-0.8720024,-0.59284616,"('unable', 'able')",-0.8652581,-0.8227831,-0.39679372,-0.28296125,-0.7113514,-0.5661968,-0.1451546
73,0.7841078,0.52088714,"('helpless', 'self-reliant')",0.19284835,0.17770281,-3.0582116,-3.2045307,-0.6937518,-0.8353136,0.1415618
68,-0.7829444,-0.8325589,"('dependent', 'independent')",-0.6218888,-0.9158075,-0.72876126,-0.90509945,-0.7111982,-0.8844886,0.1732904
3,0.7765066,0.9672805,"('repellent', 'pleasant')",0.7646805,0.62212116,0.46766254,0.49370122,0.6696165,0.6943676,-0.0247511
74,0.7635947,0.9112241,"('undedicated', 'dedicated')",0.4943525,0.50557137,-0.3748329,-0.3353245,0.2943714,0.3604903,-0.0661189
88,-0.7305512,-0.6287883,"('low', 'eminent')",-0.9013846,-1.0313847,-0.35185242,-0.3947696,-0.6612628,-0.6849809,0.0237181
42,0.5987664,0.94631636,"('unreliable', 'reliable')",0.58998656,0.6570152,-2.70405,-2.649181,-0.5050991,-0.3486164,-0.1564827
41,0.59801704,0.7129083,"('unforgiving', 'forgiving')",0.6924264,0.78051716,-0.0036700014,-0.026561383,0.4289245,0.4889547,-0.0600302
64,0.5676366,0.87112194,"('shy', 'confident')",0.1302602,0.029428685,-6.6311035,-6.5911036,-1.9777355,-1.8968509,-0.0808846
17,-0.5663113,-0.45618954,"('nasty', 'nice')",0.41873664,0.5140797,-0.1913982,-0.08185582,-0.112991,-0.0079886,-0.1050024
58,-0.5536825,-0.7220713,"('undiscriminating', 'discriminating')",-0.16885793,-0.2649697,-0.16716155,-0.26057762,-0.2965673,-0.4158729,0.1193056
61,0.5477073,0.7440499,"('illogical', 'logical')",0.2826443,0.07382938,0.13504241,0.114948206,0.321798,0.3109425,0.0108555
32,0.538711,0.73020875,"('unkind', 'kind')",0.9155477,0.8915996,1.0161065,1.1507486,0.823455,0.9241856,-0.1007306
86,0.52765936,0.8229333,"('uninfluential', 'influential')",0.19738318,-0.028131727,-0.46950343,-0.4674107,0.0851797,0.1091303,-0.0239506
18,0.50366205,0.58650196,"('disagreeable', 'welcoming')",0.4631512,0.50229937,-0.15319243,-0.18690504,0.2712069,0.3006321,-0.0294252
29,-0.49622393,-0.49416333,"('unfair', 'fair')",-0.5100636,-0.5030924,-0.2032496,-0.13998516,-0.403179,-0.3790803,-0.0240987
1,-0.4779518,-0.7141876,"('unfriendly', 'friendly')",0.28969437,0.039243937,1.5382695,1.4100263,0.450004,0.2450275,0.2049765
77,0.46169227,0.56540567,"('unmotivated', 'motivated')",0.73147905,0.450993,-1.1574782,-1.1608411,0.0118977,-0.0481475,0.0600452
28,0.45136055,0.6144306,"('disloyal', 'loyal')",0.9902096,0.90503,0.89397186,0.8593816,0.778514,0.7929475,-0.0144335
67,0.40692744,0.43091804,"('doubtful', 'determined')",0.6513765,0.5701862,-0.6152788,-0.56121314,0.1476751,0.1466304,0.0010447
47,0.39011508,0.63551486,"('stupid', 'smart')",0.50417346,0.46768677,5.5380707,5.5789843,2.1441197,2.2273954,-0.0832757
37,0.37490794,0.5275044,"('fake', 'genuine')",0.61487055,0.63453233,0.44146994,0.495209,0.4770828,0.5524152,-0.0753324
71,0.35973445,0.0774423,"('diffident', 'self-confident')",2.0800364,1.8924513,0.44801706,0.4406352,0.962596,0.8035096,0.1590864
20,-0.30618086,-0.32976532,"('rough', 'thoughtful')",0.05890575,-0.01305737,0.79121846,0.7503215,0.1813144,0.1358329,0.0454815
44,-0.2789838,-0.19751841,"('prejudiced', 'unprejudiced')",-0.76937294,-0.618882,-1.0531645,-0.9476053,-0.7005071,-0.5880019,-0.1125052
40,0.26470447,0.25419208,"('stingy', 'generous')",1.2790501,1.3937438,-1.2929298,-1.4509199,0.0836083,0.065672,0.0179363
15,-0.2619801,-0.1616828,"('boring', 'funny')",0.019985834,0.14479685,0.37101144,0.41777092,0.0430057,0.1336283,-0.0906226
82,0.2405051,0.34041685,"('poor', 'rich')",-0.05168073,-0.17615047,6.089662,6.0509405,2.0928288,2.0717357,0.0210931
83,-0.23862045,-0.25276735,"('powerless', 'powerful')",-0.407237,-0.4207082,-1.2082142,-1.0942072,-0.6180239,-0.5892276,-0.0287963
2,0.2289488,0.16437462,"('unlikable', 'likable')",0.2611631,0.11397773,0.3177332,0.36589077,0.2692817,0.2147477,0.054534
78,-0.22396074,-0.085306756,"('nonresilient', 'resilient')",1.262637,1.3860416,0.0062928926,-0.039637834,0.3483231,0.4203657,-0.0720426
72,0.22032118,0.19184774,"('unambitious', 'ambitious')",0.58984506,0.5761436,-0.79637384,-0.66158235,0.0045975,0.0354697,-0.0308722
27,-0.19755888,-0.31339064,"('hardhearted', 'softhearted')",1.2115483,1.2825931,1.4632996,1.2978923,0.8257631,0.7556983,0.0700648
34,-0.16362335,-0.18558183,"('mean', 'honorable')",0.8260932,0.85785526,6.1453176,6.1598535,2.2692625,2.2773755,-0.008113
33,0.15888235,-0.04670479,"('wrong', 'right')",0.4757813,0.43474472,-0.4192896,-0.54940253,0.0717914,-0.0537875,0.1255789
54,-0.12031096,-0.118818946,"('incapable', 'capable')",-0.49530798,-0.7508576,1.1047951,1.1879923,0.1630587,0.1061053,0.0569534
53,0.095560744,0.1302627,"('uncreative', 'creative')",0.6558799,0.5682892,0.964947,0.87526876,0.5721292,0.5246069,0.0475223
51,0.09291926,0.37596747,"('uneducated', 'educated')",-0.3493035,-0.5002311,-0.19391012,-0.20535979,-0.1500981,-0.1098745,-0.0402236
9,0.0813127,-0.09550702,"('unaffectionate', 'caring')",1.0138644,0.9463117,1.2928922,1.2869161,0.7960231,0.7125736,0.0834495
38,-0.054359414,-0.26406735,"('untruthful', 'truthful')",0.54828525,0.48860836,-0.05557441,-0.054060616,0.1461171,0.0568268,0.0892903
26,-0.05189357,0.033801798,"('hardhearted', 'benevolent')",0.60172826,0.7371715,1.4636556,1.4950409,0.6711634,0.755338,-0.0841746
87,-0.021737617,-0.0035296157,"('unsuccessful', 'successful')",1.0187165,0.63932973,0.25472873,0.14179975,0.4172359,0.2592,0.1580359
84,0.008624839,-0.042755507,"('inferior', 'superior')",-1.9573368,-2.0655317,0.28177446,0.1892098,-0.5556459,-0.6396925,0.0840466
